,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-TQ-A7RO-01A,0.000,0.005,0.001,0.000,0.002,0.000,0.003,0.025,0.000,0.019,0.057,0.003,0.000,0.000,0.000,0.884,0.884
TCGA-CS-6670-01A,0.000,0.002,0.005,0.000,0.001,0.000,0.001,0.029,0.000,0.015,0.037,0.003,0.000,0.000,0.000,0.906,0.906
TCGA-QH-A6X5-01A,0.000,0.003,0.002,0.000,0.000,0.000,0.000,0.021,0.000,0.011,0.083,0.002,0.000,0.000,0.000,0.877,0.877
TCGA-HW-7493-01A,0.000,0.009,0.002,0.000,0.004,0.000,0.001,0.024,0.000,0.039,0.097,0.007,0.000,0.000,0.001,0.817,0.817
TCGA-CS-6667-01A,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.080,0.000,0.042,0.077,0.000,0.000,0.000,0.000,0.798,0.798
TCGA-DU-6406-01A,0.000,0.003,0.000,0.000,0.000,0.000,0.004,0.065,0.002,0.001,0.087,0.002,0.000,0.000,0.000,0.836,0.836
TCGA-DU-A7TA-01A,0.000,0.005,0.002,0.001,0.000,0.000,0.022,0.023,0.000,0.009,0.148,0.001,0.000,0.000,0.001,0.788,0.788
TCGA-QH-A6X4-01A,0.000,0.004,0.002,0.000,0.000,0.001,0.002,0.012,0.000,0.003,0.058,0.003,0.000,0.000,0.000,0.915,0.915
TCGA-TQ-A7RR-01A,0.000,0.006,0.001,0.000,0.004,0.000,0.003,0.013,0.000,0.013,0.124,0.003,0.001,0.000,0.000,0.832,0.832
TCGA-HT-8104-01A,0.000,0.004,0.001,0.000,0.002,0.000,0.000,0.066,0.002,0.012,0.077,0.002,0.000,0.000,0.000,0.835,0.835
TCGA-HT-A74K-01A,0.000,0.000,0.011,0.000,0.000,0.000,0.002,0.049,0.000,0.026,0.122,0.003,0.000,0.000,0.000,0.786,0.786
TCGA-DB-A64X-01A,0.000,0.000,0.002,0.000,0.002,0.000,0.004,0.034,0.000,0.022,0.066,0.001,0.000,0.000,0.000,0.868,0.868
