,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-V1-A9OF-01A,0.005,0.000,0.009,0.000,0.004,0.000,0.920,0.004,0.016,0.009,0.011,0.019,0.002,0.000,0.001,0.000
TCGA-ZG-A8QX-01A,0.007,0.004,0.008,0.000,0.003,0.000,0.847,0.005,0.017,0.017,0.070,0.016,0.003,0.000,0.001,0.000
TCGA-YL-A8SC-01A,0.006,0.000,0.014,0.002,0.016,0.000,0.810,0.007,0.030,0.046,0.016,0.045,0.008,0.000,0.000,0.000
TCGA-HC-7817-01B,0.010,0.000,0.010,0.001,0.006,0.000,0.670,0.023,0.066,0.116,0.043,0.051,0.002,0.001,0.001,0.000
TCGA-KC-A7F6-01A,0.005,0.000,0.003,0.001,0.006,0.000,0.847,0.006,0.045,0.035,0.037,0.011,0.002,0.000,0.001,0.000
TCGA-KK-A7B4-01A,0.009,0.000,0.014,0.003,0.008,0.001,0.831,0.015,0.016,0.058,0.017,0.027,0.001,0.000,0.000,0.000
TCGA-G9-6366-01A,0.016,0.000,0.005,0.000,0.006,0.000,0.884,0.002,0.023,0.019,0.034,0.010,0.001,0.000,0.001,0.000
TCGA-KK-A59X-01A,0.004,0.000,0.007,0.000,0.002,0.000,0.879,0.002,0.020,0.025,0.022,0.037,0.001,0.000,0.001,0.000
TCGA-HC-A6AN-01A,0.004,0.000,0.004,0.002,0.002,0.000,0.886,0.002,0.025,0.029,0.019,0.023,0.001,0.000,0.002,0.000
TCGA-G9-6498-01A,0.007,0.001,0.011,0.001,0.012,0.000,0.716,0.009,0.061,0.137,0.027,0.015,0.004,0.000,0.001,0.000
TCGA-J4-AATZ-01A,0.004,0.000,0.006,0.001,0.003,0.000,0.928,0.006,0.019,0.001,0.020,0.011,0.000,0.000,0.001,0.000
TCGA-EJ-7317-01A,0.008,0.000,0.005,0.000,0.000,0.000,0.897,0.002,0.025,0.018,0.031,0.013,0.001,0.000,0.000,0.000
TCGA-SU-A7E7-01A,0.005,0.000,0.007,0.000,0.012,0.000,0.793,0.013,0.048,0.062,0.032,0.019,0.004,0.000,0.002,0.000
TCGA-XJ-A83F-01A,0.001,0.000,0.001,0.001,0.000,0.000,0.865,0.001,0.036,0.033,0.046,0.013,0.000,0.000,0.001,0.000
TCGA-2A-AAYO-01A,0.015,0.021,0.021,0.000,0.003,0.001,0.745,0.009,0.038,0.055,0.039,0.038,0.013,0.000,0.001,0.001
TCGA-EJ-A46B-01A,0.004,0.000,0.006,0.000,0.002,0.000,0.862,0.005,0.030,0.024,0.052,0.011,0.002,0.000,0.001,0.000
TCGA-QU-A6IN-01A,0.003,0.000,0.001,0.003,0.000,0.000,0.952,0.001,0.015,0.001,0.016,0.004,0.002,0.000,0.001,0.000
TCGA-KK-A59Z-01A,0.005,0.000,0.002,0.001,0.008,0.000,0.766,0.008,0.057,0.061,0.053,0.032,0.006,0.000,0.001,0.000
TCGA-XK-AAJT-01A,0.007,0.000,0.003,0.000,0.006,0.000,0.724,0.011,0.063,0.064,0.090,0.030,0.001,0.000,0.001,0.000
TCGA-EJ-7125-01A,0.010,0.000,0.005,0.000,0.008,0.000,0.795,0.003,0.048,0.043,0.048,0.030,0.009,0.000,0.000,0.000
TCGA-J9-A52C-01A,0.001,0.000,0.007,0.000,0.013,0.000,0.589,0.018,0.090,0.136,0.098,0.040,0.005,0.000,0.001,0.000
TCGA-YL-A8HL-01A,0.002,0.000,0.005,0.001,0.000,0.000,0.926,0.002,0.032,0.001,0.020,0.010,0.000,0.000,0.000,0.000
TCGA-ZG-A9LZ-01A,0.006,0.000,0.008,0.003,0.002,0.000,0.856,0.012,0.024,0.036,0.023,0.024,0.004,0.000,0.001,0.000
TCGA-J9-A8CP-01A,0.008,0.000,0.008,0.000,0.002,0.000,0.732,0.003,0.083,0.062,0.041,0.011,0.050,0.000,0.000,0.000
TCGA-FC-A6HD-01A,0.002,0.000,0.002,0.002,0.001,0.000,0.953,0.003,0.012,0.001,0.011,0.007,0.004,0.000,0.002,0.000
TCGA-G9-6351-01A,0.008,0.000,0.005,0.000,0.004,0.000,0.861,0.004,0.020,0.052,0.033,0.012,0.000,0.000,0.001,0.000
TCGA-EJ-5532-01A,0.011,0.000,0.010,0.000,0.003,0.000,0.833,0.004,0.034,0.053,0.035,0.013,0.003,0.000,0.000,0.000
TCGA-EJ-5525-01A,0.004,0.002,0.012,0.000,0.000,0.000,0.699,0.005,0.072,0.168,0.022,0.015,0.000,0.000,0.000,0.000
TCGA-ZG-A9L9-01A,0.002,0.000,0.015,0.000,0.003,0.000,0.595,0.023,0.044,0.188,0.077,0.049,0.002,0.000,0.001,0.000
TCGA-EJ-A65F-01A,0.004,0.000,0.003,0.003,0.007,0.001,0.786,0.008,0.069,0.054,0.037,0.016,0.013,0.000,0.001,0.000
TCGA-2A-A8VX-01A,0.002,0.000,0.003,0.000,0.000,0.000,0.945,0.002,0.005,0.013,0.021,0.005,0.003,0.000,0.001,0.000
TCGA-KK-A8I4-01A,0.009,0.006,0.019,0.002,0.016,0.000,0.559,0.032,0.104,0.134,0.070,0.040,0.007,0.000,0.002,0.001
TCGA-KK-A8IA-01A,0.007,0.000,0.003,0.003,0.001,0.000,0.926,0.002,0.015,0.006,0.021,0.011,0.004,0.000,0.001,0.000
TCGA-Y6-A9XI-01A,0.005,0.000,0.009,0.000,0.000,0.000,0.910,0.005,0.031,0.007,0.019,0.010,0.001,0.000,0.000,0.000
TCGA-VN-A88I-01A,0.007,0.000,0.010,0.000,0.009,0.000,0.426,0.017,0.094,0.272,0.130,0.020,0.011,0.002,0.001,0.000
TCGA-M7-A71Z-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.968,0.001,0.008,0.009,0.007,0.004,0.001,0.000,0.001,0.000
TCGA-EJ-A46E-01A,0.002,0.000,0.003,0.002,0.006,0.000,0.769,0.021,0.040,0.067,0.067,0.012,0.004,0.001,0.005,0.000
TCGA-CH-5788-01A,0.008,0.000,0.006,0.000,0.000,0.001,0.916,0.002,0.013,0.018,0.013,0.021,0.002,0.000,0.000,0.000
