,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-A5-A0R8-01A,0.011,0.000,0.012,0.007,0.001,0.000,0.043,0.030,0.037,0.010,0.042,0.000,0.004,0.001,0.000,0.802,0.802
TCGA-A5-A0G3-01A,0.006,0.000,0.000,0.001,0.000,0.000,0.005,0.015,0.093,0.046,0.020,0.000,0.001,0.001,0.000,0.811,0.811
TCGA-AP-A054-01A,0.000,0.000,0.005,0.001,0.022,0.000,0.003,0.024,0.011,0.022,0.003,0.000,0.000,0.000,0.000,0.909,0.909
TCGA-A5-A0GX-01A,0.016,0.000,0.019,0.006,0.016,0.004,0.003,0.053,0.151,0.033,0.025,0.001,0.000,0.000,0.000,0.671,0.671
TCGA-DI-A2QY-01A,0.005,0.000,0.000,0.001,0.000,0.000,0.003,0.024,0.052,0.007,0.003,0.000,0.000,0.000,0.000,0.903,0.903
TCGA-EY-A1GC-01A,0.043,0.000,0.022,0.016,0.001,0.000,0.004,0.015,0.009,0.020,0.126,0.000,0.002,0.000,0.000,0.742,0.742
TCGA-A5-A0GI-01A,0.006,0.000,0.016,0.009,0.000,0.001,0.007,0.031,0.070,0.010,0.009,0.000,0.000,0.000,0.000,0.839,0.839
TCGA-D1-A17S-01A,0.012,0.000,0.000,0.000,0.000,0.000,0.019,0.012,0.030,0.000,0.023,0.000,0.000,0.000,0.000,0.904,0.904
TCGA-EY-A5W2-01A,0.005,0.000,0.004,0.013,0.000,0.000,0.000,0.009,0.017,0.005,0.029,0.000,0.000,0.000,0.000,0.917,0.917
TCGA-D1-A1NU-01A,0.008,0.000,0.008,0.004,0.000,0.000,0.000,0.021,0.007,0.006,0.030,0.000,0.000,0.002,0.000,0.915,0.915
TCGA-BG-A18A-01A,0.007,0.000,0.004,0.008,0.000,0.001,0.008,0.071,0.108,0.023,0.026,0.000,0.006,0.000,0.000,0.737,0.737
TCGA-AX-A06B-01A,0.027,0.000,0.015,0.014,0.002,0.000,0.002,0.067,0.094,0.022,0.043,0.000,0.000,0.000,0.000,0.714,0.714
TCGA-E6-A2P9-01A,0.013,0.000,0.011,0.017,0.010,0.000,0.006,0.023,0.015,0.004,0.015,0.000,0.000,0.000,0.000,0.886,0.886
TCGA-PG-A917-01A,0.016,0.000,0.026,0.046,0.000,0.000,0.009,0.047,0.029,0.003,0.062,0.000,0.000,0.000,0.000,0.762,0.762
TCGA-AX-A3FS-01A,0.000,0.000,0.009,0.014,0.002,0.000,0.001,0.038,0.081,0.022,0.006,0.000,0.000,0.000,0.000,0.827,0.827
TCGA-A5-A2K4-01A,0.010,0.002,0.007,0.007,0.000,0.000,0.004,0.057,0.098,0.000,0.039,0.000,0.000,0.001,0.000,0.773,0.773
TCGA-D1-A1O0-01A,0.006,0.000,0.000,0.008,0.000,0.000,0.000,0.028,0.014,0.021,0.025,0.000,0.000,0.000,0.000,0.897,0.897
TCGA-B5-A0JS-01A,0.023,0.000,0.021,0.000,0.000,0.000,0.023,0.047,0.075,0.003,0.025,0.000,0.015,0.000,0.000,0.767,0.767
TCGA-AX-A1CE-01A,0.004,0.000,0.004,0.006,0.004,0.000,0.000,0.019,0.000,0.004,0.029,0.000,0.000,0.000,0.000,0.930,0.930
TCGA-D1-A17F-01A,0.009,0.000,0.010,0.016,0.000,0.000,0.036,0.015,0.026,0.000,0.062,0.000,0.000,0.000,0.000,0.825,0.825
TCGA-EO-A3AV-01A,0.028,0.000,0.023,0.035,0.000,0.000,0.001,0.022,0.040,0.007,0.035,0.000,0.000,0.012,0.000,0.796,0.796
TCGA-D1-A17B-01A,0.032,0.000,0.023,0.008,0.000,0.000,0.029,0.067,0.102,0.014,0.089,0.000,0.010,0.015,0.000,0.612,0.612
TCGA-E6-A8L9-01A,0.000,0.000,0.002,0.023,0.003,0.003,0.001,0.051,0.102,0.018,0.025,0.000,0.010,0.000,0.000,0.762,0.762
TCGA-EY-A547-01A,0.000,0.000,0.004,0.002,0.000,0.000,0.000,0.026,0.000,0.019,0.010,0.000,0.002,0.000,0.000,0.937,0.937
TCGA-AJ-A3OJ-01A,0.000,0.000,0.006,0.019,0.000,0.000,0.000,0.020,0.046,0.000,0.060,0.000,0.000,0.000,0.000,0.848,0.848
TCGA-BS-A0TJ-01A,0.007,0.000,0.008,0.014,0.000,0.000,0.001,0.027,0.066,0.011,0.014,0.000,0.000,0.000,0.000,0.852,0.852
TCGA-BG-A0VV-01A,0.012,0.000,0.011,0.002,0.000,0.001,0.015,0.032,0.044,0.000,0.026,0.000,0.001,0.000,0.000,0.855,0.855
TCGA-D1-A16V-01A,0.019,0.000,0.013,0.022,0.000,0.000,0.009,0.028,0.011,0.006,0.047,0.000,0.000,0.000,0.000,0.846,0.846
TCGA-EO-A22R-01A,0.003,0.000,0.007,0.015,0.000,0.000,0.001,0.028,0.037,0.000,0.056,0.000,0.000,0.000,0.000,0.853,0.853
TCGA-BG-A0MH-01A,0.036,0.003,0.016,0.010,0.004,0.000,0.029,0.047,0.115,0.014,0.059,0.001,0.004,0.001,0.000,0.660,0.660
TCGA-EO-A3KX-01A,0.000,0.000,0.003,0.016,0.000,0.000,0.001,0.024,0.011,0.000,0.008,0.000,0.000,0.000,0.000,0.937,0.937
TCGA-AX-A0IS-01A,0.001,0.000,0.003,0.004,0.000,0.000,0.005,0.033,0.090,0.004,0.014,0.000,0.000,0.000,0.000,0.846,0.846
TCGA-EY-A1G8-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.031,0.016,0.001,0.009,0.000,0.000,0.000,0.000,0.939,0.939
TCGA-EY-A1GW-01A,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.007,0.004,0.000,0.000,0.000,0.000,0.917,0.917
TCGA-BG-A0RY-01A,0.004,0.000,0.001,0.000,0.000,0.000,0.059,0.020,0.036,0.008,0.045,0.000,0.001,0.002,0.000,0.823,0.823
TCGA-D1-A1NY-01A,0.006,0.000,0.006,0.006,0.000,0.000,0.007,0.045,0.099,0.009,0.024,0.000,0.001,0.000,0.000,0.796,0.796
TCGA-B5-A3S1-01A,0.005,0.000,0.012,0.004,0.000,0.000,0.001,0.010,0.051,0.000,0.033,0.000,0.000,0.000,0.000,0.884,0.884
TCGA-A5-A2K5-01A,0.000,0.000,0.010,0.005,0.001,0.000,0.000,0.013,0.011,0.007,0.040,0.000,0.000,0.000,0.000,0.914,0.914
TCGA-AX-A062-01A,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.034,0.086,0.000,0.009,0.000,0.000,0.000,0.000,0.869,0.869
TCGA-A5-A0G5-01A,0.074,0.000,0.026,0.049,0.016,0.000,0.031,0.030,0.023,0.021,0.131,0.000,0.001,0.000,0.000,0.597,0.597
TCGA-AP-A0LH-01A,0.000,0.000,0.004,0.002,0.000,0.000,0.022,0.010,0.012,0.000,0.016,0.000,0.000,0.000,0.000,0.932,0.932
TCGA-BS-A0WQ-01A,0.000,0.000,0.004,0.001,0.003,0.000,0.002,0.016,0.067,0.000,0.009,0.001,0.000,0.000,0.000,0.896,0.896
TCGA-FI-A2EY-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.982,0.982
TCGA-EY-A549-01A,0.018,0.000,0.009,0.008,0.001,0.000,0.013,0.026,0.018,0.006,0.030,0.000,0.000,0.000,0.000,0.870,0.870
TCGA-FI-A2D0-01A,0.000,0.000,0.008,0.019,0.000,0.000,0.002,0.053,0.058,0.000,0.006,0.000,0.001,0.000,0.000,0.852,0.852
TCGA-BS-A0V7-01A,0.002,0.000,0.019,0.000,0.015,0.016,0.043,0.036,0.363,0.039,0.039,0.001,0.000,0.000,0.000,0.426,0.426
TCGA-B5-A1MW-01A,0.000,0.000,0.000,0.005,0.000,0.000,0.001,0.038,0.007,0.000,0.003,0.000,0.000,0.000,0.000,0.946,0.946
TCGA-D1-A17D-01A,0.008,0.000,0.001,0.005,0.000,0.000,0.013,0.022,0.036,0.001,0.029,0.000,0.000,0.000,0.000,0.885,0.885
TCGA-BS-A0TA-01A,0.019,0.000,0.017,0.086,0.053,0.000,0.025,0.016,0.024,0.008,0.099,0.000,0.000,0.000,0.000,0.653,0.653
