,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-TQ-A7RO-01A,0.000,0.000,0.003,0.000,0.011,0.000,0.855,0.002,0.051,0.000,0.010,0.065,0.000,0.000,0.002,0.000
TCGA-CS-6670-01A,0.000,0.000,0.004,0.000,0.005,0.000,0.889,0.001,0.047,0.000,0.008,0.042,0.000,0.000,0.002,0.000
TCGA-QH-A6X5-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.875,0.001,0.034,0.000,0.013,0.072,0.000,0.000,0.001,0.000
TCGA-HW-7493-01A,0.000,0.000,0.003,0.000,0.015,0.000,0.761,0.001,0.048,0.000,0.024,0.144,0.000,0.000,0.001,0.000
TCGA-CS-6667-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.800,0.000,0.103,0.000,0.020,0.072,0.000,0.000,0.002,0.000
TCGA-DU-6406-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.778,0.011,0.091,0.003,0.001,0.111,0.000,0.000,0.000,0.000
TCGA-DU-A7TA-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.746,0.025,0.041,0.000,0.000,0.180,0.000,0.001,0.003,0.000
TCGA-QH-A6X4-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.910,0.004,0.025,0.000,0.000,0.054,0.000,0.002,0.003,0.000
TCGA-TQ-A7RR-01A,0.000,0.000,0.001,0.002,0.005,0.000,0.791,0.005,0.032,0.000,0.012,0.142,0.000,0.005,0.003,0.000
TCGA-HT-8104-01A,0.000,0.000,0.005,0.000,0.002,0.000,0.766,0.001,0.114,0.005,0.009,0.097,0.000,0.001,0.000,0.000
TCGA-HT-A74K-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.835,0.000,0.056,0.000,0.017,0.085,0.000,0.001,0.001,0.000
TCGA-DB-A64X-01A,0.000,0.000,0.000,0.000,0.002,0.000,0.884,0.003,0.044,0.000,0.015,0.049,0.000,0.000,0.002,0.000
TCGA-HT-8107-01A,0.000,0.000,0.013,0.000,0.031,0.001,0.821,0.005,0.061,0.000,0.027,0.035,0.000,0.001,0.006,0.000
TCGA-FG-A710-01A,0.000,0.000,0.004,0.002,0.004,0.000,0.697,0.014,0.065,0.000,0.017,0.194,0.000,0.000,0.002,0.000
TCGA-QH-A6CX-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.785,0.000,0.018,0.000,0.000,0.193,0.000,0.000,0.001,0.000
TCGA-CS-6666-01A,0.000,0.000,0.000,0.000,0.002,0.000,0.787,0.000,0.110,0.000,0.026,0.074,0.000,0.000,0.000,0.000
TCGA-TM-A7CA-01A,0.000,0.000,0.000,0.001,0.006,0.000,0.892,0.002,0.024,0.000,0.003,0.067,0.000,0.000,0.004,0.000
TCGA-HW-7486-01A,0.000,0.000,0.002,0.000,0.002,0.000,0.835,0.000,0.048,0.000,0.009,0.100,0.000,0.000,0.001,0.000
TCGA-QH-A6X8-01A,0.000,0.000,0.002,0.000,0.002,0.000,0.872,0.000,0.048,0.000,0.001,0.069,0.000,0.003,0.002,0.000
TCGA-DU-A76K-01A,0.000,0.000,0.003,0.000,0.010,0.001,0.910,0.001,0.031,0.000,0.012,0.027,0.000,0.000,0.004,0.000
TCGA-DB-A4XD-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.883,0.001,0.027,0.000,0.001,0.084,0.000,0.000,0.002,0.000
TCGA-DH-A669-01A,0.000,0.000,0.007,0.000,0.005,0.000,0.852,0.001,0.035,0.000,0.007,0.091,0.000,0.000,0.001,0.000
TCGA-WY-A858-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.610,0.000,0.086,0.000,0.001,0.300,0.000,0.001,0.001,0.000
TCGA-DU-7294-01A,0.000,0.000,0.003,0.000,0.001,0.000,0.917,0.001,0.028,0.000,0.012,0.036,0.000,0.000,0.001,0.000
TCGA-TM-A7C3-01A,0.000,0.000,0.001,0.001,0.005,0.000,0.815,0.002,0.079,0.040,0.003,0.052,0.000,0.000,0.001,0.000
TCGA-WY-A85E-01A,0.000,0.000,0.002,0.001,0.006,0.000,0.899,0.006,0.032,0.000,0.009,0.042,0.000,0.001,0.003,0.000
TCGA-FG-A6J1-01A,0.000,0.000,0.002,0.001,0.002,0.000,0.862,0.005,0.046,0.000,0.017,0.061,0.000,0.002,0.003,0.000
TCGA-QH-A65Z-01A,0.000,0.000,0.003,0.000,0.002,0.000,0.911,0.002,0.036,0.000,0.001,0.042,0.000,0.000,0.002,0.000
TCGA-VM-A8CD-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.768,0.001,0.045,0.001,0.008,0.173,0.000,0.000,0.000,0.000
TCGA-HT-8019-01A,0.000,0.000,0.012,0.001,0.035,0.002,0.850,0.004,0.036,0.000,0.035,0.019,0.000,0.001,0.005,0.000
TCGA-QH-A6CV-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.755,0.007,0.049,0.005,0.001,0.180,0.000,0.000,0.001,0.000
TCGA-FG-A6IZ-01A,0.000,0.000,0.002,0.000,0.002,0.000,0.920,0.003,0.024,0.000,0.001,0.045,0.000,0.000,0.002,0.000
TCGA-P5-A5F1-01A,0.000,0.000,0.002,0.000,0.003,0.000,0.822,0.000,0.041,0.000,0.011,0.119,0.000,0.001,0.001,0.000
TCGA-P5-A72U-01A,0.001,0.000,0.005,0.000,0.000,0.000,0.574,0.000,0.128,0.099,0.017,0.173,0.000,0.001,0.001,0.000
