,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-HQ-A5NE-01A,0.000,0.000,0.010,0.000,0.000,0.000,0.777,0.010,0.059,0.094,0.022,0.020,0.006,0.000,0.002,0.001
TCGA-FD-A5BT-01A,0.003,0.001,0.017,0.018,0.008,0.000,0.284,0.017,0.019,0.451,0.021,0.153,0.002,0.005,0.001,0.000
TCGA-DK-A3IQ-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.190,0.005,0.054,0.639,0.056,0.048,0.006,0.000,0.000,0.000
TCGA-ZF-AA4X-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.953,0.019,0.007,0.000,0.005,0.010,0.000,0.000,0.000,0.000
TCGA-GD-A3OQ-01A,0.000,0.000,0.008,0.002,0.000,0.000,0.913,0.004,0.009,0.049,0.001,0.009,0.003,0.000,0.000,0.000
TCGA-ZF-AA51-01A,0.028,0.001,0.036,0.005,0.000,0.001,0.689,0.020,0.023,0.083,0.014,0.077,0.002,0.000,0.009,0.013
TCGA-FD-A3SS-01A,0.000,0.000,0.000,0.003,0.001,0.003,0.909,0.000,0.009,0.029,0.025,0.016,0.001,0.000,0.003,0.000
TCGA-DK-AA71-01A,0.000,0.000,0.006,0.008,0.000,0.000,0.926,0.000,0.012,0.024,0.009,0.014,0.000,0.000,0.000,0.000
TCGA-4Z-AA83-01A,0.000,0.000,0.005,0.004,0.000,0.000,0.859,0.032,0.011,0.001,0.059,0.025,0.002,0.000,0.000,0.000
TCGA-ZF-A9R4-01A,0.000,0.000,0.000,0.029,0.000,0.000,0.926,0.002,0.016,0.000,0.008,0.019,0.000,0.000,0.000,0.000
TCGA-BT-A20P-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.935,0.001,0.014,0.000,0.025,0.023,0.000,0.000,0.000,0.000
TCGA-HQ-A2OE-01A,0.005,0.001,0.005,0.000,0.000,0.000,0.951,0.005,0.011,0.002,0.010,0.009,0.000,0.000,0.000,0.000
TCGA-R3-A69X-01A,0.010,0.009,0.028,0.005,0.002,0.000,0.592,0.028,0.058,0.115,0.063,0.084,0.005,0.000,0.001,0.000
TCGA-BT-A3PH-01A,0.000,0.000,0.000,0.003,0.000,0.000,0.921,0.000,0.019,0.021,0.014,0.018,0.001,0.000,0.001,0.000
TCGA-UY-A9PA-01A,0.000,0.000,0.008,0.019,0.001,0.000,0.891,0.034,0.018,0.000,0.001,0.024,0.004,0.000,0.000,0.000
TCGA-BL-A13J-01B,0.012,0.009,0.018,0.018,0.001,0.004,0.686,0.005,0.067,0.120,0.022,0.018,0.003,0.000,0.018,0.001
TCGA-CF-A3MI-01A,0.000,0.000,0.000,0.003,0.000,0.000,0.924,0.009,0.022,0.000,0.034,0.008,0.000,0.000,0.000,0.000
TCGA-XF-AAMW-01A,0.000,0.000,0.026,0.002,0.000,0.000,0.785,0.019,0.029,0.080,0.002,0.053,0.001,0.000,0.001,0.000
TCGA-H4-A2HQ-01A,0.007,0.000,0.006,0.004,0.000,0.000,0.937,0.000,0.018,0.008,0.008,0.011,0.000,0.000,0.000,0.000
TCGA-HQ-A5ND-01A,0.000,0.000,0.005,0.006,0.000,0.000,0.958,0.001,0.012,0.001,0.014,0.001,0.001,0.000,0.001,0.000
TCGA-K4-A6FZ-01A,0.001,0.000,0.012,0.005,0.000,0.000,0.866,0.023,0.035,0.003,0.006,0.036,0.005,0.000,0.007,0.001
TCGA-DK-A3IV-01A,0.003,0.024,0.050,0.018,0.007,0.000,0.793,0.034,0.010,0.005,0.007,0.044,0.001,0.001,0.002,0.000
TCGA-E7-A3X6-01A,0.000,0.000,0.014,0.036,0.000,0.000,0.795,0.018,0.041,0.034,0.021,0.032,0.001,0.000,0.006,0.000
TCGA-BT-A42F-01A,0.035,0.000,0.013,0.014,0.007,0.001,0.772,0.030,0.019,0.000,0.024,0.069,0.001,0.000,0.015,0.000
TCGA-UY-A8OB-01A,0.000,0.000,0.013,0.026,0.000,0.000,0.907,0.003,0.001,0.004,0.012,0.033,0.001,0.000,0.000,0.000
TCGA-DK-A1A3-01A,0.010,0.001,0.010,0.002,0.002,0.000,0.745,0.017,0.026,0.097,0.014,0.075,0.001,0.000,0.000,0.000
TCGA-DK-AA6X-01A,0.001,0.010,0.020,0.002,0.004,0.000,0.765,0.057,0.033,0.038,0.015,0.054,0.002,0.000,0.000,0.000
TCGA-G2-A3IE-01A,0.004,0.000,0.007,0.000,0.000,0.000,0.947,0.000,0.011,0.000,0.008,0.020,0.000,0.000,0.000,0.000
TCGA-FD-A5BU-01A,0.002,0.006,0.012,0.006,0.001,0.000,0.657,0.022,0.038,0.138,0.070,0.045,0.002,0.000,0.002,0.000
TCGA-C4-A0EZ-01A,0.000,0.000,0.016,0.001,0.001,0.000,0.871,0.003,0.049,0.000,0.056,0.001,0.000,0.000,0.000,0.000
TCGA-FD-A3B3-01A,0.018,0.001,0.028,0.024,0.006,0.001,0.539,0.018,0.060,0.173,0.048,0.063,0.003,0.001,0.003,0.015
TCGA-FD-A5BZ-01A,0.007,0.001,0.013,0.000,0.000,0.000,0.482,0.002,0.028,0.390,0.037,0.033,0.006,0.000,0.000,0.000
TCGA-C4-A0F7-01A,0.000,0.001,0.005,0.000,0.000,0.000,0.840,0.002,0.087,0.028,0.029,0.000,0.000,0.000,0.006,0.001
TCGA-XF-AAMR-01A,0.000,0.000,0.006,0.001,0.000,0.000,0.464,0.018,0.094,0.171,0.145,0.087,0.012,0.000,0.000,0.000
TCGA-XF-AAN7-01A,0.000,0.000,0.009,0.005,0.000,0.000,0.549,0.009,0.116,0.165,0.123,0.022,0.002,0.000,0.000,0.000
TCGA-UY-A8OD-01A,0.008,0.006,0.012,0.006,0.000,0.000,0.636,0.014,0.018,0.175,0.067,0.053,0.003,0.000,0.000,0.000
TCGA-FD-A3SP-01A,0.002,0.000,0.020,0.008,0.012,0.000,0.290,0.027,0.049,0.416,0.021,0.148,0.003,0.000,0.003,0.000
TCGA-DK-A2HX-01A,0.000,0.000,0.007,0.002,0.000,0.000,0.584,0.006,0.052,0.242,0.047,0.057,0.002,0.000,0.000,0.000
TCGA-CF-A8HX-01A,0.000,0.000,0.001,0.001,0.000,0.000,0.966,0.001,0.004,0.000,0.027,0.000,0.000,0.000,0.000,0.000
TCGA-E7-A85H-01A,0.004,0.001,0.015,0.013,0.005,0.000,0.839,0.013,0.007,0.044,0.015,0.044,0.001,0.000,0.000,0.000
TCGA-ZF-A9RL-01A,0.000,0.000,0.000,0.002,0.000,0.000,0.976,0.000,0.009,0.000,0.007,0.006,0.000,0.000,0.000,0.000
TCGA-UY-A9PB-01A,0.026,0.001,0.026,0.038,0.001,0.000,0.471,0.014,0.028,0.224,0.021,0.146,0.002,0.001,0.000,0.000
TCGA-GV-A3JV-01A,0.010,0.009,0.023,0.007,0.001,0.000,0.758,0.012,0.052,0.058,0.027,0.039,0.003,0.000,0.000,0.000
TCGA-GD-A6C6-01A,0.000,0.000,0.002,0.004,0.000,0.000,0.951,0.000,0.006,0.000,0.020,0.017,0.000,0.000,0.000,0.000
TCGA-XF-A9SW-01A,0.004,0.006,0.012,0.002,0.000,0.001,0.224,0.017,0.092,0.341,0.240,0.043,0.008,0.000,0.008,0.001
TCGA-GV-A3QI-01A,0.000,0.005,0.000,0.002,0.002,0.000,0.892,0.000,0.060,0.000,0.029,0.009,0.000,0.000,0.000,0.000
TCGA-UY-A9PE-01A,0.011,0.001,0.004,0.001,0.000,0.000,0.863,0.001,0.009,0.061,0.036,0.013,0.000,0.000,0.000,0.000
TCGA-E7-A97P-01A,0.000,0.000,0.010,0.070,0.004,0.000,0.674,0.017,0.059,0.100,0.017,0.046,0.001,0.000,0.001,0.001
TCGA-G2-AA3D-01A,0.001,0.007,0.002,0.003,0.000,0.001,0.949,0.007,0.008,0.002,0.007,0.009,0.000,0.000,0.004,0.000
TCGA-BL-A3JM-01A,0.000,0.000,0.003,0.009,0.013,0.000,0.823,0.013,0.011,0.094,0.010,0.023,0.002,0.000,0.000,0.000
TCGA-GV-A3JZ-01A,0.003,0.000,0.004,0.009,0.001,0.000,0.856,0.000,0.013,0.062,0.008,0.043,0.001,0.000,0.000,0.000
TCGA-ZF-A9R5-01A,0.004,0.000,0.014,0.001,0.001,0.001,0.931,0.007,0.023,0.000,0.011,0.007,0.000,0.000,0.000,0.000
TCGA-UY-A9PH-01A,0.024,0.001,0.028,0.025,0.001,0.000,0.642,0.044,0.030,0.074,0.018,0.111,0.001,0.000,0.000,0.000
TCGA-E7-A7XN-01A,0.000,0.000,0.009,0.098,0.001,0.000,0.760,0.019,0.023,0.000,0.009,0.074,0.001,0.000,0.004,0.001
TCGA-XF-A9T8-01A,0.000,0.000,0.011,0.028,0.002,0.000,0.677,0.004,0.052,0.046,0.026,0.122,0.001,0.000,0.029,0.000
