,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-EL-A3D0-01A,0.000,0.001,0.004,0.000,0.000,0.000,0.657,0.004,0.160,0.075,0.069,0.030,0.000,0.000,0.000,0.000
TCGA-J8-A4HY-01A,0.002,0.000,0.004,0.000,0.001,0.000,0.701,0.013,0.122,0.002,0.086,0.066,0.000,0.000,0.000,0.000
TCGA-L6-A4ET-01A,0.003,0.000,0.002,0.000,0.008,0.000,0.781,0.007,0.130,0.001,0.051,0.017,0.000,0.000,0.000,0.000
TCGA-DE-A4MC-01A,0.000,0.000,0.038,0.014,0.000,0.000,0.655,0.091,0.099,0.032,0.030,0.039,0.000,0.000,0.000,0.000
TCGA-ET-A25K-01A,0.004,0.000,0.006,0.000,0.002,0.000,0.550,0.010,0.245,0.045,0.096,0.037,0.004,0.000,0.000,0.000
TCGA-DJ-A3UU-01A,0.021,0.000,0.016,0.001,0.013,0.001,0.530,0.041,0.123,0.140,0.052,0.063,0.001,0.000,0.000,0.000
TCGA-EM-A1YA-01A,0.008,0.000,0.004,0.000,0.000,0.000,0.672,0.000,0.163,0.000,0.113,0.038,0.000,0.000,0.000,0.000
TCGA-CE-A483-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.746,0.000,0.157,0.002,0.056,0.038,0.000,0.000,0.000,0.000
TCGA-DJ-A3VD-01A,0.025,0.060,0.037,0.005,0.013,0.001,0.381,0.084,0.091,0.178,0.028,0.096,0.001,0.000,0.001,0.001
TCGA-BJ-A28S-01A,0.004,0.000,0.000,0.000,0.006,0.000,0.650,0.000,0.205,0.001,0.113,0.021,0.000,0.000,0.000,0.000
TCGA-FY-A3R9-01A,0.018,0.000,0.000,0.000,0.000,0.000,0.711,0.000,0.146,0.000,0.106,0.017,0.000,0.000,0.000,0.000
TCGA-FY-A3R8-01A,0.000,0.000,0.010,0.000,0.000,0.000,0.632,0.031,0.119,0.060,0.037,0.110,0.000,0.000,0.000,0.000
TCGA-DJ-A3V2-01A,0.039,0.019,0.025,0.016,0.034,0.000,0.485,0.029,0.117,0.048,0.041,0.145,0.001,0.000,0.000,0.001
TCGA-ET-A25L-01A,0.000,0.000,0.023,0.000,0.000,0.000,0.528,0.037,0.106,0.188,0.026,0.089,0.002,0.000,0.000,0.000
TCGA-EL-A3D1-01A,0.001,0.000,0.008,0.000,0.006,0.000,0.667,0.015,0.118,0.047,0.058,0.078,0.001,0.000,0.000,0.000
