"","T Cells","DC","Macrophages","Cancer Cells","B Cells","Mast Cells","Endothelial Cells","Fibroblasts"
"TCGA.HQ.A5NE.01A",0,0,0,0.236750200034065,0,9.52868204363172e-05,0.273297004463939,0.48985750868156
"TCGA.FD.A5BT.01A",0,0,0.163667601256755,0.00197972748074505,0,0,0.155349876559812,0.679002794702689
"TCGA.DK.A3IQ.01A",0,0,0,0,0,0,0.0029554962711561,0.997044503728844
"TCGA.ZF.AA4X.01A",0,0,0.0159236066282673,0.418816686437381,0,2.13711340074779e-05,0.536574993737152,0.0286633420631917
"TCGA.GD.A3OQ.01A",0,0,0,0.384937901485647,0,0,0.303743195592368,0.311318902921985
"TCGA.ZF.AA51.01A",0.0124857158670544,0.00238965634181205,0.142564322575297,0.233123184952465,0,0.000200770595916778,0.316317179779474,0.292919169887981
"TCGA.FD.A3SS.01A",0,0,0,0.337281996008893,0,0,0.306231336054485,0.356486667936623
"TCGA.DK.AA71.01A",0,0,0.00767607897889012,0.588163870574476,0,0,0.242059239608839,0.162100810837795
"TCGA.4Z.AA83.01A",0,0,0.0512934985016253,0.305021301542027,0,0,0.403340309510458,0.24034489044589
"TCGA.ZF.A9R4.01A",0.117102698612849,0.0629325008936441,0.00511251348922461,0.332863601810025,0.02662218146804,0,0.427888696461506,0.027477807264712
"TCGA.BT.A20P.01A",0,0,0.0267395360422363,0.358565615619826,0,0,0.476276617391976,0.138418230945962
"TCGA.HQ.A2OE.01A",0,0,0.00846677443033025,0.353905780717838,0,7.20925726005399e-05,0.574312864984734,0.0632424872944974
"TCGA.R3.A69X.01A",0,0,0.0510869906500635,0.0696180431019203,0,0.00171820284469558,0.341899590181673,0.535677173221648
"TCGA.BT.A3PH.01A",0,0,0,0.359425899779506,0,0,0.418936598331344,0.22163750188915
"TCGA.UY.A9PA.01A",0.00466767597630373,0.000300915273127521,0.0255715227123744,0.233340778710696,0,0.000246565856357731,0.642639051196083,0.0932334902750582
"TCGA.BL.A13J.01B",0,0,0,0.0948679793483004,0,0,0.382073100883357,0.523058919768343
"TCGA.CF.A3MI.01A",0.0348770485291449,0,0.0114194904295784,0.377434108374947,0,0.000598838610607973,0.522232432920742,0.0534380811349799
"TCGA.XF.AAMW.01A",0,0,0.0157964779294964,0.250298645589098,0,0,0.336323786747678,0.397581089733728
"TCGA.H4.A2HQ.01A",0,0,0.00109708789688832,0.344751048788341,0,0,0.525151281653061,0.129000581661709
"TCGA.HQ.A5ND.01A",0,0,0,0.610689103128385,0,0,0.274956673595764,0.114354223275851
"TCGA.K4.A6FZ.01A",0,0,0.0454577984712505,0.464660231035278,0,0.000564591019021091,0.347621641674508,0.141695737799943
"TCGA.DK.A3IV.01A",0.00440121329130755,0.000538280159730786,0.103496216338653,0.193077579885731,0,0.000392400310069665,0.590094829546133,0.107999480468376
"TCGA.E7.A3X6.01A",0,0,0.0315313045440996,0.300318936099626,0,0.000121661760925506,0.365943919850877,0.302084177744472
"TCGA.BT.A42F.01A",0,0,0.193547857374279,0.576994266905834,0,6.13841664490855e-05,0.129559814458666,0.0998366770947718
"TCGA.UY.A8OB.01A",0,0,0.0106392286021945,0.607025008211809,0,0,0.153468234846698,0.228867528339298
"TCGA.DK.A1A3.01A",0,0,0.108380051645651,0.0958872881405954,0,0.000747515434099649,0.368485384101987,0.426499760677667
"TCGA.DK.AA6X.01A",0,0,0.0581369981996469,0.114523163595628,0,0.000545047756678064,0.430828750265346,0.395966040182701
"TCGA.G2.A3IE.01A",0,0,0.018937363342296,0.259468343027575,0,0.000297121326254508,0.631556826144418,0.0897403461594568
"TCGA.FD.A5BU.01A",0,0,0.0504660400291652,0.574789539634674,0,0.00015599856046345,0.106056785365693,0.268531636410004
"TCGA.C4.A0EZ.01A",0,0,0,0.121315292535589,0,0,0.641475142215494,0.237209565248917
"TCGA.FD.A3B3.01A",0,0,0.0545781842291229,0.23405164165969,0,0.000744711038102927,0.151909109262693,0.558716353810391
"TCGA.FD.A5BZ.01A",0,0,0,0.0107214581121051,0,0,0.104854760038568,0.884423781849327
"TCGA.C4.A0F7.01A",0,0,0,0.48473602854517,0,5.81130505001045e-05,0.291988335494671,0.223217522909659
"TCGA.XF.AAMR.01A",0,0,0.0136683484011756,0.0381934930653784,0,0.00139429843867912,0.324225808282546,0.622518051812221
"TCGA.XF.AAN7.01A",0,0,0.00151159521507993,0,0,0,0.395775416832912,0.602712987952008
"TCGA.UY.A8OD.01A",0.0533402645432322,0.0174914015151406,0.0404340423554563,0.0832946405052468,0.0358249358971008,0.00075801278731762,0.290924080183799,0.477932622212707
"TCGA.FD.A3SP.01A",0,0,0.0344745079836174,0,0,0,0.0669543243732632,0.898571167643119
"TCGA.DK.A2HX.01A",0,0,0.000764672377133893,0.00608491792642468,0,0,0.180063580524594,0.813086829171847
"TCGA.CF.A8HX.01A",0.101585274084262,0,0.00685267079242352,0.364258627814283,0,0,0.428011332557829,0.0992920947512026
"TCGA.E7.A85H.01A",0,0.000105386677855885,0.0615341370759294,0.243560513820693,0,0,0.456938761320531,0.23786120110499
"TCGA.ZF.A9RL.01A",0,0,0,0.338179945986287,0,0,0.623688388954151,0.0381316650595621
"TCGA.UY.A9PB.01A",0,0,0.102898769595951,0.0868337494092079,0,0.000345003269320151,0.149657522340128,0.660264955385393
"TCGA.GV.A3JV.01A",0.0166806908114847,0,0.0151131991570719,0.159152990248492,0,0.000317608776718826,0.509769878749061,0.298965632257172
"TCGA.GD.A6C6.01A",0.0101247753313615,0.0194989020303793,0.0429731690498818,0.646900614877448,0.00636661636698444,2.8728412311993e-05,0.226646072122343,0.0474611218092899
"TCGA.XF.A9SW.01A",0,0,0.0232836882758723,0.0121456855206624,0,0.00137115204186124,0.283604758835815,0.679594715325789
"TCGA.GV.A3QI.01A",0,0,0,0.149114527474096,0,0,0.64856834151027,0.202317131015634
"TCGA.UY.A9PE.01A",0.0181067306633117,0.000378780462629275,0.00954155130295658,0.26160454620513,0,0.000254313682809139,0.39889091460829,0.311223163074874
"TCGA.E7.A97P.01A",0,0,0.0275409569640442,0.307766196704682,0,0.000171806447381585,0.256093154902707,0.408427884981185
"TCGA.G2.AA3D.01A",0,0,0.00989227102083125,0.323404147388374,0,0.000255133569639451,0.574437948575342,0.0920104994458129
"TCGA.BL.A3JM.01A",0,0,0.0183456336611254,0.069313596216384,0,0.000290481641611666,0.49527912311917,0.416771165361708
"TCGA.GV.A3JZ.01A",0,0,0.0224666823466085,0.0901932854601753,0,0,0.418083255782645,0.469256776410571
"TCGA.ZF.A9R5.01A",0.353422893722723,0.00679320169478161,0,0.156533865285641,0.0965853038311228,0,0.364038845520796,0.0226258899449353
"TCGA.UY.A9PH.01A",0.0322707113374066,0.0189746309790878,0.134638256159541,0.120461614306562,0,0.000325323990289396,0.408204706307752,0.285124756919361
"TCGA.E7.A7XN.01A",0.0747951704233628,0,0.0683464229845547,0.648260095581597,0,0.000126266353035731,0.133566811989957,0.0749052326674934
"TCGA.XF.A9T8.01A",0,0,0.116295378584308,0.499298337638157,0,0.000300462319876518,0.173062966945376,0.211042854512282
"TCGA.DK.A3X1.01A",0,0,0.034554859095964,0.298602149962159,0,4.79028695179309e-05,0.343623124005704,0.323171964066655
"TCGA.E5.A4TZ.01A",0,0,0,0.755076068758999,0,7.22488277528507e-05,0.209243178455094,0.0356085039581538
"TCGA.XF.AAN3.01A",0,0,0.0638834085436932,0.272285327733056,0,0.000372373807339592,0.211538549740914,0.451920340174997
"TCGA.E7.A7DV.01A",0,0,0.445708170901594,0.0460381349173793,0,0,0.2028869171205,0.305366777060526
"TCGA.BT.A20O.01A",0,0,0.355159336532594,0,0,0.00191773344339027,0.190793389079011,0.452129540945005
"TCGA.XF.AAMY.01A",0,0,0.015807368251116,0.0639480639627699,0,0,0.278325392340045,0.641919175446069
"TCGA.BT.A20V.01A",0,0.00339608057546503,0.0129212596980208,0.412533137645176,0,0,0.482952949254082,0.0881965728272564
"TCGA.GC.A3BM.01A",0.0143885507356293,0,0,0.364451898402958,0,1.21281867457445e-05,0.521253612348599,0.0998938103260684
"TCGA.K4.A4AB.01B",0,0,0.0150191101033762,0.0878623548592918,0,0.000181521959672742,0.274783762362867,0.622153250714792
"TCGA.FD.A5C0.01A",0,0,0.00587490705901574,0.286849560008721,0,0.000491362373935363,0.235427752094538,0.47135641846379
"TCGA.G2.A2EK.01A",0.0126171075854534,0.00592364909236138,0.0271533453990931,0.209372496666065,0,0.000694843028209289,0.485850188164837,0.258388370063981
"TCGA.CF.A1HR.01A",0,0,0.0317610294828261,0.289427886853329,0,0.000490048210465144,0.426591130284401,0.251729905168979
"TCGA.GC.A3RD.01A",0,0,0.0276161080549466,0.42464463466142,0,0,0.315069564241391,0.232669693042242
"TCGA.E7.A5KE.01A",0,0,0,0.404979257446759,0,0,0.543913435380905,0.0511073071723355
"TCGA.ZF.A9R9.01A",0.000552991840081168,0.0236045481151847,0.0366341415528923,0.0941868738133962,0,0.000734513230734737,0.246587606938642,0.597699324509069
"TCGA.DK.A1AB.01A",0,0,0.0200750709173673,0.10490834512428,0,0.00050833970921856,0.112423296012522,0.762084948236612
"TCGA.GU.A42R.01A",0,0,0,0.343624302861172,0,0,0.496758905889492,0.159616791249335
"TCGA.E7.A5KF.01A",0,0,0.000596005565136522,0.417913240845752,0,3.20003278294708e-07,0.565699739156026,0.0157906944298065
"TCGA.ZF.AA54.01A",0,0,0.172286135193376,0,0,0,0.340663335520714,0.487050529285911
"TCGA.CF.A3MF.01A",0.0174744428269872,0,0.00870950950490508,0.265347239343637,0,0.000156734180693269,0.627674245617724,0.080637828526053
