"","T Cells","DC","Macrophages","Cancer Cells","B Cells","Mast Cells","Endothelial Cells","Fibroblasts"
"TCGA.BC.A10Z.01A",0,0,0.0147276468402587,0.192069304445896,0,0,0.531990470689959,0.261212578023885
"TCGA.DD.AAEK.01A",0,0,0.182562629683244,0.0161803181346885,0,0,0.520515035560972,0.280742016621095
"TCGA.G3.A3CK.01A",0.00484764209080584,0,0.119838315068739,0.0378282147051909,0,0,0.759198456781979,0.0782873713532856
"TCGA.DD.A1EJ.01A",0,0,0.119680428535011,0.233004479753624,0,0,0.549570158954961,0.0977449327564042
"TCGA.DD.AACU.01A",0,0,0.0998770755127971,0.105787043114296,0,0,0.483993071954088,0.310342809418818
"TCGA.ZS.A9CE.01A",0,0,0.0542082878266362,0.151334120845936,0,0,0.627522459550458,0.16693513177697
"TCGA.2Y.A9H2.01A",0,0,0.112797340952302,0.0518042206326205,0,0,0.526251414588365,0.309147023826713
"TCGA.CC.5261.01A",0,0,0.0415312904908986,0,0,0.000261856643588714,0.459652202673397,0.498554650192116
"TCGA.DD.AADP.01A",0.0351922244583145,0.0105341115303699,0.0818405363081934,0.0478515278341738,0,0,0.574795999362708,0.24978560050624
"TCGA.2Y.A9H4.01A",0,0,0.130921373601169,0.160076441616108,0,0,0.606465956359576,0.102536228423147
"TCGA.DD.A1EA.01A",0,0,0.199460575275513,0.00305162013826278,0,0,0.73287184981291,0.0646159547733137
"TCGA.CC.A3MC.01A",0,0,0.0901770161986546,0.072068380708579,0,0,0.379254461190482,0.458500141902284
"TCGA.FV.A2QR.01A",0,0,0.0458686132953883,0.0186735519766898,0,0,0.566469504171524,0.368988330556398
"TCGA.EP.A26S.01A",0,0,0.0386773759861954,0.109379041052771,0,4.44979473598979e-05,0.729610066936502,0.122289018077172
"TCGA.K7.AAU7.01A",0,0,0.0779784832951147,0.0189447792605437,0,0,0.275989707738725,0.627087029705617
"TCGA.G3.A25T.01A",0,0,0.071975117444819,0.225239090609605,0,0,0.467852112863842,0.234933679081734
"TCGA.DD.AADB.01A",0.0505447427326829,0.013305441433237,0.169958097213229,0.0303913527824379,0,0,0.550016765243903,0.18578360059451
"TCGA.UB.A7MA.01A",0.0694988392923968,0.0336501432114875,0.0216255529776852,0.116867624171717,0,0,0.51563090827461,0.242726932072103
"TCGA.DD.AAD0.01A",0,0,0.0188633756207699,0.211486090612016,0,0,0.623023498284294,0.14662703548292
"TCGA.BC.4072.01B",0.00293540337424756,0,0.166315718849132,0.0180184870395306,0,0,0.416371874572209,0.39635851616488
"TCGA.DD.AACD.01A",0,0.0328060303156675,0.223506788623798,0.236229839624816,0,0,0.392841174335594,0.114616167100124
"TCGA.DD.A3A5.01A",0,0,0.0474538049792391,0.115305940040983,0,0,0.647919850559376,0.189320404420402
