"","T Cells","DC","Macrophages","Cancer Cells","B Cells","Mast Cells","Endothelial Cells","Fibroblasts"
"TCGA.BP.4790.01A",0.00476719727980146,0,0.0346365120222115,0,0,0.000829747143817587,0.530368318979752,0.429398224574418
"TCGA.B0.5699.01A",0.00349016156925043,0.000477091135033061,0.0720292354022996,0,0,0.000159473097163819,0.796797720687781,0.127046318108472
"TCGA.CJ.4635.01A",0.00303193866303713,0,0.0966764726534397,0,0,0.000270409466360568,0.593925597156971,0.306095582060192
"TCGA.A3.A8CQ.01A",0,0,0,0,0,0.000165487288714336,0.702847301133512,0.296987211577774
"TCGA.AK.3447.01A",0.150453446950455,0.00108952004337112,0.0203581933042816,0.259999423798468,0,6.49958370011413e-05,0.554589187876641,0.0134452321897818
"TCGA.BP.4159.01A",0,0.000555576064790015,0.0302323537601478,0,0.000860087180381674,0.000256018701384893,0.748360475815692,0.219735488477604
"TCGA.B0.5698.01A",0,0,0.106982899536699,0,0,0,0.767369305771455,0.125647794691846
"TCGA.A3.A8OU.01A",0,0.000947084807563106,0.0709556420786285,0,0,0.000417936408152863,0.694068657866591,0.233610678839065
"TCGA.A3.3380.01A",0,0.00175772087287439,0.0424127866623377,0,5.92578672222985e-05,0.000546761515528001,0.753962522716906,0.201260950365131
"TCGA.BP.4998.01A",0.00036305567450166,0.000891495110642203,0.0561713865330078,0,0,0.000993936787599024,0.581200085598367,0.360380040295882
"TCGA.A3.3383.01A",0.0335143909059457,0.033457837996275,0.103564012521975,0.000279450439208542,0.00208259924312049,0.00072098894798503,0.728736546463883,0.0976441734816071
"TCGA.BP.4353.01A",0,0,0.0365442924527472,0,0,0.00012388786284379,0.668608125615638,0.294723694068771
"TCGA.CJ.5686.01A",0,0,0.0681259546314387,0,0,6.75277259859373e-05,0.672992149130851,0.258814368511724
"TCGA.EU.5907.01A",0,0,0.0439825015413393,0,0,0,0.662058194594874,0.293959303863787
"TCGA.B0.4703.01A",0,0,0.00724736949449649,0,0,0,0.360579536123177,0.632173094382327
"TCGA.B0.5119.01A",0,0,0.0237112511464742,0,0,0,0.812618558248941,0.163670190604585
"TCGA.B0.4822.01A",0.00353607572929076,0.0003399450495999,0.101047694014622,0,0,0.000581830567692119,0.623457955409239,0.271036499229556
"TCGA.B4.5835.01A",0.00261841558311753,0,0.285672129755854,0.0284811920454259,0,0,0.580834249836029,0.102394012779573
"TCGA.CZ.5460.01A",0.052647611135001,0.000747377651972094,0.100945370587522,0,0,0.000393909015470554,0.697618930566631,0.147646801043403
"TCGA.B2.3924.01A",0.156434723425279,0.00433297963009385,0.15771160002092,0,0,0.000132976245224676,0.584373667120284,0.0970140535581989
"TCGA.CJ.4870.01A",0.00421766899748039,0,0.049784415653328,0,0.00107415008655387,0.00125947952672781,0.833443894553347,0.110220391182563
"TCGA.B8.4619.01A",0,0,0.00848678110346095,0.00520450991506333,0,0,0.705327211824001,0.280981497157474
"TCGA.BP.5201.01A",0,0.00177722381983444,0.20382720697479,0,0,0.000353171233165182,0.71383422474316,0.0802081732290504
"TCGA.B8.A54J.01A",0,0.0012155497631584,0.024898295669763,0,0,0.000816825682487513,0.77083965374806,0.202229675136531
"TCGA.CZ.5456.01A",0,0,0.106389516767267,0,0,0,0.462549885062976,0.431060598169757
"TCGA.B0.4688.01A",0,0,0.0188616547515652,0,0,0,0.133240585281519,0.847897759966916
"TCGA.A3.3317.01A",0,0,0.0347549189047735,0,0,0,0.495700512259634,0.469544568835592
"TCGA.B0.5400.01A",0,0,0.118645037458302,0,0,0.000170612709059588,0.314225073358672,0.566959276473966
"TCGA.G6.A5PC.01A",0.00384879180631802,0.000633221282812519,0.243289185863249,0.0513945018220118,0.000479102536795997,0,0.63688575196266,0.0634694447261526
"TCGA.B0.5100.01A",0.00141945092264016,0.000508372903117785,0,0,0.00111745924328396,0.00090335970754804,0.562481011866761,0.433570345356649
"TCGA.CW.5585.01A",0,0,0.00461077230671289,0,0,0,0.786039308785627,0.20934991890766
"TCGA.BP.4343.01A",0,0,0.132367950542973,0,0,9.61366720920173e-05,0.42541918345096,0.442116729333974
"TCGA.B2.5636.01A",0,2.75262095077737e-05,0,0,0.00238503372605713,0.000721067896861353,0.791829616887078,0.205036755280496
"TCGA.B0.5081.01A",0.00182471628650908,7.56099651382563e-05,0.190371898341288,0,0,0.000541682796551168,0.452081919367974,0.355104173242539
"TCGA.CW.5580.01A",0,0,0.0540201308616653,0,0,0,0.751253870052556,0.194725999085778
"TCGA.B2.3924.01A.1",0.156434723425279,0.00433297963009385,0.15771160002092,0,0,0.000132976245224676,0.584373667120284,0.0970140535581989
"TCGA.CJ.6027.01A",0,0,0.190346540910847,0,0,0,0.481817197316689,0.327836261772465
"TCGA.B0.5075.01A",0,0,0.291101244967065,0,0,0.00045120098699099,0.516683045631712,0.191764508414233
"TCGA.BP.5200.01A",0,0,0.0436511447189557,0,0,0.000910695962654774,0.572393974402434,0.383044184915955
"TCGA.BP.4158.01A",0,0.000930636360537167,0.0210221707078008,0,0.000560146661873615,0.000454454516309222,0.784380966414513,0.192651625338966
"TCGA.BP.5173.01A",0.0844221680413823,0.0530078401895416,0.100467908104027,0,0.00127125409198663,0.000653016477670144,0.633816433414942,0.12636137968045
"TCGA.B0.4710.01A",0,0,0.0302370474531066,0,0,0.000112594927574241,0.675387546567059,0.29426281105226
"TCGA.A3.3367.01A",0.00674972267522476,0,0.0800574251484947,0,0.000414992740776834,0.000419981131850788,0.787094258481123,0.12526361982253
"TCGA.BP.4344.01A",0,0,0.0116100749130942,0,0,0.000209150724963201,0.739833042686136,0.248347731675806
"TCGA.A3.3335.01A",0,0,0.0984452193721009,0.00118912528411389,0,0,0.611072610546095,0.289293044797691
"TCGA.B0.5099.01A",0,0,0,0,0,0,0.808169231848146,0.191830768151854
"TCGA.AK.3427.01A",0,0.00501648774048485,0.00104876823140113,0.102115718346849,0.401679883026039,0,0.470975613751156,0.0191635289040704
"TCGA.DV.A4W0.01A",0,0,0.0178118564880858,0,0,0,0.740244507246351,0.241943636265563
"TCGA.B8.4143.01A",0.0229674237545961,0.000539408711555558,0.116124536463357,0,0,0.000190177074948332,0.551241049250487,0.308937404745056
"TCGA.B8.A54K.01A",0,0,0,0.0100339225451796,0,0,0.816912549346566,0.173053528108254
"TCGA.A3.3311.01A",0.00396153117967649,0,0.0728021946623682,0,0,0.000318311203820548,0.61849703825478,0.304420924699355
"TCGA.CZ.4854.01A",0,0,0.039728206343079,0,0,8.41089292477231e-05,0.591756979646423,0.36843070508125
"TCGA.B8.4153.01B",0,0.00187266839619728,0.0245580017661326,0.00120878697102851,0,0.000203697375631875,0.819396390795405,0.152760454695605
"TCGA.B2.A4SR.01A",0,0.00159619197347512,0.00526564820634291,0,0,8.07887644256176e-05,0.833445236049812,0.159612135005945
"TCGA.CZ.5989.01A",0.00493592404099501,2.70826615462436e-05,0,0,0,1.76401199848277e-05,0.870285144602505,0.124734208574969
"TCGA.CZ.5470.01A",0,0,0.267168883533697,0.0292245818598298,0,0,0.626936772557784,0.0766697620486893
"TCGA.BP.4349.01A",0,0.00136296383672733,0.0107841512775597,0,0,0.000565799300450127,0.767478491154785,0.219808594430478
"TCGA.A3.3307.01A",0.0041600840444667,0.000204777096298372,0.0487924363016404,0,0,0.000161785777671294,0.82792474410086,0.118756172679063
"TCGA.CJ.4641.01A",0.00345962576800613,0,0.243594464439449,0,0,0.000157077242956595,0.327595241366777,0.425193591182812
"TCGA.B0.5098.01A",0.0111669114933455,0.00360504152019365,0.0146385422602881,0.0968324873396705,0,0,0.635314407518647,0.238442609867855
"TCGA.B0.4699.01A",0.00437821617400003,1.78563863398908e-05,0.124844632030546,0,0,0,0.345643779638535,0.525115515770579
"TCGA.BP.5199.01A",0,0,0.0509716624194978,0,0,0.000677820121859208,0.558547204914433,0.38980331254421
"TCGA.BP.4337.01A",0,0.00134222822522706,0.026678997974969,0,0.00128186774381874,0.00181504067136678,0.469222013073845,0.499659852310773
"TCGA.CZ.4853.01A",0.00450909705162998,0,0.0829985167099116,0,0,0.00012194001833613,0.7789332345474,0.133437211672722
"TCGA.B0.5115.01A",0.0246649857430669,0,0.0287252195859105,0,0,0.000229839113663004,0.68407309353809,0.26230686201927
"TCGA.B8.A54G.01A",0.0590217867264302,0,0.365818589512269,0,0,0,0.535123898910118,0.0400357248511819
"TCGA.CZ.4861.01A",0,0,0.304821282015729,0.000138401485756161,0,0,0.584681240551949,0.110359075946566
"TCGA.B8.5545.01A",0,0,0.023400665059264,0,0,0.000433980235726749,0.535461315733356,0.440704038971653
"TCGA.CJ.4892.01A",0.00482364529037516,0,0.0476305836746824,0,0,5.62488129009082e-05,0.767165590134468,0.180323932087573
"TCGA.CJ.5678.01A",0.0769214893907924,0.0430661780002857,0.303569167790547,0,0,0,0.534444207901919,0.0419989569164557
"TCGA.AK.3433.01A",0.00189152901277325,0.0233501575599169,0.0376316371830039,0.0320134734891874,0.00296910294973491,0,0.801629181554965,0.100514918250418
"TCGA.B8.4621.01A",0,0,0.203023307439003,0.00852020354595012,0,0,0.622888149694589,0.165568339320458
"TCGA.BP.4967.01A",0.00250674158457281,0,0.0534669463785847,0,0.000145348028425471,0.00125130956406028,0.716013884235099,0.226615770209258
"TCGA.A3.3320.01A",0.00234691410894955,0,0.064028442757797,0,0.000177526430397887,0.000851789481516812,0.763293927680147,0.169301399541191
"TCGA.B8.A54D.01A",0.00435947960248156,4.19881696607392e-05,0.258369880387743,0,0,0,0.585450007195307,0.151778644644808
"TCGA.B2.4098.01A",0,0,0.370488149472001,0.0032448061730795,0.00353720312752543,4.62353602435304e-05,0.494466010647929,0.128217595219222
"TCGA.A3.3374.01A",0,0,0.461778361851597,0.000668409638785383,0,0.000258382321379971,0.36053362262781,0.176761223560428
"TCGA.BP.5000.01A",0,0.000851906990095488,0.0787070264875301,0,0,0.000793380098867442,0.606324220773963,0.313323465649544
"TCGA.A3.A6NI.01A",0.00333154045148297,0,0.0820614633905287,0,0,0.000193803748777516,0.579693449554584,0.334719742854627
"TCGA.B0.4824.01A",0.0252408655474919,0,0.193750389464071,0,0,0.000465857316103018,0.685622923427702,0.0949199642446316
"TCGA.BP.4975.01A",0,0.00283288832551064,0.0558931337665233,0,0,0.000584714166741343,0.671975021972758,0.268714241768467
"TCGA.BP.4330.01A",0.0104368096997168,0,0.105159723104592,0,0,0.000561686378384741,0.631424512198608,0.252417268618699
"TCGA.B0.4841.01A",0,0.000387072047490852,0.0293195855299733,0,0,0.000353624670877366,0.792669709600019,0.17727000815164
"TCGA.B8.5551.01A",0.00197967842448692,0.0006274922004194,0.370663351484832,0,0,0,0.382190377754714,0.244539100135548
"TCGA.AK.3440.01A",0,0,0.0650216467166413,0.0516757815953989,0,0,0.780922503614723,0.102380068073236
"TCGA.BP.5169.01A",0.0468798053218965,0,0.267918268294604,0.0121932868282191,0,0.000118205428049601,0.374097964929793,0.298792469197437
"TCGA.BP.4770.01A",0,0,0.0164922686460845,0,0,0,0.071078016666388,0.912429714687528
"TCGA.B4.5838.01A",0.00164995718875316,0,0.0209160598859912,0,0,0.000295023749054945,0.549528700913294,0.427610258262906
"TCGA.B0.4815.01A",0,0,0.231318703318335,0,0,0,0.43770664239848,0.330974654283184
"TCGA.B0.4838.01A",0.0389674985497378,0,0.0795829799037022,0,0,0.000503559158734417,0.740289385299356,0.140656577088469
"TCGA.BP.5177.01A",0,0,0,0,0,0.000193995666616609,0.683550807562738,0.316255196770646
"TCGA.CJ.4639.01A",0.00489940909472929,0,0.024633394860641,0,0,0.000212294103083479,0.830774620518468,0.139480281423078
"TCGA.CZ.4865.01A",0,0.00153776469892681,0.0820473221993919,0,0,3.76018297379401e-05,0.574101874977342,0.342275436294602
"TCGA.BP.5180.01A",0.00223605512671379,0,0.198336827463462,0.00293808051389996,0.000611929548109711,1.90930912692712e-05,0.647545451374761,0.148312562881785
"TCGA.DV.5567.01A",0,0.000324340524728799,0.000283008665548695,0.00694790863085349,0.000838212775871951,0.000691505394673577,0.803831244107912,0.187083779900411
"TCGA.BP.4992.01A",0.01283346503573,0,0.185869406452391,0.000639004555862795,0,0.000352010366083937,0.591443633470053,0.20886248011988
"TCGA.B2.5633.01A",0,0.000312133411617038,0.0620941686201987,0,0,0.00054760922854529,0.656329136305166,0.280716952434473
"TCGA.CJ.5675.01A",0.00953531435576269,0,0.3059217591326,0,0,1.95893464269045e-05,0.637287176752822,0.0472361604123885
"TCGA.B0.4701.01A",0.0231802860588598,0,0.107733695912343,0.000400212797878989,0,0.000671087197156413,0.639126712712779,0.228888005320983
"TCGA.BP.4784.01A",0,0,0,0,0,0.0013565229017212,0.735221375779849,0.26342210131843
"TCGA.B4.5843.01A",0,0,0.00464568315760641,0,0,0,0.623754710182085,0.371599606660308
"TCGA.B0.5705.01A",0.00323516496164959,0,0.0870159953054625,0,0,0.00048791452322499,0.834176660349591,0.0750842648600717
"TCGA.BP.4965.01A",0,0,0.0214279447357546,0,0,0.000845644247219777,0.742016632707555,0.235709778309471
"TCGA.B0.5085.01A",0,0.000368705645784753,0.0973950495193829,0,0,0.000745701059525042,0.829194108764613,0.072296435010694
"TCGA.B0.5113.01A",0,0,0.0495534228608263,0,0,0.000568103261356292,0.711751821065741,0.238126652812077
"TCGA.CW.5581.01A",0,0,0.0214387028376192,0,0,0,0.83114529322806,0.147416003934321
"TCGA.AK.3454.01A",0,0.000799419443823714,0.0837748767670691,0,0,0.00065806154973911,0.61572665615632,0.299040986083048
"TCGA.BP.4989.01A",0,0,0.274584937284124,0,0,5.7481224966212e-05,0.427150475960996,0.298207105529914
"TCGA.AK.3456.01A",0,0.000229076471751708,0.191833529656994,0.00767393092806803,0.00228334875126643,0,0.54916690722325,0.24881320696867
"TCGA.A3.3370.01A",0,0,0.106223214550912,0,0,0.00067699288657299,0.606853369645078,0.286246422917437
"TCGA.DV.5565.01A",0,0,0.0211272331784154,0,0,0.000172972180422639,0.717583772725637,0.261116021915525
"TCGA.BP.4795.01A",0,0,0,0,0,0.000460696046795968,0.568390809932266,0.431148494020938
"TCGA.B0.5083.01A",0,0,0.163414178035004,0,0,0,0.420769417591404,0.415816404373592
"TCGA.BP.4789.01A",0,0.00124592447819952,0,0,0,0.000971620407603985,0.742579220032754,0.255203235081442
"TCGA.B8.5163.01A",0.00233517905057764,0.000671059194957948,0.0533923643258871,0,0,0.000393661514890409,0.416301014342976,0.526906721570711
"TCGA.CJ.6033.01A",0,0,0.0215466068263756,0,0,2.07228926075325e-05,0.541326560031209,0.437106110249808
"TCGA.BP.4756.01A",0,0,0.176507709682988,0.00155754718057312,0,0,0.652223783517668,0.169710959618771
"TCGA.A3.3362.01A",0.00270805537108817,0.000273652544245128,0.0260413011460688,0,0.000570764993044691,0.000368272493583845,0.698933384370469,0.2711045690815
"TCGA.BP.4355.01A",0,0,0,0,0,0.000278824146169907,0.81267116007176,0.187050015782071
"TCGA.B0.4852.01A",0,0,0.0286024731368306,0,0,2.74863853357263e-05,0.781003403534149,0.190366636943684
"TCGA.A3.A6NL.01A",0,0.000979400963203374,0.0400755538678708,0,0,0.000309921837375628,0.762524917831676,0.196110205499874
"TCGA.BP.4801.01A",0.00280765634941759,0,0.0932793429868731,0,0,0,0.497304363120946,0.406608637542763
"TCGA.A3.3347.01A",0,0,0.0748026813003766,0,0,0.000136978671796676,0.310070185109552,0.614990154918274
"TCGA.B2.3924.01B",0.00482868365845446,0,0.0371310500429486,0,0,0.000201185482216788,0.836819490322087,0.121019590494293
"TCGA.G6.A8L8.01A",0,0,0.010008714172736,0.00147265749911021,0,0.00022743596682826,0.806693897957902,0.181597294403423
"TCGA.MM.A564.01A",0.0335458594345541,0,0,0,0.102346092930986,0.000148447552154669,0.717618842756247,0.146340757326058
"TCGA.BP.4775.01A",0,0,0.039394675444149,0,0,0.000695882871224968,0.790210163646731,0.169699278037895
"TCGA.B0.5703.01A",0.0048826637002843,2.86864536492665e-05,0.0143065992246661,0,0,0.000658099888089919,0.671385023640267,0.308738927093044
"TCGA.CZ.5463.01A",0,0,0.0444283888017303,0,0,0,0.873285145304961,0.0822864658933088
"TCGA.B4.5844.01A",0,0,0,0,0,0,0.806507096624881,0.193492903375119
"TCGA.BP.4963.01A",0,0,0.0642574991995853,0,0,0,0.685330562640257,0.250411938160157
"TCGA.B8.5546.01A",0.00190837146591284,0,0.043737007915793,0.00667944764948478,0.00222657691967735,0,0.822101509883561,0.123347086165572
"TCGA.B8.5165.01A",0,0,0.0087485421545935,0,0,0.000283113594678892,0.786421343136083,0.204547001114644
"TCGA.CW.5587.01A",0.00472501840711071,0,0.184313759223829,0,0,0.000153165282158466,0.630385165767236,0.180422891319666
"TCGA.BP.4983.01A",0,0,0.32408738684151,0,0,0,0.285626538470154,0.390286074688336
"TCGA.BP.4177.01A",0,0.000479528735373929,0.000373844303094754,0.00387864670825833,0.00387150965350379,0.000365440691315212,0.73181670507429,0.259214324834164
"TCGA.B8.4151.01A",0,0.0116880308178788,0.0426008665290574,0,0.00193486972680755,0.000137125144803511,0.857696858303499,0.0859422494779542
"TCGA.MM.A84U.01A",0.00344705813350169,0,0.0537361821454877,0,0,0.000220440268351733,0.557233144889636,0.385363174563023
"TCGA.A3.3365.01A",0.00274547489289383,0.00105034059407324,0.00160165967030562,0,0,0.000769318743472918,0.774971075916997,0.218862130182258
"TCGA.BP.4807.01A",0,0,0.0572026000810497,0,0,1.49189454200726e-05,0.55932568336219,0.38345679761134
"TCGA.A3.A8OW.01A",0,0,0.0180406730308887,0,0,0.000265990537108145,0.869067473641654,0.112625862790349
"TCGA.CZ.4859.01A",0.00290401584756851,0.000499331028334738,0.0297263011916788,0,0,0.000162549786467676,0.805801474597039,0.160906327548912
"TCGA.CZ.5453.01A",0,0,0.018802958706384,0,0,0,0.808700567904157,0.172496473389459
"TCGA.B2.5633.01B",0.000720452025827203,0.000820603212694024,0.0499403041817338,0,0,0.000361186838291029,0.606892176058759,0.341265277682695
"TCGA.CZ.5458.01A",0,7.40174175790315e-06,0.0348661211465627,0,0,0.000485395604643083,0.79222075274736,0.172420328759676
"TCGA.BP.4354.01A",0,0,0.211162228964295,0,0,0,0.280911587508094,0.507926183527612
"TCGA.B8.A54E.01A",0.00242543220964564,0,0.213549856261621,0,0,0,0.686795766852715,0.0972289446760179
"TCGA.DV.5568.01A",0,0,0.0467380191186987,0,0,0,0.549993744107279,0.403268236774022
"TCGA.B8.5162.01A",0,0,0.202361768200988,0,0,0,0.382485280301629,0.415152951497383
"TCGA.AK.3460.01A",0.00327970434756318,0.0007385788438906,0.0405338052945351,0,0,0.000451351260227292,0.78194476619387,0.173051794059914
"TCGA.CJ.5677.01A",0,0,0.113027215231392,0,0,0,0.351354660347265,0.535618124421343
"TCGA.CZ.4866.01A",0,0,0.121816345103766,0,0,0,0.638390685832516,0.239792969063718
"TCGA.B0.4817.01A",0,0,0.135890772728588,0.0110630623884579,0,0,0.501539819782119,0.351506345100835
"TCGA.CJ.6028.01A",0,0,0.0822194269903506,0,0,0,0.686297254643972,0.231483318365677
"TCGA.B2.4102.01A",0.00287875998943695,0.000401887724831801,0.118136361989889,0,0,0.00101128156052126,0.705604582075606,0.171967126659716
"TCGA.B0.4844.01A",0,0,0.108321167306163,0.000631971707373468,0,0,0.486700717724389,0.404346143262074
"TCGA.BP.5184.01A",0,0,0.0471052898649219,0,0,5.17031706496623e-05,0.681377963823714,0.271465043140714
"TCGA.BP.5168.01A",0.00011871677399618,0,0.0355098350478425,0,0,0.000508591758497241,0.783297393066862,0.180565463352802
"TCGA.BP.4160.01A",0,0,0.144290892748342,0,0,5.08650521609316e-05,0.618381366839376,0.237276875360121
"TCGA.BP.5190.01A",0,0,0.0731449771556674,0.00011252431133865,0,0,0.704588594439087,0.222153904093907
"TCGA.CW.6087.01A",0,0,0.399182324846954,0,0,0.000218877510759622,0.288120892987602,0.312477904654684
"TCGA.CZ.5465.01A",0.00187061895042323,5.73742772848223e-05,0.0330181122848734,0,0.00265340628261756,0.000254053998687042,0.828691017270785,0.133455416935329
"TCGA.BP.5202.01A",0.00448135097963117,0,0.0492138889494479,0,0.000198947911658333,0.000198931639084844,0.733727937246297,0.212178943273881
"TCGA.B0.4847.01A",0.103370112112204,0.0334999619139845,0.202477811717619,0,0,0.000104696098738502,0.602792752472057,0.0577546656853967
"TCGA.B0.4712.01A",0,0,0.141121139355321,0.00100046481352354,0,0,0.418512672821777,0.439365723009378
"TCGA.BP.4352.01A",0.0250067164373318,0.000357298945862493,0.0310772685016879,0.0565056092923464,0,0,0.424899192708689,0.462153914114083
"TCGA.BP.4787.01A",0,0,0.0870077485750154,0,0,6.63141961319355e-05,0.347486532287011,0.565439404941842
"TCGA.CZ.5459.01A",0.033927809567958,0.000209540588975733,0.0695082275257137,0,0.00190147479559765,7.75983431230404e-05,0.698341037226654,0.196034311951978
"TCGA.B0.4837.01A",0.00367888652758955,0.000362885065787129,0.0251707241960373,0,0,3.97007520512515e-05,0.510845406280546,0.459902397177989
"TCGA.BP.4970.01A",0.00458522822773545,9.55808732748044e-05,0.0291667723415809,0,0,0.000359885278480417,0.541922698832587,0.423869834446341
"TCGA.B0.5700.01A",2.40950867616357e-05,0,0.0734368229112429,0,0,0.000404605333455975,0.833326059611733,0.0928084170568062
"TCGA.AK.3425.01A",0,0,0.16267932051871,0,0,0,0.48440796594256,0.35291271353873
