"","cellFractions.CD4.T","cellFractions.CD8.T","cellFractions.DC","cellFractions.Fibroblasts","cellFractions.Monocytes","cellFractions.NK","cellFractions.otherCells"
"TCGA.24.1104.01A",1.30614625507672e-08,0.00298436027303186,7.73930009617266e-08,0.0456229084822413,0.0356724147361574,0.0164076111023712,0.899312614951735
"TCGA.25.1320.01A",1.77726979718816e-07,2.43469924435449e-08,1.32151796269493e-05,0.793765989673799,0.0150491538391922,5.66053555982348e-06,0.19116577869785
"TCGA.24.1850.01A",1.90687357304838e-08,0.0010738886909298,2.19385811393363e-08,0.306521395378994,0.100650511484128,0.000114164104166542,0.591639999334465
"TCGA.61.2101.01A",1.57893045990803e-07,6.11275754308531e-06,6.18213389072935e-09,0.335169180536406,0.010217268975929,4.49801739666688e-07,0.654606823853202
"TCGA.23.1111.01A",8.13465756552086e-08,0.000600946875599957,8.61907995763341e-09,0.121669420581338,0.033662928937924,4.4054821079424e-09,0.844066609234
"TCGA.25.2396.01A",8.04311114552228e-06,0.00151544061208323,6.40371341955194e-10,0.143460153001318,0.0480169328041349,0.0223484833805222,0.784650946450425
"TCGA.30.1714.01A",3.8626820037607e-08,5.04658346278137e-08,9.01891890636835e-09,0.0954437628989033,0.0636682407066063,3.35779375360745e-08,0.840887864704979
"TCGA.04.1347.01A",6.29989724628488e-09,0.000115590030304681,2.14761402052097e-05,0.0944824253950456,0.021041228952593,1.24675001002374e-07,0.884339148506953
"TCGA.59.2351.01A",1.15058596840152e-06,0.000412031040759338,2.00669694157845e-06,0.0820863174818668,0.074097512038249,0.0149683796146316,0.828432602541583
"TCGA.09.1659.01B",5.4462120208127e-09,6.73917873182698e-06,1.35564611270426e-08,0.0855737508276826,0.0423823092072301,0.00774970427439872,0.864287477509284
"TCGA.24.1431.01A",5.31559923676094e-09,7.16027157882742e-06,2.54622749743651e-09,0.0745841409167124,0.021244017623895,0.000717747333589486,0.903446925992398
"TCGA.31.1951.01A",5.2216930642849e-09,0.00311002037655259,3.14778866037217e-08,0.420877436160971,0.0865418908238436,0.0128920615341557,0.476578554404898
"TCGA.29.1769.01A",5.30583958189082e-08,0.000349778950319977,3.28051713242245e-09,0.242004047179077,0.0575956239195621,5.91958875989904e-07,0.700049901653252
"TCGA.13.0916.01A",2.00474355315924e-08,0.00296897948479107,1.22776279448863e-06,0.0149273810920331,0.0610041719072746,0.0254318828769617,0.895666336828709
"TCGA.61.1721.01A",0.0629889217516418,9.30633341422519e-08,1.0594247321139e-07,0.740233602602743,0.0107351482043474,0.00231194572222716,0.183730182713233
"TCGA.20.1687.01A",5.86445495165766e-07,2.486724533722e-07,6.41413598736908e-11,0.186577676236481,0.0474853823978597,5.0431626006422e-07,0.765935601867309
"TCGA.29.2414.01A",3.13037781552282e-06,4.3940760720292e-08,0.00137261555541063,0.46127271899684,2.76351937163648e-06,2.70644842076273e-07,0.537348456964959
"TCGA.13.1411.01A",3.06237195531672e-07,0.00082252214167378,5.82317190709916e-08,0.378443269051266,0.134965316699942,0.133229714296361,0.352538813341843
"TCGA.24.1928.01A",1.16646377838553e-06,3.53776975175788e-06,4.28720090727198e-09,0.354240278514136,0.0303704077296903,5.70217322125578e-05,0.61532758350323
"TCGA.31.1959.01A",8.60801573898332e-05,0.00256292157074271,2.87191287809944e-08,0.718381275288087,0.107329616025595,0.00360085006350197,0.168039228175555
"TCGA.57.1586.01A",9.30108599591633e-09,0.000865126486973105,6.24830705810439e-08,0.00649420832137418,0.0301910862951389,0.00299587635194344,0.959453630760414
"TCGA.09.2044.01B",5.49285167935751e-09,0.00108854037799212,3.77924417009538e-07,2.09644041516543e-07,0.108422644890147,0.00018268367957552,0.890305537990975
"TCGA.13.1506.01A",1.02338544512166e-05,0.000917584377281486,6.1570017195334e-09,0.107932243551139,0.109651471445159,1.93171124015863e-08,0.781488441297855
"TCGA.25.1870.01A",1.09972212278294e-07,2.83370625311241e-06,3.83414320777924e-09,0.0297381005911418,0.0526095368793984,7.20921680639674e-06,0.917642205800045
"TCGA.09.0366.01A",9.54668935532932e-07,1.55687576918533e-08,0.000172786590530381,0.0003024186267818,0.405181512655802,3.93646482845531e-06,0.594338375424364
"TCGA.30.1892.01A",0.0040213850674714,0.000533471695276527,5.06920486248882e-05,0.849085710188985,0.00147644078677752,4.7333106896718e-08,0.144832252879757
"TCGA.13.0893.01B",5.74746670475801e-07,0.00120937990084104,1.08843457310035e-07,0.203508883166945,0.0351944264783341,0.0159375746455415,0.74414905221821
"TCGA.09.2056.01B",2.54538825857999e-09,0.000139031471962534,2.21354157880509e-05,0.0608486028923404,0.0387385942396547,0.0219664670916887,0.878285166343177
"TCGA.29.1781.01A",0.00023002791822174,0.0164268757691452,6.57764188061056e-05,7.23629624563555e-09,0.196416881464438,0.0718081292630228,0.71505230193007
"TCGA.29.1699.01A",2.07621171704631e-07,3.14575676815085e-07,2.39807634103713e-05,4.3030236323232e-08,0.133118708473214,0.00275231785326794,0.864104427683023
"TCGA.04.1364.01A",0.00117538182950975,9.83270490322062e-08,7.89240815758587e-05,0.0955580320538434,0.00689331304436022,7.30159821699339e-07,0.89629352050384
"TCGA.59.2363.01A",2.69958516730198e-09,0.0016316520089915,5.38334360757e-09,0.0601390615813545,0.0303178263992023,4.12711194983776e-05,0.907870180808025
"TCGA.24.1416.01A",1.18100192200628e-07,1.54048987877743e-05,1.2322043969048e-08,0.00747911377180356,0.0394030624704188,0.00419907451430599,0.948903213922448
"TCGA.20.1686.01A",0.00648807492339642,1.75510261874211e-07,3.27007008725867e-09,0.0766040132685055,0.00707147683529826,0.00278142060432033,0.907054835588147
