,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-TQ-A7RO-01A,0.000,0.000,0.001,0.000,0.010,0.001,0.818,0.010,0.037,0.000,0.033,0.081,0.008,0.000,0.001,0.000
TCGA-CS-6670-01A,0.000,0.000,0.004,0.000,0.010,0.001,0.857,0.002,0.040,0.000,0.019,0.060,0.006,0.000,0.001,0.000
TCGA-QH-A6X5-01A,0.000,0.000,0.003,0.000,0.001,0.001,0.838,0.001,0.031,0.000,0.026,0.094,0.003,0.001,0.001,0.000
TCGA-HW-7493-01A,0.000,0.000,0.001,0.000,0.014,0.000,0.741,0.004,0.042,0.000,0.034,0.147,0.014,0.000,0.001,0.000
TCGA-CS-6667-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.752,0.000,0.082,0.000,0.044,0.115,0.001,0.001,0.002,0.000
TCGA-DU-6406-01A,0.000,0.000,0.000,0.000,0.006,0.000,0.786,0.007,0.082,0.009,0.003,0.102,0.002,0.000,0.002,0.000
TCGA-DU-A7TA-01A,0.000,0.000,0.001,0.008,0.000,0.000,0.724,0.021,0.039,0.000,0.010,0.193,0.001,0.001,0.001,0.000
TCGA-QH-A6X4-01A,0.000,0.000,0.005,0.000,0.001,0.003,0.863,0.005,0.019,0.000,0.016,0.080,0.003,0.002,0.002,0.000
TCGA-TQ-A7RR-01A,0.000,0.000,0.001,0.000,0.006,0.001,0.739,0.005,0.035,0.000,0.027,0.172,0.010,0.003,0.002,0.000
TCGA-HT-8104-01A,0.000,0.000,0.001,0.000,0.008,0.000,0.759,0.001,0.102,0.013,0.023,0.087,0.003,0.000,0.002,0.000
TCGA-HT-A74K-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.802,0.001,0.045,0.000,0.029,0.110,0.003,0.001,0.002,0.000
TCGA-DB-A64X-01A,0.000,0.000,0.000,0.000,0.005,0.000,0.847,0.007,0.031,0.000,0.020,0.085,0.002,0.000,0.003,0.000
TCGA-HT-8107-01A,0.000,0.000,0.004,0.000,0.027,0.012,0.771,0.011,0.044,0.000,0.029,0.064,0.037,0.000,0.002,0.000
TCGA-FG-A710-01A,0.000,0.000,0.001,0.002,0.002,0.001,0.672,0.016,0.057,0.000,0.026,0.216,0.006,0.000,0.002,0.000
TCGA-QH-A6CX-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.764,0.000,0.018,0.002,0.002,0.209,0.002,0.000,0.000,0.000
