,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-55-8508-01A,0.121,0.007,0.019,0.001,0.001,0.000,0.610,0.000,0.033,0.106,0.023,0.060,0.000,0.005,0.015,0.000
TCGA-67-3771-01A,0.046,0.006,0.013,0.004,0.015,0.000,0.602,0.001,0.032,0.084,0.022,0.169,0.001,0.001,0.000,0.002
TCGA-55-A4DG-01A,0.055,0.044,0.018,0.003,0.035,0.003,0.633,0.021,0.043,0.055,0.017,0.062,0.002,0.000,0.008,0.000
TCGA-91-7771-01A,0.026,0.014,0.029,0.013,0.018,0.003,0.497,0.033,0.084,0.101,0.030,0.144,0.002,0.000,0.005,0.000
TCGA-91-6849-01A,0.063,0.008,0.007,0.002,0.012,0.001,0.672,0.019,0.052,0.042,0.017,0.092,0.000,0.000,0.012,0.000
TCGA-64-5781-01A,0.040,0.000,0.012,0.034,0.002,0.001,0.675,0.001,0.012,0.151,0.015,0.048,0.001,0.001,0.008,0.000
TCGA-44-6146-01B,0.012,0.007,0.008,0.007,0.009,0.011,0.573,0.019,0.203,0.115,0.014,0.002,0.006,0.000,0.014,0.000
TCGA-97-7552-01A,0.040,0.048,0.030,0.031,0.028,0.001,0.443,0.046,0.108,0.081,0.020,0.109,0.007,0.002,0.006,0.000
TCGA-80-5608-01A,0.012,0.000,0.009,0.007,0.002,0.000,0.818,0.010,0.033,0.021,0.024,0.046,0.000,0.002,0.013,0.000
TCGA-91-6829-01A,0.007,0.004,0.008,0.003,0.009,0.000,0.468,0.000,0.079,0.287,0.028,0.100,0.007,0.000,0.000,0.000
TCGA-49-AARE-01A,0.017,0.006,0.005,0.006,0.003,0.000,0.763,0.015,0.008,0.090,0.016,0.070,0.000,0.001,0.000,0.000
TCGA-97-A4M1-01A,0.010,0.001,0.009,0.000,0.014,0.001,0.554,0.069,0.120,0.047,0.033,0.128,0.011,0.003,0.000,0.001
