,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-KL-8325-01A,0.004,0.000,0.001,0.000,0.000,0.000,0.000,0.022,0.000,0.003,0.033,0.000,0.000,0.000,0.000,0.936,0.936
TCGA-KO-8411-01A,0.015,0.000,0.001,0.000,0.000,0.000,0.000,0.069,0.000,0.019,0.037,0.000,0.000,0.000,0.000,0.860,0.860
TCGA-KL-8331-01A,0.008,0.000,0.001,0.000,0.000,0.000,0.000,0.016,0.000,0.022,0.027,0.000,0.000,0.000,0.000,0.926,0.926
TCGA-KO-8409-01A,0.020,0.000,0.000,0.001,0.000,0.000,0.000,0.033,0.000,0.011,0.025,0.000,0.000,0.000,0.000,0.910,0.910
TCGA-KM-8439-01A,0.009,0.000,0.000,0.002,0.000,0.000,0.000,0.053,0.000,0.013,0.063,0.001,0.000,0.003,0.000,0.857,0.857
TCGA-KN-8423-01A,0.004,0.000,0.002,0.000,0.000,0.000,0.000,0.074,0.000,0.041,0.062,0.000,0.000,0.000,0.000,0.816,0.816
TCGA-KL-8339-01A,0.019,0.000,0.000,0.001,0.000,0.000,0.000,0.018,0.000,0.015,0.042,0.000,0.000,0.000,0.000,0.906,0.906
TCGA-KN-8434-01A,0.003,0.000,0.002,0.003,0.000,0.000,0.000,0.137,0.000,0.062,0.094,0.002,0.000,0.002,0.000,0.693,0.693
TCGA-KL-8342-01A,0.011,0.000,0.002,0.000,0.000,0.000,0.000,0.113,0.000,0.022,0.072,0.000,0.000,0.000,0.000,0.780,0.780
TCGA-KN-8428-01A,0.025,0.000,0.001,0.009,0.000,0.000,0.000,0.017,0.000,0.053,0.037,0.000,0.000,0.001,0.000,0.856,0.856
TCGA-KO-8416-01A,0.014,0.000,0.001,0.000,0.000,0.000,0.000,0.037,0.000,0.037,0.054,0.000,0.000,0.000,0.000,0.856,0.856
TCGA-KL-8344-01A,0.001,0.000,0.003,0.000,0.000,0.000,0.000,0.242,0.000,0.182,0.046,0.000,0.000,0.000,0.000,0.525,0.525
TCGA-KM-8441-01A,0.006,0.000,0.001,0.003,0.000,0.000,0.000,0.104,0.001,0.049,0.088,0.000,0.000,0.002,0.000,0.746,0.746
TCGA-KM-8442-01A,0.008,0.000,0.001,0.001,0.000,0.000,0.000,0.047,0.000,0.036,0.045,0.000,0.000,0.000,0.000,0.862,0.862
TCGA-KL-8346-01A,0.022,0.000,0.001,0.000,0.000,0.000,0.000,0.015,0.000,0.022,0.008,0.000,0.000,0.000,0.000,0.932,0.932
TCGA-KL-8341-01A,0.011,0.000,0.001,0.000,0.000,0.000,0.000,0.017,0.000,0.013,0.034,0.000,0.000,0.000,0.000,0.925,0.925
TCGA-KL-8330-01A,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.020,0.021,0.000,0.000,0.000,0.000,0.925,0.925
TCGA-KN-8431-01A,0.015,0.000,0.000,0.001,0.000,0.000,0.000,0.105,0.000,0.035,0.043,0.000,0.000,0.000,0.000,0.800,0.800
TCGA-KO-8403-01A,0.012,0.000,0.005,0.000,0.000,0.000,0.000,0.107,0.000,0.030,0.118,0.000,0.000,0.000,0.000,0.729,0.729
TCGA-KO-8405-01A,0.002,0.000,0.009,0.003,0.000,0.000,0.000,0.080,0.005,0.040,0.299,0.000,0.000,0.000,0.000,0.562,0.562
TCGA-KN-8435-01A,0.010,0.000,0.001,0.000,0.000,0.000,0.000,0.044,0.000,0.026,0.042,0.000,0.000,0.001,0.000,0.876,0.876
TCGA-KN-8419-01A,0.002,0.000,0.004,0.000,0.000,0.000,0.000,0.108,0.000,0.034,0.080,0.000,0.000,0.000,0.000,0.772,0.772
TCGA-KL-8337-01A,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.023,0.017,0.000,0.000,0.000,0.000,0.913,0.913
TCGA-KL-8332-01A,0.018,0.000,0.003,0.000,0.000,0.000,0.000,0.241,0.000,0.052,0.065,0.000,0.000,0.000,0.000,0.620,0.620
TCGA-KO-8413-01A,0.023,0.000,0.005,0.001,0.000,0.000,0.000,0.133,0.000,0.060,0.124,0.001,0.000,0.001,0.000,0.651,0.651
TCGA-KM-8443-01A,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.003,0.011,0.000,0.000,0.000,0.000,0.944,0.944
TCGA-KL-8333-01A,0.025,0.012,0.006,0.001,0.000,0.000,0.000,0.248,0.035,0.130,0.105,0.000,0.000,0.007,0.000,0.430,0.430
TCGA-KL-8334-01A,0.009,0.000,0.004,0.000,0.000,0.000,0.000,0.061,0.000,0.034,0.079,0.000,0.000,0.000,0.000,0.812,0.812
TCGA-KN-8427-01A,0.000,0.000,0.004,0.006,0.000,0.000,0.000,0.067,0.157,0.001,0.050,0.000,0.000,0.007,0.000,0.708,0.708
TCGA-KL-8338-01A,0.022,0.000,0.001,0.000,0.000,0.000,0.000,0.023,0.000,0.032,0.036,0.000,0.000,0.000,0.000,0.886,0.886
TCGA-KN-8432-01A,0.001,0.000,0.000,0.003,0.000,0.000,0.000,0.096,0.000,0.034,0.048,0.000,0.005,0.001,0.000,0.812,0.812
TCGA-KO-8410-01A,0.008,0.000,0.001,0.000,0.000,0.000,0.000,0.109,0.000,0.036,0.070,0.000,0.000,0.000,0.000,0.775,0.775
TCGA-KN-8437-01A,0.002,0.000,0.001,0.001,0.000,0.000,0.000,0.087,0.000,0.024,0.074,0.000,0.000,0.006,0.000,0.805,0.805
TCGA-KN-8430-01A,0.017,0.000,0.002,0.000,0.002,0.000,0.000,0.097,0.000,0.040,0.097,0.000,0.000,0.000,0.000,0.744,0.744
TCGA-KM-8477-01A,0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.045,0.000,0.035,0.064,0.000,0.000,0.000,0.000,0.854,0.854
TCGA-KO-8414-01A,0.025,0.000,0.000,0.009,0.000,0.000,0.000,0.034,0.000,0.020,0.044,0.000,0.003,0.000,0.000,0.864,0.864
TCGA-KL-8323-01A,0.004,0.000,0.003,0.000,0.000,0.000,0.000,0.058,0.000,0.008,0.040,0.000,0.000,0.000,0.000,0.887,0.887
TCGA-KL-8328-01A,0.026,0.000,0.001,0.000,0.000,0.000,0.000,0.012,0.000,0.022,0.019,0.000,0.000,0.000,0.000,0.920,0.920
TCGA-KN-8426-01A,0.015,0.000,0.001,0.002,0.000,0.000,0.000,0.036,0.000,0.019,0.061,0.000,0.000,0.000,0.000,0.865,0.865
TCGA-KL-8336-01A,0.004,0.000,0.000,0.001,0.000,0.000,0.000,0.049,0.000,0.025,0.094,0.000,0.000,0.000,0.000,0.827,0.827
TCGA-KL-8329-01A,0.010,0.000,0.008,0.002,0.000,0.000,0.000,0.027,0.000,0.033,0.127,0.000,0.000,0.000,0.000,0.793,0.793
TCGA-KN-8429-01A,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.039,0.064,0.000,0.000,0.000,0.000,0.814,0.814
TCGA-KL-8326-01A,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.030,0.007,0.000,0.000,0.000,0.000,0.916,0.916
TCGA-KN-8425-01A,0.007,0.000,0.003,0.000,0.000,0.000,0.000,0.067,0.000,0.019,0.128,0.000,0.000,0.000,0.000,0.775,0.775
TCGA-KL-8327-01A,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.000,0.024,0.021,0.000,0.000,0.000,0.000,0.887,0.887
TCGA-KL-8343-01A,0.012,0.000,0.001,0.000,0.000,0.000,0.000,0.062,0.000,0.049,0.051,0.000,0.000,0.000,0.000,0.825,0.825
TCGA-KL-8324-01A,0.019,0.000,0.003,0.000,0.000,0.000,0.000,0.075,0.000,0.035,0.032,0.000,0.000,0.000,0.000,0.836,0.836
TCGA-KN-8433-01A,0.026,0.000,0.004,0.000,0.000,0.000,0.000,0.051,0.000,0.036,0.114,0.000,0.000,0.000,0.000,0.768,0.768
TCGA-KO-8417-01A,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.025,0.024,0.000,0.000,0.000,0.000,0.885,0.885
TCGA-KM-8639-01A,0.018,0.000,0.003,0.004,0.000,0.000,0.000,0.075,0.001,0.016,0.075,0.006,0.000,0.010,0.000,0.792,0.792
TCGA-KL-8340-01A,0.007,0.000,0.001,0.000,0.000,0.000,0.000,0.067,0.000,0.080,0.049,0.000,0.000,0.000,0.000,0.795,0.795
TCGA-KO-8404-01A,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.021,0.356,0.001,0.311,0.000,0.000,0.003,0.000,0.290,0.290
TCGA-KM-8440-01A,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.014,0.035,0.000,0.000,0.000,0.000,0.917,0.917
TCGA-KN-8436-01A,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.004,0.007,0.000,0.000,0.000,0.000,0.940,0.940
TCGA-KN-8424-01A,0.009,0.000,0.003,0.000,0.000,0.000,0.000,0.084,0.000,0.018,0.114,0.000,0.000,0.000,0.000,0.772,0.772
TCGA-KO-8406-01A,0.007,0.000,0.001,0.000,0.000,0.000,0.000,0.062,0.000,0.029,0.048,0.000,0.000,0.000,0.000,0.852,0.852
TCGA-KM-8438-01A,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.147,0.000,0.035,0.037,0.000,0.000,0.000,0.000,0.771,0.771
TCGA-KN-8418-01A,0.012,0.000,0.000,0.001,0.000,0.000,0.000,0.042,0.000,0.024,0.034,0.000,0.000,0.000,0.000,0.887,0.887
TCGA-KL-8335-01A,0.014,0.000,0.000,0.000,0.001,0.000,0.000,0.015,0.000,0.024,0.023,0.000,0.000,0.000,0.000,0.923,0.923
TCGA-KL-8345-01A,0.007,0.000,0.002,0.000,0.000,0.000,0.000,0.045,0.000,0.032,0.045,0.000,0.000,0.000,0.000,0.869,0.869
TCGA-KO-8407-01A,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.153,0.000,0.035,0.064,0.000,0.000,0.000,0.000,0.736,0.736
TCGA-KN-8421-01A,0.028,0.000,0.000,0.001,0.000,0.000,0.000,0.006,0.001,0.011,0.007,0.000,0.000,0.000,0.000,0.946,0.946
TCGA-KO-8415-01A,0.016,0.000,0.005,0.000,0.000,0.000,0.000,0.020,0.000,0.016,0.087,0.000,0.000,0.000,0.000,0.855,0.855
TCGA-KM-8476-01A,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.031,0.043,0.000,0.000,0.000,0.000,0.859,0.859
TCGA-KO-8408-01A,0.020,0.000,0.001,0.000,0.001,0.000,0.000,0.040,0.000,0.060,0.031,0.000,0.000,0.000,0.000,0.846,0.846
