,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-TQ-A7RO-01A,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.094,0.000,0.032,0.045,0.000,0.000,0.003,0.000,0.820,0.820
TCGA-CS-6670-01A,0.000,0.000,0.002,0.000,0.001,0.001,0.000,0.068,0.000,0.024,0.038,0.000,0.000,0.003,0.000,0.862,0.862
TCGA-QH-A6X5-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.063,0.000,0.023,0.060,0.000,0.000,0.003,0.000,0.850,0.850
TCGA-HW-7493-01A,0.000,0.000,0.001,0.000,0.007,0.000,0.000,0.067,0.000,0.039,0.128,0.002,0.000,0.003,0.000,0.752,0.752
TCGA-CS-6667-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.050,0.065,0.000,0.000,0.004,0.000,0.755,0.755
TCGA-DU-6406-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.070,0.000,0.010,0.076,0.000,0.000,0.005,0.000,0.837,0.837
TCGA-DU-A7TA-01A,0.000,0.000,0.002,0.001,0.000,0.000,0.002,0.065,0.000,0.013,0.121,0.000,0.001,0.004,0.000,0.791,0.791
TCGA-QH-A6X4-01A,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.048,0.000,0.012,0.063,0.000,0.000,0.005,0.000,0.869,0.869
TCGA-TQ-A7RR-01A,0.000,0.000,0.000,0.000,0.003,0.001,0.001,0.066,0.000,0.037,0.119,0.000,0.000,0.008,0.000,0.765,0.765
TCGA-HT-8104-01A,0.000,0.000,0.002,0.000,0.004,0.000,0.000,0.086,0.012,0.026,0.087,0.000,0.000,0.005,0.000,0.779,0.779
TCGA-HT-A74K-01A,0.000,0.000,0.004,0.000,0.000,0.001,0.000,0.062,0.000,0.042,0.070,0.000,0.000,0.000,0.000,0.821,0.821
TCGA-DB-A64X-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.023,0.053,0.000,0.000,0.001,0.000,0.870,0.870
TCGA-HT-8107-01A,0.000,0.000,0.003,0.000,0.050,0.010,0.001,0.117,0.000,0.058,0.067,0.010,0.000,0.009,0.001,0.674,0.674
TCGA-FG-A710-01A,0.000,0.000,0.005,0.001,0.002,0.004,0.002,0.072,0.000,0.028,0.162,0.000,0.000,0.003,0.000,0.721,0.721
TCGA-QH-A6CX-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.001,0.020,0.136,0.000,0.000,0.002,0.000,0.815,0.815
TCGA-CS-6666-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.030,0.074,0.000,0.000,0.002,0.000,0.784,0.784
TCGA-TM-A7CA-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.051,0.000,0.020,0.073,0.000,0.000,0.005,0.000,0.849,0.849
TCGA-HW-7486-01A,0.000,0.000,0.001,0.000,0.003,0.000,0.000,0.078,0.000,0.016,0.103,0.000,0.000,0.005,0.000,0.792,0.792
