,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-HQ-A5NE-01A,0.001,0.002,0.015,0.001,0.000,0.000,0.010,0.072,0.072,0.018,0.005,0.007,0.000,0.016,0.001,0.782,0.782
TCGA-FD-A5BT-01A,0.011,0.001,0.022,0.021,0.009,0.000,0.007,0.029,0.362,0.009,0.145,0.001,0.003,0.000,0.001,0.380,0.380
TCGA-DK-A3IQ-01A,0.002,0.001,0.004,0.000,0.000,0.001,0.005,0.056,0.623,0.047,0.041,0.007,0.000,0.001,0.000,0.213,0.213
TCGA-ZF-AA4X-01A,0.000,0.002,0.001,0.004,0.000,0.000,0.027,0.012,0.000,0.002,0.002,0.005,0.000,0.007,0.000,0.940,0.940
TCGA-GD-A3OQ-01A,0.000,0.001,0.012,0.001,0.000,0.000,0.004,0.024,0.044,0.005,0.004,0.006,0.000,0.010,0.000,0.890,0.890
TCGA-ZF-AA51-01A,0.024,0.003,0.034,0.003,0.001,0.000,0.021,0.049,0.089,0.008,0.064,0.007,0.000,0.010,0.009,0.679,0.679
TCGA-FD-A3SS-01A,0.001,0.000,0.001,0.008,0.000,0.000,0.001,0.020,0.024,0.028,0.005,0.002,0.000,0.008,0.001,0.901,0.901
TCGA-DK-AA71-01A,0.000,0.000,0.010,0.004,0.000,0.000,0.000,0.033,0.013,0.006,0.005,0.002,0.000,0.006,0.000,0.919,0.919
TCGA-4Z-AA83-01A,0.000,0.002,0.010,0.006,0.000,0.000,0.025,0.042,0.037,0.035,0.008,0.007,0.000,0.006,0.000,0.820,0.820
TCGA-ZF-A9R4-01A,0.005,0.001,0.002,0.025,0.000,0.000,0.005,0.021,0.000,0.001,0.008,0.000,0.000,0.000,0.000,0.932,0.932
TCGA-BT-A20P-01A,0.000,0.000,0.001,0.003,0.000,0.000,0.002,0.028,0.007,0.015,0.012,0.005,0.000,0.000,0.000,0.927,0.927
TCGA-HQ-A2OE-01A,0.005,0.000,0.009,0.000,0.000,0.001,0.009,0.022,0.000,0.003,0.005,0.004,0.000,0.003,0.006,0.932,0.932
TCGA-R3-A69X-01A,0.013,0.007,0.029,0.001,0.001,0.001,0.023,0.074,0.101,0.052,0.073,0.008,0.000,0.007,0.001,0.610,0.610
