,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-BQ-7044-01A,0.000,0.000,0.002,0.007,0.001,0.000,0.000,0.013,0.001,0.000,0.079,0.000,0.000,0.000,0.000,0.897,0.897
TCGA-SX-A7SR-01A,0.000,0.000,0.002,0.000,0.008,0.000,0.007,0.018,0.001,0.000,0.135,0.016,0.000,0.000,0.000,0.811,0.811
TCGA-MH-A854-01A,0.000,0.000,0.004,0.006,0.000,0.000,0.001,0.025,0.000,0.002,0.046,0.004,0.000,0.000,0.000,0.913,0.913
TCGA-B3-8121-01A,0.018,0.008,0.013,0.000,0.014,0.000,0.015,0.058,0.075,0.001,0.259,0.007,0.008,0.001,0.000,0.522,0.522
TCGA-2Z-A9JJ-01A,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.032,0.106,0.000,0.074,0.002,0.001,0.009,0.000,0.762,0.762
TCGA-B1-7332-01A,0.000,0.000,0.004,0.000,0.001,0.000,0.001,0.052,0.007,0.000,0.138,0.003,0.000,0.000,0.000,0.792,0.792
TCGA-WN-A9G9-01A,0.001,0.001,0.015,0.079,0.164,0.000,0.007,0.024,0.000,0.018,0.422,0.001,0.000,0.000,0.000,0.270,0.270
TCGA-A4-8310-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.017,0.025,0.000,0.134,0.000,0.000,0.000,0.000,0.822,0.822
TCGA-2Z-A9JT-01A,0.000,0.000,0.000,0.005,0.002,0.000,0.000,0.010,0.008,0.002,0.232,0.006,0.001,0.000,0.000,0.734,0.734
TCGA-5P-A9K2-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.006,0.000,0.000,0.077,0.003,0.000,0.000,0.000,0.912,0.912
TCGA-4A-A93W-01A,0.000,0.000,0.004,0.000,0.000,0.001,0.010,0.033,0.054,0.000,0.068,0.003,0.000,0.000,0.000,0.825,0.825
TCGA-DW-7837-01A,0.000,0.001,0.000,0.003,0.002,0.004,0.012,0.045,0.023,0.008,0.112,0.009,0.000,0.000,0.000,0.780,0.780
TCGA-A4-A5DU-01A,0.000,0.000,0.000,0.003,0.000,0.001,0.001,0.002,0.012,0.000,0.103,0.000,0.003,0.000,0.000,0.875,0.875
TCGA-2Z-A9JI-01A,0.030,0.006,0.008,0.004,0.013,0.000,0.011,0.038,0.011,0.010,0.191,0.002,0.001,0.000,0.000,0.674,0.674
TCGA-BQ-7050-01A,0.000,0.000,0.001,0.003,0.000,0.000,0.002,0.043,0.002,0.001,0.117,0.003,0.000,0.000,0.000,0.828,0.828
TCGA-BQ-5894-01A,0.004,0.001,0.017,0.007,0.015,0.000,0.007,0.099,0.086,0.053,0.119,0.004,0.000,0.000,0.000,0.587,0.587
TCGA-BQ-5879-01A,0.013,0.001,0.009,0.000,0.000,0.000,0.002,0.102,0.063,0.037,0.082,0.011,0.000,0.004,0.000,0.676,0.676
TCGA-AL-3472-01A,0.000,0.000,0.000,0.000,0.000,0.007,0.004,0.014,0.056,0.000,0.041,0.004,0.000,0.000,0.000,0.873,0.873
TCGA-MH-A560-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.014,0.001,0.005,0.111,0.000,0.000,0.000,0.000,0.868,0.868
TCGA-BQ-5891-01A,0.000,0.001,0.002,0.000,0.004,0.000,0.000,0.020,0.006,0.001,0.093,0.002,0.000,0.000,0.000,0.870,0.870
TCGA-B9-A5W7-01A,0.000,0.000,0.000,0.000,0.000,0.003,0.009,0.024,0.003,0.000,0.120,0.012,0.000,0.000,0.000,0.829,0.829
TCGA-UZ-A9PR-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.003,0.011,0.029,0.000,0.082,0.005,0.000,0.000,0.000,0.868,0.868
TCGA-B9-A69E-01A,0.000,0.002,0.005,0.005,0.016,0.000,0.002,0.086,0.030,0.054,0.301,0.001,0.000,0.000,0.000,0.497,0.497
TCGA-B3-4104-01A,0.001,0.005,0.000,0.001,0.000,0.003,0.006,0.054,0.035,0.035,0.003,0.015,0.000,0.000,0.000,0.841,0.841
TCGA-SX-A71R-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.035,0.008,0.000,0.063,0.007,0.001,0.000,0.000,0.880,0.880
TCGA-MH-A55Z-01A,0.000,0.000,0.000,0.002,0.001,0.000,0.011,0.033,0.004,0.001,0.107,0.003,0.003,0.000,0.000,0.834,0.834
TCGA-UZ-A9PO-01A,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.021,0.003,0.002,0.260,0.001,0.000,0.000,0.000,0.710,0.710
TCGA-G7-7501-01A,0.000,0.000,0.000,0.005,0.000,0.000,0.008,0.052,0.036,0.037,0.159,0.004,0.000,0.000,0.000,0.697,0.697
TCGA-DW-7836-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.002,0.045,0.061,0.005,0.032,0.003,0.000,0.000,0.000,0.847,0.847
TCGA-HE-A5NI-01A,0.000,0.000,0.000,0.004,0.001,0.000,0.003,0.044,0.001,0.000,0.152,0.011,0.000,0.000,0.000,0.783,0.783
TCGA-G7-A8LE-01A,0.000,0.000,0.005,0.000,0.001,0.005,0.007,0.037,0.125,0.035,0.033,0.002,0.000,0.001,0.000,0.747,0.747
TCGA-Y8-A895-01A,0.000,0.000,0.000,0.002,0.000,0.000,0.009,0.025,0.000,0.000,0.049,0.004,0.000,0.000,0.000,0.911,0.911
TCGA-UZ-A9PQ-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.057,0.016,0.035,0.032,0.000,0.000,0.000,0.000,0.859,0.859
TCGA-BQ-5884-01A,0.003,0.002,0.005,0.000,0.010,0.000,0.005,0.041,0.007,0.001,0.230,0.001,0.000,0.000,0.000,0.694,0.694
