,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-HQ-A5NE-01A,0.002,0.000,0.012,0.001,0.000,0.000,0.006,0.066,0.086,0.020,0.002,0.005,0.001,0.029,0.002,0.767,0.767
TCGA-FD-A5BT-01A,0.003,0.000,0.017,0.019,0.013,0.000,0.001,0.015,0.373,0.016,0.136,0.005,0.006,0.000,0.003,0.392,0.392
TCGA-DK-A3IQ-01A,0.001,0.000,0.002,0.001,0.000,0.000,0.000,0.051,0.631,0.061,0.050,0.007,0.000,0.001,0.000,0.194,0.194
TCGA-ZF-AA4X-01A,0.000,0.000,0.003,0.003,0.000,0.000,0.027,0.007,0.000,0.004,0.000,0.000,0.000,0.017,0.000,0.937,0.937
TCGA-GD-A3OQ-01A,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.023,0.041,0.003,0.003,0.002,0.000,0.033,0.000,0.882,0.882
TCGA-ZF-AA51-01A,0.036,0.000,0.041,0.009,0.000,0.000,0.027,0.027,0.072,0.014,0.056,0.004,0.000,0.013,0.037,0.663,0.663
TCGA-FD-A3SS-01A,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.011,0.028,0.021,0.003,0.000,0.000,0.012,0.001,0.920,0.920
TCGA-DK-AA71-01A,0.000,0.000,0.010,0.005,0.000,0.000,0.000,0.018,0.013,0.010,0.006,0.000,0.000,0.016,0.004,0.917,0.917
TCGA-4Z-AA83-01A,0.001,0.001,0.005,0.003,0.000,0.000,0.018,0.023,0.030,0.041,0.001,0.002,0.000,0.023,0.001,0.851,0.851
TCGA-ZF-A9R4-01A,0.000,0.000,0.001,0.019,0.000,0.000,0.001,0.015,0.000,0.004,0.007,0.000,0.000,0.000,0.000,0.954,0.954
TCGA-BT-A20P-01A,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.023,0.000,0.014,0.005,0.000,0.000,0.000,0.000,0.955,0.955
TCGA-HQ-A2OE-01A,0.004,0.000,0.011,0.000,0.000,0.000,0.007,0.014,0.001,0.006,0.004,0.001,0.000,0.009,0.009,0.936,0.936
TCGA-R3-A69X-01A,0.010,0.008,0.041,0.002,0.004,0.000,0.030,0.075,0.103,0.058,0.093,0.007,0.000,0.014,0.002,0.553,0.553
TCGA-BT-A3PH-01A,0.002,0.000,0.000,0.002,0.000,0.000,0.000,0.031,0.014,0.010,0.015,0.001,0.000,0.024,0.003,0.898,0.898
TCGA-UY-A9PA-01A,0.000,0.000,0.006,0.028,0.000,0.000,0.037,0.026,0.000,0.001,0.000,0.003,0.000,0.009,0.000,0.889,0.889
TCGA-BL-A13J-01B,0.009,0.004,0.019,0.011,0.000,0.004,0.001,0.021,0.112,0.015,0.009,0.003,0.004,0.076,0.001,0.710,0.710
TCGA-CF-A3MI-01A,0.000,0.000,0.000,0.003,0.000,0.000,0.015,0.022,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.931,0.931
TCGA-XF-AAMW-01A,0.002,0.000,0.024,0.000,0.000,0.000,0.015,0.042,0.133,0.000,0.030,0.001,0.000,0.010,0.000,0.743,0.743
TCGA-H4-A2HQ-01A,0.005,0.000,0.017,0.001,0.000,0.000,0.000,0.028,0.000,0.004,0.013,0.000,0.000,0.016,0.000,0.916,0.916
TCGA-HQ-A5ND-01A,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.019,0.000,0.011,0.001,0.000,0.000,0.000,0.000,0.963,0.963
TCGA-K4-A6FZ-01A,0.001,0.000,0.020,0.008,0.000,0.000,0.021,0.055,0.005,0.011,0.011,0.006,0.000,0.055,0.003,0.805,0.805
TCGA-DK-A3IV-01A,0.005,0.030,0.075,0.021,0.002,0.000,0.038,0.012,0.000,0.005,0.040,0.000,0.001,0.019,0.000,0.751,0.751
TCGA-E7-A3X6-01A,0.000,0.000,0.029,0.027,0.000,0.000,0.002,0.057,0.022,0.023,0.013,0.001,0.000,0.033,0.002,0.791,0.791
TCGA-BT-A42F-01A,0.042,0.000,0.024,0.015,0.008,0.000,0.015,0.027,0.002,0.019,0.049,0.002,0.001,0.018,0.009,0.770,0.770
TCGA-UY-A8OB-01A,0.000,0.000,0.010,0.013,0.000,0.000,0.000,0.009,0.000,0.001,0.003,0.001,0.000,0.000,0.000,0.961,0.961
TCGA-DK-A1A3-01A,0.007,0.000,0.005,0.003,0.000,0.001,0.014,0.037,0.079,0.012,0.082,0.004,0.000,0.000,0.000,0.757,0.757
TCGA-DK-AA6X-01A,0.001,0.006,0.028,0.000,0.005,0.000,0.071,0.039,0.002,0.011,0.037,0.003,0.000,0.007,0.000,0.789,0.789
TCGA-G2-A3IE-01A,0.003,0.000,0.010,0.001,0.000,0.000,0.003,0.023,0.000,0.003,0.014,0.001,0.000,0.000,0.000,0.941,0.941
TCGA-FD-A5BU-01A,0.005,0.004,0.018,0.004,0.000,0.000,0.023,0.056,0.126,0.038,0.016,0.002,0.001,0.031,0.005,0.672,0.672
TCGA-C4-A0EZ-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.001,0.031,0.002,0.024,0.000,0.000,0.000,0.000,0.002,0.934,0.934
TCGA-FD-A3B3-01A,0.019,0.001,0.039,0.029,0.008,0.000,0.013,0.054,0.155,0.041,0.049,0.002,0.000,0.021,0.005,0.562,0.562
TCGA-FD-A5BZ-01A,0.008,0.000,0.018,0.001,0.000,0.000,0.000,0.042,0.377,0.033,0.042,0.009,0.000,0.000,0.000,0.470,0.470
TCGA-C4-A0F7-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.070,0.025,0.019,0.000,0.000,0.000,0.015,0.002,0.868,0.868
TCGA-XF-AAMR-01A,0.000,0.001,0.004,0.002,0.000,0.000,0.001,0.082,0.172,0.129,0.067,0.012,0.000,0.000,0.000,0.530,0.530
TCGA-XF-AAN7-01A,0.000,0.000,0.005,0.002,0.000,0.000,0.000,0.085,0.134,0.090,0.003,0.001,0.000,0.000,0.000,0.679,0.679
TCGA-UY-A8OD-01A,0.003,0.004,0.017,0.007,0.000,0.001,0.005,0.018,0.150,0.077,0.080,0.009,0.000,0.000,0.001,0.627,0.627
TCGA-FD-A3SP-01A,0.004,0.000,0.018,0.009,0.012,0.000,0.021,0.051,0.403,0.022,0.136,0.003,0.000,0.001,0.000,0.319,0.319
TCGA-DK-A2HX-01A,0.001,0.000,0.008,0.000,0.000,0.000,0.000,0.068,0.245,0.048,0.055,0.003,0.000,0.011,0.000,0.560,0.560
TCGA-CF-A8HX-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.990,0.990
