,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-32-2616-01A,0.000,0.000,0.003,0.000,0.006,0.000,0.000,0.015,0.000,0.013,0.141,0.000,0.000,0.004,0.000,0.817,0.817
TCGA-32-1980-01A,0.000,0.000,0.008,0.000,0.025,0.002,0.001,0.068,0.038,0.040,0.211,0.001,0.001,0.004,0.001,0.600,0.600
TCGA-28-2514-01A,0.000,0.000,0.002,0.000,0.001,0.000,0.000,0.079,0.009,0.040,0.078,0.000,0.000,0.006,0.000,0.783,0.783
TCGA-06-0644-01A,0.000,0.000,0.017,0.000,0.003,0.000,0.000,0.031,0.257,0.001,0.168,0.000,0.000,0.000,0.000,0.523,0.523
TCGA-06-1804-01A,0.000,0.000,0.003,0.001,0.007,0.000,0.000,0.056,0.033,0.026,0.082,0.000,0.000,0.013,0.001,0.778,0.778
TCGA-41-2571-01A,0.000,0.000,0.000,0.001,0.003,0.000,0.000,0.021,0.003,0.014,0.101,0.000,0.000,0.006,0.000,0.849,0.849
TCGA-19-2619-01A,0.000,0.000,0.002,0.000,0.003,0.000,0.000,0.060,0.007,0.032,0.052,0.000,0.000,0.007,0.000,0.836,0.836
TCGA-27-1837-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.046,0.002,0.021,0.120,0.000,0.000,0.004,0.000,0.805,0.805
TCGA-27-1832-01A,0.000,0.000,0.004,0.000,0.004,0.000,0.000,0.021,0.179,0.005,0.176,0.000,0.000,0.002,0.000,0.608,0.608
TCGA-06-0686-01A,0.000,0.000,0.003,0.000,0.001,0.000,0.000,0.047,0.017,0.034,0.119,0.000,0.000,0.004,0.000,0.774,0.774
TCGA-06-5856-01A,0.000,0.000,0.002,0.000,0.002,0.000,0.000,0.047,0.014,0.022,0.139,0.000,0.000,0.003,0.000,0.771,0.771
TCGA-28-1753-01A,0.000,0.000,0.002,0.000,0.006,0.000,0.001,0.071,0.081,0.040,0.250,0.000,0.000,0.002,0.000,0.547,0.547
TCGA-28-5218-01A,0.000,0.000,0.032,0.000,0.006,0.000,0.000,0.083,0.513,0.003,0.149,0.000,0.000,0.003,0.000,0.210,0.210
TCGA-32-1970-01A,0.000,0.000,0.001,0.000,0.005,0.000,0.000,0.057,0.005,0.018,0.081,0.000,0.000,0.007,0.000,0.827,0.827
TCGA-28-5204-01A,0.000,0.000,0.000,0.001,0.002,0.000,0.000,0.055,0.005,0.022,0.096,0.000,0.000,0.004,0.000,0.815,0.815
TCGA-12-3653-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.032,0.000,0.003,0.104,0.000,0.000,0.005,0.000,0.853,0.853
TCGA-06-0187-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.034,0.006,0.020,0.139,0.000,0.000,0.007,0.000,0.791,0.791
TCGA-19-2624-01A,0.000,0.000,0.001,0.006,0.000,0.000,0.000,0.061,0.000,0.024,0.047,0.000,0.000,0.005,0.000,0.855,0.855
TCGA-12-3652-01A,0.003,0.000,0.001,0.000,0.002,0.000,0.000,0.017,0.000,0.008,0.035,0.000,0.000,0.000,0.000,0.934,0.934
TCGA-12-5299-01A,0.000,0.000,0.006,0.000,0.001,0.000,0.000,0.022,0.005,0.019,0.129,0.000,0.000,0.002,0.000,0.816,0.816
TCGA-06-0749-01A,0.000,0.000,0.000,0.000,0.013,0.001,0.003,0.035,0.008,0.019,0.218,0.003,0.000,0.002,0.000,0.695,0.695
TCGA-06-0158-01A,0.000,0.000,0.001,0.000,0.008,0.000,0.001,0.054,0.011,0.031,0.156,0.000,0.000,0.007,0.000,0.729,0.729
TCGA-19-1390-01A,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.025,0.000,0.015,0.073,0.000,0.000,0.011,0.000,0.872,0.872
TCGA-28-2510-01A,0.000,0.000,0.005,0.001,0.009,0.008,0.001,0.079,0.035,0.067,0.108,0.004,0.000,0.006,0.000,0.676,0.676
TCGA-32-2615-01A,0.000,0.000,0.005,0.000,0.006,0.000,0.001,0.027,0.054,0.024,0.154,0.000,0.000,0.007,0.000,0.722,0.722
