Mixture,B Cells,CD4 T,CD8 T,Cancer Cells,DC,Double-neg-like T,Endothelial Cells,Fibroblasts,Macrophages,Mast Cells,Monocytes,NK,Neutrophils,P-value,Correlation,RMSE
TCGA-OR-A5LO-01A,0.107490368680422,0,0,0.249765369112299,0,0.0705960738865288,0.12386388602309,0.392036801717201,0.0562475005804591,0,0,0,0,0,0.166273458817971,1.07065844171287
TCGA-P6-A5OG-01A,0,0.0111160105729011,9.2050076525296e-05,0,0.0940844989959431,0,0.0781725808917043,0.594851935488861,0.109307569258582,0,0.108425146370453,0.00395020834503054,0,0,0.557600733593517,0.857117266418425
TCGA-OR-A5J6-01A,0.0551619373810027,0,0,0.107120385472193,0.0170216266561349,0,0.299151578244516,0.0112579444879873,0.481938877044089,0,0.0283476507140768,0,0,0,0.145317871709027,1.0540125623079
TCGA-OR-A5LT-01A,0.122460635563245,0,0,0.29387645810369,0,0.0566120008441507,0.21466216768096,0.0707537163909241,0.24163502141703,0,0,0,0,0,0.212738089484096,0.999770795480149
TCGA-OR-A5JY-01A,0.149644594975012,0,0,0.0682720235227423,0.0888328694422078,0,0.393329310040235,0.134609670586516,0.140655538363776,0,0.0246559930695107,0,0,0,0.195088840093921,1.04394343571292
TCGA-OR-A5JV-01A,0.0288933851561399,0,0,0.0234583964783847,0.0545605936231362,0.0516386579684749,0.0693098328568442,0.0834628590970042,0.688676274820016,0,0,0,0,0,0.254137278889961,1.00207627115067
TCGA-OR-A5JT-01A,0.166891645479746,0,0,0.273559652348287,0,0.0362421443140634,0.280002378601524,0.145395702124739,0.0979084771316415,0,0,0,0,0,0.244873900181925,1.0014164386455
TCGA-OR-A5KX-01A,0.180287141015318,0,0,0.250620354624248,0,0,0.278609648924819,0.0580931335788677,0.232389721856746,0,0,0,0,0,0.187437899553451,1.01927191614905
TCGA-OR-A5K3-01A,0.132422893049167,0,0,0.268009098968315,0.0524914039978696,0.0292458778321953,0.16342238651648,0.0341524335644086,0.311411145181719,0,0.00884476088984604,0,0,0,0.202826667642871,0.99774553520045
TCGA-OR-A5JZ-01A,0.237492333041885,0,0,0.231345262653634,0.00598882379436918,0.0652353326640827,0.116444573458609,0.219146822228267,0.124346852159154,0,0,0,0,0,0.185594458411539,1.01554363734774
TCGA-OR-A5LC-01A,0.0702413463230879,0,0,0.149975215188396,0,0,0.101720574863406,0.538451709823683,0.13807081040437,0,0.00154034339705728,0,0,0,0.338164729760629,1.01064627128648
TCGA-OR-A5LH-01A,0.17256280879514,0,0,0.248544443470377,0,0,0.252558556365924,0.0617716827041021,0.238465091288604,0,0.026097417375852,0,0,0,0.153526937545075,1.03046370817692
TCGA-OR-A5LM-01A,0.174552934769543,0,0,0.321574250350685,0,0.012701772806414,0.251631847017748,0.0651108372365386,0.156832067841212,0,0.0175962899778603,0,0,0,0.23273720501925,0.997101013838059
TCGA-OR-A5J5-01A,0.157717592587531,0,0,0.426184889003536,0,0.0236677155018069,0.154230512417483,0.116540027614502,0.121659262875142,0,0,0,0,0,0.263277285558671,0.982707818183807
TCGA-P6-A5OF-01A,0.118147447346944,0,0,0.192985226871151,0,0.0468690999781334,0.220054526562688,0.307138335290888,0.114805363950196,0,0,0,0,0,0.311939827083131,0.980368071944417
TCGA-OR-A5LD-01A,0.0977985993114605,0,0,0.41612375406431,0,0,0.131142331478065,0.280244022318457,0.0746912928277071,0,0,0,0,0,0.186043907023874,1.0451245695189
TCGA-OR-A5L3-01A,0.19185551803158,0,0,0.306980331176999,0,0,0.207013136113968,0.0357863683947441,0.258364646282709,0,0,0,0,0,0.10105430945387,1.04624644531793
TCGA-OR-A5LK-01A,0.0646681170554552,0,0.0619117150550532,0.0702953584341297,0.0570541314959086,0,0.0993219719390774,0.0458301018736042,0.531441794005221,0.0671894962137134,0.0022873139278376,0,0,0,0.241863636042192,0.992066569674499
TCGA-OR-A5LG-01A,0.0237552584498557,0,0,0.248390532729419,0.00559323490741001,0,0.144975022933617,0.148060465018352,0.391656554248722,0,0.0375689317126246,0,0,0,0.202445578598063,1.01329431758887
TCGA-OR-A5KO-01A,0.151626905972872,0,0,0.38849334646302,0,0.0343418863759825,0.147195606621868,0.246699585451414,0.031642669114843,0,0,0,0,0,0.172718545490303,1.04278059346558
TCGA-OR-A5JJ-01A,0.105153040464946,0,0,0.443727820746662,0,0.0054200270698565,0.204711089450903,0.137072368804559,0.103915653463073,0,0,0,0,0,0.365959022621992,0.939715497052161
TCGA-OR-A5JL-01A,0.172121568013224,0,0,0.218390284960474,0.0434973070270558,0.0516217866124615,0.319493179980859,0.0194432530430354,0.160793176417196,0,0.0146394439456947,0,0,0,0.130563334116371,1.04330389422391
TCGA-OR-A5KV-01A,0.124663228252573,0,0,0.479473580615731,0.0102032481534698,0,0.158178812162263,0.175181686961172,0.0522994438547914,0,0,0,0,0,0.201123825823117,1.02611513867663
TCGA-OR-A5JE-01A,0.104894723031222,0,0,0.194071494365482,0.00729293346327076,0,0.252678814886487,0.192054365576047,0.232828465195528,0,0.0161792034819635,0,0,0,0.263605595997299,0.993257269073958
TCGA-PK-A5HB-01A,0.0832832272034019,0,0,0.175644192318229,0.0164898693397203,0.0496253797340542,0.280530873189764,0.335497370587214,0.0589111900832067,0,1.78975444098613e-05,0,0,0,0.297531839577251,1.00628108419045
TCGA-OR-A5JM-01A,0.0723289351360902,0,0,0.467336828038483,0,0.00439652793657919,0.245820638508112,0.133661374049478,0.063886867121712,0,0.0125688292095464,0,0,0,0.218553229083152,1.0233872279223
TCGA-OR-A5JD-01A,0.0479113221473825,0,0,0.277943431523537,0.0245318304238988,0,0.178177836818582,0.0390608486189288,0.432374730467671,0,0,0,0,0,0.131209107292569,1.03900502288918
TCGA-OR-A5LN-01A,0.056009149613814,0,0.123924815947187,0.0740359821395816,0.0440695668384247,0,0.169904376413794,0.0651232643880227,0.466932844659175,0,0,0,0,0,0.109923367000396,1.04786039320544
TCGA-OR-A5K6-01A,0.103234359427028,0,0,0.200686837197902,0.0787236786031772,0,0.298944121200258,0.0734366009542314,0.232352071573436,0,0.0126223310439679,0,0,0,0.12342517305396,1.0489573466067
TCGA-OR-A5JR-01A,0.173478723616993,0,0,0.275719348026546,0.021584512719439,0.0130676922251395,0.215965455192293,0.0581633350762374,0.242020933143353,0,0,0,0,0,0.163845953878515,1.01966001906957
TCGA-OR-A5L6-01A,0.132958574426444,0,0,0.303989254989479,0,0.0387713875794424,0.211198560344678,0.170218471744612,0.137015198369957,0,0.000616120451463478,0.00523243209392434,0,0,0.217740506730441,1.00785570348666
TCGA-OR-A5JI-01A,0.0400580718944115,0,0.00548859333748552,0.0902294645463365,0.0253240410016985,0.00920486248755682,0.212076982223292,0.36584902111523,0.251768963393989,0,0,0,0,0,0.282120560419675,1.01025231168398
TCGA-OR-A5J2-01A,0.0604034372126745,0,0,0.121270550123612,0.0524837740424487,0,0.410392813392679,0.299436935832145,0.0560124893964404,0,0,0,0,0,0.305707146523937,1.02436626492037
TCGA-OR-A5LL-01A,0.287146257618996,0,0,0.168118574523369,0,0.136575530976905,0.161380710482578,0.103869793010386,0.142909133387767,0,0,0,0,0,0.099148496541776,1.03878202130876
TCGA-OR-A5K1-01A,0.0926375019695912,0,0,0.302109756582905,0.00722416565541353,0.0225844397035381,0.328368679519617,0.154441474599331,0.0893791189947731,0,0.00325486297483092,0,0,0,0.248919811143594,1.01212385671311
