,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-AG-3896-01A,0.018,0.000,0.017,0.004,0.000,0.000,0.014,0.036,0.044,0.012,0.037,0.000,0.000,0.000,0.000,0.816,0.816
TCGA-DC-4745-01A,0.003,0.000,0.013,0.003,0.000,0.000,0.008,0.027,0.023,0.014,0.020,0.000,0.000,0.000,0.000,0.888,0.888
TCGA-AH-6903-01A,0.005,0.000,0.007,0.001,0.000,0.000,0.005,0.016,0.008,0.004,0.011,0.000,0.000,0.002,0.000,0.939,0.939
TCGA-AG-3599-01A,0.011,0.000,0.016,0.019,0.000,0.000,0.015,0.018,0.016,0.005,0.029,0.000,0.000,0.001,0.000,0.868,0.868
TCGA-AG-3581-01A,0.020,0.000,0.017,0.007,0.000,0.000,0.012,0.029,0.029,0.007,0.030,0.000,0.000,0.005,0.000,0.842,0.842
TCGA-AG-3881-01A,0.018,0.001,0.009,0.007,0.003,0.000,0.013,0.046,0.117,0.027,0.075,0.000,0.000,0.003,0.001,0.680,0.680
TCGA-CL-5917-01A,0.000,0.000,0.004,0.004,0.000,0.000,0.001,0.026,0.054,0.006,0.014,0.000,0.000,0.011,0.000,0.880,0.880
TCGA-AG-3902-01A,0.017,0.000,0.021,0.032,0.002,0.000,0.033,0.024,0.028,0.007,0.061,0.000,0.000,0.006,0.000,0.768,0.768
TCGA-CI-6624-01C,0.016,0.000,0.025,0.001,0.004,0.000,0.019,0.036,0.068,0.007,0.052,0.000,0.000,0.002,0.000,0.769,0.769
TCGA-AF-2692-01A,0.010,0.000,0.008,0.002,0.002,0.000,0.013,0.027,0.048,0.008,0.020,0.000,0.000,0.005,0.000,0.856,0.856
TCGA-DC-6683-01A,0.000,0.001,0.006,0.002,0.000,0.000,0.000,0.016,0.045,0.004,0.040,0.000,0.000,0.000,0.000,0.886,0.886
