,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-BP-4766-01A,0.005,0.000,0.001,0.000,0.000,0.001,0.406,0.000,0.254,0.002,0.128,0.181,0.002,0.010,0.009,0.001
TCGA-A3-3352-01A,0.007,0.000,0.005,0.002,0.000,0.008,0.403,0.001,0.267,0.003,0.093,0.185,0.002,0.021,0.003,0.001
TCGA-G6-A8L7-01A,0.021,0.000,0.009,0.015,0.007,0.000,0.603,0.000,0.063,0.008,0.189,0.074,0.003,0.004,0.003,0.000
TCGA-A3-A6NN-01A,0.002,0.000,0.009,0.001,0.001,0.000,0.092,0.003,0.421,0.114,0.084,0.231,0.003,0.033,0.004,0.001
TCGA-T7-A92I-01A,0.001,0.000,0.003,0.000,0.008,0.001,0.548,0.001,0.061,0.010,0.012,0.354,0.000,0.000,0.000,0.000
TCGA-B0-5713-01A,0.000,0.000,0.004,0.007,0.007,0.000,0.013,0.000,0.559,0.008,0.187,0.190,0.000,0.019,0.003,0.001
TCGA-CZ-4860-01A,0.000,0.000,0.005,0.001,0.018,0.000,0.526,0.000,0.030,0.177,0.004,0.236,0.000,0.000,0.002,0.000
TCGA-A3-3351-01A,0.003,0.004,0.013,0.017,0.051,0.000,0.165,0.088,0.228,0.041,0.124,0.249,0.010,0.000,0.007,0.001
TCGA-B8-4148-01A,0.014,0.000,0.014,0.025,0.093,0.000,0.144,0.056,0.270,0.003,0.116,0.239,0.003,0.016,0.004,0.002
TCGA-BP-4345-01A,0.003,0.000,0.011,0.002,0.011,0.000,0.000,0.003,0.228,0.238,0.299,0.199,0.003,0.003,0.000,0.000
TCGA-BP-5010-01A,0.000,0.000,0.001,0.010,0.004,0.000,0.007,0.000,0.251,0.219,0.417,0.090,0.000,0.001,0.001,0.000
TCGA-BP-4325-01A,0.001,0.000,0.000,0.004,0.069,0.000,0.403,0.000,0.180,0.001,0.071,0.263,0.000,0.003,0.003,0.000
TCGA-B0-5102-01A,0.007,0.000,0.000,0.005,0.009,0.000,0.504,0.000,0.190,0.005,0.074,0.201,0.000,0.002,0.001,0.000
