"","Cancer Cells","B Cells","T Cells","Myeloid cells","Mast Cells","Fibroblasts","Endothelial Cells"
"TCGA.C5.A7UI.01A",0.236284720096409,0,0.015613061073224,0.0154215952336725,0,0.0810464403575262,0.651634183239168
"TCGA.C5.A902.01A",0.213328021656874,0.000908412349929134,0.00404475303838041,0.00661347315875767,0,0.0501723034023816,0.724933036393677
"TCGA.DS.A1OB.01A",0.268152733698327,0,0,0.00665059395969857,0,0.058470216315624,0.666726456026351
"TCGA.Q1.A6DW.01A",0.21932096889341,0,0,0,0,0.0679566691891522,0.712722361917438
"TCGA.EK.A2R7.01A",0.473529101792987,0,0,0.00405512625486754,0,0.0940849854854916,0.428330786466654
"TCGA.C5.A7X8.01A",0.482997010433129,0,0,0,0,0.342831261392734,0.174171728174137
"TCGA.Q1.A5R3.01A",0.395764110646761,0,0,0,0,0.108545584592981,0.495690304760258
"TCGA.C5.A7X5.01A",0.295055229954159,0,0,0,0,0.110874204897658,0.594070565148183
"TCGA.ZJ.A8QR.01A",0.552509897898982,0,0,0,0,0.020117361117024,0.427372740983994
"TCGA.HM.A3JK.01A",0.0467680778141093,0,0,0.000414301928978685,0,0.64082947101481,0.311988149242102
"TCGA.EA.A556.01A",0.155419811459354,0,0,0,0,0.463401704810224,0.381178483730423
"TCGA.VS.A9V4.01A",0.514820352754382,0,0,0,0,0.118219133910585,0.366960513335032
"TCGA.IR.A3L7.01A",0.414816688408416,0,0,0,0,0.259187335956521,0.325995975635063
"TCGA.EK.A2RL.01A",0.387164954302661,0,0,0,0,0.0442087318622368,0.568626313835102
"TCGA.VS.A94X.01A",0.177929110500428,0,0.000984836299558146,0.00206655503664116,0,0.0529652258834011,0.766054272279971
"TCGA.VS.A9V3.01A",0.0700783101197068,0,0,0.0286085421179176,0,0.0712995767531327,0.830013571009243
"TCGA.EK.A2RO.01A",0.123649594744256,0,0,0,0,0.40057511475576,0.475775290499984
"TCGA.JW.A5VJ.01A",0.420402620868179,0,0,0,0,0.06509695296753,0.514500426164291
"TCGA.MA.AA42.01A",0.0985244768607046,0,0.00458322737667785,0.165944214440574,0,0.0241999170987525,0.706748164223291
