"","Cancer Cells","B Cells","T Cells","Myeloid cells","Mast Cells","Fibroblasts","Endothelial Cells"
"TCGA.EL.A3D0.01A",0.226388741269471,0,0,0,0,0.364041662292762,0.409569596437768
"TCGA.J8.A4HY.01A",0.33852259897913,0,0,0.000464589261602543,0,0.0651204403912807,0.595892371367987
"TCGA.L6.A4ET.01A",0.166492043309498,0,0,0,0,0.332712019395525,0.500795937294977
"TCGA.DE.A4MC.01A",0.373622737746774,0,0,0,0,0.105233968037291,0.521143294215934
"TCGA.ET.A25K.01A",0.0948828078146733,0,0,0,0,0.256498560992722,0.648618631192605
"TCGA.DJ.A3UU.01A",0.0950369317852413,0.000430113082716458,0,0.00504095896377603,0,0.354133258348361,0.545358737819905
"TCGA.EM.A1YA.01A",0.3109766529677,0,0,0,0,0.100369004745783,0.588654342286517
"TCGA.CE.A483.01A",0.236631473021594,0,0,0,0,0.139487276222856,0.623881250755551
"TCGA.DJ.A3VD.01A",0.0780689480607317,0,0.00399192872028496,0.034684716729622,0,0.308124836317383,0.575129570171979
"TCGA.BJ.A28S.01A",0.112874204908894,0,0,0,0,0.192919023494205,0.694206771596901
"TCGA.FY.A3R9.01A",0.388717945210152,0,0,0,0,0.0659642015972444,0.545317853192603
"TCGA.FY.A3R8.01A",0.315045571064569,0,0,0.0122481454177473,0,0.216257595430786,0.456448688086897
"TCGA.DJ.A3V2.01A",0.0932879964065006,0,0.00489758596124544,0.0691269233241971,0,0.0941676325623663,0.738519861745691
"TCGA.ET.A25L.01A",0.473039730669232,0,0,0,0,0.230053848752257,0.296906420578511
"TCGA.EL.A3D1.01A",0.2182723973622,0,0,0.0147536191050708,0,0.297338284465226,0.469635699067503
"TCGA.FY.A3I4.01A",0.134946645894906,0,0,0.0111719476959575,0,0.420968898106016,0.432912508303121
"TCGA.DJ.A3UV.01A",0.0955198189428722,0,0,0.01002877903597,0,0.352044287415206,0.542407114605952
"TCGA.BJ.A28T.01A",0.0549360908381936,0,0.00494085631780359,0.0355334738993639,0,0.219719598419617,0.684869980525022
"TCGA.EM.A3FQ.01A",0.201079566349689,0.00160010535553681,0.00187704409165096,0.0522457658062196,0,0.253482408390199,0.489715110006704
"TCGA.J8.A4HW.01A",0.171683221160438,0,0,0,0,0.270396800952828,0.557919977886734
"TCGA.MK.A4N6.01A",0.322114354369605,0,0,0.00392392736101397,0,0.223892270301383,0.450069447967999
"TCGA.DJ.A3V8.01A",0.314440581497203,0,0,0,0,0.170692012084848,0.514867406417949
"TCGA.DJ.A1QI.01A",0.111762807338375,0,0,0,0,0.296686429078595,0.591550763583029
"TCGA.EL.A3H8.01A",0.0918914398235961,0,0,0,0,0.280845052988363,0.627263507188041
