"","Cancer Cells","B Cells","T Cells","Myeloid cells","Mast Cells","Fibroblasts","Endothelial Cells"
"TCGA.BC.A10Z.01A",0.832273692801778,0,0,0.00491547748693621,0,0,0.162810829711286
"TCGA.DD.AAEK.01A",0.0713486852658694,0,0,0.198614691058152,0,0.168451223251162,0.561585400424817
"TCGA.G3.A3CK.01A",0.243981532027562,0,0,0.234524500587355,0,0.0304057691426143,0.491088198242468
"TCGA.DD.A1EJ.01A",0.574991004688173,0,0,0.136206649861232,0,0.056323896211574,0.232478449239021
"TCGA.DD.AACU.01A",0.446403887407146,0,0,0.196991852397648,0,0.0766929772461254,0.27991128294908
"TCGA.ZS.A9CE.01A",0.509347624950564,0,0,0.151228638424752,0,0.00546683633786531,0.333956900286818
"TCGA.2Y.A9H2.01A",0.809540896099983,0,0,0,0,0.0189204825217407,0.171538621378277
"TCGA.CC.5261.01A",0.0183929453381776,0,0,0.0563216113233867,0,0.447003086804871,0.478282356533564
"TCGA.DD.AADP.01A",0.309075968051275,0,0,0.0469554739982128,0,0.252507657851561,0.391460900098952
"TCGA.2Y.A9H4.01A",0.25243807832181,0,0,0.145062189674442,0,0.0390932276040586,0.56340650439969
"TCGA.DD.A1EA.01A",0.644236374510433,0,0,0.103974007095422,0,0,0.251789618394146
"TCGA.CC.A3MC.01A",0.187877323422951,0,0,0.18292629296263,0,0.221937365231621,0.407259018382798
"TCGA.FV.A2QR.01A",0.0269117668846832,0,0,0.153379985233292,0,0.16946233049447,0.650245917387554
"TCGA.EP.A26S.01A",0.880143786955119,0,0,0.00278617932719091,0,0.0273598931864034,0.0897101405312863
"TCGA.K7.AAU7.01A",0.327502552946238,0,0,0.0724709641358115,0,0.294198091668181,0.30582839124977
"TCGA.G3.A25T.01A",0.38712335577203,0,0,0,0,0.290454539340374,0.322422104887596
"TCGA.DD.AADB.01A",0.477492194667691,0,0,0.263689595316203,0,0.0315159980728736,0.227302211943232
"TCGA.UB.A7MA.01A",0.235098149971478,0,0,0,0,0.332726597066906,0.432175252961616
"TCGA.DD.AAD0.01A",0.511968486076062,0,0,0.161189420465177,0,0.00291147502802107,0.323930618430739
"TCGA.BC.4072.01B",0.16979142909944,0,0.00342493597934157,0.0729346507753344,0,0.123264681336124,0.63058430280976
"TCGA.DD.AACD.01A",0.442721879168666,0,0,0.118067129278636,0,0.0566678673280871,0.38254312422461
"TCGA.DD.A3A5.01A",0.682682975144556,0,0,0.011088387587296,0,0.0493273305494084,0.25690130671874
"TCGA.ZP.A9D1.01A",0.163841846115459,0,0,0.107431895173622,0,0.170304691685585,0.558421567025334
"TCGA.ZP.A9D0.01A",0.311615998367854,0,0,0.077893040484437,0,0.164596079755519,0.44589488139219
