,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-IB-AAUW-01A,0.011,0.023,0.014,0.001,0.014,0.001,0.039,0.138,0.213,0.055,0.060,0.012,0.001,0.014,0.001,0.402,0.402
TCGA-LB-A8F3-01A,0.001,0.000,0.005,0.000,0.000,0.000,0.004,0.043,0.143,0.005,0.027,0.000,0.001,0.000,0.000,0.771,0.771
TCGA-HV-A5A5-01A,0.002,0.000,0.032,0.000,0.002,0.000,0.021,0.098,0.228,0.028,0.107,0.002,0.000,0.008,0.000,0.472,0.472
TCGA-US-A77E-01A,0.000,0.001,0.006,0.000,0.000,0.000,0.000,0.050,0.343,0.005,0.047,0.000,0.000,0.007,0.000,0.540,0.540
TCGA-3A-A9IX-01A,0.010,0.029,0.035,0.001,0.026,0.004,0.065,0.090,0.309,0.020,0.067,0.009,0.001,0.010,0.002,0.324,0.324
TCGA-HZ-A4BH-01A,0.000,0.021,0.039,0.002,0.016,0.001,0.034,0.115,0.284,0.037,0.084,0.004,0.000,0.014,0.000,0.349,0.349
TCGA-HZ-A49G-01A,0.004,0.000,0.024,0.001,0.014,0.000,0.042,0.087,0.272,0.017,0.160,0.007,0.000,0.013,0.001,0.357,0.357
TCGA-IB-8126-01A,0.015,0.022,0.017,0.001,0.036,0.004,0.037,0.120,0.299,0.025,0.078,0.009,0.000,0.015,0.001,0.321,0.321
TCGA-FB-A5VM-01A,0.002,0.011,0.029,0.000,0.007,0.000,0.054,0.072,0.264,0.021,0.076,0.000,0.001,0.002,0.000,0.461,0.461
TCGA-HV-AA8V-01A,0.004,0.000,0.010,0.000,0.004,0.000,0.009,0.058,0.444,0.010,0.111,0.003,0.001,0.007,0.000,0.338,0.338
TCGA-IB-7891-01A,0.016,0.002,0.034,0.001,0.019,0.001,0.059,0.075,0.278,0.019,0.127,0.007,0.000,0.008,0.001,0.353,0.353
TCGA-FB-A545-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.002,0.077,0.238,0.011,0.008,0.007,0.000,0.007,0.000,0.643,0.643
TCGA-FB-A7DR-01A,0.001,0.000,0.008,0.000,0.006,0.000,0.008,0.098,0.357,0.105,0.075,0.006,0.001,0.009,0.001,0.326,0.326
TCGA-3A-A9IN-01A,0.021,0.000,0.003,0.000,0.004,0.000,0.014,0.160,0.204,0.111,0.036,0.002,0.002,0.000,0.000,0.443,0.443
TCGA-IB-AAUN-01A,0.009,0.001,0.012,0.008,0.001,0.000,0.027,0.080,0.217,0.012,0.039,0.004,0.000,0.005,0.000,0.584,0.584
TCGA-Q3-AA2A-01A,0.000,0.000,0.007,0.000,0.000,0.000,0.002,0.043,0.152,0.026,0.099,0.001,0.000,0.001,0.000,0.668,0.668
TCGA-IB-A5SO-01A,0.008,0.035,0.027,0.001,0.020,0.001,0.030,0.085,0.369,0.015,0.107,0.006,0.000,0.007,0.001,0.289,0.289
TCGA-M8-A5N4-01A,0.000,0.000,0.005,0.001,0.000,0.000,0.000,0.067,0.284,0.001,0.125,0.000,0.000,0.019,0.000,0.498,0.498
TCGA-2L-AAQI-01A,0.003,0.000,0.007,0.000,0.001,0.000,0.011,0.061,0.148,0.010,0.057,0.005,0.000,0.004,0.000,0.691,0.691
TCGA-HV-A7OP-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.000,0.005,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.978,0.978
TCGA-HZ-A8P1-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.009,0.031,0.093,0.007,0.036,0.001,0.000,0.000,0.000,0.820,0.820
TCGA-IB-AAUV-01A,0.001,0.025,0.016,0.002,0.039,0.002,0.035,0.096,0.550,0.033,0.119,0.008,0.001,0.013,0.000,0.061,0.061
TCGA-HZ-7925-01A,0.000,0.000,0.024,0.000,0.003,0.000,0.008,0.071,0.530,0.001,0.089,0.009,0.000,0.018,0.000,0.246,0.246
TCGA-IB-A7LX-01A,0.000,0.000,0.006,0.003,0.005,0.000,0.018,0.035,0.170,0.000,0.016,0.001,0.000,0.011,0.000,0.735,0.735
TCGA-3A-A9IZ-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.037,0.180,0.008,0.024,0.000,0.000,0.007,0.000,0.740,0.740
TCGA-IB-AAUM-01A,0.018,0.013,0.015,0.001,0.008,0.008,0.022,0.086,0.219,0.023,0.055,0.008,0.004,0.003,0.001,0.518,0.518
TCGA-FB-AAQ6-01A,0.003,0.000,0.006,0.000,0.000,0.000,0.005,0.036,0.133,0.000,0.020,0.001,0.000,0.000,0.000,0.796,0.796
TCGA-F2-A8YN-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.010,0.037,0.244,0.000,0.068,0.000,0.000,0.003,0.000,0.631,0.631
TCGA-2J-AABK-01A,0.000,0.000,0.007,0.000,0.005,0.000,0.012,0.071,0.064,0.011,0.032,0.004,0.000,0.000,0.000,0.792,0.792
