"","Cancer Cells","Double-neg-like T","NK","Macrophages","CD8 T","Fibroblasts","Monocytes","B Cells","CD4 T","DC","Mast Cells","Neutrophils","Endothelial Cells"
"TCGA.TQ.A7RO.01A",0.354275250753612,0,0,0,0,0,0,0,0,0,0,0.436419947129971,0.209304802116417
"TCGA.CS.6670.01A",0.516795296013023,0,0,0,0,0,0,0,0,0,0,0.316916697067794,0.166288006919183
"TCGA.QH.A6X5.01A",0.495915233735411,0,0,0,0,0,0,0,0,0,0,0.333160262971111,0.170924503293478
"TCGA.HW.7493.01A",0.40345432357299,0,0,0,0,0,0,0,0,0,0,0.454611699137097,0.141933977289913
"TCGA.CS.6667.01A",0.387886684500758,0,0,0,0,0,0,0,0,0,0,0.411790433362714,0.200322882136528
"TCGA.DU.6406.01A",0.534693698906879,0,0,0,0,0,0,0,0,0,0,0.294647497752296,0.170658803340826
"TCGA.DU.A7TA.01A",0.374193910718806,0,0,0,0,0,0,0,0,0,0,0.513624897627894,0.1121811916533
"TCGA.QH.A6X4.01A",0.446607165627613,0,0,0,0,0,0,0,0,0,0,0.451868486889024,0.101524347483362
"TCGA.TQ.A7RR.01A",0.372036020460014,0,0,0,0,0,0,0,0,0,0,0.518766157355356,0.10919782218463
"TCGA.HT.8104.01A",0.554148840306283,0,0,0,0,0,0,0,0,0,0,0.330414159261109,0.115437000432608
"TCGA.HT.A74K.01A",0.689505962593476,0,0,0.0294327649499902,0,0.0288851580034881,0,0,0,0,0,0.113320591516285,0.138855522936761
"TCGA.DB.A64X.01A",0.548233506837758,0,0,0,0,0,0,0,0,0,0,0.311238276604104,0.140528216558138
"TCGA.HT.8107.01A",0.344764553601674,0,0,0,0,0,0,0,0,0,0,0.489667361285735,0.165568085112591
"TCGA.FG.A710.01A",0.378663195019935,0,0,0,0,0,0,0,0,0,0,0.499590727666299,0.121746077313766
"TCGA.QH.A6CX.01A",0.459063130935525,0,0,0,0,0,0,0,0,0,0,0.468666591111576,0.0722702779528996
"TCGA.CS.6666.01A",0.459900383538769,0,0,0,0,0,0,0,0,0,0,0.316933802740414,0.223165813720816
"TCGA.TM.A7CA.01A",0.462238220517066,0,0,0,0,0,0,0,0,0,0,0.444893359144959,0.0928684203379751
"TCGA.HW.7486.01A",0.372718713619169,0,0,0,0,0,0,0,0,0,0,0.483283445275971,0.14399784110486
"TCGA.QH.A6X8.01A",0.418240805764013,0,0,0,0,0,0,0,0,0,0,0.470681703332343,0.111077490903644
"TCGA.DU.A76K.01A",0.598316914711405,0,0,0,0,0,0,0,0,0,0,0.260030351223695,0.1416527340649
"TCGA.DB.A4XD.01A",0.409462550211827,0,0,0,0,0,0,0,0,0,0,0.468534617940358,0.122002831847815
"TCGA.DH.A669.01A",0.653794452744149,0,0,0,0,0,0,0,0,0,0,0.282134324511108,0.0640712227447424
"TCGA.WY.A858.01A",0.305314367682692,0,0,0,0,0,0,0,0,0,0,0.547631293525404,0.147054338791904
"TCGA.DU.7294.01A",0.550080657585611,0,0,0,0,0,0,0,0,0,0,0.282809021144572,0.167110321269818
"TCGA.TM.A7C3.01A",0.505709261746332,0,0,0,0,0,0,0,0,0,0,0.348181462622255,0.146109275631413
"TCGA.WY.A85E.01A",0.561241042588902,0,0,0,0,0,0,0,0,0,0,0.329768312556546,0.108990644854551
"TCGA.FG.A6J1.01A",0.783269777038462,0,6.88585617062344e-05,0,0,0,0,0.000813690292889715,0,0.000767550401528384,0,0.131139401800337,0.0839407219050768
"TCGA.QH.A65Z.01A",0.554648068222112,0,0,0,0,0,0,0,0,0,0,0.314629399092492,0.130722532685395
"TCGA.VM.A8CD.01A",0.435519982000616,0,0,0,0,7.71063645113301e-05,0,0,0,0,0,0.494702733800581,0.0697001778342918
"TCGA.HT.8019.01A",0.502287830327659,0,0,0,0,0,0,0,0,0,0,0.336622690584819,0.161089479087522
"TCGA.QH.A6CV.01A",0.471484191040966,0,0,0,0,0,0,0,0,0,0,0.449343371135302,0.0791724378237321
"TCGA.FG.A6IZ.01A",0.843131872883519,0,0,0,0,0,0,0,0,0,0,0.111391711122369,0.0454764159941126
"TCGA.P5.A5F1.01A",0.568812738250309,0,0,0,0,0,0,0,0,0,0,0.370260565032059,0.0609266967176321
"TCGA.P5.A72U.01A",0.453463256138038,0,0,0,0,0.0217236401167215,0,0,0,0,0,0.350992130304264,0.173820973440977
"TCGA.CS.4943.01A",0.517690278668686,0,0,0,0,0,0,0,0,0,0,0.407198524379294,0.0751111969520194
"TCGA.P5.A5EW.01A",0.36405156417782,0,0,0,0,0,0,0,0,0,0,0.49523481903787,0.140713616784309
"TCGA.E1.5322.01A",0.322544668939796,0,0,0,0,0,0,0,0,0,0,0.584718200052175,0.0927371310080294
