"","Cancer Cells","Double-neg-like T","NK","Macrophages","CD8 T","Fibroblasts","Monocytes","B Cells","CD4 T","DC","Mast Cells","Neutrophils","Endothelial Cells"
"TCGA.94.7943.01A",0.141318025453299,0,0.00106167930387647,0,0,0.057569899213858,0,0,0.000740600093075265,0,0.00027776806937285,0.680038947896029,0.118993079970489
"TCGA.68.8251.01A",0.0974671182711803,0,0,0,0,0.172450590883978,0,0,0,0,0,0.617121660256781,0.112960630588061
"TCGA.33.A5GW.01A",0.208385198135599,0,0,0,0,0.0184798790317872,0,0,0,0,0,0.618594966117465,0.154539956715149
"TCGA.85.8070.01A",0.161178706841683,0,3.30500411570677e-05,0.00120721635758516,0,0.0830490179028887,0,0.0643359153371592,0,0,0,0.65003850746827,0.0401575860512572
"TCGA.85.8479.01A",0.204692593516822,0,0,0,0,0.0945456441586534,0,0,0,0,0,0.54242355805192,0.158338204272605
"TCGA.22.5482.01A",0.0915674557348034,0,0,0.00327198771294321,0,0.176802243698739,0,1.72344767579399e-05,0,0,3.25181457084024e-05,0.663446091571644,0.0648624686594037
"TCGA.21.1077.01A",0.0784865372992558,0,0,0,0,0.149048581177817,0,0,0,0,0,0.688568535325838,0.0838963461970893
"TCGA.43.6773.01A",0.0069744400356571,0,0,0.00562287558235007,0,0.146278518251052,0,0,0,0,0,0.769427076008769,0.0716970901221718
"TCGA.34.8455.01A",0.0345195847601427,0,0.000228660726485075,0,0.00100727945613246,0.176904790133207,0,0,0,0,0,0.652749170930682,0.134590513993351
"TCGA.85.7950.01A",0.0387197381377439,0,0.00155775002794305,0,0,0.155534709260459,0,0,0,0,0,0.721197457297572,0.0829903452762813
"TCGA.60.2715.01A",0.00837360641185967,0,0,0,0,0.120113996838977,0,0,0,0,0,0.741055715015709,0.130456681733455
"TCGA.85.A5B5.01A",0.125500227452449,0,5.04483426651147e-05,0.00188510517817345,0,0.0754656221308444,0,0,0,0,3.03242119371305e-05,0.724930732633623,0.0721375400503087
"TCGA.33.4583.01A",0.15944979627994,0,0.00648951871626352,0,0.00182269144824692,0.0862006514710605,0.00199817160881006,0.0165943205937375,0,0,0,0.673797183718834,0.053647666163108
"TCGA.60.2725.01A",0.0252484236094035,0,0.000670303462081278,0,1.39726836035765e-05,0.129197511367646,0,0,0.000833453233439937,0,0,0.766322407495438,0.0777139281483869
"TCGA.85.8072.01A",0.0447949411101391,0,0,0,0,0.0456250226031403,0,0,0,0,0,0.823601357298186,0.0859786789885345
"TCGA.22.4601.01A",0.102109214745791,0,0.00116636488043142,0,0,0.0333947276246944,0,0,0,0,1.85711152717685e-05,0.741828229427165,0.121482892206646
"TCGA.66.2781.01A",0.106409954985001,0,0,0,0,0.183300004666147,0,0.0483491584187258,0,0,0,0.584703293447373,0.077237588482752
"TCGA.22.0940.01A",0.0489031377464327,0,0.00384588618695401,0,0,0.156643444678069,0.000290838204424217,0.0101084866159727,0,0,0,0.683371112584675,0.0968370939834725
"TCGA.43.6143.01A",0.0165828873323235,0,0,0.00084753712639607,0,0.159173569705872,0,0,0,0,0.000217674782369552,0.781012961627628,0.0421653694254111
"TCGA.39.5021.01A",0.0894227408382633,0,0,0,0,0.10727708466812,0,0,0,0,0,0.74727157275212,0.0560286017414965
"TCGA.22.1012.01A",0.185608924891254,0,0,0,0,0.144524385790051,3.46653983732448e-05,0.00165738842426289,0,0,0,0.594071500076954,0.0741031354191056
