"","Cancer Cells","Double-neg-like T","NK","Macrophages","CD8 T","Fibroblasts","Monocytes","B Cells","CD4 T","DC","Mast Cells","Neutrophils","Endothelial Cells"
"TCGA.OR.A5LO.01A",0.346450972533742,0,0,0,0,0.0332068220403506,0,0,0,0,0,0.422996157996703,0.197346047429204
"TCGA.P6.A5OG.01A",0.0205312096852931,0,0.000928758687552186,0,0,0.225013213034088,0,0,0,0,0,0.593449118600592,0.160077699992475
"TCGA.OR.A5J6.01A",0.18448726172029,0,0,0.012885027259586,0,0.00344479059629036,0,0,0,0,0,0.651538079045809,0.147644841378024
"TCGA.OR.A5LT.01A",0.355716747235445,0,0,0,0,0.0112177356476677,0,0,0,0,0,0.404778836921008,0.228286680195879
"TCGA.OR.A5JY.01A",0.208104607912474,0,0,0,0,0.00691176760894547,0,0,0,0,0,0.561019690150289,0.223963934328292
"TCGA.OR.A5JV.01A",0.146933885727808,0,0,0,0,0.0162069381397845,0,0,0,0,0,0.717071111161336,0.119788064971072
"TCGA.OR.A5JT.01A",0.266992417841056,0,0,0,0,0.0352856133208653,0,0,0,0,0,0.490481358452506,0.207240610385573
"TCGA.OR.A5KX.01A",0.309856973121671,0,0,0,0,0.00957231521203588,0,0,0,0,0,0.501674580710042,0.178896130956251
"TCGA.OR.A5K3.01A",0.363197864504995,0,0,0,0,0.00191922295298968,0,0,0,0,0,0.506993631850949,0.127889280691066
"TCGA.OR.A5JZ.01A",0.193609199696006,0,0,0,0,0.050752618800144,0,0,0,0,0,0.537867053825255,0.217771127678595
"TCGA.OR.A5LC.01A",0.392672767901245,0,0,0,0,0.155070740813609,0,0,0,0,0,0.284879775801933,0.167376715483213
"TCGA.OR.A5LH.01A",0.282840803412788,0,0,0,0,0.0116553515643617,0,0,0,0,0,0.552733088228256,0.152770756794595
"TCGA.OR.A5LM.01A",0.428843749430048,0,0,0,0,0.00909418718181953,0,0,0,0,0,0.401368125744193,0.16069393764394
"TCGA.OR.A5J5.01A",0.387544641669461,0,0,0,0,0.0347064286478283,0,0,0,0,0,0.381926077186975,0.195822852495736
"TCGA.P6.A5OF.01A",0.238350213363956,0,0,0,0,0.0661369578328134,0,0,0,0,0,0.494451214286815,0.201061614516415
"TCGA.OR.A5LD.01A",0.544425146014185,0,0,0,0,0.0529919725358426,0,0,0,0,0,0.15990380410769,0.242679077342282
"TCGA.OR.A5L3.01A",0.406180873403326,0,0,0,0,0.00254337886935821,0,0,0,0,0.000395036583355333,0.471570753956715,0.119309957187246
"TCGA.OR.A5LK.01A",0.242863138478321,0,0,0.00145624373872049,0,0.0189710309609334,0,0,0,0,0.00582109928119288,0.612902783251793,0.117985704289038
"TCGA.OR.A5LG.01A",0.251324383675138,0,0,0,0,0.0599225186098857,0,0,0,0,0,0.507322209719143,0.181430887995834
"TCGA.OR.A5KO.01A",0.288612395381917,0,0,0,0,0.0442214482742817,0,0,0,0,0,0.420647963202979,0.246518193140823
"TCGA.OR.A5JJ.01A",0.438316064920758,0,0,0,0,0.063916412338457,0,0,0,0,0,0.296105343106954,0.201662179633831
"TCGA.OR.A5JL.01A",0.306118576554256,0,0,0,0,0.000243908360168961,0,0,0,0,0,0.466734801522489,0.226902713563086
"TCGA.OR.A5KV.01A",0.528168614650555,0,0,0,0,0.145254484308097,0,0,0,0,0,0.135758658118162,0.190818242923186
"TCGA.OR.A5JE.01A",0.512085605851687,0,0,0.0479913808993408,0,0.0892240608576394,0,0,0,0,0,0.130117168012992,0.22058178437834
"TCGA.PK.A5HB.01A",0.152373075450395,0,0,0,0,0.142035922705533,0,0,0,0,0,0.384560326732311,0.321030675111761
"TCGA.OR.A5JM.01A",0.273016331763885,0,0,0,0,0.0301884245201076,0,0,0,0,0,0.395305369831838,0.30148987388417
