"","Cancer Cells","Double-neg-like T","NK","Macrophages","CD8 T","Fibroblasts","Monocytes","B Cells","CD4 T","DC","Mast Cells","Neutrophils","Endothelial Cells"
"TCGA.BC.A10Z.01A",0.190141398654224,0,0,0,0,0.00530793882128426,0,0,0,0,0,0.59784079928206,0.206709863242432
"TCGA.DD.AAEK.01A",0.0616706531634398,0,0.000148532367681106,0.000956566716928989,0,0.0478249835658596,0,0,0,0,0,0.771120136441069,0.118279127745022
"TCGA.G3.A3CK.01A",0.104335213556698,0,0,0,0,0.0169833175720488,0,0,0,0,0,0.788366067669323,0.0903154012019309
"TCGA.DD.A1EJ.01A",0.140697877970867,0,0,0.00737929476807596,0,0.0304093985184599,0,0.0242403818156335,0,0,0,0.696849712763068,0.100423334163896
"TCGA.DD.AACU.01A",0.0786614996901365,0,0,0,0,0.0752358352897644,0,0,0,0,0,0.766846888883984,0.0792557761361154
"TCGA.ZS.A9CE.01A",0.219282264285411,0,0,0.00502583513237089,0,0.0242087249287105,0,0,0,0,0,0.65613238724438,0.0953507884091278
"TCGA.2Y.A9H2.01A",0.164716025030269,0,0.000929253542552555,0,0,0.0211795685124293,0,0,0,0,0,0.626401507324608,0.186773645590141
"TCGA.CC.5261.01A",0.018125952843026,0,0.000372041650596459,0,0,0.128848957868502,0,0,0.00063238562898872,0,3.11903094679165e-05,0.693322605379488,0.158666866319931
"TCGA.DD.AADP.01A",0.11846446947095,0,0.000689350659417107,0.00030365382592282,0,0.0898875054117944,0,0.0358394607286107,0.000494326864569279,0,0,0.628466598074095,0.12585463496464
"TCGA.2Y.A9H4.01A",0.250709554156941,0,0.00012737964203686,0.00596635452445694,0,0.0408475535877461,0,0,0,0,0,0.57482892298916,0.12752023509966
"TCGA.DD.A1EA.01A",0.0866572499221915,0,0.000129186347049373,0,0,0.00331302216654805,0,0,0,0,0,0.765228547069559,0.144671994494652
"TCGA.CC.A3MC.01A",0.0658967301159221,0,0,0,0,0.0526990267012678,0,0,0,0,0,0.801675155241121,0.0797290879416889
"TCGA.FV.A2QR.01A",0.0815179493651334,0,0,0.000533024119036422,0,0.0556409578854341,0,0,0,0,0,0.737442779282488,0.124865289347908
"TCGA.EP.A26S.01A",0.178665553145053,0,0,0,0,0.0229839073124798,0,0,0,0,0,0.633060878054493,0.165289661487974
"TCGA.K7.AAU7.01A",0.0889528378251294,0,0,0.000314174238448654,0,0.0602094064139821,0,0,0,0,0,0.711033103547109,0.139490477975331
"TCGA.G3.A25T.01A",0.343948819920971,0,0.000893957008776528,0.0241119996041331,0.00192112011550143,0.249552917409449,0,0.0365110547999483,7.58982355019764e-05,0.0096013850085934,0,0.177077432075548,0.156305415821578
"TCGA.DD.AADB.01A",0.103174486855868,0,0,0.00102143607887987,0,0.038435269999356,0,0.0219646944896692,0,0,0,0.745185058706971,0.0902190538692561
"TCGA.UB.A7MA.01A",0.165199957685802,0,0.000424594946297889,0.000953915102542489,0,0.179812384424808,0,0.0654286753745303,0,0,0,0.498197190085168,0.0899832823808506
"TCGA.DD.AAD0.01A",0.150063828089596,0,0,0,0,0.00762204342463076,0,0,0,0,0,0.747318027336325,0.0949961011494472
"TCGA.BC.4072.01B",0.113838710863991,0,0.00243707243264139,0,0,0.0478090528362011,0,0,0,0,0,0.649117468814582,0.186797695052585
