Mixture,B Cells,CD4 T,CD8 T,Cancer Cells,DC,Double-neg-like T,Endothelial Cells,Fibroblasts,Macrophages,Mast Cells,Monocytes,NK,Neutrophils,P-value,Correlation,RMSE
TCGA-4T-AA8H-01A,0.281051621067593,0,0,0,0.33890700709568,0,0.189852224361431,0.140150273370567,0.0284080812250645,0,0.0216307928796637,0,0,0.02,0.0737347009750924,1.05273288519196
TCGA-AA-A00Q-01A,0.123515276778535,0.101204607996107,0,0,0.13510271835256,0,0.175087382873077,0.353826710049691,0.0998719720561796,0,0.0113913318938501,0,0,0,0.16918383856091,1.05193290933019
TCGA-AZ-4614-01A,0.208069040565763,0.0978265647381164,0.0756757343087364,0,0.136076894472484,0,0.120550416738107,0.252337917064602,0.0626125758349242,0,0.0468508562772658,0,0,0.02,0.0619285886672237,1.06632031846253
TCGA-A6-2675-01A,0.04881187607329,0.0452352079828415,0,0,0.135090218616823,0,0.0991248282718081,0.418097877335019,0.205641317248971,0.00265178678190845,0.0453468876893392,0,0,0,0.394226975211022,0.937523724608972
TCGA-AA-A00U-01A,0.15722015382476,0,0,0,0.128609365369388,0,0.169469074125788,0.384916511388282,0.0494028095439397,0,0.110382085747841,0,0,0,0.168644222719381,1.07792872458327
TCGA-A6-6781-01A,0,0,0.00958823067600371,0,0.100656085996251,0.035403960135491,0.031450552984646,0.604353960882548,0.0446704098205021,0,0.154411027955283,0,0.0194657715492748,0,0.554223811202918,0.86420688617626
TCGA-CM-6169-01A,0.0227178875516251,0.0644713683194708,0,0,0.220169190415543,0,0.107984176929698,0.402452416825062,0.15329288567904,0.00690930869311159,0.0220027655864498,0,0,0,0.46684025342878,0.888771584086165
TCGA-AA-3516-01A,0.168452849342844,0.0473402284965566,0,0,0.257305970168113,0,0.100379779518706,0.20121320117591,0.100882523574395,0,0.124425447723475,0,0,0,0.180222275146524,1.0188335577397
TCGA-AA-3552-01A,0.171167538378855,0.0721133165068281,0,0,0.205434322110469,0,0.0814977232567034,0.214106073411388,0.205427595288308,0.00323429825605882,0.0470191327913896,0,0,0,0.189439615283395,1.00557374747643
TCGA-D5-6931-01A,0.169517873640117,0.0494992653358154,0.00773950357697309,0,0.170400602934437,0,0.115775429954849,0.350579871123601,0.0918471967725072,0.0161690332203814,0.0284712234413183,0,0,0,0.27772390677027,0.988182353048695
TCGA-SS-A7HO-01A,0.247808122306829,0,0,0,0.0858503619093356,0,0.186639921049446,0.322780023037873,0.117045045939404,0,0.0348523965578635,0.00502412919924949,0,0,0.128186665635842,1.07525515142413
TCGA-AZ-6605-01A,0.0513076630848359,0.0475179115772898,0,0,0.105631642013142,0,0.0487911248852649,0.56986892096949,0.136481963281958,0,0.040400774188019,0,0,0,0.559068022437549,0.841789073936346
TCGA-CA-6717-01A,0.0188571569521175,0.0556487315188769,0.028932886615536,0,0.151154163575096,0,0.0396369456105036,0.533488704627277,0.141728505175683,0.0100077644235493,0.0205451415013609,0,0,0,0.472220536639872,0.900342452603819
TCGA-NH-A8F7-01A,0.204506192701525,0,0,0,0.251776475207167,0,0.152751419432469,0.259632994480758,0.0520846713868185,0,0.0792482467912631,0,0,0.02,0.0742229355177729,1.07583528028195
TCGA-AD-6965-01A,0.0762226822124157,0,0.0256833807035542,0,0.226810553702789,0,0.216905317707177,0.442530903936505,0.0118471617375589,0,0,0,0,0,0.220025664724557,1.06418420761486
TCGA-AA-A02H-01A,0.111179897343384,0,0,0,0.136295011483709,0.0305637475807389,0.110898907612773,0.462377627222698,0.099362770222114,0,0.0493220385345832,0,0,0,0.242728052437741,1.04091013486899
TCGA-AA-A022-01A,0.145973587634137,0.139573655504181,0.11165861917444,0,0.112213019650239,0,0.0712498044842122,0.21370627932275,0.148636738002344,0,0.0352448253729411,0.0217434708547554,0,0,0.155411381652932,1.01586089429495
TCGA-AA-3680-01A,0.0968706167160287,0.134903932074748,0.0540716681711425,0,0.159744069501857,0,0.158317296734638,0.186390319335941,0.199958380880539,0.00247024218345464,0.00727347440165041,0,0,0,0.130715250793299,1.02719739912697
TCGA-A6-6650-01A,0.224380871404372,0.0250198858104999,0.034165534879335,0,0.277973997571386,0,0.143686128442609,0.269828023089042,0,0,0.0249455588027551,0,0,0.01,0.111662684680042,1.05204930100906
TCGA-G4-6311-01A,0.0504758326033892,0,0,0,0.274743649390239,0.0101891617660841,0.0536903924649602,0.391885036334679,0.145356983036408,0.0049840991699114,0.0686748452343287,0,0,0,0.411409997049938,0.920765813001575
TCGA-A6-2677-01B,0,0,0,0,0.296678276235364,0.0646470161744049,0.118514063583871,0.429155277390208,0,0,0,0,0.0910053666161519,0,0.25520894059544,1.02044116191337
TCGA-AA-3815-01A,0.0615743247678993,0.142691944332677,0.11797959597192,0,0.182359026161362,0,0.0291746178731293,0.188096365559686,0.198320273959192,0,0.0798038513741335,0,0,0,0.20383077095081,0.997230707066384
TCGA-CK-4951-01A,0.0653833808760283,0.0818648984409069,0,0,0.126305285551226,0,0.0221664033037582,0.440095906905352,0.165623370657904,0,0.0985607542648247,0,0,0,0.399232721235649,0.936262578544466
TCGA-CK-6748-01A,0.0292322730890044,0,0,0,0.085347954785834,0.0177904588413778,0.0809154204964574,0.586754731552935,0.157673093785881,0,0.0422860674485112,0,0,0,0.492113438888458,0.905003568260435
TCGA-CA-5255-01A,0.322562838812106,0,0,0.0262063193922719,0.171298308214898,0.0276246586416162,0.170295094522765,0.133859027893507,0.100392407916371,0,0.0477613446064645,0,0,0.02,0.0851205329442127,1.05146226994765
TCGA-CK-4952-01A,0.115004287678161,0,0,0,0.212537865494341,0.0327768097761508,0.136750707136962,0.241462681033306,0.0897400828785196,0,0.171727566002559,0,0,0,0.187153031945789,1.03898086180403
TCGA-AZ-4315-01A,0.0847595807232825,0.050342049930012,0.0111046234166267,0,0.260998694226241,0,0.0346913188794078,0.310063160558089,0.129740774508847,0,0.118299797757494,0,0,0,0.211772369458179,1.01716909589447
TCGA-AA-3869-01A,0.0574583668876052,0.0700166227112116,0.0317062536564026,0,0.205253420169745,0,0.0771957365821675,0.27677841395584,0.111699919115529,0,0.169891266921499,0,0,0,0.201153930983357,1.03129660690248
TCGA-G4-6626-01A,0.212728767632452,0,0,0,0.156113847592525,0,0.107448590360611,0.320158195206563,0.0916141496849028,0,0.111936449522946,0,0,0,0.122173540849042,1.07274328061827
TCGA-DM-A1D7-01A,0.119766253434626,0.132498599531052,0,0,0.120075423326604,0,0.133150897418268,0.360670367796523,0.0653897435571522,0.000229306116161828,0.0680959582480228,0.00012345057158937,0,0,0.148272918176398,1.06137732466259
TCGA-AA-3531-01A,0.144090032919201,0,0,0,0.123887874772943,0,0.228996225639739,0.395138987403738,0.0734603683147109,0,0.0281675603775047,0.00625895057216273,0,0,0.152282495031623,1.09276924852195
TCGA-A6-5662-01A,0.108918473372017,0.0170828754513446,0,0,0.10478509623014,0,0.139960381422389,0.478190697292085,0.131678227060267,0,0.0193842491717581,0,0,0,0.258771581574105,1.04074657690071
TCGA-CM-4744-01A,0.108736441479319,0.163199025805669,0.075520701508381,0.00153432293492662,0.273029047980752,0,0.0765442805746374,0.0973369524146699,0.083582315050283,0.00110144892890778,0.0913207536164707,0.0280947097059835,0,0,0.126054066259813,1.01859093208183
TCGA-D5-5540-01A,0.190011805016755,0,0.00535654436993338,0.0327152683318334,0.195680887697973,0,0.0723387183512594,0.323321253959843,0.0270714601530053,0,0.153504062119398,0,0,0,0.225164135074694,1.02491624423987
TCGA-AZ-6608-01A,0.274369136113129,0.112416353210726,0,0.0151095329203215,0.202949474615595,0,0.225115420554893,0.0779768035489508,0.00264510950945055,0,0.0894181695269345,0,0,0.02,0.060404489437324,1.06212783642398
TCGA-AA-3518-01A,0.190732931071638,0.128119530647243,0.0544897141516429,0,0.127635560833859,0,0.0658972092052631,0.170960522308089,0.143543350930388,0,0.118621180851876,0,0,0,0.157604653014862,1.02109017653488
TCGA-CM-5863-01A,0.0115429133496654,0,0,0,0.167457411909176,0.0198675802014853,0.0807204550506547,0.520649174634203,0.164204992153774,0,0.0355574727010416,0,0,0,0.309982359702067,1.01571546958723
TCGA-A6-5666-01A,0.274340657914415,0.013905666819754,0,0,0.149360488840281,0,0.205336334441745,0.202974044656814,0.00866040763590775,0,0.141456714680486,0.00396568501059732,0,0,0.162868339884746,1.04867866887421
