,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-C5-A7UI-01A,0.041,0.000,0.041,0.038,0.002,0.001,0.783,0.017,0.015,0.001,0.028,0.019,0.000,0.001,0.012,0.000
TCGA-C5-A902-01A,0.000,0.000,0.003,0.128,0.001,0.000,0.769,0.033,0.027,0.004,0.009,0.021,0.000,0.004,0.001,0.000
TCGA-DS-A1OB-01A,0.000,0.000,0.006,0.003,0.000,0.000,0.900,0.006,0.015,0.004,0.010,0.053,0.000,0.000,0.001,0.000
TCGA-Q1-A6DW-01A,0.000,0.001,0.000,0.020,0.000,0.000,0.886,0.018,0.045,0.012,0.013,0.002,0.001,0.000,0.000,0.000
TCGA-EK-A2R7-01A,0.021,0.000,0.018,0.019,0.008,0.000,0.830,0.021,0.017,0.037,0.007,0.020,0.001,0.000,0.000,0.000
TCGA-C5-A7X8-01A,0.041,0.000,0.007,0.005,0.008,0.000,0.622,0.012,0.046,0.227,0.013,0.015,0.002,0.000,0.000,0.000
TCGA-Q1-A5R3-01A,0.000,0.000,0.015,0.013,0.010,0.000,0.932,0.005,0.007,0.000,0.006,0.009,0.001,0.000,0.002,0.000
TCGA-C5-A7X5-01A,0.000,0.000,0.002,0.001,0.001,0.000,0.960,0.000,0.017,0.009,0.000,0.010,0.000,0.000,0.000,0.000
TCGA-ZJ-A8QR-01A,0.001,0.000,0.000,0.003,0.000,0.000,0.904,0.010,0.027,0.008,0.012,0.012,0.002,0.000,0.020,0.001
TCGA-HM-A3JK-01A,0.009,0.000,0.015,0.002,0.006,0.000,0.543,0.040,0.063,0.249,0.034,0.034,0.002,0.000,0.000,0.000
TCGA-EA-A556-01A,0.001,0.000,0.007,0.005,0.005,0.000,0.805,0.001,0.010,0.141,0.014,0.008,0.002,0.000,0.000,0.000
TCGA-VS-A9V4-01A,0.004,0.000,0.001,0.003,0.000,0.000,0.948,0.002,0.008,0.008,0.015,0.001,0.002,0.000,0.007,0.001
TCGA-IR-A3L7-01A,0.000,0.000,0.000,0.005,0.000,0.000,0.936,0.007,0.006,0.041,0.003,0.002,0.000,0.000,0.000,0.000
TCGA-EK-A2RL-01A,0.000,0.000,0.000,0.023,0.000,0.000,0.929,0.002,0.013,0.019,0.000,0.013,0.000,0.000,0.000,0.000
