Mixture,CD4 T,CD8 T,Cancer Cells,DC,Fibroblasts,Monocytes,NK,P-value,Correlation,RMSE
TCGA-A5-A0R8-01A,0.0134361463812942,0.00782023419109074,0.663354695104956,0.0291669624905999,0.117039775590145,0.159410510063568,0.0097716761783455,0,0.415645649951714,0.953135645377941
TCGA-A5-A0G3-01A,0.00334358766028031,0,0.634199577262343,0.00503226131199321,0.271947545676656,0.0807339169518065,0.0047431111369212,0,0.223468921116198,1.11248486718094
TCGA-AP-A054-01A,0,0.0498865188033345,0.658002799697124,0.00498505567467082,0.256428884684122,0.0306967411407486,0,0,0.207588708537419,1.12087947622475
TCGA-A5-A0GX-01A,0,0.0357870221074558,0.577148061017729,0.0345908473456312,0.248595443071047,0.0983472440549132,0.00553138240322381,0,0.28287982286837,1.04578599642081
TCGA-DI-A2QY-01A,0,0.00743653142670577,0.77630774047354,0.00677492144508372,0.1881057320415,0.0213750746131706,0,0,0.312224586407191,1.07078257220179
TCGA-EY-A1GC-01A,0.0236794685275241,0.0361116206877888,0.500020611696433,0.0312644730240931,0.0638347893825106,0.34508903668165,0,0,0.242326642171194,1.05741183291274
TCGA-A5-A0GI-01A,0.0100330464582023,0.0234249094623826,0.703301664467573,0.0274147792618815,0.151346045809127,0.0844795545408337,0,0,0.347462075883765,1.01270174755065
TCGA-D1-A17S-01A,0.036683327663762,0,0.781617579632999,0.0407230167799832,0.0869373748380558,0.0540387010851998,0,0,0.185370870903441,1.13938183929698
TCGA-EY-A5W2-01A,0,0.0339748953463369,0.618344833012962,0.0229761213749967,0.139948121705369,0.176410698137652,0.00834533042268385,0,0.225446776045522,1.07560073590651
TCGA-D1-A1NU-01A,0.00893880947542284,0,0.81976490786396,0.0146275809181026,0.0565304749271411,0.0935390555731887,0.0065991712421843,0,0.32111247068365,1.0576254900028
TCGA-BG-A18A-01A,0,0.0180732690469385,0.619439396582827,0.0242300929277628,0.229056667981381,0.0946108603549555,0.0145897131061357,0,0.305258161732429,1.03702024305141
TCGA-AX-A06B-01A,0,0.0307127342118124,0.5043442763021,0.0306435473373534,0.297581429031353,0.131906134237082,0.00481187888029918,0,0.323063076356545,1.01985185544164
TCGA-E6-A2P9-01A,0,0.0740182393522468,0.713726161397584,0.0361038726112717,0.0932417412288415,0.0808578207996312,0.00205216461042493,0,0.281706010647624,1.04978370818593
TCGA-PG-A917-01A,0.0104090476644876,0.0775892603358102,0.477234440338341,0.00732611805662987,0.15880438789318,0.268636745711552,0,0,0.258258340081943,1.03832159668797
TCGA-AX-A3FS-01A,0,0.0675296363247505,0.240800529247157,0,0.541355602541574,0.150314231886519,0,0,0.282947198986668,1.11821121971551
TCGA-A5-A2K4-01A,0,0.0144097961555646,0.601389495623034,0.0124564602733784,0.290157608545345,0.081586639402678,0,0,0.378927239860937,0.997707899627947
TCGA-D1-A1O0-01A,0,0.0108389777797499,0.636368448225865,0.0178230486526247,0.224360881817207,0.0935535788805,0.017055064644053,0,0.149742520281414,1.14375587873237
TCGA-B5-A0JS-01A,0,0.0136155957637324,0.484009040502816,0.0364467360156063,0.255379781999022,0.0912336622115536,0.119315183507269,0,0.258629542527941,1.03940042731667
TCGA-AX-A1CE-01A,0,0.00813612043473864,0.876929289499279,0.0038044444706689,0.0757854932328888,0.0353446523624246,0,0,0.327427594688316,1.07608047505478
TCGA-D1-A17F-01A,0.0341057281957082,0.0222195702726594,0.717677334414859,0.0273751137521462,0.0812577021280411,0.117364551236586,0,0,0.483895582190282,0.905556382570428
TCGA-EO-A3AV-01A,0.00633364688798561,0.029858498235233,0.537564388943617,0.0232821619226498,0.217679077694868,0.151404662112168,0.0338775642034789,0,0.240644779216348,1.05829984506977
TCGA-D1-A17B-01A,0,0.0102909542342609,0.521545718462641,0.0401981276353091,0.167547401549537,0.222125872238959,0.0382919258792926,0,0.340022249600522,0.990391362995386
TCGA-E6-A8L9-01A,0,0.0271973779406166,0.402611672331575,0.0149351540931101,0.291516642460026,0.15182881222105,0.111910340953623,0,0.155752584050328,1.10228063456438
TCGA-EY-A547-01A,0,0.00556729467461275,0.80834708045299,0.0510027196945129,0.0476453489689675,0.0874375562089166,0,0,0.18132113915571,1.1502702614854
TCGA-AJ-A3OJ-01A,0,0.0231223426128933,0.599506831771632,0.00260834878243747,0.170513590331421,0.198529297307787,0.00571958919382952,0,0.258043627287754,1.06046525305088
TCGA-BS-A0TJ-01A,0,0,0.678444798585069,0.013369021134353,0.232789206482342,0.0637980002462199,0.0115989735520168,0,0.399821375302485,0.985156567540528
TCGA-BG-A0VV-01A,0.0269339765037131,0.00893810096109798,0.65062920126329,0.0238052270351443,0.171172812611589,0.118520681625165,0,0,0.306835338779109,1.03241523604834
TCGA-D1-A16V-01A,0.0294850193642795,0.0184625737057203,0.662703204837952,0.020257301647579,0.13470981333643,0.13438208710804,0,0,0.275370904330131,1.0507009467055
TCGA-EO-A22R-01A,0,0.00215037491892891,0.576497448468335,0.0107970567577801,0.174163893452185,0.23395434027166,0.00243688613111145,0,0.33208679039768,1.01242576460883
TCGA-BG-A0MH-01A,0.00704756309170107,0.0296125203124665,0.536008442603459,0.0219722639708831,0.267249909918539,0.134094090028401,0.00401521007455066,0,0.462951441297705,0.917474009960529
TCGA-EO-A3KX-01A,0,0.0170161352050353,0.826162097005175,0.00775092958732756,0.0996971540466674,0.049373684155795,0,0,0.34042265649919,1.0495623143247
TCGA-AX-A0IS-01A,0,0.0220084164099461,0.55494876628995,0.0217325483088752,0.294844184303746,0.106466084687482,0,0,0.371956167091932,0.994308699525063
TCGA-EY-A1G8-01A,0,0.0142270600124377,0.777546885563193,0.00730690322449116,0.103358738634579,0.0975604125652988,0,0,0.287697124111958,1.07366755437391
TCGA-EY-A1GW-01A,0,0.0135447427066053,0.767547294671074,0.0148350911536025,0.106913009294324,0.0971598621743938,0,0,0.232217558929657,1.10927288160818
TCGA-BG-A0RY-01A,0,0.0167278136282907,0.787530265216734,0.0183058423452805,0.059167282819441,0.118268795990254,0,0,0.359792108658828,1.01897946633711
TCGA-D1-A1NY-01A,0.0268524123993844,0,0.656275437889464,0.00867859106576164,0.209417221441003,0.0987763372043867,0,0,0.407598077064929,0.969541823355555
TCGA-B5-A3S1-01A,0,0.0207665525158397,0.613301280630201,0.0153577113341883,0.225822088781387,0.124752366738385,0,0,0.26683409675188,1.0638148675012
TCGA-A5-A2K5-01A,0.00791900812374213,0.00425869694569172,0.536448474742511,0.0500993392726759,0.184126465021235,0.204875116654928,0.0122728992392158,0,0.281726260973097,1.03267640667661
TCGA-AX-A062-01A,0.0164097974613756,0.0129962186166017,0.684117594848887,0.013032830556526,0.227660753707593,0.045782804809017,0,0,0.286841877100751,1.06725326585033
TCGA-A5-A0G5-01A,0.0356841799710466,0.0609292179850181,0.479138060715292,0.0424716746174012,0.136171622231811,0.214012399316166,0.0315928451632641,0,0.323086460679354,0.984883781484705
TCGA-AP-A0LH-01A,0.0340092616944218,0,0.820185957643309,0.0153543107480414,0.0896385949269778,0.0408118749872499,0,0,0.562170190784677,0.859930626779525
