,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-CV-5442-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.008,0.017,0.000,0.000,0.000,0.000,0.000,0.005,0.004,0.962,0.962
TCGA-CR-7392-01A,0.050,0.012,0.045,0.003,0.027,0.000,0.039,0.088,0.201,0.027,0.071,0.000,0.001,0.017,0.004,0.416,0.416
TCGA-UF-A71A-01A,0.001,0.000,0.003,0.000,0.002,0.000,0.008,0.041,0.118,0.022,0.044,0.000,0.000,0.001,0.000,0.760,0.760
TCGA-CN-A642-01A,0.000,0.000,0.010,0.022,0.002,0.000,0.009,0.028,0.036,0.004,0.046,0.000,0.000,0.000,0.000,0.843,0.843
TCGA-CV-A45U-01A,0.008,0.000,0.020,0.017,0.012,0.000,0.008,0.028,0.057,0.001,0.020,0.000,0.000,0.006,0.001,0.822,0.822
TCGA-CN-6012-01A,0.047,0.000,0.024,0.003,0.010,0.000,0.019,0.063,0.063,0.002,0.058,0.000,0.000,0.013,0.001,0.699,0.699
TCGA-CV-A45W-01A,0.111,0.014,0.028,0.008,0.026,0.000,0.012,0.058,0.072,0.010,0.084,0.000,0.002,0.007,0.001,0.568,0.568
TCGA-CV-A6K0-01B,0.000,0.000,0.048,0.001,0.021,0.000,0.102,0.079,0.168,0.024,0.039,0.000,0.000,0.009,0.002,0.505,0.505
TCGA-QK-A6VB-01A,0.001,0.000,0.005,0.001,0.000,0.000,0.004,0.025,0.021,0.005,0.017,0.000,0.000,0.007,0.000,0.913,0.913
TCGA-CV-6959-01A,0.006,0.000,0.017,0.004,0.003,0.000,0.030,0.095,0.070,0.030,0.045,0.000,0.000,0.012,0.024,0.664,0.664
TCGA-HD-7832-01A,0.000,0.000,0.013,0.017,0.000,0.000,0.000,0.029,0.022,0.001,0.053,0.000,0.000,0.004,0.001,0.860,0.860
TCGA-CV-7255-01A,0.000,0.000,0.004,0.001,0.000,0.000,0.005,0.040,0.015,0.004,0.006,0.000,0.000,0.007,0.003,0.913,0.913
TCGA-CR-5243-01A,0.034,0.001,0.044,0.012,0.025,0.000,0.030,0.069,0.135,0.019,0.023,0.000,0.001,0.010,0.001,0.595,0.595
TCGA-P3-A6T5-01A,0.000,0.000,0.011,0.002,0.000,0.000,0.017,0.026,0.074,0.002,0.032,0.000,0.000,0.006,0.000,0.831,0.831
TCGA-CV-6952-01A,0.003,0.000,0.014,0.006,0.006,0.000,0.025,0.047,0.027,0.010,0.022,0.000,0.000,0.010,0.009,0.820,0.820
TCGA-D6-A6ES-01A,0.005,0.000,0.004,0.001,0.006,0.000,0.008,0.007,0.001,0.000,0.041,0.000,0.000,0.000,0.001,0.925,0.925
TCGA-CN-5366-01A,0.000,0.000,0.007,0.011,0.007,0.000,0.001,0.049,0.130,0.010,0.050,0.000,0.000,0.005,0.001,0.727,0.727
TCGA-CQ-6223-01A,0.002,0.000,0.011,0.003,0.015,0.000,0.013,0.030,0.006,0.000,0.037,0.000,0.000,0.014,0.004,0.864,0.864
