,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-BC-A10Z-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.856,0.000,0.085,0.000,0.058,0.001,0.000,0.000,0.000,0.000
TCGA-DD-AAEK-01A,0.067,0.000,0.066,0.001,0.027,0.000,0.019,0.060,0.180,0.055,0.134,0.386,0.001,0.000,0.000,0.002
TCGA-G3-A3CK-01A,0.003,0.000,0.018,0.000,0.000,0.000,0.157,0.000,0.127,0.000,0.156,0.537,0.000,0.000,0.000,0.000
TCGA-DD-A1EJ-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.805,0.000,0.025,0.000,0.013,0.157,0.000,0.000,0.000,0.000
TCGA-DD-AACU-01A,0.002,0.000,0.006,0.000,0.000,0.000,0.854,0.000,0.055,0.008,0.016,0.059,0.000,0.000,0.000,0.000
TCGA-ZS-A9CE-01A,0.002,0.000,0.001,0.000,0.000,0.000,0.894,0.000,0.059,0.001,0.015,0.027,0.001,0.000,0.000,0.000
TCGA-2Y-A9H2-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.884,0.039,0.028,0.003,0.003,0.035,0.003,0.001,0.001,0.000
TCGA-CC-5261-01A,0.011,0.017,0.027,0.006,0.002,0.001,0.569,0.020,0.095,0.159,0.020,0.071,0.001,0.000,0.000,0.000
TCGA-DD-AADP-01A,0.005,0.000,0.004,0.000,0.000,0.000,0.697,0.000,0.162,0.018,0.090,0.023,0.000,0.000,0.000,0.000
TCGA-2Y-A9H4-01A,0.001,0.000,0.001,0.004,0.000,0.000,0.775,0.010,0.055,0.000,0.048,0.106,0.000,0.000,0.000,0.000
TCGA-DD-A1EA-01A,0.121,0.000,0.007,0.000,0.000,0.000,0.029,0.000,0.194,0.000,0.004,0.643,0.000,0.000,0.000,0.000
TCGA-CC-A3MC-01A,0.001,0.000,0.004,0.000,0.000,0.000,0.781,0.000,0.038,0.008,0.058,0.111,0.000,0.000,0.000,0.000
TCGA-FV-A2QR-01A,0.033,0.000,0.001,0.000,0.000,0.000,0.609,0.000,0.119,0.020,0.043,0.174,0.001,0.000,0.000,0.000
TCGA-EP-A26S-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.518,0.000,0.093,0.000,0.099,0.289,0.000,0.001,0.000,0.000
TCGA-K7-AAU7-01A,0.004,0.000,0.005,0.000,0.000,0.000,0.850,0.004,0.036,0.048,0.001,0.045,0.004,0.000,0.003,0.000
TCGA-G3-A25T-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.892,0.000,0.039,0.003,0.004,0.055,0.002,0.003,0.000,0.000
TCGA-DD-AADB-01A,0.018,0.004,0.029,0.001,0.001,0.000,0.776,0.014,0.033,0.000,0.021,0.101,0.000,0.000,0.000,0.000
TCGA-UB-A7MA-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.884,0.000,0.024,0.007,0.029,0.054,0.001,0.000,0.000,0.000
TCGA-DD-AAD0-01A,0.001,0.000,0.000,0.002,0.000,0.000,0.614,0.000,0.023,0.000,0.002,0.358,0.000,0.000,0.000,0.000
TCGA-BC-4072-01B,0.016,0.000,0.030,0.009,0.002,0.000,0.722,0.019,0.058,0.021,0.024,0.098,0.000,0.000,0.001,0.000
TCGA-DD-AACD-01A,0.003,0.000,0.000,0.000,0.000,0.000,0.681,0.000,0.019,0.000,0.089,0.207,0.000,0.000,0.000,0.000
TCGA-DD-A3A5-01A,0.001,0.000,0.014,0.003,0.000,0.000,0.750,0.000,0.093,0.008,0.128,0.002,0.000,0.000,0.000,0.000
TCGA-ZP-A9D1-01A,0.005,0.000,0.016,0.000,0.000,0.000,0.740,0.000,0.087,0.015,0.065,0.072,0.000,0.000,0.000,0.000
TCGA-ZP-A9D0-01A,0.004,0.000,0.007,0.000,0.000,0.000,0.448,0.000,0.300,0.045,0.190,0.003,0.002,0.000,0.000,0.000
TCGA-CC-A7IK-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.859,0.000,0.055,0.000,0.071,0.014,0.000,0.000,0.000,0.000
TCGA-WQ-AB4B-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.735,0.000,0.048,0.007,0.087,0.121,0.000,0.000,0.000,0.000
TCGA-FV-A4ZQ-01A,0.083,0.000,0.025,0.014,0.023,0.000,0.578,0.000,0.018,0.004,0.002,0.253,0.000,0.000,0.000,0.000
TCGA-G3-A25S-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.879,0.000,0.016,0.000,0.021,0.083,0.000,0.000,0.000,0.000
TCGA-NI-A4U2-01A,0.017,0.000,0.001,0.000,0.000,0.000,0.254,0.000,0.384,0.000,0.316,0.025,0.002,0.000,0.000,0.001
TCGA-RC-A7SK-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.856,0.000,0.067,0.006,0.068,0.000,0.000,0.000,0.000,0.000
TCGA-DD-AADS-01A,0.003,0.000,0.002,0.000,0.000,0.000,0.530,0.011,0.048,0.000,0.019,0.379,0.000,0.000,0.008,0.000
TCGA-DD-A73F-01A,0.039,0.000,0.033,0.024,0.013,0.000,0.370,0.000,0.068,0.006,0.082,0.363,0.000,0.000,0.000,0.001
TCGA-DD-A11C-01A,0.001,0.000,0.005,0.000,0.000,0.000,0.311,0.000,0.262,0.015,0.195,0.212,0.000,0.000,0.000,0.000
TCGA-FV-A23B-01A,0.004,0.000,0.000,0.000,0.000,0.000,0.801,0.023,0.070,0.000,0.012,0.089,0.000,0.000,0.000,0.000
TCGA-DD-AADD-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.837,0.000,0.036,0.000,0.014,0.113,0.000,0.000,0.000,0.000
TCGA-DD-AACO-01A,0.001,0.000,0.003,0.000,0.000,0.000,0.646,0.000,0.051,0.005,0.051,0.243,0.000,0.000,0.000,0.000
TCGA-RC-A6M3-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.973,0.000,0.012,0.000,0.013,0.001,0.000,0.000,0.000,0.000
TCGA-DD-AAED-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.951,0.000,0.002,0.000,0.035,0.012,0.000,0.000,0.000,0.000
TCGA-BC-A10X-01A,0.002,0.000,0.007,0.000,0.001,0.000,0.319,0.000,0.145,0.055,0.013,0.456,0.000,0.001,0.000,0.000
TCGA-DD-AAVP-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.746,0.000,0.040,0.000,0.081,0.132,0.000,0.000,0.000,0.000
TCGA-MI-A75C-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.966,0.000,0.016,0.000,0.017,0.000,0.000,0.000,0.000,0.000
TCGA-DD-A39W-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.176,0.007,0.253,0.000,0.124,0.415,0.000,0.000,0.002,0.020
TCGA-DD-A4NA-01A,0.017,0.000,0.002,0.000,0.000,0.000,0.854,0.000,0.014,0.005,0.022,0.080,0.001,0.004,0.001,0.000
TCGA-DD-AAVY-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.763,0.000,0.086,0.000,0.020,0.129,0.000,0.000,0.000,0.000
TCGA-DD-A1EC-01A,0.023,0.000,0.027,0.001,0.028,0.000,0.649,0.022,0.051,0.003,0.046,0.133,0.000,0.015,0.000,0.001
TCGA-5C-AAPD-01A,0.102,0.000,0.026,0.004,0.001,0.000,0.627,0.022,0.026,0.014,0.018,0.161,0.000,0.000,0.001,0.000
TCGA-BC-4073-01B,0.042,0.000,0.033,0.001,0.006,0.000,0.685,0.009,0.040,0.028,0.006,0.140,0.000,0.000,0.009,0.000
TCGA-WQ-A9G7-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.943,0.000,0.009,0.000,0.001,0.040,0.002,0.000,0.003,0.000
TCGA-CC-A7II-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.933,0.000,0.021,0.001,0.013,0.032,0.000,0.000,0.000,0.000
TCGA-CC-A8HS-01A,0.004,0.000,0.000,0.006,0.000,0.000,0.810,0.003,0.073,0.000,0.054,0.050,0.001,0.000,0.000,0.000
TCGA-DD-AAEA-01A,0.029,0.000,0.004,0.000,0.004,0.000,0.589,0.009,0.058,0.000,0.007,0.295,0.001,0.000,0.003,0.000
TCGA-DD-A4ND-01A,0.023,0.000,0.018,0.011,0.008,0.000,0.342,0.003,0.147,0.130,0.111,0.205,0.000,0.000,0.000,0.001
TCGA-ZP-A9D2-01A,0.036,0.000,0.005,0.000,0.000,0.000,0.703,0.000,0.093,0.076,0.000,0.083,0.004,0.000,0.000,0.000
TCGA-DD-AADI-01A,0.017,0.000,0.005,0.003,0.002,0.012,0.783,0.031,0.040,0.015,0.020,0.068,0.000,0.000,0.002,0.000
TCGA-2Y-A9GX-01A,0.023,0.000,0.036,0.003,0.016,0.002,0.247,0.006,0.125,0.224,0.013,0.304,0.000,0.000,0.000,0.001
TCGA-DD-AACY-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.911,0.000,0.037,0.001,0.038,0.010,0.000,0.000,0.000,0.000
TCGA-DD-A73D-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.901,0.000,0.059,0.000,0.038,0.001,0.000,0.000,0.000,0.000
TCGA-DD-AAE9-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.670,0.000,0.071,0.000,0.036,0.222,0.000,0.000,0.000,0.000
TCGA-ED-A7XO-01A,0.094,0.000,0.007,0.003,0.000,0.000,0.197,0.010,0.156,0.056,0.042,0.428,0.000,0.000,0.006,0.000
TCGA-DD-AADM-01A,0.001,0.000,0.003,0.000,0.000,0.000,0.708,0.000,0.047,0.006,0.060,0.176,0.000,0.000,0.000,0.000
TCGA-FV-A3R3-01A,0.007,0.000,0.017,0.000,0.001,0.000,0.492,0.015,0.150,0.037,0.035,0.243,0.001,0.000,0.000,0.001
TCGA-DD-AACL-01A,0.020,0.000,0.008,0.000,0.000,0.000,0.608,0.001,0.047,0.001,0.010,0.293,0.000,0.001,0.007,0.002
TCGA-DD-A4NJ-01A,0.034,0.000,0.008,0.001,0.000,0.000,0.033,0.000,0.231,0.038,0.121,0.534,0.000,0.000,0.000,0.000
TCGA-DD-AADU-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.789,0.000,0.030,0.000,0.058,0.122,0.000,0.000,0.000,0.000
TCGA-CC-A7IF-01A,0.010,0.000,0.000,0.001,0.000,0.000,0.699,0.000,0.058,0.000,0.123,0.108,0.000,0.000,0.000,0.000
TCGA-CC-A5UE-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.905,0.009,0.025,0.000,0.019,0.041,0.000,0.000,0.001,0.000
TCGA-DD-AAVW-01A,0.016,0.000,0.019,0.000,0.000,0.006,0.642,0.013,0.096,0.041,0.073,0.095,0.000,0.000,0.000,0.000
TCGA-CC-A9FW-01A,0.023,0.000,0.001,0.000,0.000,0.000,0.917,0.008,0.011,0.000,0.004,0.035,0.000,0.000,0.001,0.000
TCGA-DD-A4NQ-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.841,0.000,0.018,0.000,0.027,0.111,0.000,0.000,0.000,0.000
TCGA-DD-A3A7-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.973,0.000,0.009,0.000,0.017,0.000,0.000,0.000,0.000,0.000
TCGA-EP-A2KA-01A,0.030,0.000,0.011,0.016,0.000,0.000,0.889,0.035,0.007,0.002,0.005,0.005,0.000,0.000,0.001,0.000
TCGA-ED-A7PZ-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.941,0.000,0.010,0.000,0.024,0.025,0.000,0.000,0.000,0.000
TCGA-G3-A25U-01A,0.003,0.000,0.000,0.017,0.000,0.000,0.018,0.000,0.383,0.000,0.205,0.372,0.001,0.000,0.000,0.000
TCGA-RC-A7SH-01A,0.006,0.000,0.000,0.000,0.000,0.000,0.957,0.000,0.023,0.001,0.004,0.009,0.000,0.000,0.000,0.000
TCGA-G3-AAV1-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.741,0.000,0.049,0.000,0.104,0.105,0.000,0.000,0.000,0.000
TCGA-2Y-A9GZ-01A,0.003,0.000,0.000,0.000,0.000,0.000,0.697,0.000,0.147,0.000,0.040,0.112,0.000,0.000,0.000,0.000
TCGA-DD-AA3A-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.935,0.019,0.015,0.005,0.002,0.019,0.003,0.000,0.000,0.000
TCGA-2Y-A9HA-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.782,0.000,0.071,0.000,0.025,0.121,0.001,0.000,0.000,0.000
TCGA-DD-AADK-01A,0.047,0.000,0.004,0.000,0.000,0.000,0.779,0.010,0.034,0.009,0.038,0.078,0.000,0.000,0.001,0.000
TCGA-G3-A5SI-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.637,0.000,0.129,0.000,0.165,0.068,0.000,0.000,0.000,0.000
TCGA-DD-A4NI-01A,0.040,0.000,0.047,0.000,0.009,0.000,0.026,0.000,0.189,0.035,0.162,0.490,0.001,0.000,0.000,0.001
TCGA-DD-A73A-01A,0.001,0.000,0.001,0.020,0.000,0.000,0.601,0.000,0.061,0.000,0.079,0.237,0.000,0.000,0.000,0.000
TCGA-MR-A8JO-01A,0.007,0.000,0.018,0.000,0.001,0.000,0.336,0.000,0.102,0.016,0.326,0.193,0.000,0.001,0.000,0.000
TCGA-5R-AA1C-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.189,0.000,0.120,0.000,0.136,0.553,0.000,0.001,0.000,0.000
TCGA-ZS-A9CG-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.658,0.000,0.074,0.000,0.088,0.178,0.000,0.000,0.000,0.000
TCGA-DD-A4NH-01A,0.010,0.000,0.002,0.000,0.000,0.000,0.823,0.001,0.016,0.010,0.001,0.104,0.004,0.000,0.028,0.000
TCGA-FV-A4ZP-01A,0.003,0.000,0.000,0.000,0.000,0.000,0.915,0.000,0.008,0.000,0.010,0.060,0.000,0.000,0.003,0.000
TCGA-DD-AACJ-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.887,0.000,0.016,0.000,0.012,0.084,0.000,0.000,0.000,0.000
TCGA-DD-AAVZ-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.838,0.000,0.048,0.002,0.040,0.069,0.000,0.000,0.000,0.000
TCGA-DD-AAVR-01A,0.002,0.000,0.020,0.000,0.000,0.000,0.540,0.039,0.057,0.013,0.122,0.206,0.000,0.000,0.001,0.000
TCGA-RC-A7SB-01A,0.004,0.000,0.001,0.000,0.000,0.000,0.863,0.000,0.038,0.001,0.003,0.089,0.000,0.000,0.000,0.000
TCGA-3K-AAZ8-01A,0.010,0.000,0.004,0.000,0.000,0.000,0.923,0.000,0.046,0.001,0.012,0.003,0.000,0.000,0.001,0.000
TCGA-DD-AADA-01A,0.069,0.000,0.002,0.000,0.001,0.001,0.547,0.025,0.061,0.009,0.077,0.206,0.000,0.000,0.001,0.000
TCGA-G3-A25X-01A,0.008,0.000,0.004,0.000,0.000,0.000,0.769,0.000,0.037,0.015,0.037,0.126,0.000,0.001,0.001,0.000
TCGA-EP-A3RK-01A,0.047,0.000,0.033,0.007,0.000,0.000,0.426,0.012,0.048,0.008,0.031,0.386,0.000,0.000,0.000,0.000
TCGA-2Y-A9H5-01A,0.012,0.000,0.005,0.001,0.000,0.000,0.822,0.000,0.079,0.024,0.003,0.053,0.000,0.000,0.000,0.000
TCGA-UB-A7MF-01A,0.039,0.000,0.045,0.026,0.004,0.000,0.415,0.023,0.051,0.001,0.023,0.367,0.000,0.004,0.001,0.000
TCGA-BC-A10R-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.819,0.000,0.039,0.006,0.059,0.075,0.000,0.000,0.000,0.000
TCGA-ED-A459-01A,0.001,0.000,0.002,0.000,0.000,0.000,0.745,0.000,0.045,0.002,0.023,0.181,0.000,0.000,0.000,0.000
TCGA-KR-A7K7-01A,0.021,0.000,0.000,0.001,0.000,0.000,0.839,0.001,0.012,0.000,0.009,0.117,0.000,0.000,0.000,0.000
TCGA-XR-A8TC-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.867,0.000,0.047,0.001,0.062,0.021,0.000,0.000,0.000,0.000
TCGA-G3-A3CG-01A,0.001,0.000,0.015,0.000,0.000,0.000,0.737,0.000,0.153,0.015,0.078,0.001,0.000,0.000,0.000,0.000
TCGA-BC-A112-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.868,0.000,0.019,0.012,0.022,0.076,0.001,0.000,0.000,0.000
TCGA-ED-A4XI-01A,0.002,0.000,0.008,0.000,0.005,0.000,0.572,0.000,0.077,0.038,0.025,0.272,0.000,0.000,0.000,0.001
