,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-94-7943-01A,0.005,0.000,0.023,0.001,0.010,0.000,0.012,0.010,0.040,0.012,0.075,0.004,0.000,0.009,0.001,0.798,0.798
TCGA-68-8251-01A,0.006,0.012,0.040,0.011,0.019,0.000,0.019,0.025,0.150,0.008,0.068,0.002,0.000,0.000,0.001,0.640,0.640
TCGA-33-A5GW-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.005,0.028,0.002,0.008,0.012,0.001,0.000,0.012,0.000,0.927,0.927
TCGA-85-8070-01A,0.019,0.000,0.004,0.004,0.003,0.000,0.004,0.013,0.003,0.011,0.008,0.000,0.000,0.001,0.000,0.930,0.930
TCGA-85-8479-01A,0.000,0.000,0.004,0.000,0.006,0.000,0.008,0.046,0.001,0.020,0.001,0.000,0.000,0.010,0.000,0.902,0.902
TCGA-22-5482-01A,0.003,0.000,0.009,0.002,0.000,0.000,0.012,0.032,0.091,0.009,0.032,0.000,0.000,0.001,0.001,0.808,0.808
TCGA-21-1077-01A,0.029,0.001,0.021,0.000,0.000,0.000,0.018,0.023,0.092,0.014,0.056,0.002,0.000,0.009,0.002,0.733,0.733
TCGA-43-6773-01A,0.073,0.026,0.024,0.004,0.016,0.000,0.004,0.077,0.200,0.034,0.136,0.002,0.000,0.013,0.001,0.390,0.390
TCGA-34-8455-01A,0.009,0.000,0.016,0.003,0.004,0.000,0.000,0.073,0.122,0.035,0.034,0.003,0.000,0.007,0.001,0.694,0.694
TCGA-85-7950-01A,0.000,0.013,0.076,0.011,0.033,0.001,0.022,0.038,0.202,0.005,0.059,0.003,0.000,0.009,0.000,0.529,0.529
TCGA-60-2715-01A,0.004,0.004,0.038,0.001,0.015,0.001,0.046,0.096,0.200,0.042,0.159,0.007,0.000,0.015,0.002,0.368,0.368
