sample_id,Cell fraction,labels,Cell type
TCGA-GC-A3YS,0.011363636363636366,c1,DC
TCGA-HQ-A2OF,0.034090909090909095,c1,DC
TCGA-C4-A0EZ,0.06818181818181819,c1,DC
TCGA-CU-A3KJ,0.07954545454545456,c1,DC
TCGA-BT-A2LD,0.06818181818181819,c1,DC
TCGA-KQ-A41O,0.0,c1,DC
TCGA-LT-A8JT,0.09090909090909093,c1,DC
TCGA-GD-A6C6,0.0,c1,DC
TCGA-E7-A5KE,0.011363636363636366,c1,DC
TCGA-FD-A5C0,0.10227272727272728,c1,DC
TCGA-K4-A4AB,0.13636363636363638,c1,DC
TCGA-GU-A42R,0.02272727272727273,c1,DC
TCGA-E7-A5KF,0.034090909090909095,c1,DC
TCGA-GC-A3BM,0.07954545454545456,c1,DC
TCGA-CF-A3MF,0.02272727272727273,c1,DC
TCGA-BT-A20V,0.13636363636363638,c1,DC
TCGA-E7-A6ME,0.15909090909090912,c1,DC
TCGA-XF-AAMY,0.11363636363636365,c1,DC
TCGA-CF-A47W,0.0,c1,DC
TCGA-XF-A9ST,0.02272727272727273,c1,DC
TCGA-FD-A3SN,0.011363636363636366,c1,DC
TCGA-G2-A2ES,0.011363636363636366,c1,DC
TCGA-XF-AAN3,0.29545454545454547,c1,DC
TCGA-DK-AA76,0.011363636363636366,c1,DC
TCGA-DK-AA6T,0.125,c1,DC
TCGA-DK-A3X1,0.011363636363636366,c1,DC
TCGA-XF-AAMH,0.034090909090909095,c1,DC
TCGA-ZF-A9R5,0.06818181818181819,c1,DC
TCGA-GV-A3JZ,0.02272727272727273,c1,DC
TCGA-ZF-A9R2,0.011363636363636366,c1,DC
TCGA-BL-A3JM,0.06818181818181819,c1,DC
TCGA-G2-AA3D,0.09090909090909093,c1,DC
TCGA-BT-A0S7,0.05681818181818182,c1,DC
TCGA-CF-A8HY,0.011363636363636366,c1,DC
TCGA-UY-A9PE,0.011363636363636366,c1,DC
TCGA-GV-A3QI,0.0,c1,DC
TCGA-E5-A4TZ,0.06818181818181819,c1,DC
TCGA-FD-A6TI,0.04545454545454546,c1,DC
TCGA-XF-A8HG,0.0,c1,DC
TCGA-E5-A2PC,0.0,c1,DC
TCGA-UY-A9PA,0.4090909090909091,c1,DC
TCGA-4Z-AA7Y,0.09090909090909093,c1,DC
TCGA-G2-A3IE,0.034090909090909095,c1,DC
TCGA-BT-A3PH,0.011363636363636366,c1,DC
TCGA-G2-AA3B,0.034090909090909095,c1,DC
TCGA-MV-A51V,0.0,c1,DC
TCGA-HQ-A2OE,0.10227272727272728,c1,DC
TCGA-BT-A20P,0.02272727272727273,c1,DC
TCGA-ZF-A9R0,0.10227272727272728,c1,DC
TCGA-DK-AA6R,0.07954545454545456,c1,DC
TCGA-CF-A9FH,0.02272727272727273,c1,DC
TCGA-KQ-A41N,0.06818181818181819,c1,DC
TCGA-5N-A9KI,0.07954545454545456,c1,DC
TCGA-GD-A2C5,0.034090909090909095,c1,DC
TCGA-CU-A0YR,0.07954545454545456,c1,DC
TCGA-ZF-A9R4,0.05681818181818182,c1,DC
TCGA-DK-AA71,0.0,c1,DC
TCGA-ZF-AA4W,0.0,c1,DC
TCGA-ZF-A9RE,0.05681818181818182,c1,DC
TCGA-DK-A1AD,0.125,c1,DC
TCGA-GU-A42Q,0.04545454545454546,c1,DC
TCGA-CF-A5UA,0.034090909090909095,c1,DC
TCGA-FD-A3SS,0.011363636363636366,c1,DC
TCGA-DK-A1A7,0.09090909090909093,c1,DC
TCGA-CF-A9FM,0.125,c1,DC
TCGA-GD-A3OQ,0.04545454545454546,c1,DC
TCGA-E7-A519,0.19318181818181823,c1,DC
TCGA-C4-A0F1,0.04545454545454546,c1,DC
TCGA-ZF-AA4X,0.3068181818181819,c1,DC
TCGA-E5-A4U1,0.04545454545454546,c1,DC
TCGA-4Z-AA83,0.2840909090909091,c1,DC
TCGA-E7-A97Q,0.06818181818181819,c1,DC
TCGA-CF-A1HR,0.2840909090909091,c1,DC
TCGA-2F-A9KW,0.011363636363636366,c1,DC
TCGA-DK-A3IK,0.07954545454545456,c1,DC
TCGA-4Z-AA81,0.05681818181818182,c1,DC
TCGA-UY-A8OB,0.10227272727272728,c1,DC
TCGA-HQ-A5ND,0.0,c1,DC
TCGA-ZF-A9RM,0.0,c1,DC
TCGA-CF-A9FL,0.02272727272727273,c1,DC
TCGA-GV-A3JW,0.034090909090909095,c1,DC
TCGA-E7-A7PW,0.07954545454545456,c1,DC
TCGA-XF-A9T4,0.09090909090909093,c1,DC
TCGA-H4-A2HQ,0.011363636363636366,c1,DC
TCGA-BT-A2LA,0.05681818181818182,c1,DC
TCGA-ZF-A9R1,0.06818181818181819,c1,DC
TCGA-DK-A1A3,0.15909090909090912,c1,DC
TCGA-CF-A3MI,0.10227272727272728,c1,DC
TCGA-K4-A4AC,0.034090909090909095,c1,DC
TCGA-ZF-AA5H,0.02272727272727273,c1,DC
TCGA-KQ-A41P,0.034090909090909095,c1,DC
TCGA-ZF-AA51,0.23863636363636367,c2,DC
TCGA-GD-A76B,0.42045454545454547,c2,DC
TCGA-FD-A3SR,0.19318181818181823,c2,DC
TCGA-FD-A5BZ,0.034090909090909095,c2,DC
TCGA-K4-A3WS,0.25,c2,DC
TCGA-GD-A3OS,0.06818181818181819,c2,DC
TCGA-DK-A3IQ,0.05681818181818182,c2,DC
TCGA-DK-AA6X,0.7954545454545456,c2,DC
TCGA-XF-AAN8,0.15909090909090912,c2,DC
TCGA-XF-AAMR,0.20454545454545456,c2,DC
TCGA-ZF-A9R3,0.3295454545454546,c2,DC
TCGA-BL-A13J,0.07954545454545456,c2,DC
TCGA-BT-A20T,0.2840909090909091,c2,DC
TCGA-XF-AAMW,0.18181818181818185,c2,DC
TCGA-DK-A2HX,0.10227272727272728,c2,DC
TCGA-FD-A3SP,0.27272727272727276,c2,DC
TCGA-XF-AAMT,0.02272727272727273,c2,DC
TCGA-XF-A9SX,0.6704545454545455,c2,DC
TCGA-YC-A8S6,0.42045454545454547,c2,DC
TCGA-R3-A69X,0.2613636363636364,c2,DC
TCGA-XF-A9SW,0.09090909090909093,c2,DC
TCGA-GV-A3QG,0.37500000000000006,c2,DC
TCGA-XF-AAMQ,0.38636363636363646,c2,DC
TCGA-UY-A8OD,0.13636363636363638,c2,DC
TCGA-GU-A764,0.13636363636363638,c2,DC
TCGA-XF-AAN7,0.02272727272727273,c2,DC
TCGA-K4-A6FZ,0.25,c2,DC
TCGA-FD-A6TK,0.07954545454545456,c2,DC
TCGA-GV-A3JV,0.14772727272727273,c2,DC
TCGA-BL-A13I,0.125,c2,DC
TCGA-ZF-A9R9,0.07954545454545456,c2,DC
TCGA-XF-AAME,0.37500000000000006,c2,DC
TCGA-FD-A5BX,0.0,c2,DC
TCGA-DK-A2I1,0.04545454545454546,c2,DC
TCGA-XF-A9SL,0.6818181818181819,c2,DC
TCGA-FD-A3B7,0.07954545454545456,c2,DC
TCGA-DK-A3IN,0.02272727272727273,c2,DC
TCGA-FD-A3SO,0.04545454545454546,c2,DC
TCGA-DK-A3WY,0.48863636363636365,c2,DC
TCGA-CU-A0YN,0.17045454545454547,c2,DC
TCGA-FD-A6TB,0.21590909090909094,c2,DC
TCGA-FD-A6TA,0.10227272727272728,c2,DC
TCGA-FD-A43S,0.34090909090909094,c2,DC
TCGA-G2-A2EC,0.3977272727272728,c2,DC
TCGA-XF-A9SZ,0.0,c2,DC
TCGA-XF-AAN4,0.21590909090909094,c2,DC
TCGA-FD-A3SM,0.02272727272727273,c2,DC
TCGA-XF-AAMJ,0.011363636363636366,c2,DC
TCGA-E7-A6MD,0.23863636363636367,c2,DC
TCGA-K4-A3WU,0.3295454545454546,c2,DC
TCGA-FD-A3SL,0.07954545454545456,c2,DC
TCGA-ZF-AA52,0.27272727272727276,c2,DC
TCGA-E7-A541,0.29545454545454547,c2,DC
TCGA-ZF-AA5P,0.19318181818181823,c2,DC
TCGA-BL-A5ZZ,0.011363636363636366,c2,DC
TCGA-BT-A20W,0.19318181818181823,c2,DC
TCGA-XF-A9T3,0.17045454545454547,c2,DC
TCGA-FD-A6TG,0.2272727272727273,c2,DC
TCGA-ZF-AA56,0.09090909090909093,c2,DC
TCGA-FD-A5BR,0.21590909090909094,c2,DC
TCGA-FT-A61P,0.10227272727272728,c2,DC
TCGA-K4-AAQO,0.27272727272727276,c2,DC
TCGA-G2-A2EK,0.15909090909090912,c2,DC
TCGA-BT-A20Q,0.23863636363636367,c2,DC
TCGA-DK-AA74,0.23863636363636367,c2,DC
TCGA-DK-A1AB,0.20454545454545456,c2,DC
TCGA-SY-A9G0,0.11363636363636365,c2,DC
TCGA-ZF-AA54,0.011363636363636366,c2,DC
TCGA-DK-A1A5,0.2840909090909091,c2,DC
TCGA-4Z-AA7N,0.6022727272727273,c2,DC
TCGA-DK-AA6M,0.465909090909091,c2,DC
TCGA-BT-A3PK,0.07954545454545456,c2,DC
TCGA-FD-A62P,0.14772727272727273,c2,DC
TCGA-DK-A1AC,0.034090909090909095,c2,DC
TCGA-FD-A43U,0.2272727272727273,c2,DC
TCGA-FD-A3B8,0.3522727272727273,c2,DC
TCGA-FD-A6TD,0.31818181818181823,c2,DC
TCGA-FD-A62S,0.4318181818181819,c2,DC
TCGA-FD-A3B4,0.13636363636363638,c2,DC
TCGA-XF-A9SK,0.29545454545454547,c2,DC
TCGA-UY-A9PF,0.25,c2,DC
TCGA-FD-A3SQ,0.25,c2,DC
TCGA-DK-AA6S,0.2613636363636364,c2,DC
TCGA-S5-A6DX,0.05681818181818182,c2,DC
TCGA-CU-A0YO,0.465909090909091,c2,DC
TCGA-E7-A8O7,0.31818181818181823,c2,DC
TCGA-K4-A83P,0.5454545454545455,c2,DC
TCGA-DK-A6B2,0.42045454545454547,c2,DC
TCGA-UY-A78P,0.18181818181818185,c2,DC
TCGA-GC-A3OO,0.06818181818181819,c2,DC
TCGA-DK-A1AF,0.2840909090909091,c2,DC
TCGA-DK-A2I2,0.6818181818181819,c2,DC
TCGA-XF-A9SP,0.125,c2,DC
TCGA-DK-A3IT,0.10227272727272728,c2,DC
TCGA-BT-A2LB,0.13636363636363638,c2,DC
TCGA-BT-A20R,0.02272727272727273,c2,DC
TCGA-GD-A3OP,0.23863636363636367,c2,DC
TCGA-DK-AA6Q,0.15019762845849804,c0,Endothelial Cells
TCGA-BT-A3PJ,0.2015810276679842,c0,Endothelial Cells
TCGA-XF-A8HE,0.2015810276679842,c0,Endothelial Cells
TCGA-ZF-A9RD,0.28853754940711457,c0,Endothelial Cells
TCGA-G2-A2EO,0.06324110671936758,c0,Endothelial Cells
TCGA-4Z-AA86,0.15810276679841898,c0,Endothelial Cells
TCGA-4Z-AA7W,0.06324110671936758,c0,Endothelial Cells
TCGA-GC-A3RC,0.25296442687747034,c0,Endothelial Cells
TCGA-XF-AAN5,0.15019762845849804,c0,Endothelial Cells
TCGA-FD-A3B6,0.16996047430830039,c0,Endothelial Cells
TCGA-ZF-AA58,0.21343873517786563,c0,Endothelial Cells
TCGA-XF-A9T8,0.2806324110671936,c0,Endothelial Cells
TCGA-E7-A7XN,0.1660079051383399,c0,Endothelial Cells
TCGA-UY-A9PH,0.22134387351778656,c0,Endothelial Cells
TCGA-GU-A762,0.22529644268774704,c0,Endothelial Cells
TCGA-XF-A9SJ,0.17786561264822134,c0,Endothelial Cells
TCGA-DK-A3WW,0.18181818181818182,c0,Endothelial Cells
TCGA-E7-A97P,0.2687747035573122,c0,Endothelial Cells
TCGA-XF-A9SI,0.22134387351778656,c0,Endothelial Cells
TCGA-E7-A7DV,0.1660079051383399,c0,Endothelial Cells
TCGA-ZF-A9R7,0.14624505928853757,c0,Endothelial Cells
TCGA-K4-A5RJ,0.19367588932806323,c0,Endothelial Cells
TCGA-LC-A66R,0.21739130434782608,c0,Endothelial Cells
TCGA-2F-A9KO,0.16205533596837943,c0,Endothelial Cells
TCGA-DK-A3WX,0.24110671936758896,c0,Endothelial Cells
TCGA-DK-A3IU,0.24901185770750991,c0,Endothelial Cells
TCGA-G2-AA3C,0.13438735177865613,c0,Endothelial Cells
TCGA-GU-A766,0.28853754940711457,c0,Endothelial Cells
TCGA-ZF-A9RN,0.07905138339920947,c0,Endothelial Cells
TCGA-G2-A2EF,0.27272727272727265,c0,Endothelial Cells
TCGA-4Z-AA7Q,0.11462450592885376,c0,Endothelial Cells
TCGA-XF-A9T5,0.15019762845849804,c0,Endothelial Cells
TCGA-ZF-A9RF,0.14624505928853757,c0,Endothelial Cells
TCGA-BT-A20J,0.06719367588932806,c0,Endothelial Cells
TCGA-XF-A9SM,0.14624505928853757,c0,Endothelial Cells
TCGA-XF-A8HD,0.1541501976284585,c0,Endothelial Cells
TCGA-GC-A3WC,0.12648221343873517,c0,Endothelial Cells
TCGA-GC-A6I1,0.13438735177865613,c0,Endothelial Cells
TCGA-GC-A6I3,0.035573122529644265,c0,Endothelial Cells
TCGA-ZF-AA4V,0.1067193675889328,c0,Endothelial Cells
TCGA-FD-A5C1,0.1422924901185771,c0,Endothelial Cells
TCGA-XF-AAN2,0.09881422924901187,c0,Endothelial Cells
TCGA-K4-A54R,0.11857707509881424,c0,Endothelial Cells
TCGA-DK-A2I4,0.31225296442687744,c0,Endothelial Cells
TCGA-BT-A20O,0.20948616600790515,c0,Endothelial Cells
TCGA-K4-A5RH,0.32411067193675885,c0,Endothelial Cells
TCGA-FD-A5BT,0.09881422924901187,c0,Endothelial Cells
TCGA-FD-A62N,0.1660079051383399,c0,Endothelial Cells
TCGA-DK-A6B5,0.12252964426877472,c0,Endothelial Cells
TCGA-FD-A43P,0.11067193675889328,c0,Endothelial Cells
TCGA-XF-A9SY,0.13438735177865613,c0,Endothelial Cells
TCGA-E7-A3X6,0.24901185770750991,c0,Endothelial Cells
TCGA-BT-A42F,0.1660079051383399,c0,Endothelial Cells
TCGA-BT-A42E,0.18577075098814227,c0,Endothelial Cells
TCGA-FD-A5BU,0.23715415019762845,c0,Endothelial Cells
TCGA-FD-A3B3,0.28853754940711457,c0,Endothelial Cells
TCGA-FD-A5BS,0.08300395256916995,c0,Endothelial Cells
TCGA-DK-A3IV,0.06324110671936758,c0,Endothelial Cells
TCGA-SY-A9G5,0.21739130434782608,c0,Endothelial Cells
TCGA-UY-A9PB,0.16996047430830039,c0,Endothelial Cells
TCGA-ZF-AA53,0.15019762845849804,c0,Endothelial Cells
TCGA-UY-A78K,0.10276679841897232,c0,Endothelial Cells
TCGA-G2-A3IB,0.10276679841897232,c1,Endothelial Cells
TCGA-FD-A3N6,0.18577075098814227,c1,Endothelial Cells
TCGA-FJ-A3ZE,0.023715415019762848,c1,Endothelial Cells
TCGA-CF-A7I0,0.22529644268774704,c1,Endothelial Cells
TCGA-GC-A3RB,0.05533596837944663,c1,Endothelial Cells
TCGA-DK-A6AW,0.20948616600790515,c1,Endothelial Cells
TCGA-GV-A3QK,0.12648221343873517,c1,Endothelial Cells
TCGA-CU-A3QU,0.09881422924901187,c1,Endothelial Cells
TCGA-DK-A6B6,0.023715415019762848,c1,Endothelial Cells
TCGA-FD-A3B5,0.11857707509881424,c1,Endothelial Cells
TCGA-4Z-AA82,0.08695652173913043,c1,Endothelial Cells
TCGA-FD-A6TH,0.1541501976284585,c1,Endothelial Cells
TCGA-CF-A5U8,0.12252964426877472,c1,Endothelial Cells
TCGA-E7-A8O8,0.08300395256916995,c1,Endothelial Cells
TCGA-K4-A6MB,0.11857707509881424,c1,Endothelial Cells
TCGA-ZF-AA4U,0.1541501976284585,c1,Endothelial Cells
TCGA-4Z-AA7O,0.19367588932806323,c1,Endothelial Cells
TCGA-FD-A62O,0.12252964426877472,c1,Endothelial Cells
TCGA-DK-A6AV,0.1541501976284585,c1,Endothelial Cells
TCGA-YC-A89H,0.05533596837944663,c1,Endothelial Cells
TCGA-FD-A43Y,0.14624505928853757,c1,Endothelial Cells
TCGA-XF-AAML,0.02766798418972332,c1,Endothelial Cells
TCGA-FD-A5BY,0.22134387351778656,c1,Endothelial Cells
TCGA-CU-A3YL,0.2845849802371541,c1,Endothelial Cells
TCGA-2F-A9KT,0.15019762845849804,c1,Endothelial Cells
TCGA-XF-A8HF,0.043478260869565216,c1,Endothelial Cells
TCGA-XF-AAN1,0.1660079051383399,c1,Endothelial Cells
TCGA-FJ-A3ZF,0.035573122529644265,c1,Endothelial Cells
TCGA-DK-A2I6,0.10276679841897232,c1,Endothelial Cells
TCGA-DK-A1AG,0.17391304347826086,c1,Endothelial Cells
TCGA-G2-A2EL,0.015810276679841896,c1,Endothelial Cells
TCGA-GU-A763,0.035573122529644265,c1,Endothelial Cells
TCGA-E7-A4IJ,0.07905138339920947,c1,Endothelial Cells
TCGA-XF-A8HH,0.14624505928853757,c1,Endothelial Cells
TCGA-ZF-A9RC,0.08300395256916995,c1,Endothelial Cells
TCGA-DK-A1AA,0.17786561264822134,c1,Endothelial Cells
TCGA-DK-A3IS,0.15810276679841898,c1,Endothelial Cells
TCGA-UY-A78L,0.075098814229249,c1,Endothelial Cells
TCGA-4Z-AA7S,0.1422924901185771,c1,Endothelial Cells
TCGA-DK-A1A6,0.035573122529644265,c1,Endothelial Cells
TCGA-XF-A9T6,0.16996047430830039,c1,Endothelial Cells
TCGA-GV-A40G,0.16996047430830039,c1,Endothelial Cells
TCGA-CF-A47X,0.07905138339920947,c1,Endothelial Cells
TCGA-XF-A9T0,0.09881422924901187,c1,Endothelial Cells
TCGA-GV-A6ZA,0.09090909090909091,c1,Endothelial Cells
TCGA-PQ-A6FN,0.21739130434782608,c1,Endothelial Cells
TCGA-GU-AATQ,0.07905138339920947,c1,Endothelial Cells
TCGA-K4-A5RI,0.08695652173913043,c1,Endothelial Cells
TCGA-GC-A3I6,0.1976284584980237,c1,Endothelial Cells
TCGA-DK-A6B1,0.20948616600790515,c1,Endothelial Cells
TCGA-XF-AAMZ,0.15810276679841898,c1,Endothelial Cells
TCGA-GU-AATO,0.039525691699604744,c1,Endothelial Cells
TCGA-XF-A9SV,0.08300395256916995,c1,Endothelial Cells
TCGA-FD-A6TE,0.04743083003952569,c1,Endothelial Cells
TCGA-K4-A3WV,0.05138339920948617,c1,Endothelial Cells
TCGA-CF-A3MG,0.07905138339920947,c1,Endothelial Cells
TCGA-XF-A9SH,0.08300395256916995,c1,Endothelial Cells
TCGA-4Z-AA87,0.0,c1,Endothelial Cells
TCGA-CF-A47S,0.06719367588932806,c1,Endothelial Cells
TCGA-KQ-A41Q,0.035573122529644265,c1,Endothelial Cells
TCGA-XF-A9T2,0.15019762845849804,c1,Endothelial Cells
TCGA-E7-A3Y1,0.22134387351778656,c1,Endothelial Cells
TCGA-BT-A42C,0.12648221343873517,c1,Endothelial Cells
TCGA-FD-A43X,0.14624505928853757,c1,Endothelial Cells
TCGA-FJ-A3Z7,0.6916996047430829,c1,Endothelial Cells
TCGA-CF-A9FF,0.1541501976284585,c1,Endothelial Cells
TCGA-GU-AATP,0.1067193675889328,c1,Endothelial Cells
TCGA-FD-A3SJ,0.1067193675889328,c1,Endothelial Cells
TCGA-CF-A47Y,0.11462450592885376,c1,Endothelial Cells
TCGA-CU-A5W6,0.13043478260869565,c1,Endothelial Cells
TCGA-XF-A8HC,0.06719367588932806,c1,Endothelial Cells
TCGA-E7-A678,0.06719367588932806,c1,Endothelial Cells
TCGA-4Z-AA80,0.07114624505928854,c1,Endothelial Cells
TCGA-FD-A6TC,0.1422924901185771,c1,Endothelial Cells
TCGA-E7-A7DU,0.18577075098814227,c1,Endothelial Cells
TCGA-UY-A78O,0.09486166007905139,c1,Endothelial Cells
TCGA-CF-A1HS,0.19367588932806323,c1,Endothelial Cells
TCGA-GU-A42P,0.1067193675889328,c1,Endothelial Cells
TCGA-XF-AAN0,0.13438735177865613,c1,Endothelial Cells
TCGA-DK-A3IL,0.09090909090909091,c1,Endothelial Cells
TCGA-2F-A9KP,0.18577075098814227,c1,Endothelial Cells
TCGA-UY-A78N,0.06324110671936758,c1,Endothelial Cells
TCGA-FJ-A3Z9,0.08695652173913043,c1,Endothelial Cells
TCGA-BT-A20U,0.15019762845849804,c1,Endothelial Cells
TCGA-ZF-AA5N,0.08695652173913043,c1,Endothelial Cells
TCGA-DK-A6B0,0.13438735177865613,c1,Endothelial Cells
TCGA-XF-A9SU,0.15019762845849804,c1,Endothelial Cells
TCGA-GC-A4ZW,0.08300395256916995,c1,Endothelial Cells
TCGA-CU-A72E,0.15810276679841898,c1,Endothelial Cells
TCGA-DK-A3X2,0.075098814229249,c1,Endothelial Cells
TCGA-G2-AA3F,0.043478260869565216,c1,Endothelial Cells
TCGA-G2-A3VY,0.07114624505928854,c1,Endothelial Cells
TCGA-YC-A9TC,0.011857707509881424,c1,Endothelial Cells
TCGA-G2-A2EJ,0.07114624505928854,c1,Endothelial Cells
TCGA-C4-A0F6,0.10276679841897232,c1,Endothelial Cells
TCGA-GV-A40E,0.07114624505928854,c1,Endothelial Cells
TCGA-XF-A8HI,0.21739130434782608,c1,Endothelial Cells
TCGA-DK-AA6U,0.09090909090909091,c1,Endothelial Cells
TCGA-DK-AA77,0.13043478260869565,c1,Endothelial Cells
TCGA-UY-A78M,0.039525691699604744,c1,Endothelial Cells
TCGA-4Z-AA89,0.08300395256916995,c1,Endothelial Cells
TCGA-E7-A6MF,0.11857707509881424,c1,Endothelial Cells
TCGA-CF-A47T,0.09486166007905139,c1,Endothelial Cells
TCGA-UY-A8OC,0.20948616600790515,c1,Endothelial Cells
TCGA-CF-A3MH,0.07905138339920947,c1,Endothelial Cells
TCGA-E7-A677,0.16205533596837943,c1,Endothelial Cells
TCGA-4Z-AA84,0.075098814229249,c1,Endothelial Cells
TCGA-4Z-AA7M,0.07905138339920947,c1,Endothelial Cells
TCGA-DK-AA6P,0.08695652173913043,c1,Endothelial Cells
TCGA-KQ-A41R,0.12252964426877472,c1,Endothelial Cells
TCGA-PQ-A6FI,0.1976284584980237,c1,Endothelial Cells
TCGA-2F-A9KQ,0.17391304347826086,c1,Endothelial Cells
TCGA-GU-A767,0.2964426877470355,c1,Endothelial Cells
TCGA-5N-A9KM,0.1383399209486166,c1,Endothelial Cells
TCGA-DK-A1AE,0.039525691699604744,c1,Endothelial Cells
TCGA-GV-A3JX,0.08300395256916995,c1,Endothelial Cells
TCGA-BT-A20N,0.1541501976284585,c1,Endothelial Cells
TCGA-S5-AA26,0.05533596837944663,c1,Endothelial Cells
TCGA-UY-A9PD,0.08695652173913043,c1,Endothelial Cells
TCGA-CF-A27C,0.11462450592885376,c1,Endothelial Cells
TCGA-ZF-AA4N,0.20948616600790515,c1,Endothelial Cells
TCGA-ZF-AA4R,0.09881422924901187,c1,Endothelial Cells
TCGA-4Z-AA7R,0.09881422924901187,c1,Endothelial Cells
TCGA-DK-AA6W,0.039525691699604744,c1,Endothelial Cells
TCGA-2F-A9KR,0.14624505928853757,c1,Endothelial Cells
TCGA-GV-A3QH,0.01976284584980237,c1,Endothelial Cells
TCGA-BT-A20X,0.3636363636363636,c1,Endothelial Cells
TCGA-DK-AA75,0.06324110671936758,c1,Endothelial Cells
TCGA-FD-A43N,0.20948616600790515,c1,Endothelial Cells
TCGA-YF-AA3M,0.075098814229249,c1,Endothelial Cells
TCGA-C4-A0F0,0.2845849802371541,c1,Endothelial Cells
TCGA-H4-A2HO,0.1660079051383399,c1,Endothelial Cells
TCGA-CF-A47V,0.3478260869565217,c1,Endothelial Cells
TCGA-HQ-A5NE,0.2687747035573122,c1,Endothelial Cells
TCGA-FD-A3NA,0.1383399209486166,c1,Endothelial Cells
TCGA-ZF-A9RL,0.05533596837944663,c1,Endothelial Cells
TCGA-DK-A3IM,0.04743083003952569,c1,Endothelial Cells
TCGA-LT-A5Z6,0.04743083003952569,c1,Endothelial Cells
TCGA-BL-A0C8,0.3478260869565217,c1,Endothelial Cells
TCGA-E7-A85H,0.05928853754940711,c1,Endothelial Cells
TCGA-FT-A3EE,0.1541501976284585,c1,Endothelial Cells
TCGA-KQ-A41S,0.23715415019762845,c1,Endothelial Cells
TCGA-BT-A0YX,0.12648221343873517,c1,Endothelial Cells
TCGA-CF-A8HX,0.039525691699604744,c1,Endothelial Cells
TCGA-DK-AA6L,0.1067193675889328,c1,Endothelial Cells
TCGA-E7-A4XJ,0.043478260869565216,c1,Endothelial Cells
TCGA-XF-A8HB,0.12648221343873517,c1,Endothelial Cells
TCGA-XF-AAMX,0.10276679841897232,c1,Endothelial Cells
TCGA-XF-AAMG,0.16205533596837943,c1,Endothelial Cells
TCGA-ZF-AA4T,0.06719367588932806,c1,Endothelial Cells
TCGA-FD-A5BV,0.11462450592885376,c1,Endothelial Cells
TCGA-YF-AA3L,0.18972332015810275,c1,Endothelial Cells
TCGA-FJ-A871,0.01976284584980237,c1,Endothelial Cells
TCGA-FD-A6TF,0.2687747035573122,c1,Endothelial Cells
TCGA-GV-A3QF,0.09486166007905139,c1,Endothelial Cells
TCGA-FD-A3N5,0.17391304347826086,c1,Endothelial Cells
TCGA-C4-A0F7,0.35573122529644263,c1,Endothelial Cells
TCGA-GC-A3RD,0.09486166007905139,c1,Endothelial Cells
TCGA-GC-A3YS,0.17786561264822134,c1,Endothelial Cells
TCGA-HQ-A2OF,0.09881422924901187,c1,Endothelial Cells
TCGA-C4-A0EZ,0.17786561264822134,c1,Endothelial Cells
TCGA-CU-A3KJ,0.11462450592885376,c1,Endothelial Cells
TCGA-BT-A2LD,0.20948616600790515,c1,Endothelial Cells
TCGA-KQ-A41O,0.01976284584980237,c1,Endothelial Cells
TCGA-LT-A8JT,0.075098814229249,c1,Endothelial Cells
TCGA-GD-A6C6,0.03162055335968379,c1,Endothelial Cells
TCGA-E7-A5KE,0.08300395256916995,c1,Endothelial Cells
TCGA-FD-A5C0,0.1660079051383399,c1,Endothelial Cells
TCGA-K4-A4AB,0.1541501976284585,c1,Endothelial Cells
TCGA-GU-A42R,0.21343873517786563,c1,Endothelial Cells
TCGA-E7-A5KF,0.09090909090909091,c1,Endothelial Cells
TCGA-GC-A3BM,0.18972332015810275,c1,Endothelial Cells
TCGA-CF-A3MF,0.039525691699604744,c1,Endothelial Cells
TCGA-BT-A20V,0.02766798418972332,c1,Endothelial Cells
TCGA-E7-A6ME,0.07905138339920947,c1,Endothelial Cells
TCGA-XF-AAMY,0.18972332015810275,c1,Endothelial Cells
TCGA-CF-A47W,0.1422924901185771,c1,Endothelial Cells
TCGA-XF-A9ST,0.09090909090909091,c1,Endothelial Cells
TCGA-FD-A3SN,0.13043478260869565,c1,Endothelial Cells
TCGA-G2-A2ES,0.21343873517786563,c1,Endothelial Cells
TCGA-XF-AAN3,0.039525691699604744,c1,Endothelial Cells
TCGA-DK-AA76,0.06324110671936758,c1,Endothelial Cells
TCGA-DK-AA6T,0.043478260869565216,c1,Endothelial Cells
TCGA-DK-A3X1,0.08695652173913043,c1,Endothelial Cells
TCGA-XF-AAMH,0.08695652173913043,c1,Endothelial Cells
TCGA-ZF-A9R5,0.12648221343873517,c1,Endothelial Cells
TCGA-GV-A3JZ,0.07905138339920947,c1,Endothelial Cells
TCGA-ZF-A9R2,0.05928853754940711,c1,Endothelial Cells
TCGA-BL-A3JM,0.11067193675889328,c1,Endothelial Cells
TCGA-G2-AA3D,0.08300395256916995,c1,Endothelial Cells
TCGA-BT-A0S7,0.3399209486166007,c1,Endothelial Cells
TCGA-CF-A8HY,0.15810276679841898,c1,Endothelial Cells
TCGA-UY-A9PE,0.09486166007905139,c1,Endothelial Cells
TCGA-GV-A3QI,0.16205533596837943,c1,Endothelial Cells
TCGA-E5-A4TZ,0.1067193675889328,c1,Endothelial Cells
TCGA-FD-A6TI,0.18972332015810275,c1,Endothelial Cells
TCGA-XF-A8HG,0.015810276679841896,c1,Endothelial Cells
