,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-V1-A9OF-01A,0.000,0.000,0.006,0.000,0.004,0.000,0.008,0.024,0.014,0.011,0.020,0.004,0.000,0.000,0.000,0.908,0.908
TCGA-ZG-A8QX-01A,0.004,0.005,0.006,0.000,0.004,0.001,0.008,0.022,0.020,0.068,0.013,0.002,0.000,0.000,0.000,0.847,0.847
TCGA-YL-A8SC-01A,0.002,0.001,0.008,0.001,0.015,0.000,0.011,0.042,0.042,0.014,0.034,0.003,0.000,0.000,0.000,0.827,0.827
TCGA-HC-7817-01B,0.010,0.001,0.008,0.000,0.006,0.000,0.021,0.077,0.107,0.035,0.040,0.003,0.000,0.001,0.000,0.690,0.690
TCGA-KC-A7F6-01A,0.001,0.000,0.002,0.000,0.007,0.000,0.008,0.052,0.045,0.028,0.007,0.002,0.000,0.000,0.000,0.849,0.849
TCGA-KK-A7B4-01A,0.006,0.000,0.008,0.000,0.010,0.000,0.018,0.027,0.059,0.017,0.024,0.000,0.000,0.000,0.000,0.832,0.832
TCGA-G9-6366-01A,0.015,0.000,0.003,0.000,0.008,0.000,0.005,0.025,0.033,0.032,0.008,0.001,0.000,0.000,0.000,0.869,0.869
TCGA-KK-A59X-01A,0.003,0.000,0.006,0.000,0.002,0.000,0.005,0.026,0.037,0.022,0.033,0.001,0.000,0.000,0.000,0.866,0.866
TCGA-HC-A6AN-01A,0.000,0.000,0.003,0.000,0.005,0.000,0.004,0.034,0.038,0.031,0.024,0.000,0.000,0.000,0.000,0.860,0.860
TCGA-G9-6498-01A,0.001,0.001,0.015,0.000,0.011,0.000,0.017,0.070,0.115,0.046,0.006,0.003,0.000,0.000,0.000,0.716,0.716
TCGA-J4-AATZ-01A,0.001,0.000,0.003,0.000,0.006,0.000,0.009,0.024,0.000,0.023,0.010,0.000,0.000,0.000,0.000,0.923,0.923
TCGA-EJ-7317-01A,0.003,0.000,0.004,0.000,0.002,0.000,0.007,0.029,0.033,0.028,0.009,0.002,0.000,0.000,0.000,0.883,0.883
TCGA-SU-A7E7-01A,0.005,0.001,0.006,0.000,0.013,0.000,0.011,0.055,0.062,0.032,0.016,0.004,0.000,0.000,0.000,0.795,0.795
TCGA-XJ-A83F-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.002,0.037,0.044,0.036,0.011,0.000,0.000,0.000,0.000,0.869,0.869
TCGA-2A-AAYO-01A,0.003,0.019,0.018,0.000,0.005,0.002,0.015,0.040,0.054,0.040,0.028,0.007,0.000,0.000,0.000,0.768,0.768
TCGA-EJ-A46B-01A,0.002,0.000,0.004,0.000,0.005,0.000,0.009,0.030,0.035,0.043,0.008,0.005,0.000,0.000,0.000,0.859,0.859
TCGA-QU-A6IN-01A,0.000,0.000,0.001,0.000,0.002,0.000,0.002,0.016,0.001,0.019,0.002,0.000,0.000,0.000,0.000,0.956,0.956
TCGA-KK-A59Z-01A,0.003,0.000,0.003,0.000,0.007,0.000,0.015,0.058,0.061,0.055,0.031,0.008,0.000,0.000,0.000,0.760,0.760
TCGA-XK-AAJT-01A,0.006,0.000,0.004,0.000,0.009,0.000,0.014,0.062,0.069,0.084,0.025,0.003,0.000,0.000,0.000,0.722,0.722
TCGA-EJ-7125-01A,0.001,0.000,0.004,0.000,0.007,0.000,0.009,0.050,0.041,0.049,0.030,0.009,0.000,0.000,0.000,0.800,0.800
TCGA-J9-A52C-01A,0.000,0.000,0.007,0.000,0.015,0.000,0.016,0.093,0.129,0.083,0.032,0.005,0.000,0.000,0.000,0.619,0.619
TCGA-YL-A8HL-01A,0.001,0.000,0.002,0.000,0.003,0.000,0.005,0.038,0.001,0.023,0.010,0.000,0.000,0.000,0.000,0.917,0.917
TCGA-ZG-A9LZ-01A,0.001,0.000,0.006,0.000,0.005,0.000,0.015,0.035,0.042,0.023,0.016,0.000,0.000,0.000,0.000,0.856,0.856
TCGA-J9-A8CP-01A,0.001,0.001,0.005,0.000,0.002,0.000,0.005,0.073,0.065,0.032,0.008,0.038,0.000,0.000,0.000,0.770,0.770
TCGA-FC-A6HD-01A,0.000,0.000,0.003,0.000,0.005,0.000,0.005,0.009,0.000,0.011,0.004,0.000,0.000,0.000,0.000,0.963,0.963
TCGA-G9-6351-01A,0.008,0.000,0.004,0.000,0.004,0.000,0.007,0.023,0.060,0.022,0.007,0.002,0.000,0.000,0.000,0.862,0.862
TCGA-EJ-5532-01A,0.004,0.001,0.006,0.000,0.003,0.001,0.007,0.038,0.055,0.029,0.012,0.006,0.000,0.000,0.000,0.838,0.838
TCGA-EJ-5525-01A,0.000,0.004,0.006,0.000,0.000,0.000,0.009,0.064,0.140,0.021,0.015,0.000,0.000,0.000,0.000,0.742,0.742
TCGA-ZG-A9L9-01A,0.000,0.000,0.012,0.000,0.006,0.000,0.026,0.046,0.176,0.070,0.059,0.003,0.000,0.000,0.000,0.600,0.600
TCGA-EJ-A65F-01A,0.000,0.000,0.002,0.000,0.009,0.000,0.011,0.072,0.055,0.036,0.014,0.006,0.000,0.000,0.000,0.795,0.795
TCGA-2A-A8VX-01A,0.000,0.000,0.002,0.000,0.002,0.000,0.006,0.008,0.035,0.021,0.003,0.000,0.000,0.000,0.000,0.923,0.923
TCGA-KK-A8I4-01A,0.009,0.007,0.020,0.000,0.019,0.001,0.027,0.112,0.130,0.061,0.033,0.007,0.000,0.002,0.000,0.572,0.572
TCGA-KK-A8IA-01A,0.000,0.000,0.003,0.000,0.002,0.000,0.008,0.024,0.020,0.026,0.013,0.001,0.000,0.000,0.000,0.902,0.902
TCGA-Y6-A9XI-01A,0.002,0.000,0.005,0.000,0.001,0.000,0.011,0.044,0.023,0.021,0.011,0.001,0.000,0.000,0.000,0.881,0.881
TCGA-VN-A88I-01A,0.002,0.003,0.009,0.000,0.010,0.002,0.016,0.103,0.261,0.125,0.013,0.010,0.001,0.000,0.000,0.445,0.445
TCGA-M7-A71Z-01A,0.000,0.000,0.002,0.000,0.001,0.000,0.004,0.010,0.015,0.010,0.003,0.000,0.000,0.000,0.000,0.955,0.955
TCGA-EJ-A46E-01A,0.002,0.000,0.003,0.000,0.011,0.001,0.015,0.042,0.068,0.062,0.003,0.006,0.000,0.001,0.000,0.787,0.787
TCGA-CH-5788-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.005,0.017,0.015,0.014,0.018,0.003,0.000,0.000,0.000,0.924,0.924
TCGA-KK-A7AU-01A,0.000,0.000,0.002,0.000,0.007,0.000,0.006,0.018,0.001,0.007,0.006,0.000,0.000,0.000,0.000,0.953,0.953
TCGA-EJ-5531-01A,0.014,0.001,0.010,0.000,0.009,0.000,0.017,0.029,0.055,0.032,0.040,0.006,0.000,0.001,0.000,0.786,0.786
TCGA-VN-A88K-01A,0.000,0.000,0.004,0.000,0.004,0.000,0.005,0.064,0.072,0.031,0.006,0.002,0.000,0.000,0.000,0.813,0.813
TCGA-VN-A88M-01A,0.007,0.000,0.003,0.000,0.003,0.000,0.006,0.022,0.033,0.018,0.005,0.000,0.000,0.000,0.000,0.904,0.904
TCGA-EJ-5506-01A,0.000,0.001,0.009,0.000,0.008,0.000,0.007,0.015,0.036,0.020,0.008,0.005,0.000,0.000,0.000,0.889,0.889
TCGA-XK-AAJU-01A,0.005,0.000,0.003,0.000,0.012,0.000,0.017,0.052,0.043,0.037,0.008,0.005,0.000,0.000,0.000,0.818,0.818
TCGA-YL-A8SI-01A,0.001,0.000,0.005,0.000,0.004,0.001,0.009,0.064,0.079,0.057,0.018,0.006,0.000,0.000,0.000,0.755,0.755
TCGA-G9-6499-01A,0.004,0.000,0.003,0.000,0.005,0.000,0.009,0.030,0.031,0.020,0.013,0.000,0.000,0.000,0.000,0.884,0.884
TCGA-QU-A6IL-01A,0.000,0.000,0.002,0.000,0.005,0.000,0.005,0.034,0.001,0.027,0.009,0.000,0.000,0.000,0.000,0.916,0.916
TCGA-J4-A67Q-01A,0.001,0.000,0.007,0.000,0.003,0.000,0.012,0.050,0.116,0.062,0.017,0.004,0.000,0.000,0.000,0.727,0.727
TCGA-G9-6361-01A,0.000,0.000,0.003,0.000,0.002,0.000,0.007,0.054,0.089,0.061,0.011,0.000,0.000,0.000,0.000,0.771,0.771
TCGA-VN-A88L-01A,0.000,0.000,0.003,0.000,0.003,0.000,0.006,0.066,0.078,0.082,0.011,0.000,0.000,0.000,0.000,0.751,0.751
TCGA-KK-A8I9-01A,0.001,0.000,0.005,0.000,0.007,0.000,0.011,0.111,0.061,0.031,0.024,0.005,0.000,0.001,0.000,0.741,0.741
TCGA-V1-A9ZG-01A,0.000,0.000,0.004,0.000,0.006,0.000,0.008,0.068,0.113,0.027,0.012,0.005,0.000,0.000,0.000,0.757,0.757
TCGA-V1-A9OX-01A,0.012,0.000,0.006,0.000,0.011,0.000,0.011,0.034,0.038,0.038,0.022,0.001,0.000,0.000,0.000,0.828,0.828
TCGA-G9-6373-01A,0.001,0.000,0.007,0.000,0.001,0.000,0.012,0.047,0.072,0.056,0.012,0.000,0.000,0.000,0.000,0.792,0.792
TCGA-VP-A878-01A,0.003,0.000,0.004,0.000,0.007,0.000,0.012,0.095,0.064,0.045,0.025,0.008,0.000,0.000,0.000,0.736,0.736
TCGA-YL-A8SB-01A,0.003,0.000,0.007,0.000,0.006,0.000,0.013,0.055,0.117,0.047,0.027,0.007,0.000,0.000,0.000,0.717,0.717
TCGA-EJ-A7NN-01A,0.017,0.010,0.009,0.000,0.002,0.001,0.016,0.079,0.035,0.035,0.026,0.007,0.000,0.000,0.000,0.765,0.765
TCGA-HC-7212-01A,0.000,0.000,0.003,0.000,0.002,0.000,0.009,0.051,0.043,0.030,0.015,0.002,0.000,0.000,0.000,0.845,0.845
TCGA-V1-A9O5-01A,0.000,0.000,0.014,0.000,0.021,0.000,0.029,0.026,0.054,0.021,0.041,0.002,0.000,0.000,0.000,0.792,0.792
TCGA-HC-A8D0-01A,0.003,0.002,0.006,0.000,0.008,0.001,0.019,0.040,0.093,0.035,0.012,0.003,0.000,0.000,0.000,0.778,0.778
TCGA-2A-A8VT-01A,0.000,0.000,0.005,0.000,0.013,0.000,0.008,0.062,0.007,0.019,0.018,0.001,0.000,0.000,0.000,0.866,0.866
