,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-55-8508-01A,0.114,0.001,0.015,0.006,0.000,0.000,0.601,0.014,0.038,0.109,0.016,0.070,0.000,0.001,0.012,0.002
TCGA-67-3771-01A,0.046,0.002,0.010,0.005,0.014,0.000,0.590,0.016,0.031,0.095,0.024,0.155,0.001,0.000,0.006,0.006
TCGA-55-A4DG-01A,0.050,0.042,0.014,0.001,0.039,0.000,0.594,0.051,0.026,0.061,0.020,0.094,0.002,0.000,0.003,0.001
TCGA-91-7771-01A,0.029,0.013,0.035,0.011,0.016,0.001,0.493,0.042,0.065,0.092,0.037,0.159,0.003,0.000,0.001,0.002
TCGA-91-6849-01A,0.053,0.008,0.008,0.001,0.011,0.000,0.653,0.026,0.060,0.027,0.020,0.128,0.000,0.000,0.003,0.002
TCGA-64-5781-01A,0.042,0.000,0.007,0.041,0.000,0.000,0.669,0.002,0.023,0.146,0.009,0.057,0.001,0.000,0.002,0.001
TCGA-44-6146-01B,0.006,0.003,0.003,0.014,0.006,0.015,0.574,0.023,0.068,0.127,0.123,0.010,0.021,0.000,0.004,0.002
TCGA-97-7552-01A,0.034,0.045,0.031,0.034,0.020,0.000,0.477,0.050,0.071,0.076,0.021,0.115,0.009,0.002,0.009,0.005
TCGA-80-5608-01A,0.016,0.000,0.008,0.010,0.000,0.000,0.803,0.013,0.029,0.023,0.022,0.067,0.000,0.001,0.007,0.001
TCGA-91-6829-01A,0.005,0.000,0.005,0.003,0.010,0.000,0.456,0.007,0.074,0.290,0.032,0.105,0.009,0.000,0.003,0.001
TCGA-49-AARE-01A,0.018,0.002,0.007,0.010,0.000,0.000,0.759,0.015,0.015,0.080,0.010,0.077,0.000,0.000,0.004,0.001
TCGA-97-A4M1-01A,0.004,0.000,0.010,0.000,0.013,0.000,0.521,0.075,0.124,0.047,0.029,0.157,0.015,0.003,0.001,0.000
TCGA-83-5908-01A,0.003,0.001,0.012,0.096,0.017,0.000,0.583,0.045,0.043,0.087,0.012,0.092,0.006,0.000,0.003,0.001
TCGA-97-8179-01A,0.000,0.000,0.005,0.006,0.000,0.000,0.677,0.032,0.072,0.052,0.045,0.108,0.001,0.000,0.001,0.001
TCGA-64-1680-01A,0.015,0.000,0.003,0.001,0.000,0.000,0.813,0.024,0.016,0.023,0.008,0.086,0.009,0.000,0.001,0.001
TCGA-73-4670-01A,0.016,0.000,0.002,0.004,0.000,0.000,0.789,0.000,0.021,0.091,0.018,0.051,0.000,0.000,0.008,0.000
TCGA-44-3396-01A,0.043,0.000,0.015,0.005,0.020,0.000,0.466,0.034,0.048,0.175,0.012,0.159,0.002,0.000,0.016,0.003
TCGA-80-5611-01A,0.002,0.000,0.017,0.018,0.000,0.000,0.645,0.002,0.009,0.032,0.003,0.268,0.001,0.000,0.001,0.001
TCGA-53-7624-01A,0.010,0.000,0.012,0.009,0.016,0.000,0.779,0.003,0.010,0.047,0.018,0.093,0.001,0.000,0.001,0.001
TCGA-91-6835-01A,0.005,0.049,0.035,0.004,0.048,0.001,0.412,0.062,0.059,0.092,0.022,0.190,0.010,0.000,0.007,0.003
TCGA-L9-A50W-01A,0.020,0.000,0.016,0.001,0.000,0.000,0.668,0.069,0.046,0.054,0.008,0.103,0.011,0.000,0.002,0.001
TCGA-86-7713-01A,0.016,0.000,0.004,0.001,0.006,0.000,0.845,0.007,0.043,0.011,0.037,0.028,0.000,0.000,0.001,0.000
TCGA-50-5044-01A,0.018,0.000,0.017,0.011,0.000,0.000,0.592,0.047,0.093,0.112,0.020,0.089,0.000,0.000,0.001,0.000
TCGA-97-7941-01A,0.002,0.003,0.014,0.002,0.008,0.000,0.641,0.033,0.075,0.081,0.027,0.096,0.016,0.000,0.001,0.001
TCGA-86-7714-01A,0.000,0.000,0.004,0.001,0.000,0.000,0.677,0.097,0.025,0.054,0.002,0.125,0.011,0.000,0.001,0.002
TCGA-62-8402-01A,0.024,0.000,0.057,0.035,0.024,0.000,0.706,0.015,0.029,0.020,0.004,0.079,0.000,0.000,0.006,0.000
TCGA-78-7162-01A,0.015,0.005,0.026,0.000,0.011,0.000,0.580,0.034,0.129,0.042,0.052,0.092,0.007,0.004,0.001,0.001
TCGA-49-AAR0-01A,0.016,0.010,0.018,0.005,0.008,0.000,0.625,0.033,0.047,0.049,0.029,0.153,0.003,0.000,0.002,0.001
TCGA-35-4122-01A,0.028,0.000,0.015,0.014,0.004,0.000,0.569,0.011,0.022,0.076,0.008,0.245,0.003,0.001,0.001,0.003
TCGA-55-7726-01A,0.014,0.000,0.008,0.004,0.000,0.000,0.487,0.029,0.044,0.328,0.025,0.052,0.001,0.000,0.006,0.001
TCGA-62-A46Y-01A,0.010,0.000,0.007,0.008,0.013,0.000,0.649,0.059,0.036,0.018,0.014,0.178,0.003,0.000,0.003,0.001
TCGA-55-6980-01A,0.009,0.000,0.027,0.000,0.014,0.000,0.411,0.101,0.051,0.195,0.025,0.157,0.006,0.000,0.003,0.001
TCGA-05-4430-01A,0.012,0.000,0.011,0.000,0.011,0.000,0.521,0.045,0.087,0.148,0.028,0.125,0.007,0.000,0.003,0.001
TCGA-67-3772-01A,0.045,0.000,0.018,0.000,0.001,0.000,0.552,0.056,0.036,0.141,0.014,0.132,0.002,0.000,0.001,0.001
TCGA-MP-A4SY-01A,0.006,0.000,0.005,0.002,0.002,0.000,0.631,0.024,0.022,0.145,0.016,0.135,0.009,0.000,0.001,0.001
TCGA-78-7148-01A,0.009,0.000,0.010,0.012,0.001,0.000,0.772,0.013,0.045,0.045,0.016,0.072,0.000,0.000,0.003,0.001
TCGA-35-3615-01A,0.014,0.000,0.005,0.000,0.000,0.000,0.798,0.011,0.021,0.027,0.019,0.104,0.000,0.000,0.001,0.000
TCGA-55-A493-01A,0.017,0.006,0.008,0.034,0.022,0.000,0.639,0.065,0.019,0.062,0.013,0.104,0.007,0.000,0.002,0.002
TCGA-49-6744-01A,0.026,0.001,0.035,0.008,0.009,0.000,0.404,0.073,0.075,0.155,0.024,0.178,0.005,0.000,0.003,0.002
TCGA-49-4494-01A,0.009,0.000,0.007,0.007,0.007,0.000,0.783,0.025,0.022,0.028,0.007,0.102,0.001,0.000,0.001,0.001
TCGA-78-7143-01A,0.001,0.005,0.019,0.006,0.001,0.000,0.698,0.074,0.021,0.033,0.006,0.128,0.006,0.000,0.001,0.001
TCGA-99-AA5R-01A,0.027,0.031,0.024,0.001,0.024,0.000,0.247,0.069,0.212,0.091,0.080,0.171,0.008,0.008,0.004,0.002
TCGA-55-8085-01A,0.034,0.012,0.022,0.028,0.000,0.000,0.674,0.009,0.026,0.032,0.019,0.140,0.000,0.000,0.002,0.001
TCGA-44-8117-01A,0.011,0.000,0.004,0.006,0.010,0.000,0.703,0.011,0.035,0.087,0.024,0.106,0.001,0.000,0.001,0.001
TCGA-55-8506-01A,0.016,0.000,0.003,0.013,0.005,0.000,0.699,0.019,0.025,0.087,0.010,0.116,0.003,0.000,0.001,0.003
TCGA-NJ-A7XG-01A,0.001,0.000,0.003,0.000,0.000,0.000,0.900,0.048,0.019,0.005,0.006,0.014,0.003,0.000,0.001,0.000
TCGA-05-4384-01A,0.005,0.000,0.014,0.000,0.003,0.000,0.653,0.017,0.082,0.036,0.044,0.137,0.006,0.001,0.003,0.000
TCGA-64-1679-01A,0.006,0.000,0.006,0.002,0.000,0.000,0.519,0.029,0.037,0.212,0.033,0.142,0.009,0.000,0.002,0.001
TCGA-73-4666-01A,0.000,0.000,0.012,0.048,0.018,0.000,0.658,0.002,0.020,0.034,0.004,0.200,0.000,0.000,0.003,0.001
TCGA-55-8616-01A,0.006,0.022,0.011,0.000,0.013,0.000,0.750,0.034,0.023,0.062,0.021,0.056,0.001,0.000,0.001,0.000
TCGA-38-6178-01A,0.010,0.001,0.016,0.000,0.010,0.000,0.583,0.036,0.064,0.165,0.023,0.082,0.007,0.000,0.003,0.000
TCGA-93-7348-01A,0.054,0.005,0.017,0.003,0.003,0.000,0.545,0.040,0.057,0.166,0.016,0.082,0.007,0.000,0.003,0.002
TCGA-55-1594-01A,0.046,0.000,0.016,0.003,0.015,0.000,0.717,0.013,0.035,0.058,0.011,0.076,0.001,0.000,0.008,0.000
TCGA-73-4658-01A,0.009,0.000,0.017,0.003,0.003,0.000,0.420,0.054,0.076,0.180,0.039,0.194,0.002,0.000,0.001,0.002
TCGA-80-5607-01A,0.012,0.000,0.013,0.020,0.009,0.000,0.693,0.050,0.037,0.053,0.014,0.092,0.005,0.000,0.001,0.001
TCGA-55-8505-01A,0.020,0.000,0.003,0.002,0.000,0.000,0.675,0.002,0.039,0.165,0.022,0.063,0.003,0.000,0.006,0.001
TCGA-MP-A4T4-01A,0.053,0.000,0.012,0.053,0.023,0.000,0.454,0.048,0.033,0.124,0.021,0.171,0.003,0.000,0.002,0.002
TCGA-49-4506-01A,0.045,0.000,0.003,0.010,0.013,0.000,0.802,0.014,0.013,0.022,0.006,0.066,0.000,0.000,0.004,0.001
TCGA-97-8172-01A,0.024,0.048,0.025,0.001,0.030,0.000,0.420,0.055,0.082,0.125,0.047,0.125,0.014,0.000,0.003,0.002
TCGA-O1-A52J-01A,0.002,0.000,0.014,0.003,0.004,0.000,0.577,0.073,0.015,0.035,0.015,0.252,0.007,0.000,0.001,0.003
TCGA-78-7537-01A,0.054,0.000,0.008,0.000,0.000,0.000,0.694,0.027,0.037,0.082,0.004,0.092,0.000,0.000,0.000,0.000
TCGA-73-4662-01A,0.034,0.015,0.040,0.000,0.017,0.000,0.590,0.049,0.039,0.070,0.014,0.129,0.001,0.000,0.001,0.001
TCGA-62-8398-01A,0.012,0.000,0.020,0.003,0.000,0.000,0.723,0.020,0.038,0.089,0.012,0.075,0.002,0.000,0.005,0.001
TCGA-49-AAQV-01A,0.016,0.017,0.021,0.016,0.001,0.000,0.739,0.025,0.021,0.032,0.010,0.090,0.002,0.000,0.006,0.002
TCGA-55-8621-01A,0.040,0.000,0.023,0.001,0.017,0.000,0.347,0.026,0.115,0.097,0.038,0.263,0.012,0.011,0.004,0.007
TCGA-53-7626-01A,0.020,0.012,0.025,0.008,0.019,0.000,0.402,0.070,0.107,0.119,0.035,0.163,0.009,0.001,0.004,0.005
TCGA-44-7669-01A,0.017,0.011,0.019,0.010,0.016,0.000,0.642,0.021,0.060,0.044,0.023,0.121,0.005,0.000,0.010,0.001
TCGA-93-8067-01A,0.008,0.000,0.005,0.004,0.001,0.000,0.807,0.011,0.046,0.035,0.019,0.062,0.000,0.000,0.000,0.001
TCGA-97-A4M2-01A,0.034,0.001,0.018,0.002,0.021,0.000,0.389,0.055,0.084,0.052,0.029,0.288,0.011,0.005,0.007,0.003
TCGA-05-4425-01A,0.004,0.000,0.019,0.011,0.000,0.000,0.542,0.060,0.036,0.153,0.001,0.169,0.002,0.000,0.001,0.001
TCGA-69-7763-01A,0.018,0.000,0.011,0.000,0.001,0.000,0.564,0.018,0.099,0.161,0.038,0.085,0.004,0.000,0.001,0.000
TCGA-86-8056-01A,0.014,0.002,0.015,0.001,0.012,0.000,0.628,0.045,0.064,0.057,0.019,0.121,0.013,0.001,0.003,0.003
TCGA-50-5931-01A,0.009,0.000,0.004,0.001,0.007,0.000,0.781,0.007,0.028,0.118,0.025,0.015,0.000,0.000,0.004,0.000
TCGA-55-8512-01A,0.013,0.000,0.002,0.001,0.006,0.000,0.693,0.022,0.077,0.046,0.034,0.073,0.010,0.006,0.011,0.004
TCGA-75-7025-01A,0.024,0.021,0.018,0.001,0.018,0.000,0.461,0.100,0.068,0.137,0.025,0.114,0.008,0.001,0.001,0.002
TCGA-50-5930-01A,0.068,0.003,0.017,0.001,0.009,0.000,0.531,0.014,0.042,0.172,0.017,0.119,0.000,0.000,0.007,0.001
