,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-BP-4766-01A,0.003,0.000,0.001,0.000,0.001,0.002,0.421,0.000,0.255,0.003,0.125,0.168,0.005,0.008,0.009,0.000
TCGA-A3-3352-01A,0.001,0.000,0.005,0.000,0.000,0.027,0.398,0.003,0.270,0.005,0.097,0.166,0.006,0.018,0.004,0.000
TCGA-G6-A8L7-01A,0.003,0.000,0.001,0.004,0.001,0.000,0.644,0.000,0.062,0.001,0.210,0.066,0.000,0.004,0.003,0.000
TCGA-A3-A6NN-01A,0.000,0.000,0.012,0.000,0.006,0.000,0.277,0.006,0.332,0.075,0.091,0.165,0.005,0.023,0.008,0.000
TCGA-T7-A92I-01A,0.001,0.000,0.002,0.000,0.011,0.000,0.562,0.001,0.061,0.004,0.022,0.334,0.001,0.000,0.002,0.000
TCGA-B0-5713-01A,0.000,0.000,0.001,0.006,0.011,0.000,0.334,0.000,0.366,0.002,0.151,0.119,0.002,0.006,0.001,0.000
TCGA-CZ-4860-01A,0.000,0.000,0.006,0.000,0.010,0.000,0.557,0.000,0.029,0.153,0.016,0.223,0.001,0.000,0.004,0.000
TCGA-A3-3351-01A,0.001,0.001,0.014,0.000,0.068,0.000,0.239,0.032,0.231,0.035,0.122,0.224,0.012,0.000,0.020,0.000
TCGA-B8-4148-01A,0.005,0.000,0.005,0.036,0.074,0.000,0.260,0.028,0.248,0.005,0.118,0.196,0.006,0.007,0.012,0.001
TCGA-BP-4345-01A,0.003,0.000,0.015,0.000,0.015,0.000,0.001,0.009,0.241,0.241,0.274,0.188,0.007,0.005,0.002,0.000
TCGA-BP-5010-01A,0.000,0.000,0.001,0.001,0.015,0.000,0.128,0.003,0.248,0.129,0.377,0.097,0.000,0.000,0.000,0.000
TCGA-BP-4325-01A,0.000,0.000,0.000,0.004,0.046,0.000,0.429,0.000,0.185,0.000,0.073,0.252,0.001,0.000,0.008,0.000
