"","Cancer Cells","B Cells","T Cells","Myeloid cells","Mast Cells","Fibroblasts","Endothelial Cells"
"TCGA.KL.8325.01A",0.832271227971296,0,0,0,0,0.000180598357605032,0.167548173671099
"TCGA.KO.8411.01A",0.760527308092303,0,0,0,0,0.000910989051483972,0.238561702856213
"TCGA.KL.8331.01A",0.917144965959035,0,0,0,0,0.00169508251870544,0.0811599515222597
"TCGA.KO.8409.01A",0.954273750141014,0,0,0,0,0.000390371036956024,0.0453358788220299
"TCGA.KM.8439.01A",0.894046947155571,0,0,0,0,0.00435035659986156,0.101602696244567
"TCGA.KN.8423.01A",0.543205598296787,0,0,0,0,0.0274448489859052,0.429349552717308
"TCGA.KL.8339.01A",0.476406685332667,0,0,0,0,0.020505988368243,0.50308732629909
"TCGA.KN.8434.01A",0.378346502531674,0,0,0,0,0.0243801799715306,0.597273317496795
"TCGA.KL.8342.01A",0.40098983424456,0,0,0,0,0.0229657219515676,0.576044443803873
"TCGA.KN.8428.01A",0.528105206047683,0,0,0,0,0.130515037161585,0.341379756790732
"TCGA.KO.8416.01A",0.577582867776491,0,0,0,0,0.0155845066039664,0.406832625619543
"TCGA.KL.8344.01A",0.122426640273247,0,0,0,0,0.0603622105831615,0.817211149143591
"TCGA.KM.8441.01A",0.790426213732666,0,0,0,0,0.0366423761123868,0.172931410154948
"TCGA.KM.8442.01A",0.776216687432918,0,0,0,0,0.031626443602724,0.192156868964358
"TCGA.KL.8346.01A",0.89894103324726,0,0,0,0,0.00695591085447683,0.094103055898263
"TCGA.KL.8341.01A",0.387782634792116,0,0,0,0,0.0311605715277948,0.58105679368009
"TCGA.KL.8330.01A",0.539067407429732,0,0,0,0,0.0113301578815795,0.449602434688688
"TCGA.KN.8431.01A",0.901131735958465,0,0,0,0,0,0.0988682640415352
"TCGA.KO.8403.01A",0.399012304952659,0,0,0.0291004706759303,0,0.00995447461632882,0.561932749755082
"TCGA.KO.8405.01A",0.28129433961616,0,0,0.199422035302239,0,0.117019320282285,0.402264304799316
"TCGA.KN.8435.01A",0.724150511518376,0,0,0,0,0.0338318857397258,0.242017602741898
"TCGA.KN.8419.01A",0.785399207831497,0,0,0,0,0.00377514084308798,0.210825651325415
"TCGA.KL.8337.01A",0.874729869446832,0,0,0,0,0.00330254826944123,0.121967582283727
"TCGA.KL.8332.01A",0.753530857497189,0,0,0,0,0,0.246469142502811
"TCGA.KO.8413.01A",0.239087856608699,0,0,0.0539093840742653,0,0.0212635942915178,0.685739165025518
"TCGA.KM.8443.01A",0.948686105913049,0,0,0,0,0,0.0513138940869513
"TCGA.KL.8333.01A",0.202010484069165,0,0,0.00865578809387468,0,0.12822760226488,0.66110612557208
"TCGA.KL.8334.01A",0.332943909636238,0,0,0,0,0.0688529059811209,0.598203184382641
"TCGA.KN.8427.01A",0,0,0.0025601511873574,0.0112349662128598,0,0.609501166512331,0.376703716087452
"TCGA.KL.8338.01A",0.756188890576535,0,0,0,0,0.00923372207937059,0.234577387344095
"TCGA.KN.8432.01A",0.387241001558883,0,0,0,0,0.00850700480585743,0.604251993635259
"TCGA.KO.8410.01A",0.784424018352751,0,0,0,0,0.000875757537441957,0.214700224109807
"TCGA.KN.8437.01A",0.827903832446412,0,0,0,0,0.0118745641087126,0.160221603444876
"TCGA.KN.8430.01A",0.321406871236837,0,0,0.00637253399346287,0,0.0912881070982479,0.580932487671452
"TCGA.KM.8477.01A",0.431901824881083,0,0,0.00208723012202167,0,0.0178765670084019,0.548134377988494
"TCGA.KO.8414.01A",0.414693839064998,0,0,0,0,0.0163435298745448,0.568962631060458
"TCGA.KL.8323.01A",0.331670513023265,0,0,0,0,0.0386836425632308,0.629645844413505
"TCGA.KL.8328.01A",0.883541036787719,0,0,0,0,0,0.116458963212281
"TCGA.KN.8426.01A",0.416815406429075,0,0,0.0262544822237608,0,0.00750629307308435,0.549423818274079
"TCGA.KL.8336.01A",0.293747912376938,0,0,0.00313421709969718,0,0.0240673385588047,0.67905053196456
"TCGA.KL.8329.01A",0.318021724551726,0,0,0.0376790597702257,0,0.0606557309972016,0.583643484680846
"TCGA.KN.8429.01A",0.839215161393735,0,0,0,0,0.0125307030778276,0.148254135528438
"TCGA.KL.8326.01A",0.620695088848815,0,0,0,0,0.0151823536144872,0.364122557536698
"TCGA.KN.8425.01A",0.350118307275741,0,0,0.0420101157238568,0,0.0042900253310757,0.603581551669327
"TCGA.KL.8327.01A",0.833047012939721,0,0,0,0,0,0.166952987060279
"TCGA.KL.8343.01A",0.774886145671404,0,0,0,0,0.0181851822649066,0.206928672063689
"TCGA.KL.8324.01A",0.530979273090576,0,0,0,0,0.0183075075939462,0.450713219315478
"TCGA.KN.8433.01A",0.774633011097656,0,0,0,0,0.0218689217903542,0.20349806711199
"TCGA.KO.8417.01A",0.748493284590837,0,0,0,0,0.000794957180884929,0.250711758228278
"TCGA.KM.8639.01A",0.259698548850186,0,0,0.0878959852280644,0.000767722178891809,0.00340703828762011,0.648230705455238
"TCGA.KL.8340.01A",0.772286952307544,0,0,0,0,0.0101590525197558,0.2175539951727
"TCGA.KO.8404.01A",0.0349943603714984,0,0,0.117137859184495,0,0.713459330880528,0.134408449563479
"TCGA.KM.8440.01A",0.853422601352591,0,0,0,0,0,0.146577398647409
"TCGA.KN.8436.01A",0.848960852872559,0,0,0,0,0.00942053590782367,0.141618611219617
"TCGA.KN.8424.01A",0.361794067657946,0,0,0.00505035533879914,0,0.0408835976566567,0.592271979346598
"TCGA.KO.8406.01A",0.798407899900507,0,0,0,0,0.0100666192636777,0.191525480835815
"TCGA.KM.8438.01A",0.688493415632453,0,0,0,0,0.0147041735245777,0.296802410842969
"TCGA.KN.8418.01A",0.301371626158995,0,0,0,0,0.0398600377059278,0.658768336135078
"TCGA.KL.8335.01A",0.424952578376372,0,0,0,0,0.15350653636605,0.421540885257578
"TCGA.KL.8345.01A",0.408985403004141,0,0,0,0,0.00679978145212068,0.584214815543738
"TCGA.KO.8407.01A",0.705659552170827,0,0,0,0,0.00135636136883002,0.292984086460343
"TCGA.KN.8421.01A",0.907753756995779,0,0,0,0,0.00340959191206831,0.0888366510921521
"TCGA.KO.8415.01A",0.53551109799801,0,0,0.00421924038651062,0,0.0192138525154359,0.441055809100043
"TCGA.KM.8476.01A",0.832779328640807,0,0,0,0,0.00947118674273451,0.157749484616459
"TCGA.KO.8408.01A",0.793580593220322,0,0,0,0,0.0419341629630793,0.164485243816599
