"","Cancer Cells","B Cells","T Cells","Myeloid cells","Mast Cells","Fibroblasts","Endothelial Cells"
"TCGA.C8.A278.01A",0.077503650526478,0.00110759325763882,0.00323270331275264,0.0405618426522856,0.000546437580122311,0.388738961934367,0.488308810736356
"TCGA.A7.A425.01A",0.145710075466221,0,0,0.000829486083525948,0,0.521298916339179,0.332161522111074
"TCGA.E2.A15H.01A",0.31582109557424,0,0,0,0,0.491544378930357,0.192634525495403
"TCGA.A8.A06N.01A",0.364433457920672,0,0,0,0,0.0192862685213589,0.616280273557969
"TCGA.E2.A570.01A",0.151913881229997,0,0,0,2.15292585105889e-05,0.690190267571508,0.157874321939984
"TCGA.BH.A1FL.01A",0.130333152581205,0,0,0,0,0.653738998598892,0.215927848819903
"TCGA.E2.A56Z.01A",0.256374405502274,0,0,0,0,0.330168210579169,0.413457383918556
"TCGA.E9.A1RI.01A",0.0271174419822336,0,0,0,0.000365161242418257,0.787629313791519,0.184888082983829
"TCGA.BH.A0DP.01A",0.0794899070987737,0,0,0.0105280074182741,0,0.59848209507016,0.311499990412792
"TCGA.AR.A0U3.01A",0.327297620901016,0,0,0,0,0.266403602243159,0.406298776855825
"TCGA.BH.A18L.01A",0.338977423433957,0,0,0,0,0.0655403654658848,0.595482211100158
"TCGA.A7.A3J1.01A",0.0343862683786784,0.000667673113177994,0,0.0176572056663646,0.00098863531676315,0.407315627886631,0.538984589638385
"TCGA.AC.A6IW.01A",0.19743169105585,0,0,0.0937356373316595,0,0.145450659764289,0.563382011848201
"TCGA.AC.A3YI.01A",0.0811031225076098,0,0,0,0,0.749592956039105,0.169303921453285
"TCGA.D8.A1XG.01A",0.11437046615675,0,0,0,0,0.490185493773953,0.395444040069297
"TCGA.A8.A082.01A",0.329651598335655,0,0,0,0,0.266063244926653,0.404285156737693
"TCGA.OL.A5RU.01A",0.0227215290240319,0,0,0.00422749129875647,0.000239311643533665,0.730219737111953,0.242591930921725
"TCGA.BH.A0HA.01A",0.100924665895804,0,0,0.0015088075455701,0,0.660315858423198,0.237250668135428
"TCGA.A2.A3XS.01A",0.154151284664684,0.00309491435739299,0,0.00714424970730364,0,0.467900838534526,0.367708712736093
"TCGA.A2.A0ES.01A",0.0968003323083999,0,0,0,8.91747708994986e-05,0.584382150245167,0.318728342675533
"TCGA.B6.A0RN.01A",0.128707614429882,0,0,0,0.000224324126695192,0.693041098094378,0.178026963349044
"TCGA.BH.A2L8.01A",0.00721019304155381,0,0,0.0423378424719406,0.00289412285227946,0.550796085826143,0.396761755808083
"TCGA.E2.A108.01A",0,0,0,0.0647130838834767,0.00385616011131966,0.490474396160992,0.440956359844212
"TCGA.AN.A046.01A",0.110367080321181,0.00186286854950257,0.000709604627955567,0.0160450022229006,0,0.533211516160692,0.337803928117768
"TCGA.E2.A576.01A",0.182833726039725,0.0034326509597584,0,0,0.00948457082161305,0.538443133918013,0.265805918260891
"TCGA.A2.A3XX.01A",0.0903228810781354,0.00396223913650074,0.000911450945055513,0.0115674566771131,0,0.351644692951068,0.541591279212128
"TCGA.C8.A137.01A",0.320535088790271,0,0,0,0,0.470382800170228,0.209082111039501
"TCGA.A7.A4SC.01A",0.168393499560508,0,0,0,0,0.526822407024329,0.304784093415163
"TCGA.E2.A15M.01A",0.0397268237954484,0,0,0.0155958551597994,0,0.334221496533486,0.610455824511266
"TCGA.A8.A08I.01A",0.0321173676579785,0,0.00488185401933311,0.0850305454704606,0,0.132543313076901,0.745426919775327
"TCGA.AC.A2FF.01A",0.0332537914434259,0,0,0,0.000454206051022978,0.63631109546892,0.329980907036631
"TCGA.E2.A1L6.01A",0.0601579251135903,0.00179117187827411,0,0.000155287142204907,0,0.530771513500691,0.40712410236524
"TCGA.A7.A13E.01B",0.0809443845561385,0,0,0.00134232790709844,0.00128318408177165,0.190897720526478,0.725532382928513
"TCGA.AR.A24S.01A",0.0910300895796875,0,0,0.0415184400807263,0,0.494631234891844,0.372820235447742
"TCGA.E2.A155.01A",0.406234675988947,0,0,0,0,0.232326796750246,0.361438527260807
"TCGA.C8.A12M.01A",0.312479727256372,0,0,0,0,0.134503246092442,0.553017026651186
"TCGA.E2.A14W.01A",0.686562040156877,0,0,0,0,0.200460307850091,0.112977651993031
"TCGA.B6.A0RQ.01A",0.165125308548351,0,0,0,0,0.458831710096172,0.376042981355477
"TCGA.EW.A1IW.01A",0.109674875801615,0.00205151379200734,0.00110846528427031,0,0,0.488456986285592,0.398708158836515
"TCGA.A1.A0SM.01A",0.0885711752781655,0,0,0.00273119733871106,0,0.591719043082197,0.316978584300927
"TCGA.E9.A1R6.01A",0.243397259497739,0,0,0,0,0.513802809783485,0.242799930718775
"TCGA.A2.A0CQ.01A",0.36315364669596,0,0,0.0158859205855602,0,0.304459775957171,0.316500656761309
"TCGA.OL.A5D7.01A",0.187654586930827,0.00335265429836265,0.00156625932338743,0.0491937260747564,0,0.137281665418698,0.620951107953969
"TCGA.D8.A143.01A",0.0778159513320496,0,0.00488429790262232,0.00135591735298843,0,0.260654302138325,0.655289531274015
"TCGA.C8.A138.01A",0.221837810763205,0,0,0.0224243784284558,0.000176734440963921,0.377986064003131,0.377575012364244
"TCGA.E2.A14Q.01A",0.426928544682982,0,0,0,0,0.408479419118764,0.164592036198254
