"","Cancer Cells","B Cells","T Cells","Myeloid cells","Mast Cells","Fibroblasts","Endothelial Cells"
"TCGA.V1.A9OF.01A",0.366449374748743,0,0,0,0,0.156030680487126,0.477519944764132
"TCGA.ZG.A8QX.01A",0.253621083371484,0,0,0,0,0.345368662182649,0.401010254445867
"TCGA.YL.A8SC.01A",0.0862120158222335,0.00408246567830149,0,0.00149932334307156,0,0.283675042274262,0.624531152882132
"TCGA.HC.7817.01B",0.117719896673788,0,0,0,0,0.369365940557724,0.512914162768488
"TCGA.KC.A7F6.01A",0.3433814192749,0.00138043455868982,0,0,0,0.281106746160432,0.374131400005978
"TCGA.KK.A7B4.01A",0.443020596553697,0,0,0,0,0.256945931038466,0.300033472407837
"TCGA.G9.6366.01A",0.498681879241798,0,0,0,0,0.101447466058144,0.399870654700058
"TCGA.KK.A59X.01A",0.302011602052334,0,0,0,0,0.362052571307641,0.335935826640025
"TCGA.HC.A6AN.01A",0.317410707203691,0,0,0,0,0.327030780524683,0.355558512271626
"TCGA.G9.6498.01A",0.550258656781702,0,0,0,0,0.212414004997379,0.237327338220918
"TCGA.J4.AATZ.01A",0.452157651290512,0.00019276289773546,0,0,0,0.142641139163839,0.405008446647914
"TCGA.EJ.7317.01A",0.315807297632998,0,0,0,0,0.256395955515656,0.427796746851346
"TCGA.SU.A7E7.01A",0.337983537329373,0,0,0,0,0.289194016438197,0.37282244623243
"TCGA.XJ.A83F.01A",0.386298394084609,0,0,0,0,0.28165891375816,0.332042692157231
"TCGA.2A.AAYO.01A",0.31324363907786,0.00327881567305888,0,0,0.000823560789274201,0.295655760554557,0.38699822390525
"TCGA.EJ.A46B.01A",0.229705427874183,0,0,0,0,0.291547661699922,0.478746910425895
"TCGA.QU.A6IN.01A",0.121722512302107,0.637475265314885,0,0,0,0.139815423524306,0.100986798858702
"TCGA.KK.A59Z.01A",0.432645349641081,0,0,0,0,0.286076971620968,0.281277678737951
"TCGA.XK.AAJT.01A",0.318533569827838,0,0,0,0,0.289134618860751,0.392331811311411
"TCGA.EJ.7125.01A",0.102496267225518,0,0,0,0,0.410378965105806,0.487124767668676
"TCGA.J9.A52C.01A",0.219616982628898,0,0,0,0,0.411274580060246,0.369108437310856
"TCGA.YL.A8HL.01A",0.366011828354434,0,0,0,0,0.142179957627193,0.491808214018374
"TCGA.ZG.A9LZ.01A",0.301562451208124,0,0,0,0,0.287757918925526,0.41067962986635
"TCGA.J9.A8CP.01A",0.275235867096143,0,0,0,0.0199405251729226,0.306371584126034,0.3984520236049
"TCGA.FC.A6HD.01A",0.182382172846976,0.53542806055818,0,0,0,0.118743109190873,0.163446657403971
"TCGA.G9.6351.01A",0.276625045565351,0,0,0,0,0.305803983747105,0.417570970687544
"TCGA.EJ.5532.01A",0.161059133936723,0,0,0,0,0.434335931340162,0.404604934723115
"TCGA.EJ.5525.01A",0.0582689021303771,0,0,0,0,0.619444343788701,0.322286754080922
"TCGA.ZG.A9L9.01A",0.308567500453625,0,0,0,0,0.490094854072993,0.201337645473382
"TCGA.EJ.A65F.01A",0.162851550441305,0.00297023932232224,0.000952453020792285,0,0.000698069905051988,0.388919874343052,0.443607812967476
"TCGA.2A.A8VX.01A",0.610473781053898,0,0,0,0,0.216573635636798,0.172952583309304
"TCGA.KK.A8I4.01A",0.07488983971667,0,0,6.39956813338913e-05,0,0.356116621441542,0.568929543160454
"TCGA.KK.A8IA.01A",0.404488436376309,0,0,0,0,0.204254749155546,0.391256814468145
"TCGA.Y6.A9XI.01A",0.239963651844444,0,0,0,0,0.251568640648006,0.50846770750755
"TCGA.VN.A88I.01A",0.0394206058407181,0,0,0,0,0.630647251077486,0.329932143081796
"TCGA.M7.A71Z.01A",0.808839377216557,0,0,0,0,0.071060949504806,0.120099673278637
"TCGA.EJ.A46E.01A",0.142810379441645,0,0,0,0,0.411692288997589,0.445497331560766
"TCGA.CH.5788.01A",0.435416761833124,0,0,0,0,0.230143896450555,0.334439341716321
"TCGA.KK.A7AU.01A",0.188657807175426,0,0,0,0,0.111796977874865,0.699545214949708
"TCGA.EJ.5531.01A",0.125724764839443,0,0,0,0,0.33324525556623,0.541029979594327
"TCGA.VN.A88K.01A",0.0888573426714743,0,0,0,0,0.370933134085115,0.54020952324341
"TCGA.VN.A88M.01A",0.62617926309767,0,0,0,0,0.148716932543743,0.225103804358587
"TCGA.EJ.5506.01A",0.288905826929891,0,0.00238997904453932,0,0,0.153102501680414,0.555601692345155
"TCGA.XK.AAJU.01A",0.246088480627404,0,0,0,0,0.277403939449774,0.476507579922822
"TCGA.YL.A8SI.01A",0.175726762664878,0,0,0,0,0.480110762801567,0.344162474533555
"TCGA.G9.6499.01A",0.286871029413646,0,0,0,0,0.266383077418919,0.446745893167435
