"","Cancer Cells","B Cells","T Cells","Myeloid cells","Mast Cells","Fibroblasts","Endothelial Cells"
"TCGA.OR.A5LO.01A",0.771442857431497,0,0,0,0,0.0461820791599545,0.182375063408549
"TCGA.P6.A5OG.01A",0.0356597330293709,0,0,0.0566442810063133,0,0.355644702297274,0.552051283667042
"TCGA.OR.A5J6.01A",0.474017704417984,0,0,0.0981011676020568,0,0.02079637213263,0.407084755847329
"TCGA.OR.A5LT.01A",0.32490375518077,0,0,0,0,0.0750031332628413,0.600093111556389
"TCGA.OR.A5JY.01A",0.175114568537834,0,0,0.00172518902822093,0.000439837139539322,0.0695158429877909,0.753204562306614
"TCGA.OR.A5JV.01A",0.313990579956155,0,0,0.0780923948140313,0,0.0397833416974867,0.568133683532327
"TCGA.OR.A5JT.01A",0.539771838352424,0,0,0,0,0.059591853300972,0.400636308346604
"TCGA.OR.A5KX.01A",0.25871284788792,0,0,0,0,0.0965078389160625,0.644779313196018
"TCGA.OR.A5K3.01A",0.706575034398837,0,0,0.000654050165888792,0,0.0479110754480177,0.244859839987257
"TCGA.OR.A5JZ.01A",0.250558317871437,0,0,0,0,0.105477861824228,0.643963820304335
"TCGA.OR.A5LC.01A",0.515259580937804,0,0,0,0,0.234880302980209,0.249860116081987
"TCGA.OR.A5LH.01A",0.242785714781418,0,0,0.0348654142882911,0,0.0488124942719477,0.673536376658343
"TCGA.OR.A5LM.01A",0.31838947801491,0,0,0,0,0.0396740128166936,0.641936509168396
"TCGA.OR.A5J5.01A",0.927351468134883,0,0,0,0,0.015353276338071,0.0572952555270463
"TCGA.P6.A5OF.01A",0.107421428851921,0,0,0,0,0.316798804699112,0.575779766448967
"TCGA.OR.A5LD.01A",0.917008231430003,0,0,0,0,0.0279492094136948,0.055042559156302
"TCGA.OR.A5L3.01A",0.935447743894685,0,0,0,0,0.025424026994235,0.0391282291110798
"TCGA.OR.A5LK.01A",0.496003910637573,0,0,0.0702261436619481,8.01711119445472e-05,0.0552695934683499,0.378420181120185
"TCGA.OR.A5LG.01A",0.648530596786804,0,0,0,0,0.137406075301153,0.214063327912043
"TCGA.OR.A5KO.01A",0.123253675419901,0,0,0,0,0.224596842873161,0.652149481706938
"TCGA.OR.A5JJ.01A",0.207961550813601,0,0,0,0,0.171764216073037,0.620274233113362
