,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-CV-5442-01A,0.000,0.000,0.000,0.002,0.000,0.000,0.009,0.007,0.000,0.000,0.001,0.000,0.000,0.003,0.007,0.971,0.971
TCGA-CR-7392-01A,0.039,0.005,0.032,0.004,0.020,0.000,0.033,0.077,0.168,0.042,0.038,0.002,0.000,0.011,0.002,0.526,0.526
TCGA-UF-A71A-01A,0.001,0.000,0.000,0.002,0.001,0.000,0.005,0.033,0.114,0.036,0.034,0.000,0.000,0.002,0.000,0.771,0.771
TCGA-CN-A642-01A,0.000,0.000,0.008,0.039,0.000,0.000,0.014,0.040,0.042,0.012,0.034,0.000,0.000,0.001,0.000,0.810,0.810
TCGA-CV-A45U-01A,0.002,0.000,0.018,0.016,0.007,0.000,0.007,0.012,0.029,0.001,0.011,0.001,0.000,0.006,0.000,0.891,0.891
TCGA-CN-6012-01A,0.034,0.000,0.016,0.008,0.008,0.000,0.015,0.039,0.050,0.013,0.043,0.000,0.000,0.012,0.000,0.763,0.763
TCGA-CV-A45W-01A,0.088,0.005,0.014,0.006,0.018,0.000,0.013,0.036,0.056,0.022,0.076,0.000,0.004,0.006,0.001,0.654,0.654
TCGA-CV-A6K0-01B,0.002,0.000,0.038,0.002,0.019,0.000,0.074,0.070,0.142,0.038,0.021,0.000,0.001,0.014,0.001,0.576,0.576
TCGA-QK-A6VB-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.020,0.034,0.009,0.011,0.000,0.002,0.015,0.000,0.908,0.908
TCGA-CV-6959-01A,0.005,0.000,0.015,0.015,0.000,0.000,0.016,0.098,0.044,0.044,0.027,0.000,0.001,0.006,0.018,0.710,0.710
TCGA-HD-7832-01A,0.000,0.000,0.010,0.031,0.002,0.000,0.000,0.045,0.006,0.005,0.026,0.000,0.000,0.006,0.000,0.870,0.870
