,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-C5-A7UI-01A,0.058,0.001,0.048,0.033,0.000,0.000,0.732,0.015,0.044,0.008,0.018,0.029,0.000,0.001,0.011,0.000
TCGA-C5-A902-01A,0.000,0.000,0.003,0.156,0.000,0.000,0.735,0.009,0.045,0.002,0.011,0.024,0.001,0.012,0.003,0.000
TCGA-DS-A1OB-01A,0.001,0.000,0.010,0.002,0.000,0.000,0.885,0.000,0.026,0.001,0.003,0.072,0.000,0.000,0.000,0.000
TCGA-Q1-A6DW-01A,0.000,0.000,0.001,0.034,0.000,0.000,0.849,0.022,0.063,0.005,0.020,0.004,0.001,0.000,0.000,0.000
TCGA-EK-A2R7-01A,0.030,0.000,0.025,0.034,0.000,0.000,0.819,0.016,0.027,0.020,0.005,0.022,0.001,0.000,0.001,0.000
TCGA-C5-A7X8-01A,0.057,0.000,0.016,0.010,0.001,0.000,0.651,0.015,0.050,0.172,0.006,0.019,0.002,0.000,0.001,0.000
TCGA-Q1-A5R3-01A,0.003,0.000,0.016,0.012,0.001,0.000,0.916,0.009,0.016,0.005,0.001,0.013,0.002,0.001,0.007,0.000
TCGA-C5-A7X5-01A,0.000,0.000,0.008,0.000,0.000,0.000,0.947,0.000,0.028,0.004,0.000,0.012,0.000,0.000,0.000,0.000
TCGA-ZJ-A8QR-01A,0.004,0.000,0.000,0.002,0.000,0.000,0.906,0.007,0.040,0.005,0.003,0.015,0.001,0.000,0.014,0.000
TCGA-HM-A3JK-01A,0.011,0.000,0.023,0.001,0.000,0.000,0.587,0.040,0.075,0.203,0.019,0.039,0.002,0.000,0.000,0.000
TCGA-EA-A556-01A,0.003,0.000,0.003,0.014,0.002,0.000,0.817,0.002,0.021,0.107,0.013,0.012,0.002,0.000,0.002,0.000
TCGA-VS-A9V4-01A,0.003,0.000,0.000,0.011,0.000,0.000,0.947,0.005,0.010,0.003,0.012,0.000,0.001,0.000,0.007,0.001
TCGA-IR-A3L7-01A,0.000,0.000,0.000,0.015,0.000,0.000,0.947,0.003,0.009,0.020,0.005,0.000,0.000,0.000,0.001,0.000
TCGA-EK-A2RL-01A,0.000,0.000,0.000,0.028,0.000,0.000,0.931,0.000,0.017,0.014,0.000,0.007,0.000,0.000,0.001,0.000
TCGA-VS-A94X-01A,0.002,0.000,0.010,0.017,0.000,0.000,0.937,0.002,0.006,0.001,0.002,0.019,0.002,0.000,0.001,0.000
TCGA-VS-A9V3-01A,0.001,0.002,0.023,0.050,0.000,0.000,0.783,0.010,0.054,0.006,0.018,0.047,0.002,0.000,0.004,0.000
TCGA-EK-A2RO-01A,0.000,0.000,0.001,0.006,0.000,0.000,0.832,0.004,0.034,0.089,0.014,0.017,0.000,0.000,0.001,0.000
TCGA-JW-A5VJ-01A,0.001,0.001,0.005,0.013,0.002,0.000,0.888,0.002,0.041,0.001,0.002,0.040,0.001,0.000,0.003,0.001
TCGA-MA-AA42-01A,0.023,0.002,0.064,0.043,0.034,0.000,0.578,0.068,0.027,0.001,0.001,0.153,0.000,0.001,0.004,0.001
TCGA-C5-A1MK-01A,0.000,0.000,0.024,0.010,0.000,0.000,0.798,0.001,0.038,0.078,0.007,0.039,0.001,0.000,0.002,0.002
TCGA-UC-A7PG-01A,0.000,0.000,0.012,0.004,0.007,0.000,0.914,0.009,0.024,0.012,0.005,0.006,0.001,0.000,0.001,0.005
TCGA-VS-A9UH-01A,0.038,0.001,0.042,0.058,0.012,0.000,0.530,0.010,0.080,0.049,0.009,0.166,0.001,0.000,0.004,0.001
TCGA-4J-AA1J-01A,0.000,0.000,0.011,0.005,0.000,0.000,0.840,0.006,0.045,0.050,0.023,0.012,0.003,0.000,0.004,0.000
TCGA-C5-A1ME-01A,0.009,0.000,0.012,0.014,0.004,0.000,0.884,0.021,0.020,0.010,0.002,0.015,0.003,0.000,0.006,0.000
TCGA-C5-A8YR-01A,0.000,0.000,0.001,0.069,0.000,0.000,0.727,0.000,0.042,0.012,0.006,0.141,0.001,0.001,0.001,0.000
TCGA-EA-A5FO-01A,0.000,0.000,0.000,0.009,0.000,0.000,0.973,0.004,0.012,0.000,0.001,0.000,0.000,0.000,0.000,0.000
TCGA-MA-AA3Z-01A,0.001,0.000,0.020,0.075,0.001,0.000,0.781,0.034,0.042,0.000,0.009,0.034,0.001,0.000,0.002,0.000
TCGA-C5-A8XJ-01A,0.009,0.001,0.030,0.024,0.009,0.000,0.739,0.008,0.053,0.076,0.016,0.033,0.002,0.000,0.001,0.000
TCGA-R2-A69V-01A,0.008,0.001,0.033,0.061,0.025,0.000,0.554,0.058,0.039,0.014,0.007,0.189,0.001,0.000,0.009,0.001
TCGA-C5-A1BM-01A,0.008,0.000,0.020,0.020,0.000,0.000,0.718,0.037,0.034,0.001,0.002,0.158,0.000,0.000,0.001,0.000
TCGA-ZJ-AAXD-01A,0.000,0.001,0.002,0.014,0.004,0.000,0.834,0.007,0.035,0.074,0.028,0.001,0.000,0.000,0.001,0.000
