,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-BQ-7044-01A,0.000,0.000,0.000,0.001,0.001,0.000,0.864,0.000,0.007,0.000,0.001,0.124,0.000,0.000,0.000,0.000
TCGA-SX-A7SR-01A,0.000,0.000,0.000,0.000,0.004,0.000,0.751,0.001,0.016,0.000,0.002,0.204,0.016,0.000,0.006,0.000
TCGA-MH-A854-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.879,0.000,0.032,0.000,0.007,0.079,0.001,0.000,0.002,0.000
TCGA-B3-8121-01A,0.019,0.000,0.008,0.000,0.016,0.000,0.441,0.011,0.059,0.048,0.027,0.342,0.010,0.010,0.009,0.000
TCGA-2Z-A9JJ-01A,0.000,0.000,0.012,0.000,0.000,0.000,0.774,0.000,0.039,0.058,0.000,0.108,0.008,0.000,0.001,0.000
TCGA-B1-7332-01A,0.000,0.000,0.001,0.000,0.004,0.000,0.723,0.000,0.046,0.003,0.001,0.218,0.004,0.000,0.000,0.000
TCGA-WN-A9G9-01A,0.000,0.000,0.000,0.137,0.193,0.000,0.110,0.002,0.029,0.000,0.013,0.508,0.000,0.000,0.007,0.000
TCGA-A4-8310-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.839,0.000,0.002,0.001,0.002,0.155,0.000,0.000,0.000,0.000
TCGA-2Z-A9JT-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.655,0.000,0.020,0.000,0.007,0.316,0.000,0.000,0.001,0.000
TCGA-5P-A9K2-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.876,0.000,0.002,0.000,0.001,0.121,0.000,0.000,0.000,0.000
TCGA-4A-A93W-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.846,0.008,0.027,0.015,0.001,0.093,0.008,0.000,0.000,0.000
TCGA-DW-7837-01A,0.000,0.000,0.000,0.000,0.006,0.000,0.697,0.006,0.064,0.001,0.011,0.206,0.007,0.000,0.001,0.000
TCGA-A4-A5DU-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.857,0.000,0.003,0.000,0.001,0.138,0.001,0.000,0.000,0.000
TCGA-2Z-A9JI-01A,0.038,0.001,0.002,0.000,0.015,0.000,0.627,0.003,0.034,0.003,0.013,0.257,0.005,0.000,0.002,0.000
TCGA-BQ-7050-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.793,0.000,0.030,0.000,0.009,0.167,0.001,0.000,0.000,0.000
TCGA-BQ-5894-01A,0.005,0.000,0.010,0.006,0.010,0.000,0.564,0.010,0.092,0.104,0.068,0.127,0.004,0.000,0.000,0.001
TCGA-BQ-5879-01A,0.006,0.000,0.005,0.000,0.000,0.000,0.650,0.000,0.127,0.043,0.054,0.097,0.016,0.000,0.000,0.000
TCGA-AL-3472-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.902,0.000,0.012,0.007,0.002,0.070,0.005,0.000,0.002,0.000
TCGA-MH-A560-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.848,0.000,0.019,0.000,0.010,0.122,0.000,0.000,0.000,0.000
TCGA-BQ-5891-01A,0.000,0.000,0.001,0.000,0.005,0.000,0.857,0.000,0.027,0.004,0.002,0.099,0.004,0.000,0.000,0.000
TCGA-B9-A5W7-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.806,0.001,0.024,0.001,0.001,0.152,0.011,0.000,0.003,0.000
TCGA-UZ-A9PR-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.831,0.000,0.011,0.004,0.003,0.144,0.007,0.000,0.000,0.000
TCGA-B9-A69E-01A,0.000,0.000,0.004,0.000,0.016,0.000,0.437,0.001,0.089,0.012,0.060,0.375,0.001,0.000,0.005,0.000
TCGA-B3-4104-01A,0.001,0.000,0.000,0.000,0.000,0.001,0.840,0.005,0.061,0.008,0.058,0.019,0.006,0.000,0.000,0.000
TCGA-SX-A71R-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.877,0.000,0.019,0.000,0.001,0.096,0.005,0.000,0.001,0.000
TCGA-MH-A55Z-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.819,0.003,0.031,0.000,0.007,0.138,0.001,0.002,0.000,0.000
TCGA-UZ-A9PO-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.653,0.000,0.016,0.000,0.003,0.327,0.000,0.000,0.000,0.000
