,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-BP-4766-01A,0.001,0.003,0.000,0.000,0.000,0.011,0.000,0.210,0.003,0.122,0.125,0.001,0.009,0.001,0.007,0.506,0.506
TCGA-A3-3352-01A,0.000,0.000,0.001,0.001,0.000,0.022,0.001,0.214,0.011,0.088,0.088,0.000,0.022,0.000,0.002,0.551,0.551
TCGA-G6-A8L7-01A,0.004,0.000,0.004,0.004,0.012,0.000,0.000,0.013,0.002,0.093,0.007,0.001,0.004,0.000,0.000,0.857,0.857
TCGA-A3-A6NN-01A,0.000,0.000,0.012,0.000,0.000,0.014,0.001,0.293,0.090,0.064,0.141,0.002,0.028,0.000,0.002,0.353,0.353
TCGA-T7-A92I-01A,0.003,0.004,0.000,0.001,0.001,0.000,0.007,0.027,0.000,0.005,0.041,0.001,0.000,0.000,0.000,0.909,0.909
TCGA-B0-5713-01A,0.000,0.001,0.000,0.011,0.004,0.000,0.000,0.321,0.013,0.132,0.014,0.000,0.010,0.000,0.006,0.489,0.489
TCGA-CZ-4860-01A,0.000,0.000,0.006,0.000,0.013,0.000,0.000,0.023,0.163,0.005,0.153,0.000,0.000,0.000,0.000,0.637,0.637
TCGA-A3-3351-01A,0.001,0.002,0.022,0.028,0.036,0.000,0.019,0.175,0.041,0.093,0.101,0.006,0.001,0.008,0.001,0.467,0.467
TCGA-B8-4148-01A,0.007,0.004,0.009,0.055,0.026,0.000,0.024,0.194,0.008,0.115,0.065,0.002,0.014,0.000,0.001,0.476,0.476
TCGA-BP-4345-01A,0.000,0.000,0.024,0.001,0.014,0.001,0.000,0.199,0.211,0.293,0.186,0.004,0.005,0.000,0.004,0.058,0.058
TCGA-BP-5010-01A,0.000,0.000,0.005,0.008,0.013,0.000,0.000,0.176,0.200,0.312,0.013,0.000,0.001,0.000,0.001,0.272,0.272
TCGA-BP-4325-01A,0.001,0.001,0.000,0.005,0.032,0.000,0.000,0.149,0.001,0.079,0.056,0.000,0.007,0.000,0.000,0.670,0.670
TCGA-B0-5102-01A,0.002,0.000,0.001,0.001,0.013,0.000,0.000,0.143,0.016,0.066,0.035,0.000,0.007,0.000,0.000,0.715,0.715
TCGA-BP-5185-01A,0.001,0.000,0.000,0.000,0.006,0.000,0.000,0.027,0.000,0.092,0.003,0.000,0.001,0.000,0.000,0.869,0.869
TCGA-CZ-5986-01A,0.000,0.010,0.001,0.002,0.000,0.012,0.004,0.180,0.032,0.094,0.058,0.002,0.008,0.001,0.000,0.595,0.595
TCGA-CW-5590-01A,0.000,0.000,0.007,0.021,0.002,0.008,0.000,0.207,0.071,0.122,0.077,0.001,0.005,0.000,0.000,0.478,0.478
TCGA-CJ-4904-01A,0.000,0.000,0.000,0.001,0.020,0.001,0.003,0.354,0.038,0.189,0.076,0.002,0.004,0.000,0.001,0.311,0.311
TCGA-BP-4987-01A,0.000,0.001,0.000,0.001,0.023,0.000,0.000,0.266,0.021,0.126,0.079,0.002,0.018,0.000,0.000,0.463,0.463
TCGA-B0-4849-01A,0.000,0.000,0.012,0.002,0.005,0.000,0.003,0.232,0.002,0.238,0.042,0.005,0.010,0.000,0.028,0.422,0.422
TCGA-BP-4329-01A,0.000,0.000,0.001,0.001,0.005,0.016,0.008,0.238,0.052,0.149,0.086,0.002,0.006,0.000,0.004,0.432,0.432
TCGA-A3-3328-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.013,0.000,0.003,0.004,0.000,0.004,0.000,0.000,0.973,0.973
TCGA-CJ-5672-01A,0.011,0.000,0.008,0.039,0.033,0.000,0.045,0.151,0.032,0.081,0.149,0.003,0.001,0.000,0.000,0.448,0.448
TCGA-B0-5104-01A,0.000,0.000,0.000,0.001,0.000,0.003,0.000,0.199,0.006,0.120,0.007,0.000,0.003,0.005,0.014,0.640,0.640
TCGA-CW-6097-01A,0.012,0.031,0.024,0.001,0.022,0.014,0.045,0.187,0.101,0.101,0.184,0.003,0.000,0.000,0.000,0.272,0.272
TCGA-B0-4700-01A,0.012,0.000,0.026,0.022,0.032,0.000,0.008,0.115,0.151,0.117,0.120,0.002,0.002,0.000,0.003,0.391,0.391
TCGA-B0-5095-01A,0.003,0.000,0.015,0.001,0.015,0.000,0.000,0.185,0.235,0.210,0.093,0.004,0.008,0.006,0.003,0.222,0.222
TCGA-B0-4810-01A,0.004,0.000,0.021,0.025,0.017,0.000,0.000,0.190,0.073,0.193,0.113,0.005,0.009,0.000,0.009,0.341,0.341
TCGA-CJ-4901-01A,0.030,0.001,0.020,0.046,0.041,0.000,0.011,0.132,0.059,0.091,0.193,0.001,0.015,0.000,0.001,0.361,0.361
TCGA-CJ-4643-01A,0.001,0.002,0.009,0.003,0.008,0.000,0.010,0.262,0.036,0.204,0.091,0.001,0.009,0.001,0.019,0.343,0.343
TCGA-B8-A54H-01A,0.001,0.001,0.000,0.021,0.026,0.000,0.000,0.305,0.039,0.101,0.029,0.000,0.009,0.000,0.006,0.463,0.463
