Mixture,B Cells,Cancer Cells,Endothelial Cells,Fibroblasts,Macrophages,NK,T Cells,P-value,Correlation,RMSE
TCGA-AG-3896-01A,0,0.73055184209372,0.110725292609274,0.117048519411849,0.0416743458851562,0,0,0,0.460775695324372,0.88883839370647
TCGA-DC-4745-01A,0,0.851776829862551,0.107541649762623,0.0243662612908954,0.0163152590839307,0,0,0,0.464627324859023,0.886768520990293
TCGA-AH-6903-01A,0.0180755510737042,0.92777686961448,0.0397640942753619,0.0141455137389848,0.000237971297468951,0,0,0,0.347217602708161,0.939912337316579
TCGA-AG-3599-01A,0,0.864022145589591,0.0401315658899955,0.0247012904874357,0.0561961048265982,0.0149488932063794,0,0,0.384330417921164,0.922982265668201
TCGA-AG-3581-01A,0.00497283202772967,0.74288190674642,0.0820718285069534,0.0764633491821311,0.090877025728736,0.00273305780803017,0,0,0.40365968328592,0.914934581314444
TCGA-AG-3881-01A,0,0.423534094461084,0.217062352612414,0.223789426319107,0.131437753949432,0.00417637265796298,0,0,0.50811139200782,0.861482357776107
TCGA-CL-5917-01A,0,0.800886321067685,0.0326658134328056,0.153403994606845,0.0130438708926646,0,0,0,0.428947552645086,0.903403648067969
TCGA-AG-3902-01A,0,0.788461693075703,0.0186342815964412,0.026398994908049,0.123846573102703,0.0426584573171036,0,0,0.417709409729918,0.909450833578095
TCGA-CI-6624-01C,0,0.640908144373326,0.0787354373593577,0.218306179360989,0.0620502389063276,0,0,0,0.391016859983957,0.920760161073921
TCGA-AF-2692-01A,0.0044706155004457,0.741597146120659,0.0636498243257761,0.149441468275281,0.0408409457778379,0,0,0,0.389407304006991,0.920895201622396
TCGA-DC-6683-01A,0,0.753937996078349,0.018909179193483,0.192311145805305,0.0348416789228638,0,0,0,0.376578208867682,0.926600710423791
TCGA-DC-6682-01A,0,0.95626413786795,0.0334933545651722,0.0102425075668776,0,0,0,0,0.421367514285362,0.906656559702367
TCGA-F5-6702-01A,0,0.270705955117111,0.0166221235716356,0.653282673797196,0.0593892475140565,0,0,0,0.736725247031429,0.676258015211699
TCGA-AF-4110-01A,0.00928796415673418,0.577303674527424,0.16815641903717,0.139199273587214,0.0838397929380069,0.0222128757534513,0,0,0.450677709418155,0.892765160955841
TCGA-F5-6861-01A,0,0.85889658250527,0.0429462803414163,0.0981571371533136,0,0,0,0,0.420526895735505,0.907148255724492
TCGA-G5-6235-01A,0,0.982939199323253,0.0170608006767465,0,0,0,0,0,0.42711664757713,0.90397468689121
