Mixture,B Cells,Cancer Cells,Endothelial Cells,Fibroblasts,Macrophages,NK,T Cells,P-value,Correlation,RMSE
TCGA-BC-A10Z-01A,0.000853383886816917,0.909006360321464,0.0901402557917188,0,0,0,0,0.03,0.0618128200880472,1.06051472724694
TCGA-DD-AAEK-01A,0,0.404678700754227,0.262467776594276,0,0.279552833714886,0.00137013447828567,0.051930554458324,0.03,0.0840029340519983,1.07431029216283
TCGA-G3-A3CK-01A,0,0.667289165596034,0.141055797137699,0,0.17013305992764,0.0215219773386267,0,0.03,0.0730866776339475,1.04648733436397
TCGA-DD-A1EJ-01A,0.0261255260954544,0.586532699130402,0.0693245663683088,0,0.265984537533204,0,0.052032670872631,0.03,0.0592584624351129,1.04653873400085
TCGA-DD-AACU-01A,0,0.496482077724222,0.120466276228833,0.0979721116185616,0.164586202753651,0,0.120493331674732,0.03,0.0793378033751374,1.04555358025262
TCGA-ZS-A9CE-01A,0,0.882085595574354,0.117914404425646,0,0,0,0,0.09,0.0317680591496837,1.07387294439173
TCGA-2Y-A9H2-01A,0,0.78612532447545,0.0841244060377878,0.0138939189453327,0.115856350541429,0,0,0.01,0.194010899009817,0.999129671846454
TCGA-CC-5261-01A,0.00951291811678939,0.414586118820621,0.334689272491188,0.170635421144793,0.0705762694266081,0,0,0.01,0.15945786159534,1.08439172783003
TCGA-DD-AADP-01A,0.00147905740501286,0.680648239210756,0.183299857292293,0.016859522791752,0.117713323300186,0,0,0.04,0.0486279920710849,1.06555942219896
TCGA-2Y-A9H4-01A,0,0.679351553484643,0.177352385615911,0,0.127210326837159,0.0160857340622875,0,0.03,0.0571986171477924,1.05955782018849
TCGA-DD-A1EA-01A,0.0094145373100817,0.649452975903953,0.149551222477457,0,0.184248909083046,0.00733235522546274,0,0.02,0.0905998234476803,1.0412045936205
TCGA-CC-A3MC-01A,0,0.688004767993171,0.182663925005708,0.0496001176528093,0.0797311893483113,0,0,0.03,0.0619645101213075,1.06294552254211
TCGA-FV-A2QR-01A,0.0208068219427809,0.617494466525092,0.296026132933448,0.011656232673227,0.0540163459254516,0,0,0.03,0.0554525798014966,1.09857488557288
TCGA-EP-A26S-01A,0.0053649206392094,0.815770481186087,0.177538284614216,0,0.00132631356048729,0,0,0.05,0.039690734066643,1.07757580418014
