Mixture,B Cells,Cancer Cells,Endothelial Cells,Fibroblasts,Macrophages,NK,T Cells,P-value,Correlation,RMSE
TCGA-A5-A0R8-01A,0,0.702219358957366,0.141879062760126,0.0824261289743736,0.0625773592522335,0.0108980900559006,0,0,0.373756390456891,0.92804951965054
TCGA-A5-A0G3-01A,0,0.867928593353133,0.0123212424682513,0.119750164178615,0,0,0,0,0.326579148662984,0.948403109889748
TCGA-AP-A054-01A,0.00171206640770534,0.839376598165079,0.0418449889770887,0.096195776882843,0,0,0.0208705695672836,0,0.286454531031882,0.964550458434786
TCGA-A5-A0GX-01A,0,0.401215672934715,0.243756830787519,0.317242515590423,0.00323636178718541,0.0345486189001572,0,0.02,0.0958046337124768,1.11967788479962
TCGA-DI-A2QY-01A,0,0.892140436848182,0.0421804337373346,0.0656791294144835,0,0,0,0,0.478744556309731,0.880499029740087
TCGA-EY-A1GC-01A,0.0686384588027829,0.808817448788108,0.00804577450733139,0,0.11425703836692,0,0.000241279534858083,0,0.316456070380005,0.950509571395799
TCGA-A5-A0GI-01A,0.0182547223638191,0.757688603566804,0.108419429939586,0.0738366671516086,0.0106684230658297,0,0.0311321539123532,0.01,0.244399827441729,0.982112577107116
TCGA-D1-A17S-01A,0.0105434458973658,0.905704406695989,0.0542292299839456,0.0295229174226994,0,0,0,0.01,0.169671120878006,1.01437711108395
TCGA-EY-A5W2-01A,0.00671811568395469,0.821127899078208,0.0394614302446073,0.064154670398034,0.0495016977141752,0.0190361868810207,0,0.01,0.216206255190202,0.990396765834577
TCGA-D1-A1NU-01A,0,0.96224023988417,0.0139349953361445,0.00251793004983241,0.0191519223651487,0.00215491236470434,0,0,0.453000144196645,0.891866054616856
TCGA-BG-A18A-01A,0,0.559394816325946,0.237252449101455,0.167864492116996,0.00526661709785093,0.0302216253577524,0,0,0.280517173429832,0.987729744029584
TCGA-AX-A06B-01A,0.0174662877620391,0.633357128639276,0.122861778329814,0.199299711915458,0.0270150933534137,0,0,0,0.395173824125308,0.919583308250713
TCGA-E6-A2P9-01A,0.0203107478333706,0.894748753029182,0.0635899548160692,0,0,0.0132164900570411,0.00813405426433718,0.01,0.188611083436924,1.00592536980277
TCGA-PG-A917-01A,0.00871033018274848,0.773193181225772,0.0666300523947509,0.0285703210802649,0.0840625483492904,0.0388335667671739,0,0,0.304762836237272,0.954788848925974
TCGA-AX-A3FS-01A,0,0.733368285488445,0.0174982740863428,0.24697137499598,0.00216206542923261,0,0,0,0.341350972507532,0.944119295320791
TCGA-A5-A2K4-01A,0.00249665820981639,0.722222030423785,0.156402850898607,0.107198209682114,0.0116802507856778,0,0,0,0.454034394389622,0.890993283640275
TCGA-D1-A1O0-01A,0,0.907127279665891,0.0402126087031761,0.048730966740681,0,0.00392914489025184,0,0,0.286791403528161,0.965624288457379
TCGA-B5-A0JS-01A,0.0177014877299278,0.621147667336086,0.175928269918877,0.100307127733146,0.0505717828289776,0.0343436644529852,0,0.01,0.228705350260169,0.993833423030984
TCGA-AX-A1CE-01A,0,0.95240126104235,0.0258787314633636,0.0149103101464428,0,0.00680969734784393,0,0,0.393816985887496,0.919302726686266
TCGA-D1-A17F-01A,0,0.825755345764583,0.0891273473250211,0.00441927469267777,0.0725108807378052,0.00163276464593512,0.00655438683397786,0,0.368599022248345,0.929710638000415
TCGA-EO-A3AV-01A,0,0.627676162006925,0.0999590228360332,0.034392336420841,0.140201946323778,0.0977705324124222,0,0.01,0.254116364685233,0.97460385339909
TCGA-D1-A17B-01A,0.0274236957827076,0.429707372746801,0.189698243380773,0.150398268637388,0.162409435939393,0.040362983512937,0,0,0.285826046915424,0.972554703896509
TCGA-E6-A8L9-01A,0,0.650207227986468,0.159659064855972,0.134342711007379,0.0132953792969558,0.0424956168532251,0,0,0.349962765965192,0.940665423692188
TCGA-EY-A547-01A,0.0198712041179608,0.955813762942785,0.0241898233176964,0,0,0.000125209621557639,0,0,0.280488813027924,0.969817578293563
TCGA-AJ-A3OJ-01A,0,0.740493095331579,0.0530851977311894,0.118071317651661,0.0754096548524312,0.0129407344331393,0,0.01,0.232130509037293,0.98384243137379
TCGA-BS-A0TJ-01A,0,0.716175691716486,0.116462726817987,0.148000332706608,0.00608008807551743,0.0132811606834017,0,0.01,0.193841698918405,1.00754156908321
TCGA-BG-A0VV-01A,0.0361058634760089,0.781052385906372,0.114139842031077,0.0539947115572922,0.00680064817321455,0,0.0079065488560349,0,0.337284161382092,0.943623922995199
TCGA-D1-A16V-01A,0.0197829588338682,0.814693549445728,0.0569411331133695,0.0353663444025607,0.0717526481290784,0.00146336607539547,0,0,0.297192432552257,0.958486073118906
TCGA-EO-A22R-01A,0.00635269900696294,0.845347505901614,0.0431581922436028,0.0894708813305546,0.0144554140508359,0.00121530746642943,0,0,0.387917705964282,0.921521983718616
TCGA-BG-A0MH-01A,0.00176673322058699,0.596273524025433,0.071620785944391,0.23778558670384,0.0759084295054846,0.0166449406002643,0,0,0.415346672522636,0.909523065255753
TCGA-EO-A3KX-01A,0.00971691313347027,0.912954554050005,0.0505143040377801,0.0212297164891707,0,0.0055845122895738,0,0,0.416337914811869,0.908986548722752
TCGA-AX-A0IS-01A,0.0194822677035595,0.740783934615907,0.111620563735328,0.102466480856648,0.0256467530885576,0,0,0,0.261544729274605,0.975910274061108
TCGA-EY-A1G8-01A,0,0.969946148502542,0.0172635864444278,0.0127902650530306,0,0,0,0,0.395727719890423,0.918594593434122
