,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-C5-A7UI-01A,0.073,0.000,0.026,0.047,0.003,0.000,0.007,0.018,0.010,0.001,0.032,0.000,0.002,0.001,0.000,0.780,0.780
TCGA-C5-A902-01A,0.000,0.000,0.001,0.117,0.000,0.000,0.006,0.029,0.000,0.000,0.022,0.000,0.007,0.002,0.000,0.816,0.816
TCGA-DS-A1OB-01A,0.002,0.000,0.008,0.006,0.000,0.000,0.000,0.011,0.004,0.000,0.076,0.000,0.000,0.000,0.000,0.893,0.893
TCGA-Q1-A6DW-01A,0.000,0.000,0.001,0.034,0.000,0.000,0.017,0.066,0.013,0.005,0.008,0.000,0.001,0.006,0.000,0.849,0.849
TCGA-EK-A2R7-01A,0.033,0.000,0.016,0.034,0.004,0.000,0.020,0.027,0.041,0.000,0.026,0.000,0.000,0.004,0.000,0.794,0.794
TCGA-C5-A7X8-01A,0.058,0.000,0.012,0.013,0.005,0.000,0.010,0.049,0.204,0.008,0.022,0.000,0.000,0.003,0.001,0.615,0.615
TCGA-Q1-A5R3-01A,0.014,0.000,0.008,0.018,0.010,0.000,0.010,0.010,0.013,0.000,0.019,0.000,0.000,0.002,0.000,0.895,0.895
TCGA-C5-A7X5-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.019,0.017,0.000,0.018,0.000,0.000,0.001,0.000,0.941,0.941
TCGA-ZJ-A8QR-01A,0.007,0.000,0.000,0.015,0.000,0.000,0.008,0.045,0.005,0.000,0.008,0.000,0.000,0.014,0.005,0.893,0.893
TCGA-HM-A3JK-01A,0.012,0.000,0.020,0.001,0.004,0.001,0.041,0.054,0.267,0.019,0.037,0.000,0.000,0.002,0.000,0.542,0.542
TCGA-EA-A556-01A,0.007,0.000,0.006,0.016,0.003,0.000,0.001,0.028,0.117,0.009,0.019,0.000,0.000,0.005,0.000,0.788,0.788
TCGA-VS-A9V4-01A,0.007,0.000,0.000,0.011,0.000,0.001,0.001,0.010,0.000,0.005,0.010,0.000,0.000,0.009,0.003,0.943,0.943
TCGA-IR-A3L7-01A,0.000,0.000,0.000,0.014,0.000,0.000,0.002,0.033,0.035,0.000,0.008,0.000,0.000,0.005,0.000,0.903,0.903
TCGA-EK-A2RL-01A,0.003,0.000,0.000,0.025,0.001,0.000,0.001,0.018,0.017,0.000,0.005,0.000,0.000,0.003,0.001,0.928,0.928
TCGA-VS-A94X-01A,0.000,0.000,0.007,0.015,0.001,0.000,0.000,0.021,0.001,0.000,0.022,0.000,0.000,0.006,0.000,0.926,0.926
TCGA-VS-A9V3-01A,0.006,0.003,0.028,0.044,0.002,0.000,0.008,0.046,0.021,0.010,0.054,0.000,0.001,0.012,0.000,0.765,0.765
TCGA-EK-A2RO-01A,0.000,0.000,0.002,0.007,0.001,0.000,0.004,0.018,0.116,0.001,0.016,0.000,0.000,0.000,0.000,0.835,0.835
TCGA-JW-A5VJ-01A,0.007,0.000,0.001,0.016,0.006,0.000,0.003,0.024,0.016,0.000,0.032,0.000,0.000,0.001,0.000,0.894,0.894
TCGA-MA-AA42-01A,0.035,0.002,0.061,0.072,0.046,0.000,0.049,0.015,0.007,0.000,0.145,0.000,0.002,0.003,0.001,0.562,0.562
TCGA-C5-A1MK-01A,0.000,0.000,0.016,0.014,0.000,0.000,0.000,0.025,0.114,0.003,0.050,0.000,0.000,0.005,0.009,0.763,0.763
TCGA-UC-A7PG-01A,0.000,0.000,0.003,0.004,0.004,0.000,0.014,0.032,0.034,0.000,0.011,0.000,0.000,0.007,0.005,0.887,0.887
TCGA-VS-A9UH-01A,0.042,0.000,0.025,0.055,0.015,0.000,0.003,0.037,0.080,0.003,0.175,0.000,0.001,0.004,0.001,0.558,0.558
TCGA-4J-AA1J-01A,0.000,0.000,0.013,0.010,0.000,0.000,0.007,0.047,0.077,0.026,0.015,0.000,0.000,0.011,0.001,0.793,0.793
TCGA-C5-A1ME-01A,0.018,0.000,0.007,0.009,0.012,0.000,0.019,0.018,0.015,0.000,0.014,0.001,0.000,0.000,0.000,0.886,0.886
TCGA-C5-A8YR-01A,0.000,0.000,0.005,0.064,0.000,0.000,0.000,0.020,0.004,0.004,0.115,0.000,0.000,0.003,0.003,0.782,0.782
TCGA-EA-A5FO-01A,0.000,0.000,0.000,0.008,0.000,0.000,0.002,0.018,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.969,0.969
TCGA-MA-AA3Z-01A,0.010,0.000,0.018,0.072,0.001,0.000,0.030,0.027,0.001,0.001,0.025,0.000,0.000,0.007,0.000,0.808,0.808
TCGA-C5-A8XJ-01A,0.012,0.000,0.016,0.028,0.014,0.000,0.005,0.061,0.084,0.020,0.052,0.001,0.000,0.007,0.000,0.699,0.699
TCGA-R2-A69V-01A,0.011,0.002,0.028,0.070,0.029,0.000,0.066,0.033,0.038,0.000,0.216,0.000,0.001,0.003,0.001,0.500,0.500
TCGA-C5-A1BM-01A,0.010,0.000,0.019,0.016,0.000,0.000,0.030,0.027,0.011,0.000,0.164,0.000,0.000,0.006,0.002,0.715,0.715
TCGA-ZJ-AAXD-01A,0.001,0.000,0.000,0.007,0.002,0.000,0.007,0.041,0.104,0.022,0.003,0.000,0.000,0.005,0.001,0.806,0.806
TCGA-HM-A4S6-01A,0.000,0.000,0.029,0.051,0.002,0.000,0.038,0.030,0.043,0.008,0.113,0.000,0.000,0.009,0.000,0.676,0.676
TCGA-EA-A5ZF-01A,0.006,0.000,0.001,0.006,0.001,0.000,0.000,0.031,0.097,0.005,0.032,0.000,0.000,0.005,0.000,0.816,0.816
TCGA-C5-A1M6-01A,0.000,0.000,0.001,0.013,0.009,0.000,0.000,0.018,0.044,0.002,0.008,0.000,0.000,0.005,0.000,0.899,0.899
TCGA-DG-A2KK-01A,0.003,0.000,0.003,0.025,0.010,0.000,0.021,0.015,0.011,0.000,0.028,0.000,0.000,0.006,0.000,0.877,0.877
TCGA-HG-A2PA-01A,0.027,0.000,0.013,0.027,0.004,0.000,0.009,0.040,0.075,0.001,0.015,0.001,0.000,0.009,0.008,0.771,0.771
