,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-BQ-7044-01A,0.001,0.000,0.001,0.003,0.001,0.000,0.868,0.000,0.009,0.002,0.000,0.113,0.000,0.000,0.002,0.000
TCGA-SX-A7SR-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.778,0.000,0.019,0.002,0.001,0.178,0.012,0.000,0.007,0.000
TCGA-MH-A854-01A,0.001,0.000,0.000,0.006,0.000,0.000,0.874,0.000,0.028,0.001,0.004,0.077,0.004,0.000,0.004,0.000
TCGA-B3-8121-01A,0.025,0.000,0.006,0.001,0.018,0.000,0.480,0.000,0.062,0.073,0.000,0.310,0.006,0.009,0.009,0.000
TCGA-2Z-A9JJ-01A,0.000,0.000,0.010,0.000,0.000,0.000,0.760,0.000,0.019,0.083,0.000,0.119,0.004,0.000,0.006,0.000
TCGA-B1-7332-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.748,0.000,0.042,0.009,0.000,0.195,0.002,0.000,0.003,0.000
TCGA-WN-A9G9-01A,0.001,0.001,0.001,0.130,0.220,0.000,0.021,0.003,0.035,0.001,0.014,0.571,0.000,0.000,0.002,0.000
TCGA-A4-8310-01A,0.000,0.000,0.001,0.001,0.000,0.000,0.848,0.000,0.005,0.012,0.000,0.132,0.000,0.000,0.001,0.000
TCGA-2Z-A9JT-01A,0.001,0.000,0.000,0.001,0.001,0.001,0.687,0.000,0.021,0.002,0.001,0.282,0.002,0.000,0.001,0.000
TCGA-5P-A9K2-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.896,0.000,0.001,0.000,0.000,0.098,0.004,0.000,0.001,0.000
TCGA-4A-A93W-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.846,0.000,0.021,0.049,0.000,0.077,0.002,0.001,0.002,0.000
TCGA-DW-7837-01A,0.000,0.000,0.000,0.000,0.005,0.000,0.729,0.002,0.046,0.019,0.005,0.183,0.006,0.000,0.005,0.000
TCGA-A4-A5DU-01A,0.000,0.000,0.000,0.003,0.000,0.000,0.877,0.000,0.012,0.000,0.000,0.105,0.000,0.000,0.002,0.000
TCGA-2Z-A9JI-01A,0.042,0.000,0.003,0.003,0.011,0.000,0.665,0.000,0.034,0.002,0.006,0.226,0.001,0.000,0.005,0.000
TCGA-BQ-7050-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.838,0.000,0.023,0.001,0.003,0.133,0.000,0.000,0.002,0.000
TCGA-BQ-5894-01A,0.006,0.000,0.015,0.008,0.006,0.000,0.578,0.007,0.086,0.108,0.046,0.134,0.004,0.000,0.001,0.000
TCGA-BQ-5879-01A,0.007,0.000,0.007,0.000,0.000,0.000,0.674,0.000,0.093,0.068,0.020,0.116,0.012,0.000,0.002,0.000
TCGA-AL-3472-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.885,0.000,0.012,0.049,0.000,0.047,0.003,0.000,0.002,0.000
TCGA-MH-A560-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.814,0.000,0.020,0.000,0.002,0.163,0.000,0.000,0.000,0.000
TCGA-BQ-5891-01A,0.000,0.000,0.001,0.002,0.001,0.000,0.884,0.000,0.018,0.002,0.000,0.090,0.000,0.000,0.001,0.000
TCGA-B9-A5W7-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.823,0.000,0.023,0.007,0.000,0.133,0.010,0.000,0.003,0.000
TCGA-UZ-A9PR-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.855,0.000,0.011,0.008,0.000,0.117,0.004,0.000,0.004,0.000
TCGA-B9-A69E-01A,0.000,0.000,0.005,0.000,0.021,0.000,0.443,0.000,0.095,0.012,0.059,0.363,0.000,0.000,0.001,0.000
TCGA-B3-4104-01A,0.021,0.000,0.012,0.000,0.000,0.004,0.814,0.002,0.055,0.032,0.041,0.013,0.005,0.000,0.000,0.000
TCGA-SX-A71R-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.909,0.000,0.019,0.000,0.000,0.062,0.006,0.002,0.003,0.000
TCGA-MH-A55Z-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.865,0.000,0.027,0.001,0.003,0.096,0.002,0.001,0.002,0.000
TCGA-UZ-A9PO-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.674,0.000,0.014,0.001,0.001,0.307,0.000,0.000,0.001,0.000
TCGA-G7-7501-01A,0.000,0.000,0.000,0.002,0.004,0.000,0.777,0.003,0.043,0.004,0.020,0.145,0.000,0.000,0.002,0.000
TCGA-DW-7836-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.848,0.000,0.028,0.071,0.006,0.041,0.003,0.000,0.002,0.000
TCGA-HE-A5NI-01A,0.000,0.000,0.000,0.003,0.000,0.000,0.778,0.000,0.032,0.001,0.001,0.176,0.008,0.000,0.002,0.000
TCGA-G7-A8LE-01A,0.000,0.000,0.003,0.001,0.000,0.001,0.704,0.009,0.046,0.144,0.025,0.060,0.002,0.000,0.006,0.000
TCGA-Y8-A895-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.890,0.000,0.020,0.000,0.000,0.078,0.005,0.000,0.005,0.000
TCGA-UZ-A9PQ-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.899,0.000,0.044,0.004,0.024,0.028,0.000,0.000,0.001,0.000
TCGA-BQ-5884-01A,0.007,0.000,0.007,0.000,0.011,0.000,0.595,0.000,0.039,0.006,0.003,0.327,0.000,0.000,0.001,0.000
TCGA-BQ-5893-01A,0.003,0.000,0.003,0.002,0.002,0.000,0.833,0.001,0.066,0.031,0.009,0.046,0.003,0.001,0.000,0.000
TCGA-UZ-A9PV-01A,0.000,0.000,0.000,0.002,0.000,0.000,0.911,0.000,0.029,0.000,0.000,0.051,0.004,0.000,0.003,0.000
TCGA-B9-4113-01A,0.003,0.000,0.000,0.002,0.010,0.000,0.679,0.000,0.026,0.022,0.000,0.238,0.012,0.000,0.007,0.000
TCGA-B3-3926-01A,0.007,0.000,0.003,0.000,0.004,0.000,0.800,0.000,0.041,0.026,0.001,0.115,0.000,0.001,0.002,0.000
TCGA-2Z-A9J3-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.966,0.000,0.011,0.000,0.000,0.012,0.007,0.000,0.003,0.000
TCGA-Y8-A8RZ-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.817,0.000,0.005,0.000,0.000,0.175,0.000,0.000,0.001,0.000
TCGA-AT-A5NU-01A,0.006,0.000,0.000,0.002,0.002,0.000,0.870,0.000,0.036,0.039,0.000,0.039,0.004,0.000,0.003,0.000
TCGA-G7-6792-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.820,0.028,0.028,0.016,0.000,0.098,0.003,0.000,0.003,0.000
TCGA-5P-A9KC-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.699,0.000,0.029,0.001,0.005,0.260,0.000,0.000,0.002,0.000
TCGA-Y8-A8S0-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.844,0.000,0.010,0.046,0.000,0.092,0.004,0.000,0.003,0.000
TCGA-B1-A655-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.569,0.000,0.029,0.001,0.012,0.386,0.000,0.000,0.000,0.000
TCGA-J7-8537-01A,0.021,0.000,0.013,0.004,0.046,0.000,0.526,0.007,0.048,0.042,0.014,0.275,0.002,0.000,0.002,0.000
TCGA-KV-A6GD-01A,0.014,0.001,0.000,0.001,0.009,0.000,0.459,0.000,0.035,0.039,0.057,0.381,0.000,0.000,0.003,0.000
TCGA-G7-A4TM-01A,0.006,0.000,0.001,0.005,0.001,0.000,0.767,0.007,0.039,0.042,0.007,0.105,0.015,0.000,0.005,0.000
TCGA-G7-6790-01A,0.010,0.000,0.002,0.000,0.000,0.000,0.785,0.000,0.033,0.008,0.000,0.158,0.000,0.000,0.003,0.000
