"","B Cells","Endothelial Cells","Fibroblasts","Macrophages","Cancer Cells","T Cells","Mast Cells"
"TCGA.EL.A3D0.01A",0,0.577997260029774,0.41698674915871,0.005015990811516,0,0,0
"TCGA.J8.A4HY.01A",0,0.621344804068891,0.35009967769581,0.028555518235299,0,0,0
"TCGA.L6.A4ET.01A",0,0.521940033683687,0.470646978498676,0.00570589954040594,0.00170708827723128,0,0
"TCGA.DE.A4MC.01A",0.00187655671026272,0.803585556144536,0.167680222513552,0.0268576646316497,0,0,0
"TCGA.ET.A25K.01A",0,0.670863631827248,0.329136368172752,0,0,0,0
"TCGA.DJ.A3UU.01A",0.00116519246853627,0.695967325532805,0.296936440215834,0.00593104178282537,0,0,0
"TCGA.EM.A1YA.01A",0,0.484255572106997,0.501661909376958,0.0140825185160445,0,0,0
"TCGA.CE.A483.01A",0,0.660328252259336,0.329491835009333,0.0101799127313309,0,0,0
"TCGA.DJ.A3VD.01A",0,0.715914982283038,0.242171185834574,0.041890878752069,0,0,2.29531303190711e-05
"TCGA.BJ.A28S.01A",0,0.594258038438351,0.403746507577092,0.00199545398455765,0,0,0
"TCGA.FY.A3R9.01A",0,0.525858353374512,0.471563536171298,0.00257811045418997,0,0,0
"TCGA.FY.A3R8.01A",0,0.766625673480538,0.195475576564089,0.0378987499553733,0,0,0
"TCGA.DJ.A3V2.01A",0.00180925129291712,0.741532911248121,0.166940173117627,0.0896756159633566,0,0,4.20483779786164e-05
"TCGA.ET.A25L.01A",0,0.474559044376295,0.488500090928765,0.036940864694939,0,0,0
"TCGA.EL.A3D1.01A",0,0.41458281145713,0.497755634760133,0.0787448947491405,0.00834220186678142,0,0.000574457166815068
"TCGA.FY.A3I4.01A",0,0.509914391434054,0.455761684629235,0.0343239239367112,0,0,0
"TCGA.DJ.A3UV.01A",0,0.578205242647039,0.402060171643949,0.0197345857090127,0,0,0
"TCGA.BJ.A28T.01A",0,0.792152072822066,0.155776970285084,0.0520709568928502,0,0,0
"TCGA.EM.A3FQ.01A",0.00172643610550259,0.703408571707741,0.224885301481805,0.0699796907049518,0,0,0
"TCGA.J8.A4HW.01A",0,0.550114311948572,0.449885688051428,0,0,0,0
"TCGA.MK.A4N6.01A",0,0.708704608297952,0.251297933402229,0.0399974582998194,0,0,0
"TCGA.DJ.A3V8.01A",0.000396757451718151,0.601815243836238,0.370684036142685,0.0265861223793101,0.000517840190048455,0,0
"TCGA.DJ.A1QI.01A",0,0.598868661290518,0.392987890476457,0.00814344823302511,0,0,0
"TCGA.EL.A3H8.01A",0,0.640663423003537,0.357314978319725,0.00202159867673827,0,0,0
"TCGA.EM.A3O3.01A",0.00107775872380529,0.405203205791337,0.513226406732133,0.0643412577783529,0.0145155721273151,0,0.00163579884705684
"TCGA.IM.A3U3.01A",0.00206545300571194,0.711700029347156,0.257343441495932,0.0288910761511999,0,0,0
"TCGA.BJ.A191.01A",0,0.546071197045033,0.421979779381789,0.00426521485974592,0.0276838087134326,0,0
"TCGA.E8.A3X7.01A",0.00157522613446007,0.672753788271255,0.26983233532021,0.0256753020029605,0.0301633482711145,0,0
"TCGA.FY.A3YR.01A",0,0.671144152357374,0.322406221495602,0.00644962614702464,0,0,0
"TCGA.KS.A41I.01A",0,0.479119460789897,0.446919263839188,0.0739612753709153,0,0,0
"TCGA.EL.A3CS.01A",0,0.501222594416033,0.488313107133273,0.00585998823660419,0.00460431021408986,0,0
"TCGA.EL.A3GU.01A",0,0.480630559266494,0.518492133723118,0.000877307010387854,0,0,0
"TCGA.EM.A1CU.01A",0,0.702588160053617,0.283691696585652,0.013720143360731,0,0,0
"TCGA.H2.A26U.01A",0.00409655588793617,0.803953523632192,0.122246327692469,0.0697035927874032,0,0,0
"TCGA.DJ.A2PT.01A",0,0.582405457743678,0.312846442085901,0.102612728753085,0.00205279742701652,0,8.25739903181709e-05
"TCGA.DJ.A3V6.01A",0.00087221905397351,0.665097873882885,0.31706388510431,0.0169660219588317,0,0,0
"TCGA.DJ.A2Q7.01A",0,0.636982787677288,0.35934944228531,0.00366777003740231,0,0,0
"TCGA.ET.A3BV.01A",0,0.368345242149789,0.619529946146127,0.00531008772561144,0,0,0.0068147239784719
"TCGA.EL.A3ZL.01A",0,0.469836143671463,0.520029379327718,0.00968626765444675,0.000206586413272409,0,0.000241622933099541
"TCGA.CE.A13K.01A",0,0.569128336552577,0.423820118339194,0.00695123973020616,0,0,0.000100305378023043
"TCGA.DJ.A3UQ.01A",0,0.540978899341744,0.441321887169114,0.0176992134891417,0,0,0
"TCGA.BJ.A45H.01A",0,0.584705654649774,0.36743518032804,0.0478421439400302,0,0,1.70210821567361e-05
"TCGA.L6.A4EU.01A",0.00196732174680563,0.673573192648903,0.264592777867436,0.0598667077368552,0,0,0
"TCGA.DJ.A3VM.01A",0,0.554572930861203,0.422698269053679,0.0227288000851181,0,0,0
"TCGA.H2.A3RH.01A",0,0.573377645842275,0.412509193704053,0.0141131604536724,0,0,0
"TCGA.EL.A3ZR.01A",0,0.542483782082717,0.444644806954435,0.0100835301842933,0.00278788077855463,0,0
"TCGA.BJ.A291.01A",0,0.593430378274827,0.406569621725173,0,0,0,0
