"","B Cells","Endothelial Cells","Fibroblasts","Macrophages","Cancer Cells","T Cells","Mast Cells"
"TCGA.C8.A278.01A",0,0.672087105916101,0.238751251467389,0.0881817382558299,0,0,0.000979904360679395
"TCGA.A7.A425.01A",0,0.381019417901907,0.585056031133187,0.0337298609662208,0,0,0.00019468999868505
"TCGA.E2.A15H.01A",0,0.429496781060872,0.55243755600571,0.00238901871962954,0.0156766442137879,0,0
"TCGA.A8.A06N.01A",0.00151546363124459,0.638585072074524,0.248737250839691,0.0196811655725688,0.0914279050991555,0,5.31427828161555e-05
"TCGA.E2.A570.01A",0,0.277511715418166,0.721116278988216,0.000460786973974868,0,0,0.000911218619643615
"TCGA.BH.A1FL.01A",0,0.487575555623738,0.506935576116109,0.000905359051203333,0,0,0.00458350920894924
"TCGA.E2.A56Z.01A",0.00161073205887122,0.471431243280444,0.44827801990012,0.0167423965812647,0.0616539314151957,0,0.000283676764104702
"TCGA.E9.A1RI.01A",0.000725735153534129,0.305365936156312,0.672449756665133,0.0201417823083744,0,0,0.00131678971664747
"TCGA.BH.A0DP.01A",0,0.503045695427627,0.476852297086682,0.0163492454065256,0.0028259366964751,0,0.000926825382690325
"TCGA.AR.A0U3.01A",0.00480343183346055,0.606537942053049,0.381409591511839,0.00722336974108972,0,0,2.5664860561223e-05
"TCGA.BH.A18L.01A",0,0.608496845934861,0.335865082509183,0.0340742567430724,0.0215638148128829,0,0
"TCGA.A7.A3J1.01A",0,0.622069891571879,0.354548574153988,0.021372532697326,0,0,0.00200900157680675
"TCGA.AC.A6IW.01A",0.0726477967175262,0.489236043799492,0.229591432336032,0.132444367977533,0.0759937766921817,8.65824772350952e-05,0
"TCGA.AC.A3YI.01A",0,0.460535517732919,0.527795006534123,0.00866441874004742,0,0,0.00300505699291062
"TCGA.D8.A1XG.01A",0.000710769737510026,0.348262695345781,0.650740579685777,0.000285955230932596,0,0,0
"TCGA.A8.A082.01A",0,0.446983789621163,0.540274131809297,0.0127420785695397,0,0,0
"TCGA.OL.A5RU.01A",0,0.463200547628915,0.526017309395853,0.0106849165589134,0,0,9.72264163182783e-05
"TCGA.BH.A0HA.01A",0,0.49267666099976,0.489983542678868,0.0171322371617106,0,0,0.000207559159661508
"TCGA.A2.A3XS.01A",0,0.463891293111167,0.505537779224644,0.0305709276641888,0,0,0
"TCGA.A2.A0ES.01A",0,0.472177492240602,0.527822507759398,0,0,0,0
"TCGA.B6.A0RN.01A",0,0.339653630524214,0.622303391553274,5.01972526503416e-05,0.0359909184277913,0,0.00200186224207126
