,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-C5-A7UI-01A,0.053,0.000,0.046,0.037,0.000,0.000,0.013,0.031,0.005,0.015,0.014,0.000,0.001,0.009,0.001,0.776,0.776
TCGA-C5-A902-01A,0.000,0.000,0.001,0.110,0.000,0.000,0.018,0.039,0.001,0.005,0.015,0.000,0.008,0.004,0.000,0.798,0.798
TCGA-DS-A1OB-01A,0.003,0.000,0.009,0.004,0.000,0.000,0.001,0.024,0.000,0.003,0.050,0.000,0.000,0.004,0.000,0.902,0.902
TCGA-Q1-A6DW-01A,0.000,0.000,0.001,0.037,0.000,0.000,0.021,0.051,0.001,0.005,0.003,0.000,0.001,0.009,0.000,0.871,0.871
TCGA-EK-A2R7-01A,0.025,0.000,0.020,0.032,0.000,0.000,0.018,0.030,0.027,0.006,0.021,0.000,0.000,0.001,0.000,0.821,0.821
TCGA-C5-A7X8-01A,0.045,0.000,0.011,0.012,0.005,0.000,0.011,0.053,0.206,0.009,0.019,0.001,0.000,0.002,0.000,0.625,0.625
TCGA-Q1-A5R3-01A,0.001,0.000,0.011,0.013,0.003,0.000,0.010,0.009,0.001,0.002,0.008,0.001,0.001,0.005,0.000,0.935,0.935
TCGA-C5-A7X5-01A,0.000,0.000,0.004,0.005,0.000,0.000,0.000,0.026,0.001,0.000,0.009,0.000,0.000,0.002,0.000,0.954,0.954
TCGA-ZJ-A8QR-01A,0.009,0.000,0.000,0.011,0.000,0.000,0.010,0.041,0.006,0.006,0.011,0.000,0.001,0.041,0.000,0.862,0.862
TCGA-HM-A3JK-01A,0.010,0.000,0.017,0.007,0.005,0.000,0.047,0.073,0.216,0.023,0.029,0.001,0.003,0.003,0.000,0.565,0.565
TCGA-EA-A556-01A,0.000,0.000,0.006,0.015,0.001,0.000,0.000,0.020,0.123,0.018,0.014,0.000,0.000,0.001,0.000,0.802,0.802
TCGA-VS-A9V4-01A,0.003,0.000,0.000,0.012,0.000,0.000,0.000,0.013,0.002,0.014,0.003,0.000,0.000,0.011,0.000,0.940,0.940
TCGA-IR-A3L7-01A,0.000,0.000,0.000,0.007,0.000,0.000,0.005,0.011,0.033,0.002,0.004,0.000,0.000,0.002,0.000,0.936,0.936
TCGA-EK-A2RL-01A,0.000,0.000,0.000,0.022,0.000,0.000,0.001,0.020,0.008,0.000,0.011,0.000,0.000,0.000,0.000,0.938,0.938
TCGA-VS-A94X-01A,0.000,0.000,0.010,0.021,0.000,0.000,0.002,0.018,0.000,0.002,0.019,0.000,0.000,0.008,0.000,0.920,0.920
TCGA-VS-A9V3-01A,0.005,0.000,0.019,0.043,0.000,0.000,0.009,0.042,0.005,0.010,0.033,0.000,0.002,0.007,0.000,0.826,0.826
TCGA-EK-A2RO-01A,0.000,0.000,0.000,0.008,0.000,0.000,0.009,0.039,0.081,0.010,0.008,0.000,0.000,0.001,0.000,0.842,0.842
TCGA-JW-A5VJ-01A,0.006,0.000,0.000,0.012,0.015,0.001,0.003,0.023,0.000,0.006,0.023,0.000,0.000,0.006,0.000,0.905,0.905
TCGA-MA-AA42-01A,0.018,0.001,0.039,0.039,0.036,0.000,0.062,0.019,0.000,0.004,0.140,0.000,0.002,0.023,0.001,0.617,0.617
TCGA-C5-A1MK-01A,0.000,0.000,0.014,0.018,0.000,0.000,0.001,0.038,0.079,0.012,0.023,0.000,0.000,0.004,0.011,0.800,0.800
TCGA-UC-A7PG-01A,0.000,0.000,0.004,0.004,0.012,0.005,0.010,0.022,0.012,0.007,0.004,0.000,0.000,0.008,0.001,0.912,0.912
TCGA-VS-A9UH-01A,0.032,0.000,0.018,0.043,0.010,0.000,0.004,0.061,0.056,0.013,0.093,0.000,0.000,0.008,0.001,0.661,0.661
TCGA-4J-AA1J-01A,0.000,0.000,0.009,0.013,0.000,0.000,0.008,0.046,0.057,0.022,0.008,0.000,0.000,0.005,0.000,0.830,0.830
TCGA-C5-A1ME-01A,0.006,0.000,0.013,0.010,0.009,0.000,0.020,0.019,0.013,0.000,0.013,0.002,0.000,0.002,0.000,0.892,0.892
TCGA-C5-A8YR-01A,0.000,0.000,0.001,0.051,0.000,0.000,0.000,0.046,0.029,0.010,0.113,0.000,0.001,0.001,0.000,0.748,0.748
TCGA-EA-A5FO-01A,0.000,0.000,0.000,0.007,0.000,0.000,0.006,0.010,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.976,0.976
TCGA-MA-AA3Z-01A,0.002,0.000,0.012,0.065,0.000,0.000,0.053,0.032,0.000,0.009,0.022,0.000,0.000,0.006,0.000,0.797,0.797
TCGA-C5-A8XJ-01A,0.006,0.000,0.015,0.026,0.013,0.000,0.008,0.069,0.066,0.024,0.023,0.000,0.000,0.003,0.000,0.748,0.748
TCGA-R2-A69V-01A,0.006,0.001,0.022,0.061,0.010,0.000,0.077,0.024,0.019,0.009,0.133,0.001,0.001,0.011,0.002,0.623,0.623
TCGA-C5-A1BM-01A,0.006,0.000,0.013,0.026,0.000,0.000,0.045,0.029,0.000,0.002,0.092,0.000,0.000,0.011,0.000,0.776,0.776
TCGA-ZJ-AAXD-01A,0.001,0.000,0.001,0.011,0.006,0.000,0.006,0.029,0.072,0.015,0.001,0.000,0.000,0.006,0.000,0.851,0.851
