,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-A5-A0R8-01A,0.020,0.000,0.009,0.006,0.002,0.000,0.028,0.057,0.037,0.007,0.033,0.000,0.000,0.008,0.000,0.791,0.791
TCGA-A5-A0G3-01A,0.015,0.004,0.000,0.005,0.000,0.001,0.004,0.026,0.051,0.031,0.030,0.000,0.000,0.006,0.000,0.825,0.825
TCGA-AP-A054-01A,0.001,0.000,0.006,0.018,0.021,0.000,0.000,0.023,0.040,0.019,0.010,0.000,0.000,0.001,0.000,0.860,0.860
TCGA-A5-A0GX-01A,0.050,0.000,0.004,0.004,0.009,0.001,0.010,0.066,0.171,0.016,0.035,0.000,0.000,0.002,0.000,0.631,0.631
TCGA-DI-A2QY-01A,0.015,0.000,0.000,0.005,0.001,0.000,0.002,0.027,0.041,0.000,0.009,0.000,0.000,0.001,0.000,0.899,0.899
TCGA-EY-A1GC-01A,0.070,0.000,0.022,0.020,0.008,0.000,0.005,0.023,0.002,0.002,0.117,0.000,0.000,0.002,0.000,0.729,0.729
TCGA-A5-A0GI-01A,0.019,0.000,0.005,0.005,0.000,0.002,0.012,0.025,0.028,0.007,0.015,0.000,0.000,0.001,0.000,0.880,0.880
TCGA-D1-A17S-01A,0.036,0.000,0.000,0.001,0.000,0.000,0.011,0.023,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.908,0.908
TCGA-EY-A5W2-01A,0.026,0.000,0.000,0.009,0.006,0.000,0.000,0.013,0.019,0.004,0.028,0.000,0.000,0.000,0.000,0.894,0.894
TCGA-D1-A1NU-01A,0.016,0.000,0.001,0.009,0.001,0.000,0.000,0.034,0.017,0.000,0.025,0.000,0.000,0.005,0.000,0.890,0.890
TCGA-BG-A18A-01A,0.024,0.000,0.001,0.011,0.002,0.000,0.010,0.080,0.097,0.028,0.024,0.000,0.001,0.005,0.000,0.717,0.717
TCGA-AX-A06B-01A,0.024,0.000,0.011,0.008,0.007,0.000,0.009,0.059,0.093,0.016,0.038,0.000,0.000,0.002,0.001,0.731,0.731
TCGA-E6-A2P9-01A,0.021,0.000,0.008,0.009,0.012,0.000,0.008,0.023,0.002,0.002,0.013,0.000,0.000,0.006,0.000,0.895,0.895
TCGA-PG-A917-01A,0.023,0.000,0.005,0.041,0.000,0.000,0.014,0.041,0.024,0.000,0.064,0.000,0.000,0.001,0.000,0.785,0.785
TCGA-AX-A3FS-01A,0.000,0.000,0.004,0.009,0.000,0.000,0.003,0.040,0.081,0.001,0.015,0.000,0.000,0.000,0.000,0.847,0.847
TCGA-A5-A2K4-01A,0.013,0.001,0.001,0.011,0.001,0.000,0.007,0.074,0.059,0.009,0.020,0.000,0.000,0.007,0.000,0.796,0.796
TCGA-D1-A1O0-01A,0.021,0.000,0.000,0.014,0.000,0.000,0.001,0.034,0.011,0.005,0.027,0.000,0.000,0.005,0.000,0.881,0.881
TCGA-B5-A0JS-01A,0.034,0.000,0.016,0.006,0.000,0.000,0.019,0.041,0.031,0.000,0.021,0.000,0.010,0.000,0.000,0.819,0.819
TCGA-AX-A1CE-01A,0.016,0.000,0.000,0.008,0.005,0.000,0.000,0.015,0.001,0.000,0.016,0.000,0.000,0.002,0.000,0.936,0.936
TCGA-D1-A17F-01A,0.016,0.000,0.001,0.012,0.000,0.000,0.021,0.033,0.002,0.000,0.051,0.000,0.000,0.003,0.000,0.860,0.860
TCGA-EO-A3AV-01A,0.044,0.000,0.014,0.054,0.000,0.000,0.001,0.021,0.022,0.006,0.043,0.000,0.000,0.010,0.000,0.784,0.784
