Mixture,B Cells,Cancer Cells,Endothelial Cells,Fibroblasts,Macrophages,Mast Cells,T Cells,P-value,Correlation,RMSE
TCGA-C8-A278-01A,0,0.119045091073462,0.186721498446615,0.225060498076583,0.438001104975337,0.0115887673402784,0.0195830400877253,0,0.334747951788631,1.01198274546435
TCGA-A7-A425-01A,0,0.134334080442309,0.165317416551119,0.359075945013689,0.332299092848423,0.0089734651444596,0,0,0.334048425845102,1.00239842354032
TCGA-E2-A15H-01A,0.0565096430900571,0.195509754410338,0.280933634055163,0.372936912667594,0.0941100557768478,0,0,0,0.225698299204165,1.05514561113066
TCGA-A8-A06N-01A,0,0.186150740356372,0.541900383957299,0,0.271948875686329,0,0,0.02,0.0935840432605262,1.14255420649999
TCGA-E2-A570-01A,0,0.227172557731792,0.128819420687052,0.536225514066759,0.0742535627732925,0.0335289447411044,0,0,0.264640509908041,1.05875267912177
TCGA-BH-A1FL-01A,0.0791740202705556,0,0.469229864785882,0.28411953265793,0.130889695198239,0.0365868870873933,0,0,0.333442051287072,0.995548323311496
TCGA-E2-A56Z-01A,0,0.0771888184764646,0.324349062884089,0.363254558413787,0.23520756022566,0,0,0,0.19132183796121,1.09471545028575
TCGA-E9-A1RI-01A,0.00811522646559476,0.170183946353675,0.235367821868161,0.409755431333851,0.159891894884083,0.0166856790946352,0,0,0.239872368498517,1.05477192332734
TCGA-BH-A0DP-01A,0.0388318177003322,0,0.292483273410478,0.324643360366908,0.336966437196997,0.00707511132528477,0,0,0.467229517957544,0.914514392823087
TCGA-AR-A0U3-01A,0.00269732350033479,0.05028212145001,0.525236002905899,0.171990075806377,0.246749587839323,0.00304488849805646,0,0,0.29298734350715,1.02898909080997
TCGA-BH-A18L-01A,0,0.392830514819303,0.383673293584023,0.0522784439828911,0.171217747613783,0,0,0.03,0.0832010558298139,1.15268023422713
TCGA-A7-A3J1-01A,0.110702850493066,0,0.472015442195467,0.155324177870154,0.261957529441313,0,0,0,0.422456980985688,0.935114189666877
TCGA-AC-A6IW-01A,0,0,0.131911129474472,0.0836416307575691,0.714002819243971,0,0.0704444205239882,0,0.54103169189582,0.92888361661908
