"","T Cells","NK","Myeloid","B Cells","Endothelial Cells","Fibroblasts","Mast Cells","Cancer Cells","V9"
"TCGA.DD.A119.01A",0,0,0,0,0.0245604768483539,0.0150760698222845,0,0.960363453329362,0
"TCGA.2Y.A9H1.01A",0,0,0,0,0.00407590012852591,0.00123518454197092,0,0.994688915329503,0
"TCGA.G3.A5SK.01A",0,0,0,0,0.0281003338287361,0.00155988466387137,0,0.970339781507393,0
"TCGA.BC.A10Y.01A",0,0,0,0,0.0484380584171814,0.00397240015142877,0,0.947046143698527,0.000543397732862588
"TCGA.DD.AAE1.01A",0,0,0,0,0.0410901393023392,0.000889337859558436,0,0.946967179307051,0.0110533435310515
"TCGA.DD.AADN.01A",0.0155911396099772,0.00923888563971028,0.0955621305719597,0.0457211412130551,0.0182975436329342,0.000655963588312615,2.77814968542086e-05,0.809982297500134,0.00492311674706236
"TCGA.CC.A3M9.01A",0,0,0.389794863220304,0,0.501940715537695,0.10433595695254,0,0.000406652101387695,0.00352181218807403
"TCGA.DD.A73C.01A",0,0,0,0,0.0338041818016475,0.00535044177868656,0,0.960845376419666,0
"TCGA.BW.A5NP.01A",0,0,0.000888967639876607,0,0.045123618761345,0.0269426702847769,0,0.691647069691792,0.235397673622209
"TCGA.CC.A7IL.01A",0,0,0,0,0.0186448576004344,0.000306002758323652,0,0.981049139641242,0
"TCGA.DD.AACV.01A",0,0,0,0,0.0331100837497918,1.30523324404708e-05,0,0.959687365209552,0.00718949870821551
"TCGA.DD.AAD1.01A",0,0,0,0,0.264016226509952,0.0531461108973253,0,0.627454757064495,0.0553829055282275
"TCGA.DD.AAVV.01A",0,0,0.00202676891866002,0,0.0690653926273363,0.0183300913544479,0,0.910577747099556,0
"TCGA.ED.A8O5.01A",0,0,0,0,0.218334081426648,0.0153827772355708,2.17010234937032e-05,0.624281170993642,0.141980269320646
"TCGA.ED.A97K.01A",0,0,0.000304336845292449,0,0.282978498875262,0.0274221151104053,2.01533616885616e-05,0.498052461447606,0.191222434359746
"TCGA.2V.A95S.01A",0,0.00726886864684442,0.0964537801753744,0.0171183906158776,0.282631563475296,3.97678411238077e-05,0,0.52789941644961,0.0685882127958727
"TCGA.UB.A7MB.01A",0,0,0,0,0.0669154210666446,0.00255689855896201,0,0.890170154004775,0.0403575263696186
"TCGA.CC.5264.01A",0,0,0,0,0.0877977981711371,0.0138152604072949,4.5977542948313e-06,0.859913166029343,0.0384691776379302
"TCGA.ED.A66Y.01A",0,0,0,0,0.141140147771354,0.0121940839481457,0,0.65823097234205,0.18843479593845
"TCGA.ED.A627.01A",0,0,0.0172077054429825,0,0.138366822325756,0.0459666088395467,0,0.75347411860402,0.0449847447876951
"TCGA.DD.AACC.01A",0,0,0.046516087993436,0.00736327459067895,0.0787124798740002,0.00915343117270545,4.51480830001331e-06,0.858250211560879,0
"TCGA.DD.A4NB.01A",0,0,0,0,0.153030632840843,0.0567409344600422,8.16621583903783e-06,0.787747872693802,0.00247239378947402
"TCGA.ED.A66X.01A",0,0,0.0157493035938334,0,0.219478732899315,0.043572216239001,1.47703170807347e-05,0.655684566075451,0.0655004108753188
"TCGA.DD.A114.01A",0,0,0.0172153349023249,0,0.431084978323399,0.0471742289038676,0,0.444835559397004,0.0596898984734044
"TCGA.DD.A3A9.01A",0,0,0,0,0.109274798421269,0.0510424677803094,0,0.839682733798421,0
"TCGA.XR.A8TG.01A",0,0,0,0,0.0563752508232267,0.00913036443869055,0,0.916544645290575,0.0179497394475079
"TCGA.ES.A2HT.01A",0,0,0,0,0.0149524071726337,0.00621778573979137,0,0.978829807087575,0
"TCGA.2Y.A9H3.01A",0,0,0.0133245644664227,0.0151690491200242,0.0405263507170553,0.0194018487246747,0,0.911578186971823,0
"TCGA.2Y.A9HB.01A",0,0,0,0,0.12134561942031,0.00571808596069305,1.57779961775068e-05,0.872920516622819,0
"TCGA.FV.A495.01A",0,0,0,0,0.0119834306732761,0.01908007880182,0,0.968936490524904,0
"TCGA.G3.AAV4.01A",0,0,0,0,0.144979090141029,0.00784388058293898,0,0.804872789012961,0.0423042402630716
"TCGA.BC.A10W.01A",0,0,0.000104544285024234,0,0.0969820628334019,0.0142052864974281,0,0.854753219605831,0.0339548867783146
"TCGA.DD.A1EK.01A",0,0,0,0,0.0247769144068736,0.00454513802594795,0,0.970677947567179,0
"TCGA.DD.AAD6.01A",0,0,0,0,0.0223091786528538,0.000595592036016281,0,0.944393933241683,0.0327012960694469
"TCGA.G3.A3CH.01A",0,0,0,0,0.0448727911067759,0.00938099708893249,1.60446385786473e-05,0.939079715598047,0.00665045156766641
"TCGA.KR.A7K2.01A",0,0,0,0,0.043109922706198,0.0077616206902825,0,0.946749337501984,0.00237911910153527
"TCGA.DD.AAEG.01A",0,0,0,0,0.0299218505447668,0.0116844280928284,0,0.957844333277936,0.000549388084468991
"TCGA.ZS.A9CD.01A",0,0,0,0,0.0379489178766882,0.013250401987354,0,0.948800680135958,0
"TCGA.2Y.A9GV.01A",0,0,0,0,0.0327776802850772,0.00473499328495459,0,0.962487326429968,0
"TCGA.BC.A10T.01A",0,0,0,0,0.0731974734195035,0.0282644485820221,0,0.895620247228621,0.00291783076985299
"TCGA.DD.AAEI.01A",0,0,0,0,0.0163706051288577,0.000816858764714454,0,0.982812536106428,0
"TCGA.FV.A2QQ.01A",0,0,0,0,0.0181172542471333,0.00486014424369887,5.09178392103384e-06,0.977017509725247,0
"TCGA.PD.A5DF.01A",0,0,0.00270404414893808,0,0.0464061401021476,0.0182905985676908,0,0.928638107509333,0.00396110967189075
"TCGA.EP.A2KC.01A",0,0,0,0,0.0396060395906581,0.00485046482281947,0,0.955543495586522,0
"TCGA.CC.A7IG.01A",0,0,0.0105601376438557,0,0.0458539571766895,0.0234241229281646,5.16776000988977e-06,0.788522007675647,0.131634606815633
"TCGA.DD.A3A3.01A",0,0,0,0,0.0030020998629647,0.00449220974739483,0,0.99250569038964,0
"TCGA.4R.AA8I.01A",0,0,0,0,0.0783684722849284,0.00667707841722238,0,0.914954449297849,0
"TCGA.G3.AAV3.01A",0,0,0,0,0.0310969026060572,0.0110579865038975,4.98310385626142e-05,0.957795279851483,0
"TCGA.G3.A3CJ.01A",0,0,0,0,0.0159253038682781,0.00465416621654227,0,0.97942052991518,0
"TCGA.DD.A4NG.01A",0,0,0,0,0.0610903437610357,0.00419748348252196,6.39976659031059e-06,0.920283279606629,0.0144224933832229
"TCGA.DD.A4NP.01A",0,0,0,0,0.0178443968031657,0.00295348254487663,0,0.979202120651958,0
"TCGA.5R.AA1D.01A",0,0,0,0,0.183652860411952,0.0228674178735974,0,0.78294200756034,0.0105377141541108
"TCGA.ED.A5KG.01A",0,0.017696076279233,0.170961862240057,0.0165547638870079,0.462142118903858,0.0369634010935944,0,0.204916506665228,0.0907652709310227
"TCGA.DD.AAW2.01A",0,0,0,0,0.0437007672270953,0.00762755868171435,9.66901160624223e-06,0.930219644541989,0.0184423605375947
"TCGA.2Y.A9GW.01A",0,0,0.0058684205821368,0,0.0539129013489916,0.0128221177203385,0,0.927396560348533,0
"TCGA.DD.A116.01A",0,0,0,0,0.0280653364171613,0.00732997787927431,0,0.964604685703564,0
"TCGA.CC.A1HT.01A",0,0,0.134821846984271,0,0.468593972288469,0.037467318045748,1.08264950559463e-05,0.231139061724784,0.127966974461672
"TCGA.DD.AAC8.01A",0,0,0.00192836009617828,0,0.10400289661037,0.00586760930697629,0,0.859315765151603,0.0288853688348718
"TCGA.G3.AAUZ.01A",0,0,0,0,0.0107638765225211,0.00938318687899433,0,0.979852936598485,0
"TCGA.DD.AAD2.01A",0,0,6.72080176230095e-05,0,0.0639472630871115,0.0246242241051643,0,0.911314794501805,4.65102882961774e-05
"TCGA.BD.A3EP.01A",0,0,0.000198337384645514,0.00357048098220328,0.101910945051645,0.0261298868153103,0,0.868190349766196,0
"TCGA.DD.AADR.01A",0,0,0,0,0.0225560866703416,0.0051983293075089,0,0.972245584022149,0
"TCGA.DD.AAVU.01A",0,0,0,0,0.00565380325535219,0.00273122929024915,0,0.983463232285451,0.00815173516894796
"TCGA.QA.A7B7.01A",0,0,0,0,0.0154220283110161,0,0,0.984577971688984,0
"TCGA.UB.AA0U.01A",0,0,0,0,0.0790224153851981,0.0147276056320155,1.10966015578824e-05,0.887102336619634,0.0191365457615947
"TCGA.CC.A9FU.01A",0,0,0.00119762233389666,0.000134165922513726,0.0501993811130434,0.0137458819872519,0.000257188472704643,0.79556357325069,0.1389021869199
"TCGA.DD.A113.01A",0,0,0,0,0.0690038207425747,0.0120238062981258,0,0.885505873423907,0.0334664995353927
"TCGA.KR.A7K0.01A",0,0,0,0,0.0575607312516279,0.0112067072389708,0,0.923652095054764,0.00758046645463735
"TCGA.DD.A4NL.01A",0,0,0,0,0.0211650290172857,0.00685361322088889,0,0.971981357761825,0
"TCGA.DD.AADW.01A",0,0,0,0,0.249268397264147,0.0345011142297778,1.43072364793731e-05,0.542117654257588,0.174098527012008
"TCGA.DD.A39X.01A",0,0,0,0,0.0304400531641505,0.0171487556292049,8.92762188376806e-06,0.928062645434212,0.024339618150549
"TCGA.DD.AAEE.01A",0,0,0,0,0.0249193814256952,0.00542631047566404,0,0.969654308098641,0
"TCGA.2Y.A9GU.01A",0,0,0,0,0.0425625131170336,0.00523827708062876,1.15735547595182e-07,0.945598423660379,0.00660067040641117
"TCGA.CC.A7IE.01A",0,0,0.0413217519712084,0.00638177390718053,0.131581546643902,0.0266265267401411,0,0.64408187034396,0.150006530393608
"TCGA.WX.AA44.01A",0,0,0,0,0.0860926102418927,0.0168722138836822,0,0.850033576095628,0.0470015997787974
"TCGA.G3.A7M8.01A",0,0,0,0,0.0261505055160582,0.00603013609208811,0,0.967819358391854,0
"TCGA.ED.A7XP.01A",0,0,0,0,0.0831195905794093,0.0298844679152633,0,0.875925009060951,0.0110709324443761
"TCGA.BW.A5NQ.01A",0,0,0.0269164168298525,0.000583660676842191,0.145821975707507,0.0128763769252631,0,0.776365121574058,0.0374364482864767
"TCGA.DD.A73G.01A",0,0,0,0,0.0118904488248789,0.00904890519342116,0,0.9790606459817,0
"TCGA.RG.A7D4.01A",0,0,0.0580104705553131,0.0214747025637302,0.0867151681813125,0.00580637917918692,0,0.791895117251771,0.0360981622686859
"TCGA.DD.A3A6.01A",0,0,0.00480213768842275,0,0.272962674742859,0.456883921364085,0,0.265351266204634,0
"TCGA.BW.A5NO.01A",0,0,0,0,0.0369300588023932,0.00567181253085761,0,0.95076292030766,0.00663520835908921
"TCGA.CC.A3MA.01A",0,0,0.00137773820766387,0,0.338845267138304,0.0753361167206073,0,0.285178120338906,0.299262757594519
"TCGA.DD.AADC.01A",0,0,0,0,0.10679534193208,0.0228369683867381,0,0.779068603120415,0.091299086560767
"TCGA.G3.AAV0.01A",0,0,0,0,0.00679476908634237,0.00683345200723841,0,0.986371778906419,0
"TCGA.DD.AAE3.01A",0,0,0,0,0.0269626054439313,0.0158768071094103,0,0.957160587446659,0
"TCGA.DD.A118.01A",0,0,0,0,0.0853628915168236,0.0159095879142461,8.63659860219125e-06,0.896949638401235,0.00176924556909304
"TCGA.DD.A1EF.01A",0,0,0.00857086322074877,0,0.139546131596689,0.00790808958779952,0,0.726705227231445,0.117269688363318
"TCGA.DD.A11D.01A",0,0,0,0,0.0212685091128283,0.00594611177495161,0,0.97278537911222,0
"TCGA.G3.A6UC.01A",0,0,0,0,0.0192648697273564,0.00176143867298889,0,0.978973691599655,0
"TCGA.WJ.A86L.01A",0,0,0,0,0.0461440247423811,0.000555935681733956,0,0.930805008010387,0.0224950315654977
"TCGA.CC.5263.01A",0,0,0.0203447327874416,0,0.307683125056638,0.0109400013438969,0,0.436693934743183,0.22433820606884
"TCGA.DD.AAE6.01A",0,0,0,0,0.0195686088991726,0.00225621032399074,0,0.949999340551312,0.0281758402255245
"TCGA.K7.A6G5.01A",0,0,0,0,0.0209069545930558,0.00253506366225724,0,0.976557981744687,0
"TCGA.DD.A1EL.01A",0,0,0.00497165386339697,0,0.0975330017522545,0.0103318692961061,0,0.861657308832356,0.0255061662558867
"TCGA.G3.A7M6.01A",0,0,0.000938768731103338,0,0.232631683566518,0.0315998715126149,2.76963780536556e-05,0.483449081663198,0.251352898148513
"TCGA.DD.AAE4.01A",0,0,0,0,0.0208582420832469,0.00651060333536529,0,0.972631154581388,0
"TCGA.MI.A75G.01A",0,0,0,0,0.0227876768033382,0.00505470326914512,0,0.972157619927517,0
"TCGA.DD.AACQ.01A",0,0,0,0,0.0210788141866437,0.00334728742824488,0,0.960681522536283,0.0148923758488279
"TCGA.DD.AADV.01A",0,0,0,0,0.0526870490998093,0.0132113979816253,0,0.931188564404411,0.00291298851415465
"TCGA.LG.A9QD.01A",0,0,0,0,0.0155954980289267,0.00732163932123044,0,0.977082862649843,0
"TCGA.DD.A3A2.01A",0,0,0,0,0.0138747579184255,0.00259780798888528,0,0.983527434092689,0
"TCGA.DD.A115.01A",0,0,0,0,0.0253870536326126,0.00690887368809531,0,0.967704072679292,0
"TCGA.DD.A1EG.01A",0,0,0.00688669638684457,0,0.0524198596856327,0.00883675709287767,0,0.931720218706495,0.000136468128150266
"TCGA.DD.AADO.01A",0,0,0.0177626303481683,0.000472544246258427,0.00703214202971298,0.00299254161894533,0,0.9715984524169,0.000141689340015079
"TCGA.5C.A9VH.01A",0,0,0,0,0.11506213794566,0.0249852439246947,1.39986620124348e-05,0.842936032613851,0.0170025868537815
"TCGA.DD.AACS.01A",0,0,0,0,0.0460645967435717,0.00433836625888169,0,0.925910939554428,0.0236860974431185
"TCGA.DD.AAE7.01A",0,0,0,0,0.0283725668716312,0.0173836450685608,0,0.954243788059808,0
"TCGA.DD.AADJ.01A",0,0,0,0,0.0140473323956978,0.00159380423691748,0,0.984358863367385,0
"TCGA.UB.A7MD.01A",0,0,0.00112060723137598,0,0.128226768174133,0.0104064418918645,3.47539245032438e-06,0.859787480945878,0.000455226364298651
"TCGA.CC.5259.01A",0,0,0,0,0.00904768176777892,0.00047644889659601,0,0.990475869335625,0
"TCGA.HP.A5MZ.01A",0,0,0.000450910381403437,0,0.0815638624466308,0.0189635510242674,0,0.899021676147698,0
"TCGA.EP.A2KB.01A",0,0,0,0,0.0448391630502912,0.00927352996667029,2.07806251852377e-05,0.828477107584151,0.117389418773703
"TCGA.ED.A7PX.01A",0,0,0,0,0.411997411468411,0.0980436930154902,0,0.32033198802626,0.169626907489839
"TCGA.G3.A5SM.01A",0,0,0,0,0.0364622748531043,0.00792282588770195,0,0.955614899259194,0
"TCGA.DD.AAEB.01A",0,0,0,0,0.0216488761767693,0,0,0.978351123823231,0
"TCGA.BC.A5W4.01A",0,0,0,0,0.00992793914203082,0.000122372887217892,0,0.985249312601936,0.00470037536881572
"TCGA.DD.A73B.01A",0,0,0,0,0.0145414877851593,0.000360468888681246,0,0.985098043326159,0
"TCGA.DD.A1EI.01A",0,0,0.000223227217128209,0,0.135657788033904,0.0248071108094463,0,0.818872939626606,0.0204389343129151
"TCGA.K7.A5RF.01A",0,0,0.000176283670921602,0,0.0565859583610152,0.0109817420790285,0,0.929805227997512,0.00245078789152292
"TCGA.DD.AACT.01A",0,0,0,0,0.0217879527473396,0.00512615653524316,0,0.973085890717417,0
"TCGA.DD.A4NO.01A",0,0,0,0,0.0464543526102521,0.00346693891636441,0,0.949226471933718,0.000852236539665043
"TCGA.2Y.A9H8.01A",0,0,0.00371872314823769,0.000379356335596263,0.0387272726847951,0.00958723626353616,1.69942048901903e-05,0.897006752679224,0.0505636646837204
"TCGA.DD.A3A8.01A",0,0,0,0,0.0195597617374481,0.00091018134066065,0,0.979530056921891,0
"TCGA.LG.A9QC.01A",0,0,0,0,0.216392596425184,0.0220248849949478,1.00833000630134e-05,0.760021362571849,0.00155107270795599
"TCGA.BC.A10S.01A",0,0,0,0,0.0337879540221343,0.00960606682822284,5.03683216864577e-08,0.956605928781321,0
"TCGA.DD.AACN.01A",0,0,0,0,0.118776608079494,0.0213967213106172,2.91964203468114e-05,0.691049050116646,0.168748424072896
"TCGA.DD.A1ED.01A",0,0,0,0,0.0291936425198,0.00614366728793333,0,0.964662690192267,0
"TCGA.BC.A10Q.01A",0,0,0.0407550158113885,0,0.32104321685189,0.0366392405548572,9.9751354593847e-07,0.027375295913095,0.574186233355223
"TCGA.BC.A110.01A",0,0,0.0071858684715627,0,0.0654184642498989,0.0490875861041725,0,0.878308081174366,0
"TCGA.DD.AAW3.01A",0,0,0,0,0.0300590258158866,0.00469974004879594,9.85924494584482e-06,0.965231374890372,0
"TCGA.2Y.A9H7.01A",0,0,0,0,0.0354544428311733,0.000386677840797988,0,0.961530470663046,0.00262840866498249
"TCGA.CC.5260.01A",0,0,0.0599070585512457,0,0.316700965117949,0.0679146535841938,3.81236285584673e-05,0,0.555439199118053
"TCGA.DD.AAD3.01A",0,0,9.54066157779182e-05,0,0.109861948923622,0.0183933276353148,0,0.866367996131227,0.00528132069405811
"TCGA.G3.AAV7.01A",0,0,0.0197832169831822,0,0.296237871435521,0.0334060482693515,0,0.577280199325678,0.0732926639862678
"TCGA.DD.A39Y.01A",0,0,0,0,0.0262765066568984,0.0055728396085774,0,0.942986094306201,0.0251645594283237
"TCGA.K7.A5RG.01A",0,0.0033272343328969,0.0317860410930588,0.0027654938395687,0.12838788051614,0.00355866302448788,0,0.829207055483571,0.00096763171027717
"TCGA.G3.A25Y.01A",0,0,0.0015203853401907,0,0.180787563715029,0.0211089605895142,3.70790011057987e-05,0.696109248695563,0.100436762658597
"TCGA.DD.AACF.01A",0,0,0,0,0.0267601250995417,0.000759530430418844,0,0.972480344470039,0
"TCGA.DD.A39Z.01A",0,0,0,0,0.0136477468965095,0.00237769084004389,0,0.983974562263446,0
"TCGA.DD.AACB.01A",0,0,0.0595597532803086,0.0105318732303589,0.0733142169077567,0.00466137520801686,4.29384820010213e-05,0.851242614236632,0.000647228654925638
"TCGA.DD.AADG.01A",0,0,0,0,0.023781835819456,0.00553176979067289,1.00483742630694e-05,0.970676346015608,0
"TCGA.DD.AAW1.01A",0,0,0,0,0.049364145800987,0.00346884503831483,3.29763249033431e-06,0.947163711528208,0
"TCGA.DD.AAC9.01A",0,0,0,0,0.0191055058998329,0.0247140304468984,0,0.956180463653269,0
"TCGA.G3.A25Z.01A",0,0,0,0,0.0178159215189244,0.0100280032728738,0,0.972156075208202,0
"TCGA.DD.A4NF.01A",0,0,0,0,0.152609030068599,0.00414008240211258,0,0.833580579940514,0.00967030758877503
"TCGA.G3.A25V.01A",0,0,0,0,0.0353719382303263,0.0126648211053294,0.000139311336292848,0.951823929328051,0
"TCGA.G3.AAV5.01A",0,0,0,0,0.0261553355596196,0.00474889199207932,1.66892784456574e-05,0.952542590674732,0.0165364924951232
"TCGA.BD.A2L6.01A",0,0,0,0,0.0249100066442439,0.00978716408544181,0,0.965302829270314,0
"TCGA.XR.A8TF.01A",0,0,0,0,0.0433628604615493,0.00224388160357812,0,0.907570290426021,0.0468229675088514
"TCGA.DD.AAEH.01A",0,0,0,0,0.0267108234826397,0.012591373416589,0,0.960697803100771,0
"TCGA.GJ.A6C0.01A",0,0,0.0156984409416805,0,0.0309261107953754,0.00774399845602336,0,0.945631449806921,0
"TCGA.UB.AA0V.01A",0,0,4.20622050891009e-05,0,0.0647431363526294,0.0243862911556892,0,0.904151798468632,0.00667671181796052
"TCGA.RC.A6M5.01A",0,0,0,0,0.164009981454852,0.0163375646554072,0,0.819652453889741,0
"TCGA.BC.A69H.01A",0,0,0.0275067017806731,7.71906826355154e-05,0.0245983478524252,0.0231295520247903,7.21946905537549e-05,0.86937687447002,0.0552391384989019
"TCGA.CC.5258.01A",0,0,0.012355392445416,0,0.146747194723192,0.0243892219047998,1.62968629048495e-05,0.720470742989195,0.096021151074492
"TCGA.BC.A69I.01A",0,0,0,0,0.0213813898353992,0.014508161032304,0,0.964110449132297,0
"TCGA.G3.A7M9.01A",0,0,0,0,0.259257580948875,0.0397396397281733,0.000370096025569281,0.529764939502662,0.17086774379472
"TCGA.G3.AAV6.01A",0,0,0,0,0.0700355518184484,0.0346168935484241,0.00023615093512829,0.819970656365599,0.0751407473324003
"TCGA.CC.A8HT.01A",0,0,0.0105708695967075,0,0.106157798476704,0.00619103404137092,0,0.844211085818328,0.0328692120668902
"TCGA.CC.A8HV.01A",0,0,0,0,0.119797740860101,0.0254661066028839,0,0.747805179172974,0.106930973364041
"TCGA.GJ.A9DB.01A",0,0,0,0,0.0606875991003858,0.0219813025712254,0,0.904907737827443,0.0124233605009456
"TCGA.BD.A3ER.01A",0,0,0,0,0.0426215448648133,0.00609980764343021,5.07776864254383e-06,0.951273569723114,0
"TCGA.ZP.A9CV.01A",0,0,0,0,0.128686585630711,0,1.4288567576535e-05,0.871299125801712,0
