,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-AG-3896-01A,0.018,0.000,0.017,0.005,0.000,0.001,0.019,0.040,0.051,0.017,0.036,0.000,0.000,0.004,0.000,0.790,0.790
TCGA-DC-4745-01A,0.001,0.000,0.012,0.007,0.000,0.001,0.013,0.032,0.032,0.018,0.018,0.000,0.000,0.000,0.000,0.867,0.867
TCGA-AH-6903-01A,0.003,0.000,0.007,0.004,0.000,0.000,0.008,0.014,0.012,0.006,0.008,0.000,0.000,0.003,0.000,0.934,0.934
TCGA-AG-3599-01A,0.009,0.000,0.025,0.023,0.000,0.000,0.016,0.014,0.021,0.008,0.030,0.000,0.000,0.003,0.000,0.850,0.850
TCGA-AG-3581-01A,0.020,0.000,0.017,0.008,0.000,0.001,0.016,0.028,0.038,0.012,0.030,0.000,0.000,0.006,0.000,0.824,0.824
TCGA-AG-3881-01A,0.021,0.000,0.008,0.008,0.006,0.001,0.022,0.051,0.115,0.035,0.075,0.000,0.001,0.005,0.001,0.651,0.651
TCGA-CL-5917-01A,0.000,0.000,0.006,0.005,0.003,0.000,0.002,0.024,0.058,0.009,0.012,0.000,0.000,0.006,0.000,0.874,0.874
TCGA-AG-3902-01A,0.020,0.000,0.024,0.044,0.001,0.001,0.031,0.023,0.032,0.008,0.064,0.000,0.001,0.006,0.000,0.743,0.743
TCGA-CI-6624-01C,0.016,0.000,0.024,0.003,0.006,0.000,0.018,0.037,0.072,0.010,0.053,0.001,0.000,0.007,0.000,0.753,0.753
TCGA-AF-2692-01A,0.006,0.000,0.012,0.006,0.005,0.001,0.017,0.025,0.049,0.011,0.014,0.000,0.000,0.007,0.000,0.846,0.846
TCGA-DC-6683-01A,0.000,0.000,0.005,0.004,0.000,0.000,0.000,0.015,0.051,0.005,0.041,0.000,0.000,0.002,0.000,0.876,0.876
TCGA-DC-6682-01A,0.000,0.000,0.004,0.013,0.000,0.000,0.005,0.017,0.015,0.004,0.010,0.000,0.000,0.000,0.000,0.933,0.933
TCGA-F5-6702-01A,0.007,0.000,0.017,0.005,0.009,0.000,0.003,0.043,0.330,0.021,0.093,0.001,0.000,0.005,0.000,0.466,0.466
TCGA-AF-4110-01A,0.057,0.000,0.019,0.013,0.005,0.002,0.023,0.047,0.090,0.019,0.046,0.001,0.000,0.007,0.000,0.672,0.672
TCGA-F5-6861-01A,0.000,0.000,0.010,0.011,0.000,0.000,0.005,0.024,0.037,0.016,0.025,0.000,0.000,0.003,0.000,0.869,0.869
TCGA-G5-6235-01A,0.003,0.000,0.001,0.006,0.000,0.000,0.000,0.013,0.000,0.001,0.002,0.000,0.000,0.002,0.000,0.972,0.972
TCGA-AG-3999-01A,0.003,0.000,0.010,0.004,0.000,0.000,0.007,0.018,0.060,0.013,0.019,0.000,0.000,0.004,0.000,0.861,0.861
TCGA-AG-A02N-01A,0.004,0.000,0.003,0.008,0.020,0.000,0.001,0.011,0.009,0.001,0.023,0.000,0.000,0.001,0.000,0.918,0.918
TCGA-AF-6136-01A,0.005,0.000,0.011,0.002,0.004,0.000,0.013,0.037,0.027,0.007,0.013,0.001,0.000,0.003,0.000,0.875,0.875
TCGA-AG-3580-01A,0.017,0.000,0.009,0.020,0.000,0.000,0.016,0.021,0.011,0.011,0.015,0.000,0.000,0.006,0.000,0.874,0.874
TCGA-DY-A1H8-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.995,0.995
TCGA-AG-A032-01A,0.005,0.000,0.007,0.005,0.000,0.002,0.009,0.023,0.028,0.006,0.010,0.000,0.000,0.002,0.000,0.903,0.903
TCGA-EI-6512-01A,0.000,0.000,0.013,0.006,0.000,0.000,0.008,0.027,0.021,0.001,0.029,0.000,0.000,0.007,0.000,0.886,0.886
TCGA-AG-3575-01A,0.004,0.000,0.013,0.006,0.000,0.000,0.006,0.019,0.093,0.009,0.048,0.000,0.000,0.002,0.000,0.797,0.797
