,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-C8-A278-01A,0.063,0.002,0.035,0.001,0.029,0.000,0.550,0.005,0.027,0.126,0.004,0.153,0.005,0.000,0.000,0.000
TCGA-A7-A425-01A,0.010,0.000,0.004,0.001,0.008,0.000,0.592,0.029,0.066,0.152,0.024,0.097,0.007,0.002,0.006,0.001
TCGA-E2-A15H-01A,0.015,0.000,0.003,0.008,0.001,0.000,0.774,0.007,0.021,0.126,0.004,0.038,0.002,0.000,0.001,0.000
TCGA-A8-A06N-01A,0.006,0.000,0.007,0.000,0.002,0.000,0.923,0.000,0.019,0.000,0.013,0.023,0.000,0.000,0.006,0.000
TCGA-E2-A570-01A,0.002,0.000,0.008,0.000,0.005,0.000,0.627,0.011,0.032,0.244,0.013,0.045,0.008,0.000,0.003,0.000
TCGA-BH-A1FL-01A,0.010,0.009,0.014,0.000,0.025,0.000,0.687,0.011,0.059,0.108,0.023,0.041,0.011,0.000,0.001,0.000
TCGA-E2-A56Z-01A,0.006,0.000,0.012,0.008,0.001,0.000,0.824,0.002,0.036,0.070,0.020,0.016,0.004,0.000,0.002,0.000
TCGA-E9-A1RI-01A,0.014,0.000,0.017,0.000,0.008,0.000,0.528,0.006,0.028,0.298,0.003,0.088,0.010,0.000,0.000,0.000
TCGA-BH-A0DP-01A,0.016,0.000,0.010,0.000,0.018,0.000,0.518,0.034,0.052,0.247,0.005,0.087,0.010,0.000,0.001,0.000
TCGA-AR-A0U3-01A,0.013,0.000,0.020,0.001,0.002,0.000,0.834,0.011,0.032,0.049,0.007,0.030,0.000,0.000,0.001,0.000
TCGA-BH-A18L-01A,0.007,0.000,0.011,0.000,0.005,0.000,0.866,0.000,0.051,0.003,0.019,0.036,0.000,0.000,0.003,0.000
TCGA-A7-A3J1-01A,0.012,0.016,0.025,0.007,0.031,0.001,0.433,0.073,0.080,0.170,0.024,0.111,0.013,0.001,0.004,0.001
TCGA-AC-A6IW-01A,0.005,0.004,0.040,0.005,0.018,0.000,0.598,0.106,0.016,0.029,0.006,0.173,0.000,0.000,0.001,0.000
TCGA-AC-A3YI-01A,0.005,0.000,0.006,0.001,0.012,0.000,0.422,0.034,0.109,0.323,0.017,0.054,0.010,0.000,0.003,0.003
TCGA-D8-A1XG-01A,0.019,0.000,0.007,0.000,0.000,0.000,0.782,0.005,0.016,0.118,0.023,0.029,0.000,0.000,0.000,0.000
TCGA-A8-A082-01A,0.003,0.000,0.016,0.000,0.000,0.000,0.778,0.001,0.017,0.091,0.000,0.091,0.002,0.000,0.001,0.000
TCGA-OL-A5RU-01A,0.050,0.034,0.022,0.000,0.034,0.001,0.543,0.066,0.065,0.099,0.025,0.052,0.006,0.000,0.001,0.001
TCGA-BH-A0HA-01A,0.011,0.000,0.035,0.000,0.012,0.000,0.473,0.041,0.071,0.269,0.016,0.061,0.008,0.000,0.001,0.000
TCGA-A2-A3XS-01A,0.017,0.005,0.018,0.003,0.007,0.000,0.722,0.028,0.056,0.098,0.016,0.028,0.001,0.000,0.001,0.000
TCGA-A2-A0ES-01A,0.007,0.000,0.013,0.000,0.013,0.001,0.515,0.047,0.115,0.200,0.029,0.053,0.004,0.000,0.001,0.000
TCGA-B6-A0RN-01A,0.003,0.000,0.006,0.000,0.005,0.000,0.633,0.014,0.028,0.262,0.003,0.036,0.008,0.000,0.001,0.000
TCGA-BH-A2L8-01A,0.011,0.010,0.051,0.006,0.047,0.000,0.453,0.078,0.027,0.189,0.007,0.110,0.008,0.000,0.001,0.000
TCGA-E2-A108-01A,0.013,0.005,0.029,0.003,0.052,0.000,0.245,0.063,0.121,0.240,0.038,0.177,0.011,0.000,0.003,0.001
TCGA-AN-A046-01A,0.004,0.000,0.024,0.007,0.036,0.000,0.639,0.019,0.029,0.132,0.009,0.097,0.000,0.001,0.001,0.000
TCGA-E2-A576-01A,0.006,0.000,0.004,0.006,0.005,0.000,0.825,0.004,0.026,0.079,0.015,0.020,0.007,0.000,0.002,0.000
TCGA-A2-A3XX-01A,0.027,0.009,0.028,0.001,0.007,0.000,0.723,0.015,0.036,0.096,0.023,0.033,0.001,0.000,0.001,0.000
TCGA-C8-A137-01A,0.001,0.000,0.006,0.000,0.003,0.000,0.811,0.000,0.023,0.124,0.000,0.031,0.000,0.000,0.000,0.000
TCGA-A7-A4SC-01A,0.015,0.000,0.006,0.003,0.022,0.000,0.558,0.031,0.068,0.209,0.022,0.058,0.007,0.000,0.002,0.000
TCGA-E2-A15M-01A,0.015,0.010,0.044,0.001,0.044,0.001,0.400,0.048,0.130,0.179,0.017,0.108,0.002,0.000,0.001,0.000
TCGA-A8-A08I-01A,0.035,0.001,0.020,0.024,0.086,0.000,0.542,0.032,0.014,0.035,0.002,0.202,0.004,0.000,0.002,0.000
TCGA-AC-A2FF-01A,0.027,0.008,0.026,0.001,0.023,0.001,0.332,0.050,0.130,0.296,0.029,0.066,0.009,0.000,0.001,0.000
TCGA-E2-A1L6-01A,0.011,0.000,0.013,0.001,0.004,0.000,0.637,0.042,0.058,0.153,0.016,0.063,0.001,0.000,0.000,0.000
TCGA-A7-A13E-01B,0.030,0.057,0.013,0.072,0.004,0.075,0.418,0.067,0.077,0.131,0.001,0.041,0.010,0.000,0.003,0.000
TCGA-AR-A24S-01A,0.007,0.000,0.040,0.002,0.003,0.001,0.463,0.024,0.049,0.208,0.018,0.184,0.002,0.000,0.000,0.000
TCGA-E2-A155-01A,0.027,0.000,0.001,0.001,0.011,0.000,0.883,0.003,0.021,0.018,0.006,0.022,0.004,0.000,0.000,0.000
TCGA-C8-A12M-01A,0.015,0.000,0.024,0.000,0.026,0.000,0.786,0.004,0.087,0.013,0.026,0.010,0.007,0.000,0.000,0.000
TCGA-E2-A14W-01A,0.009,0.000,0.001,0.001,0.001,0.000,0.878,0.000,0.004,0.075,0.002,0.028,0.000,0.000,0.001,0.000
TCGA-B6-A0RQ-01A,0.004,0.000,0.006,0.000,0.003,0.000,0.748,0.024,0.068,0.101,0.019,0.023,0.003,0.000,0.000,0.000
TCGA-EW-A1IW-01A,0.007,0.002,0.022,0.001,0.015,0.000,0.633,0.033,0.053,0.144,0.029,0.055,0.004,0.000,0.001,0.000
TCGA-A1-A0SM-01A,0.003,0.000,0.009,0.001,0.001,0.000,0.621,0.003,0.027,0.241,0.002,0.087,0.004,0.000,0.000,0.000
TCGA-E9-A1R6-01A,0.015,0.000,0.006,0.001,0.002,0.000,0.785,0.002,0.018,0.100,0.010,0.055,0.004,0.000,0.003,0.000
TCGA-A2-A0CQ-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.747,0.013,0.021,0.067,0.011,0.136,0.000,0.000,0.001,0.000
TCGA-OL-A5D7-01A,0.012,0.020,0.034,0.029,0.028,0.000,0.723,0.028,0.014,0.024,0.004,0.081,0.001,0.000,0.001,0.000
TCGA-D8-A143-01A,0.029,0.000,0.031,0.000,0.022,0.000,0.756,0.013,0.042,0.068,0.012,0.025,0.000,0.000,0.001,0.000
TCGA-C8-A138-01A,0.013,0.000,0.014,0.013,0.043,0.000,0.547,0.026,0.045,0.176,0.025,0.089,0.005,0.001,0.001,0.000
TCGA-E2-A14Q-01A,0.010,0.000,0.021,0.001,0.013,0.000,0.731,0.029,0.053,0.098,0.013,0.023,0.006,0.000,0.000,0.000
TCGA-A2-A0YL-01A,0.010,0.000,0.015,0.002,0.022,0.001,0.526,0.045,0.076,0.234,0.015,0.048,0.006,0.000,0.001,0.000
TCGA-PL-A8LY-01A,0.011,0.000,0.007,0.000,0.017,0.000,0.774,0.033,0.046,0.062,0.018,0.028,0.001,0.000,0.002,0.000
TCGA-GM-A2DK-01A,0.005,0.000,0.005,0.003,0.006,0.000,0.580,0.014,0.144,0.117,0.041,0.080,0.002,0.000,0.002,0.000
TCGA-B6-A0RO-01A,0.011,0.000,0.005,0.000,0.013,0.000,0.839,0.002,0.027,0.043,0.010,0.049,0.000,0.000,0.000,0.000
TCGA-D8-A142-01A,0.028,0.001,0.012,0.000,0.019,0.000,0.538,0.014,0.053,0.251,0.017,0.066,0.000,0.000,0.000,0.000
TCGA-C8-A8HP-01A,0.040,0.000,0.029,0.007,0.029,0.000,0.622,0.025,0.026,0.066,0.031,0.123,0.001,0.001,0.002,0.001
TCGA-E9-A24A-01A,0.002,0.000,0.025,0.000,0.006,0.000,0.516,0.021,0.054,0.186,0.005,0.183,0.001,0.000,0.000,0.000
TCGA-AO-A0JE-01A,0.019,0.000,0.034,0.000,0.038,0.000,0.475,0.027,0.036,0.244,0.009,0.115,0.002,0.000,0.001,0.000
TCGA-AR-A1AU-01A,0.012,0.000,0.008,0.005,0.001,0.001,0.658,0.005,0.054,0.177,0.022,0.051,0.008,0.000,0.000,0.000
