Mixture,CD4 T,CD8 T,Cancer Cells,DC,Fibroblasts,Monocytes,NK,P-value,Correlation,RMSE
TCGA-BQ-7044-01A,0,0.0266864970987997,0.745272868320017,0,0.0775202977090156,0.150520336872168,0,0,0.193777542940989,1.12647291409639
TCGA-SX-A7SR-01A,0,0.0193774626327224,0.63002516693452,0.0101472134301515,0.117946785345734,0.220798575131923,0.00170479652494874,0,0.351193614380471,0.999092521728886
TCGA-MH-A854-01A,0,0.000813175546379971,0.706407082879443,0,0.158026570227575,0.12941330824836,0.0053398630982415,0,0.365048779549342,1.00710998247896
TCGA-B3-8121-01A,0,0.0333190836426456,0.241572421052108,0.00590585921593412,0.289412278343281,0.42656682875862,0.00322352898741199,0,0.495933193174019,0.906622588114259
TCGA-2Z-A9JJ-01A,0,0,0.618119259482653,0,0.147612586960743,0.234268153556603,0,0,0.409819947096009,0.961919489257033
TCGA-B1-7332-01A,0,0.024592525379692,0.501449513354356,0.00940260591846556,0.168553716530649,0.296001638816837,0,0,0.369395246938557,0.980213869346045
TCGA-WN-A9G9-01A,0.161924006184517,0.226212533629752,0.0383611921587966,0.0404915020505928,0.0640640876502775,0.43217254329871,0.0367741350273545,0,0.246352082042474,1.04237589289483
TCGA-A4-8310-01A,0,0.0169231988085257,0.615327294364689,0.0074855655800852,0.159787147702276,0.200476793544424,0,0,0.298651615363585,1.03619497178108
TCGA-2Z-A9JT-01A,0.00474152509762731,0.0389171703428398,0.525269784866347,0.00880825164973314,0.0692730991208117,0.352990168922641,0,0,0.333444469351846,1.00638122536266
TCGA-5P-A9K2-01A,0,0.00688146426846014,0.69745727470675,0.00953902023194807,0.115263774853064,0.170402311439401,0.00045615450037684,0,0.383514530981859,0.987091722812162
TCGA-4A-A93W-01A,0.012149295435782,0.023518206168041,0.73573708850079,0.011869010529038,0.0967437621418194,0.119982637224529,0,0,0.345818991647966,1.0172182618205
TCGA-DW-7837-01A,0,0.0143571781965136,0.53132903620657,0.0117721961944628,0.181420097426217,0.25820797670397,0.00291351527226528,0,0.39541513359286,0.963562417515578
TCGA-A4-A5DU-01A,0.00757225811638857,0.017287318660023,0.672872270515976,0.00691839147623531,0.122899908075451,0.172449853155927,0,0,0.280442001672592,1.05369982901814
TCGA-2Z-A9JI-01A,0.0248178161858314,0.0169092732810009,0.35426537287435,0.00468937691559287,0.195781522764132,0.396242374280097,0.00729426369899575,0,0.322013017467887,1.01804955945219
TCGA-BQ-7050-01A,4.77881722460409e-05,0,0.426638084652137,0.00806369021366545,0.330913733268926,0.234336703693025,0,0,0.248866380401522,1.08381516004106
TCGA-BQ-5894-01A,0,0.0391989106527691,0.406198921815179,0,0.309864068667036,0.243005185001668,0.00173291386334763,0,0.392298157260939,0.972329777630741
TCGA-BQ-5879-01A,0,0.0177724422521121,0.466191378090006,0,0.319802941003241,0.194117162118935,0.00211607653570551,0,0.281738230270158,1.0573151658292
TCGA-AL-3472-01A,0,0.00839614679243641,0.776833673946627,0.0093310126039892,0.0956237282176665,0.109815438439281,0,0,0.376401090756301,1.00753509492666
TCGA-MH-A560-01A,0,0.00632213726292108,0.612369818752341,2.11658492554694e-06,0.133685974462468,0.247619952937344,0,0,0.163481788500408,1.12683486084277
TCGA-BQ-5891-01A,0,0.012426637306013,0.605642053935467,0.00668533752298789,0.182085882205791,0.193160089029741,0,0,0.264667143526992,1.0605173561541
TCGA-B9-A5W7-01A,0,0.0068197415086387,0.645674623207658,0.0186647603341176,0.116224825263485,0.2126160496861,0,0,0.412979474658548,0.957536674971866
TCGA-UZ-A9PR-01A,0,0,0.750513826839724,0.00623683907551558,0.0773931110114539,0.165856223073306,0,0,0.406286528734189,0.979380743816128
TCGA-B9-A69E-01A,0,0.0453393235381327,0.231456687708653,0.0232724511296685,0.191632682087665,0.508298855535882,0,0,0.364658430765163,1.01086829017597
TCGA-B3-4104-01A,0.00954986663954405,0.000587351472632589,0.772680253099286,0.00462536874383143,0.147590156372077,0.0636327162849875,0.00133428738764062,0,0.262964465707462,1.09679885048968
TCGA-SX-A71R-01A,0,0,0.770175840758481,0.00265695898860877,0.0962261764801395,0.130941023772771,0,0,0.340831660084294,1.03448654558437
TCGA-MH-A55Z-01A,0,0.0227879156743617,0.621085337625125,0.0122526172894447,0.117704917661419,0.226169211749649,0,0,0.30514164848659,1.02904084942571
TCGA-UZ-A9PO-01A,0,0.00750707563893029,0.46421549680956,0.0027810065035957,0.156579134863844,0.36891728618407,0,0,0.395345403672926,0.969481823693883
TCGA-G7-7501-01A,0,0.00568580624471664,0.408653829134743,0,0.257640255662332,0.328020108958208,0,0,0.367417248679745,0.993696619467916
TCGA-DW-7836-01A,0,0.0170458721086277,0.727415723620365,0.0107071124902536,0.160816122703898,0.0840151690768553,0,0,0.287771784021702,1.06606802696046
TCGA-HE-A5NI-01A,0,0.0165896476655841,0.533877136743586,0,0.150138997057673,0.291438323509524,0.00795589502363197,0,0.350681878530416,0.995312795436788
TCGA-G7-A8LE-01A,0.00843229146237678,0,0.710545462457448,0.00497283771410603,0.165182489676013,0.108344264547988,0.0025226541420686,0,0.318883074575298,1.04155255790587
TCGA-Y8-A895-01A,0,0.0290468870279538,0.623009561499226,0.00809994682422841,0.184245172809492,0.1555984318391,0,0,0.317514897980543,1.02443103273403
TCGA-UZ-A9PQ-01A,0.00590120263078826,0.00844870988381667,0.579348318903901,0.00210548489206548,0.269258320180441,0.134937963508988,0,0,0.23211348462684,1.09317291215846
TCGA-BQ-5884-01A,0,0.0121535832270362,0.304645266854057,0,0.231241451565866,0.451959698353041,0,0,0.18979008048977,1.13085281787702
TCGA-BQ-5893-01A,0,0.0209354993835303,0.604575071520996,0.00831973442843889,0.256240349106528,0.103172228203453,0.00675711735705334,0,0.240356679592453,1.08641137773028
TCGA-UZ-A9PV-01A,0.00170761289184967,0.0119313633834074,0.681414065435581,0.0036989944884742,0.190221336974857,0.111026626825831,0,0,0.253136033220296,1.08413219462555
