,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-EL-A3D0-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.003,0.115,0.133,0.039,0.018,0.000,0.002,0.000,0.000,0.688,0.688
TCGA-J8-A4HY-01A,0.007,0.000,0.006,0.002,0.000,0.000,0.017,0.096,0.006,0.048,0.057,0.000,0.004,0.000,0.000,0.756,0.756
TCGA-L6-A4ET-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.005,0.122,0.002,0.034,0.009,0.000,0.001,0.000,0.000,0.826,0.826
TCGA-DE-A4MC-01A,0.000,0.000,0.035,0.018,0.000,0.000,0.086,0.084,0.051,0.021,0.013,0.000,0.001,0.000,0.000,0.692,0.692
TCGA-ET-A25K-01A,0.005,0.000,0.005,0.000,0.000,0.000,0.001,0.235,0.045,0.101,0.034,0.001,0.000,0.000,0.000,0.573,0.573
TCGA-DJ-A3UU-01A,0.021,0.000,0.017,0.005,0.003,0.000,0.051,0.108,0.131,0.047,0.058,0.000,0.001,0.000,0.000,0.558,0.558
TCGA-EM-A1YA-01A,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.118,0.000,0.080,0.023,0.001,0.000,0.000,0.000,0.762,0.762
TCGA-CE-A483-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.128,0.007,0.027,0.035,0.000,0.001,0.000,0.000,0.801,0.801
TCGA-DJ-A3VD-01A,0.037,0.051,0.037,0.012,0.009,0.000,0.099,0.085,0.159,0.026,0.081,0.000,0.003,0.001,0.000,0.399,0.399
TCGA-BJ-A28S-01A,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.001,0.088,0.013,0.000,0.000,0.000,0.000,0.707,0.707
TCGA-FY-A3R9-01A,0.047,0.000,0.000,0.000,0.000,0.000,0.002,0.079,0.000,0.036,0.007,0.000,0.000,0.000,0.000,0.829,0.829
TCGA-FY-A3R8-01A,0.000,0.000,0.009,0.000,0.000,0.000,0.036,0.094,0.078,0.011,0.087,0.000,0.001,0.000,0.000,0.683,0.683
TCGA-DJ-A3V2-01A,0.049,0.015,0.031,0.023,0.022,0.000,0.030,0.109,0.049,0.027,0.136,0.000,0.007,0.000,0.000,0.501,0.501
TCGA-ET-A25L-01A,0.000,0.000,0.016,0.000,0.000,0.000,0.036,0.089,0.180,0.023,0.065,0.002,0.002,0.000,0.000,0.588,0.588
TCGA-EL-A3D1-01A,0.002,0.000,0.012,0.000,0.000,0.000,0.019,0.114,0.052,0.044,0.057,0.002,0.000,0.000,0.000,0.697,0.697
TCGA-FY-A3I4-01A,0.008,0.000,0.015,0.004,0.001,0.000,0.026,0.163,0.141,0.055,0.071,0.000,0.002,0.000,0.000,0.514,0.514
TCGA-DJ-A3UV-01A,0.019,0.000,0.015,0.004,0.006,0.000,0.033,0.142,0.093,0.090,0.059,0.000,0.001,0.000,0.000,0.537,0.537
TCGA-BJ-A28T-01A,0.096,0.037,0.037,0.026,0.038,0.000,0.096,0.127,0.083,0.041,0.099,0.000,0.006,0.001,0.000,0.313,0.313
TCGA-EM-A3FQ-01A,0.007,0.010,0.031,0.001,0.016,0.000,0.112,0.076,0.069,0.035,0.086,0.001,0.004,0.001,0.000,0.551,0.551
TCGA-J8-A4HW-01A,0.004,0.000,0.003,0.000,0.000,0.000,0.000,0.140,0.035,0.035,0.020,0.000,0.000,0.000,0.000,0.762,0.762
TCGA-MK-A4N6-01A,0.001,0.000,0.016,0.006,0.000,0.000,0.008,0.050,0.096,0.027,0.106,0.000,0.000,0.000,0.000,0.689,0.689
TCGA-DJ-A3V8-01A,0.012,0.000,0.004,0.000,0.000,0.000,0.017,0.071,0.035,0.025,0.050,0.000,0.000,0.000,0.000,0.787,0.787
TCGA-DJ-A1QI-01A,0.007,0.000,0.010,0.002,0.000,0.000,0.014,0.109,0.108,0.033,0.062,0.000,0.000,0.000,0.000,0.654,0.654
TCGA-EL-A3H8-01A,0.003,0.000,0.004,0.000,0.000,0.000,0.011,0.128,0.061,0.025,0.033,0.001,0.001,0.000,0.000,0.733,0.733
TCGA-EM-A3O3-01A,0.043,0.001,0.035,0.001,0.006,0.000,0.070,0.014,0.081,0.002,0.098,0.002,0.001,0.002,0.000,0.645,0.645
TCGA-IM-A3U3-01A,0.016,0.000,0.017,0.001,0.000,0.000,0.039,0.087,0.059,0.030,0.054,0.000,0.003,0.000,0.000,0.696,0.696
TCGA-BJ-A191-01A,0.041,0.002,0.012,0.012,0.004,0.004,0.002,0.074,0.019,0.030,0.013,0.000,0.000,0.000,0.000,0.787,0.787
TCGA-E8-A3X7-01A,0.000,0.000,0.009,0.001,0.000,0.000,0.030,0.073,0.113,0.016,0.025,0.000,0.001,0.000,0.000,0.732,0.732
TCGA-FY-A3YR-01A,0.000,0.000,0.013,0.000,0.000,0.000,0.033,0.074,0.129,0.025,0.021,0.000,0.000,0.000,0.000,0.705,0.705
TCGA-KS-A41I-01A,0.039,0.000,0.000,0.002,0.000,0.000,0.023,0.106,0.004,0.074,0.061,0.000,0.000,0.000,0.000,0.690,0.690
TCGA-EL-A3CS-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.014,0.060,0.045,0.036,0.013,0.000,0.000,0.000,0.000,0.828,0.828
TCGA-EL-A3GU-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.049,0.097,0.185,0.064,0.025,0.002,0.000,0.000,0.000,0.574,0.574
TCGA-EM-A1CU-01A,0.001,0.000,0.009,0.000,0.000,0.000,0.008,0.127,0.048,0.001,0.054,0.000,0.001,0.000,0.000,0.752,0.752
TCGA-H2-A26U-01A,0.018,0.001,0.038,0.015,0.017,0.000,0.084,0.082,0.151,0.021,0.144,0.000,0.003,0.001,0.000,0.424,0.424
TCGA-DJ-A2PT-01A,0.000,0.000,0.017,0.001,0.003,0.000,0.082,0.055,0.123,0.014,0.106,0.001,0.000,0.000,0.000,0.597,0.597
TCGA-DJ-A3V6-01A,0.000,0.000,0.013,0.004,0.000,0.000,0.030,0.092,0.091,0.035,0.045,0.000,0.001,0.000,0.000,0.688,0.688
