,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-KL-8325-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.828,0.000,0.035,0.000,0.018,0.110,0.005,0.000,0.000,0.000
TCGA-KO-8411-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.818,0.000,0.075,0.000,0.027,0.078,0.000,0.000,0.000,0.000
TCGA-KL-8331-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.879,0.000,0.030,0.000,0.024,0.065,0.001,0.000,0.000,0.000
TCGA-KO-8409-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.829,0.000,0.036,0.000,0.029,0.104,0.001,0.000,0.001,0.000
TCGA-KM-8439-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.730,0.000,0.064,0.000,0.027,0.173,0.002,0.000,0.002,0.000
TCGA-KN-8423-01A,0.000,0.003,0.005,0.000,0.000,0.000,0.762,0.001,0.068,0.000,0.046,0.113,0.001,0.000,0.000,0.000
TCGA-KL-8339-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.861,0.000,0.035,0.000,0.029,0.073,0.000,0.000,0.001,0.000
TCGA-KN-8434-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.608,0.000,0.131,0.000,0.058,0.181,0.013,0.001,0.001,0.000
TCGA-KL-8342-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.777,0.000,0.099,0.000,0.024,0.095,0.000,0.002,0.000,0.000
TCGA-KN-8428-01A,0.023,0.000,0.005,0.000,0.000,0.000,0.846,0.000,0.018,0.000,0.044,0.062,0.001,0.000,0.000,0.000
TCGA-KO-8416-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.781,0.000,0.049,0.000,0.039,0.129,0.001,0.000,0.000,0.000
