,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-C5-A7UI-01A,0.069,0.000,0.076,0.041,0.000,0.000,0.005,0.022,0.004,0.004,0.031,0.000,0.001,0.001,0.002,0.743,0.743
TCGA-C5-A902-01A,0.003,0.000,0.018,0.181,0.000,0.000,0.004,0.029,0.000,0.000,0.024,0.000,0.016,0.001,0.000,0.722,0.722
TCGA-DS-A1OB-01A,0.004,0.000,0.014,0.006,0.000,0.000,0.001,0.010,0.008,0.000,0.074,0.000,0.000,0.000,0.000,0.882,0.882
TCGA-Q1-A6DW-01A,0.000,0.000,0.006,0.043,0.000,0.000,0.017,0.054,0.011,0.008,0.008,0.000,0.001,0.011,0.000,0.841,0.841
TCGA-EK-A2R7-01A,0.030,0.000,0.032,0.043,0.007,0.000,0.018,0.028,0.029,0.001,0.025,0.000,0.000,0.001,0.000,0.784,0.784
TCGA-C5-A7X8-01A,0.054,0.000,0.028,0.013,0.012,0.000,0.010,0.042,0.191,0.020,0.021,0.001,0.001,0.003,0.000,0.604,0.604
TCGA-Q1-A5R3-01A,0.010,0.000,0.022,0.019,0.008,0.000,0.014,0.011,0.009,0.000,0.012,0.000,0.000,0.001,0.000,0.893,0.893
TCGA-C5-A7X5-01A,0.000,0.000,0.008,0.001,0.000,0.000,0.000,0.016,0.013,0.000,0.013,0.000,0.000,0.001,0.000,0.947,0.947
TCGA-ZJ-A8QR-01A,0.006,0.000,0.004,0.013,0.000,0.000,0.006,0.036,0.002,0.007,0.007,0.000,0.000,0.016,0.004,0.899,0.899
TCGA-HM-A3JK-01A,0.011,0.000,0.030,0.010,0.011,0.001,0.038,0.053,0.277,0.025,0.037,0.001,0.001,0.003,0.000,0.503,0.503
TCGA-EA-A556-01A,0.006,0.000,0.013,0.018,0.010,0.000,0.001,0.029,0.117,0.011,0.017,0.001,0.000,0.005,0.001,0.771,0.771
TCGA-VS-A9V4-01A,0.009,0.000,0.000,0.009,0.000,0.003,0.003,0.006,0.005,0.009,0.008,0.000,0.000,0.008,0.001,0.939,0.939
TCGA-IR-A3L7-01A,0.000,0.000,0.003,0.015,0.000,0.000,0.003,0.022,0.028,0.002,0.009,0.000,0.000,0.004,0.000,0.914,0.914
TCGA-EK-A2RL-01A,0.001,0.000,0.002,0.016,0.002,0.000,0.000,0.015,0.015,0.000,0.009,0.000,0.000,0.003,0.000,0.935,0.935
